sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212031901906090,1782212071175129247,1782212071175202377,1782212031902540233,39273223157,-39272662144,-39272942651,280506,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
2,1782212031902562013,1782212071175760128,1782212071175822818,1782212031903120528,39273198115,-39272702290,-39272950203,247912,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
3,1782212031903141978,1782212071176338448,1782212071176366088,1782212031903642580,39273196470,-39272723508,-39272959989,236481,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
4,1782212031903664131,1782212071176871988,1782212071176895248,1782212031904168264,39273207857,-39272726984,-39272967421,240436,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
5,1782212031904189254,1782212071177375738,1782212071177395268,1782212031904665637,39273186484,-39272729631,-39272958058,228426,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
6,1782212031904687697,1782212071177864518,1782212071177883928,1782212031905146791,39273176821,-39272737137,-39272956979,219842,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
7,1782212031905168761,1782212071178294498,1782212071178323528,1782212031905590643,39273125737,-39272732885,-39272929311,196426,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
8,1782212031905612143,1782212071178803929,1782212071178820879,1782212031906083156,39273191786,-39272737723,-39272964755,227031,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
9,1782212031906103486,1782212071179293319,1782212071179309759,1782212031906571939,39273189833,-39272737820,-39272963827,226006,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
10,1782212031906593080,1782212071179768029,1782212071179784389,1782212031907046512,39273174949,-39272737877,-39272956413,218536,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
11,1782212031907068012,1782212071180241239,1782212071180257929,1782212031907521406,39273173227,-39272736523,-39272954875,218352,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
12,1782212031907543766,1782212071180654879,1782212071180678229,1782212031907942798,39273111113,-39272735431,-39272923272,187841,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
13,1782212031907965018,1782212071181155339,1782212071181171839,1782212031908436251,39273190321,-39272735588,-39272962955,227366,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
14,1782212031908458061,1782212071181652080,1782212071181668390,1782212031908931634,39273194019,-39272736756,-39272965388,228631,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
15,1782212031908952555,1782212071182125600,1782212071182141980,1782212031909403517,39273173045,-39272738463,-39272955754,217291,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
16,1782212031909424767,1782212071182597890,1782212071182613990,1782212031909883620,39273173123,-39272730370,-39272951747,221376,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
17,1782212031909905491,1782212071183015610,1782212071183037220,1782212031910298363,39273110119,-39272738857,-39272924488,185631,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39272955580,-39272953038,-39272957403,-39272955580,15029.579177,6140,217476,217046,183886,221376,231671,217476
