sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212055586016348,1782212094859738891,1782212094859893731,1782212055586846464,39273722543,-39273047267,-39273384905,337638,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
2,1782212055586865364,1782212094860583012,1782212094860724142,1782212055587674299,39273717648,-39273049843,-39273383746,333902,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
3,1782212055587694559,1782212094861450292,1782212094861519102,1782212055588457874,39273755733,-39273061228,-39273408481,347252,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
4,1782212055588477074,1782212094862026842,1782212094862089072,1782212055588975307,39273549768,-39273113765,-39273331767,218001,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
5,1782212055588994578,1782212094862571552,1782212094862591372,1782212055589472070,39273576974,-39273119302,-39273348138,228836,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
6,1782212055589491520,1782212094863010272,1782212094863038352,1782212055589917203,39273518752,-39273121149,-39273319951,198801,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
7,1782212055589936753,1782212094863519943,1782212094863537643,1782212055590413876,39273583190,-39273123767,-39273353479,229711,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
8,1782212055590433866,1782212094864016463,1782212094864034993,1782212055590910979,39273582597,-39273124014,-39273353306,229291,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
9,1782212055590930049,1782212094864498013,1782212094864515643,1782212055591450843,39273567964,-39273064800,-39273316382,251582,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
10,1782212055591470913,1782212094865035223,1782212094865052233,1782212055591927806,39273564310,-39273124427,-39273344369,219941,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273344625,-39273342695,-39273347166,-39273344625,15146.536985,5592,219126,218650,186571,223222,232471,219126
