sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212083817471028,1782212123091649281,1782212123091765121,1782212083818260522,39274178253,-39273504599,-39273841426,336827,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
2,1782212083818281693,1782212123092476161,1782212123092666161,1782212083819167718,39274194468,-39273498443,-39273846456,348012,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
3,1782212083819187369,1782212123093296762,1782212123093358282,1782212083819815653,39274109393,-39273542629,-39273826011,283382,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
4,1782212083819836593,1782212123093945142,1782212123094005602,1782212083820433416,39274108549,-39273572186,-39273840368,268181,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
5,1782212083820452696,1782212123094482812,1782212123094506812,1782212083820933940,39274030116,-39273572872,-39273801494,228622,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
6,1782212083820953340,1782212123094947522,1782212123094979012,1782212083821406503,39273994182,-39273572509,-39273783346,210836,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
7,1782212083821427053,1782212123095469732,1782212123095488272,1782212083821913955,39274042679,-39273574317,-39273808498,234181,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
8,1782212083821933845,1782212123095979532,1782212123095998012,1782212083822425959,39274045687,-39273572053,-39273808870,236817,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
9,1782212083822446999,1782212123096474583,1782212123096492083,1782212083822918362,39274027584,-39273573721,-39273800653,226931,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
10,1782212083822938532,1782212123096976973,1782212123096993563,1782212083823407065,39274038441,-39273586498,-39273812470,225971,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
11,1782212083823428185,1782212123097391503,1782212123097414273,1782212083823825148,39273963318,-39273589125,-39273776222,187096,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
12,1782212083823845488,1782212123097886983,1782212123097903243,1782212083824314720,39274041495,-39273588523,-39273815009,226486,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
13,1782212083824336350,1782212123098380753,1782212123098398523,1782212083824811294,39274044403,-39273587229,-39273815816,228587,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
14,1782212083824831444,1782212123098855223,1782212123098871313,1782212083825283237,39274023779,-39273588076,-39273805928,217851,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
15,1782212083825304197,1782212123099326894,1782212123099343244,1782212083825754210,39274022697,-39273589034,-39273805866,216831,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
16,1782212083825775040,1782212123099735664,1782212123099759864,1782212083826171422,39273960624,-39273588442,-39273774533,186091,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
17,1782212083826191902,1782212123100233664,1782212123100250024,1782212083826661635,39274041762,-39273588389,-39273815076,226686,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
18,1782212083826681985,1782212123100723664,1782212123100739904,1782212083827154149,39274041679,-39273585755,-39273813717,227962,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
19,1782212083827174449,1782212123101198764,1782212123101214464,1782212083827626481,39274024315,-39273587983,-39273806149,218166,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
20,1782212083827646411,1782212123101671984,1782212123101689054,1782212083828103435,39274025573,-39273585619,-39273805596,219977,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
21,1782212083828123375,1782212123102084614,1782212123102106544,1782212083828522907,39273961239,-39273583637,-39273772438,188801,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
22,1782212083828543677,1782212123102585285,1782212123102601155,1782212083829014670,39274041608,-39273586485,-39273814047,227561,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
23,1782212083829033910,1782212123103077365,1782212123103092765,1782212083829505094,39274043455,-39273587671,-39273815563,227892,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
24,1782212083829524304,1782212123103549285,1782212123103565685,1782212083829976776,39274024981,-39273588909,-39273806945,218036,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
25,1782212083829995896,1782212123104020115,1782212123104036065,1782212083830447530,39274024219,-39273588535,-39273806377,217842,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
26,1782212083830466270,1782212123104428215,1782212123104458495,1782212083830874322,39273961945,-39273584173,-39273773059,188886,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
27,1782212083830893322,1782212123104935015,1782212123104951625,1782212083831362555,39274041693,-39273589070,-39273815382,226311,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
28,1782212083831381555,1782212123105434926,1782212123105451996,1782212083831863429,39274053371,-39273588567,-39273820969,232402,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
29,1782212083831883519,1782212123105907706,1782212123105924036,1782212083832335701,39274024187,-39273588335,-39273806261,217926,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
30,1782212083832355421,1782212123106382276,1782212123106398946,1782212083832811555,39274026855,-39273587391,-39273807123,219732,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
31,1782212083832830475,1782212123106789796,1782212123106811736,1782212083833222387,39273959321,-39273589349,-39273774335,184986,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
32,1782212083833242477,1782212123107284956,1782212123107300186,1782212083833714610,39274042479,-39273585576,-39273814028,228451,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
33,1782212083833734580,1782212123107775846,1782212123107792466,1782212083834205223,39274041266,-39273587243,-39273814255,227011,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
34,1782212083834224964,1782212123108253627,1782212123108269737,1782212083834685536,39274028663,-39273584201,-39273806432,222231,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
35,1782212083834704556,1782212123108729987,1782212123108746507,1782212083835159960,39274025431,-39273586547,-39273805989,219442,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
36,1782212083835178980,1782212123109140247,1782212123109163917,1782212083835580332,39273961267,-39273583585,-39273772426,188841,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
37,1782212083835601572,1782212123109642917,1782212123109658637,1782212083836071885,39274041345,-39273586752,-39273814049,227296,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
38,1782212083836094615,1782212123110135247,1782212123110150827,1782212083836562938,39274040632,-39273587889,-39273814261,226371,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
39,1782212083836582268,1782212123110609387,1782212123110624587,1782212083837041861,39274027119,-39273582726,-39273804923,222196,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
40,1782212083837063371,1782212123111087787,1782212123111103637,1782212083837515633,39274024416,-39273588004,-39273806210,218206,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
41,1782212083837535683,1782212123111497258,1782212123111519168,1782212083837930417,39273961575,-39273588751,-39273775163,186412,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
42,1782212083837950277,1782212123111992138,1782212123112007668,1782212083838420539,39274041861,-39273587129,-39273814495,227366,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
43,1782212083838440679,1782212123112492478,1782212123112508458,1782212083838923353,39274051799,-39273585105,-39273818452,233347,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
44,1782212083838944333,1782212123112979498,1782212123112994768,1782212083839406446,39274035165,-39273588322,-39273811744,223421,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
45,1782212083839427836,1782212123113455628,1782212123113470388,1782212083839882218,39274027792,-39273588170,-39273807981,219811,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
46,1782212083839901778,1782212123113860208,1782212123113880268,1782212083840290741,39273958430,-39273589527,-39273773979,184451,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
47,1782212083840311071,1782212123114353899,1782212123114376459,1782212083840791204,39274042828,-39273585255,-39273814042,228786,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
48,1782212083840810674,1782212123114852029,1782212123114868659,1782212083841282608,39274041355,-39273586051,-39273813703,227652,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
49,1782212083841301768,1782212123115326329,1782212123115342369,1782212083841753820,39274024561,-39273588549,-39273806555,218006,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
50,1782212083841773630,1782212123115802069,1782212123115818669,1782212083842233523,39274028439,-39273585146,-39273806793,221646,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
51,1782212083842264813,1782212123116227239,1782212123116248409,1782212083842658246,39273962426,-39273590163,-39273776295,186131,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
52,1782212083842679226,1782212123116719839,1782212123116736409,1782212083843148849,39274040613,-39273587560,-39273814087,226526,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
53,1782212083843168819,1782212123117209140,1782212123117224580,1782212083843640343,39274040321,-39273584237,-39273812279,228042,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
54,1782212083843660983,1782212123117686760,1782212123117703230,1782212083844116855,39274025777,-39273586375,-39273806076,219701,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
55,1782212083844137795,1782212123118163930,1782212123118179400,1782212083844593708,39274026135,-39273585692,-39273805914,220221,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
56,1782212083844617218,1782212123118588490,1782212123118611280,1782212083845022941,39273971272,-39273588339,-39273779806,191466,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
57,1782212083845042521,1782212123119083440,1782212123119098890,1782212083845511474,39274040919,-39273587416,-39273814168,226751,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
58,1782212083845530664,1782212123119573150,1782212123119589400,1782212083846001878,39274042486,-39273587522,-39273815004,227482,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
59,1782212083846021298,1782212123120046310,1782212123120061860,1782212083846472960,39274025012,-39273588900,-39273806956,218056,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
60,1782212083846492780,1782212123120520951,1782212123120537341,1782212083846947133,39274028171,-39273590208,-39273809190,218981,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
61,1782212083846966093,1782212123120926131,1782212123120947711,1782212083847358316,39273960038,-39273589395,-39273774717,185321,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
62,1782212083847377766,1782212123121418261,1782212123121434241,1782212083847846739,39274040495,-39273587502,-39273813999,226496,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
63,1782212083847867199,1782212123121907521,1782212123121922821,1782212083848333441,39274040322,-39273589380,-39273814851,225471,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
64,1782212083848354392,1782212123122382711,1782212123122398601,1782212083848813565,39274028319,-39273585036,-39273806678,221641,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
65,1782212083848833845,1782212123122857931,1782212123122873261,1782212083849287688,39274024086,-39273585573,-39273804830,219256,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
66,1782212083849307908,1782212123123268152,1782212123123290222,1782212083849704001,39273960244,-39273586221,-39273773233,187011,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
67,1782212083849724441,1782212123123765852,1782212123123781562,1782212083850193574,39274041411,-39273587988,-39273814700,226711,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
68,1782212083850212904,1782212123124254042,1782212123124269522,1782212083850685116,39274041138,-39273584406,-39273812772,228366,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
69,1782212083850704426,1782212123124730092,1782212123124746952,1782212083851161120,39274025666,-39273585832,-39273805749,219917,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
70,1782212083851180340,1782212123125206572,1782212123125222002,1782212083851633292,39274026232,-39273588710,-39273807471,218761,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
71,1782212083851652773,1782212123125614612,1782212123125637212,1782212083852054236,39273961839,-39273582976,-39273772408,189431,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
72,1782212083852075706,1782212123126117622,1782212123126133512,1782212083852546038,39274041916,-39273587474,-39273814695,227221,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
73,1782212083852566289,1782212123126608173,1782212123126624213,1782212083853035141,39274041884,-39273589072,-39273815478,226406,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
74,1782212083853055921,1782212123127080673,1782212123127096203,1782212083853508525,39274024752,-39273587678,-39273806215,218537,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
75,1782212083853528125,1782212123127554143,1782212123127570463,1782212083853982907,39274026018,-39273587556,-39273806787,219231,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
76,1782212083854004127,1782212123127977473,1782212123127999783,1782212083854410771,39273973346,-39273589012,-39273781179,192167,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
77,1782212083854429971,1782212123128471213,1782212123128487533,1782212083854900223,39274041242,-39273587310,-39273814276,226966,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
78,1782212083854919763,1782212123128961693,1782212123128977853,1782212083855392886,39274041930,-39273584967,-39273813449,228481,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
79,1782212083855412346,1782212123129439574,1782212123129455764,1782212083855867930,39274027228,-39273587834,-39273807531,219697,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
80,1782212083855887160,1782212123129912164,1782212123129927664,1782212083856340002,39274025004,-39273587662,-39273806333,218671,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
81,1782212083856359582,1782212123130319864,1782212123130340684,1782212083856750934,39273960282,-39273589750,-39273775016,185266,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
82,1782212083856770176,1782212123130811424,1782212123130827014,1782212083857244358,39274041248,-39273582656,-39273811952,229296,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
83,1782212083857268918,1782212123131310084,1782212123131325314,1782212083857747781,39274041166,-39273577533,-39273809350,231816,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
84,1782212083857767351,1782212123131807454,1782212123131824194,1782212083858255515,39274040103,-39273568679,-39273804391,235712,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
85,1782212083858275575,1782212123132304915,1782212123132321625,1782212083858741287,39274029340,-39273580338,-39273804839,224501,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
86,1782212083858760097,1782212123132743505,1782212123132770055,1782212083859179981,39273983408,-39273590074,-39273786741,196667,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
87,1782212083859199391,1782212123133244015,1782212123133260135,1782212083859670833,39274044624,-39273589302,-39273816963,227661,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
88,1782212083859690863,1782212123133734445,1782212123133751585,1782212083860164596,39274043582,-39273586989,-39273815286,228296,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-39273806149,-39273803816,-39273807719,-39273806149,14994.360328,6400,217926,216598,183846,220351,231186,217926
