sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780657514837376172,1780657514837377907,1780657514837425965,1780657514837430915,1735,4950,1607,3342,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
2,1780657514837461697,1780657514837462831,1780657514837467487,1780657514837468747,1134,1260,63,1197,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
3,1780657514837499395,1780657514837500565,1780657514837504509,1780657514837505666,1170,1157,-6,1163,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
4,1780657514837530185,1780657514837531287,1780657514837535362,1780657514837536463,1102,1101,0,1101,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
5,1780657514837560895,1780657514837561951,1780657514837566013,1780657514837567169,1056,1156,50,1106,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
6,1780657514837591387,1780657514837592443,1780657514837596502,1780657514837597668,1056,1166,55,1111,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
7,1780657514837621612,1780657514837622671,1780657514837626667,1780657514837627849,1059,1182,61,1120,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
8,1780657514837651930,1780657514837653013,1780657514837657042,1780657514837658214,1083,1172,44,1127,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
9,1780657514837735000,1780657514837737390,1780657514837749046,1780657514837750337,2390,1291,-549,1840,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
10,1780657514837784054,1780657514837785522,1780657514837792453,1780657514837794965,1468,2512,522,1990,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
11,1780657514837824614,1780657514837825760,1780657514837833203,1780657514837835267,1146,2064,459,1605,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
12,1780657514837860343,1780657514837861464,1780657514837865529,1780657514837866736,1121,1207,43,1164,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
13,1780657514837890700,1780657514837891802,1780657514837895777,1780657514837897068,1102,1291,94,1196,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
14,1780657514837920809,1780657514837921861,1780657514837925818,1780657514837927040,1052,1222,85,1137,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
15,1780657514837950873,1780657514837951981,1780657514837956031,1780657514837957148,1108,1117,4,1112,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
16,1780657514837984907,1780657514837986073,1780657514837999284,1780657514838003392,1166,4108,1471,2637,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
17,1780657514838030395,1780657514838031479,1780657514838043100,1780657514838044916,1084,1816,366,1450,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
18,1780657514838076505,1780657514838077661,1780657514838080354,1780657514838081464,1156,1110,-23,1133,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
19,1780657514838103694,1780657514838104739,1780657514838163313,1780657514838164741,1045,1428,191,1236,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
20,1780657514838218617,1780657514838219729,1780657514838232735,1780657514838237043,1112,4308,1598,2710,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
21,1780657514838265210,1780657514838266259,1780657514838271089,1780657514838272755,1049,1666,308,1357,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
22,1780657514838296615,1780657514838297814,1780657514838323798,1780657514838330342,1199,6544,2672,3871,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
23,1780657514838361470,1780657514838362513,1780657514838368850,1780657514838370853,1043,2003,480,1523,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
24,1780657514838395236,1780657514838396396,1780657514838400529,1780657514838401666,1160,1137,-11,1148,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
25,1780657514838425274,1780657514838426346,1780657514838430347,1780657514838431486,1072,1139,33,1105,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
26,1780657514838454690,1780657514838455748,1780657514838460055,1780657514838461183,1058,1128,35,1093,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
27,1780657514838484584,1780657514838485612,1780657514838489627,1780657514838490735,1028,1108,40,1068,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
28,1780657514838513591,1780657514838514633,1780657514838523255,1780657514838525899,1042,2644,801,1843,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
29,1780657514838553815,1780657514838554854,1780657514838558250,1780657514838559512,1039,1262,111,1150,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
30,1780657514838583626,1780657514838584690,1780657514838588347,1780657514838589489,1064,1142,39,1103,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
31,1780657514838612957,1780657514838614021,1780657514838617685,1780657514838618804,1064,1119,27,1091,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
32,1780657514838665186,1780657514838666687,1780657514838669922,1780657514838671150,1501,1228,-136,1364,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
33,1780657514838699974,1780657514838701100,1780657514838706387,1780657514838707608,1126,1221,47,1173,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,17,126,18,17,567.426752,15,963,1145,947,986,1668,963,0,ok
