sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780659061544813105,1780659068346601488,1780659068346746968,1780659061545254627,6801788383,-6801492341,-6801640362,148021,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
2,1780659061545277086,1780659068347049538,1780659068347181688,1780659061545796397,6801772452,-6801385291,-6801578872,193580,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
3,1780659061545818927,1780659068347607308,1780659068347752928,1780659061546273768,6801788381,-6801479160,-6801633771,154610,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
4,1780659061546296367,1780659068348095039,1780659068348160129,1780659061546600201,6801798672,-6801559928,-6801679300,119372,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
5,1780659061546629830,1780659068348388449,1780659068348413779,1780659061546847326,6801758619,-6801566453,-6801662536,96083,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
6,1780659061546867916,1780659068348583789,1780659068348619549,1780659061547050522,6801715873,-6801569027,-6801642450,73423,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
7,1780659061547070522,1780659068348834069,1780659068348858669,1780659061547289887,6801763547,-6801568782,-6801666165,97382,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
8,1780659061547309737,1780659068349076469,1780659068349100989,1780659061547533903,6801766732,-6801567086,-6801666909,99823,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
9,1780659061547556752,1780659068349318219,1780659068349340389,1780659061547771668,6801761467,-6801568721,-6801665094,96373,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
10,1780659061547792167,1780659068349492180,1780659068349520790,1780659061547937815,6801700013,-6801582975,-6801641494,58519,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
11,1780659061547958024,1780659068349718680,1780659068349740800,1780659061548158910,6801760656,-6801581890,-6801671273,89383,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
12,1780659061548179260,1780659068349941830,1780659068349963340,1780659061548380766,6801762570,-6801582574,-6801672572,89998,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
13,1780659061548403405,1780659068350162610,1780659068350184100,1780659061548604102,6801759205,-6801579998,-6801669602,89603,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
14,1780659061548624732,1780659068350321750,1780659068350348350,1780659061548764799,6801697018,-6801583551,-6801640285,56733,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
15,1780659061548784919,1780659068350545030,1780659068350565700,1780659061548985115,6801760111,-6801580585,-6801670348,89763,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
16,1780659061549005184,1780659068350770270,1780659068350792670,1780659061549209870,6801765086,-6801582800,-6801673943,91143,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
17,1780659061549230190,1780659068350990611,1780659068351011751,1780659061549429046,6801760421,-6801582705,-6801671563,88858,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
18,1780659061549449266,1780659068351146781,1780659068351174801,1780659061549591153,6801697515,-6801583648,-6801640582,56933,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
19,1780659061549611832,1780659068351371861,1780659068351393421,1780659061549809869,6801760029,-6801583552,-6801671791,88238,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
20,1780659061549830078,1780659068351591401,1780659068351612451,1780659061550029924,6801761323,-6801582527,-6801671925,89398,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
21,1780659061550050314,1780659068351809061,1780659068351830651,1780659061550246840,6801758747,-6801583811,-6801671279,87468,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
22,1780659061550267229,1780659068351964101,1780659068351991081,1780659061550407497,6801696872,-6801583584,-6801640228,56644,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
23,1780659061550441246,1780659068352206131,1780659068352227251,1780659061550644702,6801764885,-6801582549,-6801673717,91168,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
24,1780659061550666602,1780659068352428182,1780659068352448542,1780659061550863938,6801761580,-6801584604,-6801673092,88488,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
25,1780659061550884357,1780659068352642302,1780659068352662802,1780659061551079153,6801757945,-6801583649,-6801670797,87148,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
26,1780659061551099523,1780659068352797882,1780659068352826562,1780659061551242940,6801698359,-6801583622,-6801640991,57368,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
27,1780659061551263350,1780659068353024542,1780659068353045652,1780659061551462006,6801761192,-6801583646,-6801672419,88773,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
28,1780659061551482235,1780659068353245302,1780659068353266372,1780659061551683382,6801763067,-6801582990,-6801673029,90038,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
29,1780659061551703702,1780659068353464212,1780659068353485322,1780659061551903188,6801760510,-6801582134,-6801671322,89188,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
30,1780659061551923038,1780659068353618932,1780659068353645782,1780659061552060375,6801695894,-6801585407,-6801640651,55243,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
31,1780659061552080084,1780659068353840492,1780659068353861542,1780659061552279550,6801760408,-6801581992,-6801671200,89208,1,1,1,0,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
32,1780659061552299780,1780659068354058973,1780659068354080013,1780659061552495356,6801759193,-6801584657,-6801671925,87268,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
33,1780659061552517166,1780659068354276113,1780659068354296883,1780659061552712032,6801758947,-6801584851,-6801671899,87048,1,1,1,1,best-path-median,udp,1,528,0,264,0,264,0,-6801641057,-6801661825,-6801671670,-6801641057,17682.127395,7842,56573,78441,53008,87863,96812,56573,0,ok
