count_index,ts_swap,werner,success_bit
0,1789567898554074737,0.931000,1
1,1789567898554488681,0.931000,1
2,1789567898554898946,0.931000,1
3,1789567898555305301,0.931000,1
4,1789567898555711175,0.931000,1
5,1789567898556117200,0.000000,0
6,1789567898556523024,0.000000,0
7,1789567898556928939,0.931000,1
8,1789567898557335764,0.931000,1
9,1789567898557741458,0.931000,1
10,1789567898558147523,0.931000,1
11,1789567898558553488,0.931000,1
12,1789567898558959692,0.931000,1
13,1789567898559365327,0.931000,1
14,1789567898559770931,0.000000,0
15,1789567898560176946,0.000000,0
16,1789567898560582541,0.931000,1
17,1789567898560988525,0.931000,1
18,1789567898561394920,0.931000,1
19,1789567898561800635,0.000000,0
20,1789567898562206729,0.931000,1
21,1789567898562612384,0.931000,1
22,1789567898563018309,0.931000,1
23,1789567898563424103,0.000000,0
24,1789567898563829778,0.931000,1
25,1789567898564236072,0.000000,0
26,1789567898564641817,0.931000,1
27,1789567898565048252,0.931000,1
28,1789567898565454456,0.931000,1
29,1789567898565860361,0.931000,1
30,1789567898566266166,0.931000,1
31,1789567898566672800,0.931000,1
32,1789567898567078625,0.931000,1
33,1789567898567487359,0.931000,1
34,1789567898567893354,0.931000,1
35,1789567898568299029,0.931000,1
36,1789567898568704983,0.000000,0
37,1789567898569110898,0.931000,1
38,1789567898569517193,0.931000,1
39,1789567898569923247,0.000000,0
40,1789567898570328862,0.931000,1
41,1789567898570734806,0.931000,1
42,1789567898571140851,0.931000,1
43,1789567898571546636,0.931000,1
44,1789567898571952540,0.931000,1
45,1789567898572358185,0.931000,1
46,1789567898572763820,0.000000,0
47,1789567898573171574,0.931000,1
48,1789567898573579819,0.931000,1
49,1789567898573986223,0.931000,1
50,1789567898574395628,0.931000,1
51,1789567898574801813,0.931000,1
52,1789567898575207857,0.000000,0
53,1789567898575613842,0.000000,0
54,1789567898576019736,0.931000,1
55,1789567898576425461,0.931000,1
56,1789567898576831226,0.931000,1
57,1789567898577239110,0.931000,1
58,1789567898577644835,0.931000,1
59,1789567898578051240,0.931000,1
60,1789567898578456944,0.931000,1
61,1789567898578862869,0.931000,1
62,1789567898579268443,0.931000,1
63,1789567898579674118,0.931000,1
64,1789567898580080073,0.931000,1
65,1789567898580485947,0.931000,1
66,1789567898580893392,0.931000,1
67,1789567898581301257,0.931000,1
68,1789567898581707351,0.931000,1
69,1789567898582113246,0.931000,1
70,1789567898582518880,0.000000,0
71,1789567898582924935,0.931000,1
72,1789567898583330660,0.931000,1
73,1789567898583736264,0.931000,1
74,1789567898584142199,0.931000,1
75,1789567898584547984,0.931000,1
76,1789567898584953968,0.000000,0
77,1789567898585361803,0.931000,1
78,1789567898585767717,0.931000,1
79,1789567898586173802,0.931000,1
80,1789567898586579497,0.000000,0
81,1789567898586985351,0.931000,1
82,1789567898587391036,0.931000,1
83,1789567898587796771,0.931000,1
84,1789567898588202705,0.931000,1
85,1789567898588608360,0.931000,1
86,1789567898589014225,0.931000,1
87,1789567898589420859,0.000000,0
88,1789567898589826584,0.931000,1
89,1789567898590232468,0.000000,0
90,1789567898590638173,0.000000,0
91,1789567898591044107,0.931000,1
92,1789567898591450922,0.931000,1
93,1789567898591857277,0.000000,0
94,1789567898592263001,0.931000,1
95,1789567898592668716,0.931000,1
96,1789567898593074570,0.931000,1
97,1789567898593480705,0.931000,1
98,1789567898593886630,0.931000,1
99,1789567898594292324,0.931000,1
100,1789567898594700289,0.931000,1
101,1789567898595106413,0.931000,1
102,1789567898595512248,0.000000,0
103,1789567898595918213,0.931000,1
104,1789567898596323777,0.000000,0
105,1789567898596729392,0.000000,0
106,1789567898597135837,0.931000,1
107,1789567898597542061,0.931000,1
108,1789567898597948056,0.931000,1
109,1789567898598353680,0.931000,1
110,1789567898598759315,0.000000,0
111,1789567898599165450,0.931000,1
112,1789567898599571154,0.000000,0
113,1789567898599977049,0.931000,1
114,1789567898600382924,0.931000,1
115,1789567898600788698,0.931000,1
116,1789567898601203643,0.000000,0
117,1789567898601609757,0.931000,1
118,1789567898602015532,0.931000,1
119,1789567898602421137,0.000000,0
120,1789567898602826851,0.000000,0
121,1789567898603232866,0.000000,0
122,1789567898603638461,0.931000,1
123,1789567898604044245,0.931000,1
124,1789567898604450910,0.931000,1
125,1789567898604856744,0.931000,1
126,1789567898605262769,0.931000,1
127,1789567898605668464,0.931000,1
128,1789567898606074328,0.000000,0
129,1789567898606480083,0.931000,1
130,1789567898606885998,0.931000,1
131,1789567898607291612,0.000000,0
132,1789567898607697187,0.931000,1
133,1789567898608102991,0.931000,1
134,1789567898608508586,0.931000,1
135,1789567898608914401,0.931000,1
136,1789567898609320465,0.931000,1
137,1789567898609726280,0.931000,1
138,1789567898610132155,0.931000,1
