count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567885018946181,563919,0.931000,1
1,1789567885019367246,314137,0.000000,0
2,1789567885019796310,289128,0.931000,1
3,1789567885020204414,287109,0.000000,0
4,1789567885020611909,288459,0.000000,0
5,1789567885021019334,288029,0.931000,1
6,1789567885021427598,288480,0.931000,1
7,1789567885021834953,287890,0.931000,1
8,1789567885022242068,286180,0.931000,1
9,1789567885022649472,290541,0.931000,1
10,1789567885023057197,284641,0.931000,1
11,1789567885023464401,270592,0.931000,1
12,1789567885023871936,269742,0.931000,1
13,1789567885024279601,268792,0.000000,0
14,1789567885024687095,272153,0.931000,1
15,1789567885025094970,267963,0.000000,0
16,1789567885025502904,270434,0.000000,0
17,1789567885025910899,268524,0.931000,1
18,1789567885026318154,269314,0.000000,0
19,1789567885026725348,270445,0.931000,1
20,1789567885027133333,269055,0.931000,1
21,1789567885027540617,267656,0.000000,0
22,1789567885027948102,269646,0.000000,0
23,1789567885028355147,267416,0.931000,1
24,1789567885028762261,267847,0.931000,1
25,1789567885029170066,269698,0.931000,1
26,1789567885029578630,270869,0.931000,1
27,1789567885029987605,267599,0.931000,1
28,1789567885030395120,269769,0.931000,1
29,1789567885030802614,269660,0.931000,1
30,1789567885031209869,269900,0.000000,0
31,1789567885031617163,269941,0.931000,1
32,1789567885032024868,268071,0.931000,1
33,1789567885032432463,270561,0.931000,1
34,1789567885032839967,282222,0.931000,1
35,1789567885033247952,270172,0.931000,1
36,1789567885033655406,268923,0.931000,1
37,1789567885034063241,267713,0.931000,1
38,1789567885034470536,268163,0.931000,1
39,1789567885034878130,269594,0.931000,1
40,1789567885035285205,272214,0.931000,1
41,1789567885035693140,273664,0.931000,1
42,1789567885036100814,270746,0.931000,1
43,1789567885036510969,270566,0.000000,0
44,1789567885036918863,270417,0.931000,1
45,1789567885037326888,268287,0.000000,0
46,1789567885037734583,270797,0.931000,1
47,1789567885038142147,268838,0.000000,0
48,1789567885038549332,269798,0.931000,1
49,1789567885038956856,268759,0.931000,1
50,1789567885039363911,275109,0.931000,1
51,1789567885039775465,268350,0.931000,1
52,1789567885040182960,268190,0.000000,0
53,1789567885040590305,271600,0.931000,1
54,1789567885040998139,270501,0.931000,1
55,1789567885041405934,270901,0.931000,1
56,1789567885041813999,272581,0.931000,1
57,1789567885042221363,277012,0.931000,1
58,1789567885042628318,272572,0.931000,1
59,1789567885043035942,268793,0.931000,1
60,1789567885043443277,272874,0.931000,1
61,1789567885043850532,270864,0.931000,1
62,1789567885044257656,270715,0.000000,0
63,1789567885044665301,272925,0.931000,1
64,1789567885045073145,269986,0.931000,1
65,1789567885045481160,268256,0.000000,0
66,1789567885045888865,268896,0.931000,1
67,1789567885046295929,281317,0.931000,1
68,1789567885046703254,269267,0.931000,1
69,1789567885047110818,267568,0.931000,1
70,1789567885047518103,269378,0.000000,0
71,1789567885047925958,270428,0.931000,1
72,1789567885048333392,267179,0.931000,1
73,1789567885048740667,272149,0.000000,0
74,1789567885049148701,267950,0.931000,1
75,1789567885049556746,269150,0.931000,1
76,1789567885049964351,266630,0.931000,1
77,1789567885050375885,268561,0.931000,1
78,1789567885050783730,270772,0.000000,0
79,1789567885051191054,268033,0.931000,1
80,1789567885051598279,270673,0.931000,1
81,1789567885052005904,268423,0.000000,0
82,1789567885052413378,271204,0.000000,0
83,1789567885052820773,270254,0.931000,1
84,1789567885053228737,268585,0.931000,1
85,1789567885053635842,268275,0.000000,0
86,1789567885054043347,268235,0.931000,1
87,1789567885054450601,268586,0.931000,1
88,1789567885054858156,268496,0.000000,0
89,1789567885055265481,267116,0.000000,0
90,1789567885055672585,268637,0.931000,1
91,1789567885056079990,266417,0.931000,1
92,1789567885056487194,266998,0.931000,1
93,1789567885056896949,267338,0.931000,1
94,1789567885057305474,273268,0.931000,1
95,1789567885057713108,267569,0.931000,1
96,1789567885058120563,267689,0.000000,0
97,1789567885058527787,266940,0.931000,1
98,1789567885058935152,269781,0.000000,0
99,1789567885059342487,266121,0.931000,1
100,1789567885059749641,277242,0.931000,1
101,1789567885060157106,267832,0.931000,1
102,1789567885060564380,268653,0.931000,1
103,1789567885060972375,267513,0.931000,1
104,1789567885061380130,268743,0.931000,1
105,1789567885061787864,268184,0.931000,1
106,1789567885062195269,269284,0.931000,1
107,1789567885062602693,268925,0.000000,0
108,1789567885063010098,266945,0.931000,1
109,1789567885063417623,267605,0.931000,1
110,1789567885063824967,269336,0.000000,0
111,1789567885064232762,267586,0.931000,1
112,1789567885064640536,267957,0.931000,1
113,1789567885065047911,268047,0.931000,1
114,1789567885065455656,273357,0.931000,1
115,1789567885065863300,269718,0.000000,0
116,1789567885066271075,269019,0.000000,0
117,1789567885066678610,268869,0.931000,1
118,1789567885067085904,266420,0.931000,1
119,1789567885067493159,268270,0.931000,1
120,1789567885067900623,268681,0.931000,1
121,1789567885068307858,274101,0.931000,1
122,1789567885068714933,268131,0.931000,1
123,1789567885069122697,267182,0.931000,1
124,1789567885069530442,267062,0.931000,1
125,1789567885069937966,266863,0.931000,1
126,1789567885070345291,266963,0.931000,1
127,1789567885070752396,270423,0.931000,1
128,1789567885071160030,268924,0.931000,1
129,1789567885071567595,268424,0.931000,1
130,1789567885071975059,270695,0.931000,1
131,1789567885072382314,267055,0.931000,1
132,1789567885072789879,267045,0.931000,1
133,1789567885073205703,276717,0.931000,1
134,1789567885073613328,271497,0.000000,0
135,1789567885074021022,267148,0.931000,1
136,1789567885074428227,266118,0.000000,0
137,1789567885074835552,272138,0.000000,0
138,1789567885075243276,268339,0.931000,1
139,1789567885075650391,268479,0.000000,0
140,1789567885076057895,267430,0.000000,0
141,1789567885076465670,267050,0.931000,1
142,1789567885076873035,267540,0.931000,1
143,1789567885077280559,267221,0.931000,1
144,1789567885077689244,269651,0.931000,1
145,1789567885078097208,268082,0.931000,1
146,1789567885078504783,271952,0.931000,1
147,1789567885078912338,268402,0.931000,1
148,1789567885079319562,266653,0.000000,0
149,1789567885079726797,269073,0.000000,0
150,1789567885080134231,268934,0.931000,1
151,1789567885080541416,270214,0.931000,1
152,1789567885080948921,267854,0.931000,1
153,1789567885081356705,267786,0.931000,1
154,1789567885081763980,268936,0.931000,1
155,1789567885082171594,269057,0.931000,1
156,1789567885082579019,268957,0.931000,1
157,1789567885082986354,267477,0.931000,1
158,1789567885083393778,268528,0.000000,0
159,1789567885083801453,267788,0.931000,1
160,1789567885084208588,267698,0.931000,1
161,1789567885084615812,269819,0.931000,1
162,1789567885085023177,271919,0.931000,1
163,1789567885085430901,268440,0.931000,1
164,1789567885085838626,268420,0.931000,1
165,1789567885086245921,268000,0.931000,1
166,1789567885086653075,274651,0.000000,0
167,1789567885087060480,267531,0.931000,1
168,1789567885087468144,267192,0.931000,1
169,1789567885087875559,268722,0.931000,1
170,1789567885088282564,268232,0.000000,0
171,1789567885088689968,271643,0.931000,1
172,1789567885089097363,267613,0.931000,1
173,1789567885089505537,269015,0.931000,1
174,1789567885089913012,268275,0.931000,1
175,1789567885090320567,267565,0.931000,1
176,1789567885090727701,269596,0.931000,1
177,1789567885091135296,268116,0.931000,1
178,1789567885091542490,269457,0.931000,1
179,1789567885091949805,267567,0.931000,1
180,1789567885092357280,268477,0.931000,1
181,1789567885092764334,268668,0.931000,1
182,1789567885093171569,269148,0.931000,1
183,1789567885093579304,270138,0.931000,1
184,1789567885093986838,266679,0.931000,1
185,1789567885094393773,268759,0.931000,1
186,1789567885094801027,268640,0.931000,1
187,1789567885095208112,268340,0.000000,0
188,1789567885095615257,269690,0.931000,1
189,1789567885096022981,267861,0.000000,0
190,1789567885096430256,269321,0.931000,1
191,1789567885096837590,267472,0.000000,0
192,1789567885097245485,270103,0.931000,1
193,1789567885097652850,268793,0.931000,1
194,1789567885098060294,270704,0.931000,1
195,1789567885098469339,267934,0.931000,1
196,1789567885098877033,267745,0.931000,1
197,1789567885099284278,267605,0.931000,1
198,1789567885099691433,269585,0.931000,1
199,1789567885100098667,277176,0.931000,1
200,1789567885100505742,269326,0.931000,1
201,1789567885100913246,269667,0.931000,1
202,1789567885101321111,268027,0.931000,1
203,1789567885101728246,268807,0.931000,1
204,1789567885102135760,268998,0.000000,0
205,1789567885102543025,268628,0.931000,1
206,1789567885102950240,267118,0.931000,1
207,1789567885103357624,270129,0.931000,1
208,1789567885103764659,269669,0.931000,1
209,1789567885104172143,268500,0.931000,1
210,1789567885104579588,273801,0.931000,1
211,1789567885104987163,269731,0.931000,1
212,1789567885105395077,268972,0.931000,1
213,1789567885105802962,269002,0.931000,1
214,1789567885106210206,268353,0.931000,1
215,1789567885106617291,273463,0.931000,1
216,1789567885107024946,268623,0.931000,1
217,1789567885107432050,268664,0.931000,1
218,1789567885107839305,270694,0.000000,0
219,1789567885108246559,269215,0.931000,1
220,1789567885108653654,269315,0.931000,1
221,1789567885109061309,266435,0.931000,1
222,1789567885109468973,268116,0.931000,1
223,1789567885109876708,268426,0.931000,1
224,1789567885110284053,267626,0.931000,1
225,1789567885110691257,271837,0.931000,1
226,1789567885111098602,272587,0.931000,1
227,1789567885111505926,269748,0.931000,1
228,1789567885111913361,270028,0.931000,1
229,1789567885112320506,268168,0.931000,1
230,1789567885112727520,270229,0.931000,1
231,1789567885113134905,271590,0.931000,1
232,1789567885113542589,274001,0.931000,1
233,1789567885113950074,268591,0.931000,1
234,1789567885114357709,271271,0.931000,1
235,1789567885114764983,270032,0.000000,0
236,1789567885115172648,269542,0.931000,1
237,1789567885115579922,269273,0.931000,1
238,1789567885115987207,266943,0.931000,1
239,1789567885116394292,267553,0.931000,1
240,1789567885116801746,269334,0.931000,1
241,1789567885117209321,269424,0.931000,1
242,1789567885117616815,273935,0.931000,1
243,1789567885118024290,267635,0.931000,1
244,1789567885118431525,268775,0.000000,0
245,1789567885118838959,271296,0.931000,1
246,1789567885119246284,272376,0.931000,1
247,1789567885119654949,269636,0.931000,1
248,1789567885120062443,271247,0.931000,1
249,1789567885120469738,268157,0.931000,1
250,1789567885120876902,267378,0.931000,1
251,1789567885121284517,268539,0.000000,0
252,1789567885121691952,274919,0.931000,1
253,1789567885122099436,269680,0.931000,1
254,1789567885122506671,269430,0.931000,1
255,1789567885122914085,269781,0.000000,0
256,1789567885123321640,267241,0.931000,1
257,1789567885123728915,269821,0.931000,1
258,1789567885124136429,274222,0.931000,1
259,1789567885124544044,270292,0.931000,1
260,1789567885124951898,269193,0.931000,1
261,1789567885125359843,271443,0.931000,1
262,1789567885125767088,275543,0.931000,1
263,1789567885126178542,272194,0.000000,0
264,1789567885126585837,272144,0.931000,1
265,1789567885126993671,279935,0.931000,1
266,1789567885127401226,272275,0.931000,1
267,1789567885127809181,271865,0.931000,1
268,1789567885128216475,269427,0.931000,1
269,1789567885128624140,271847,0.931000,1
270,1789567885129031644,269698,0.931000,1
271,1789567885129439729,267508,0.931000,1
272,1789567885129847254,267588,0.931000,1
273,1789567885130254708,271199,0.931000,1
274,1789567885130661983,275589,0.000000,0
275,1789567885131069637,269050,0.000000,0
276,1789567885131476972,271880,0.000000,0
277,1789567885131884347,267790,0.931000,1
278,1789567885132291431,268111,0.931000,1
279,1789567885132698566,270051,0.931000,1
280,1789567885133106231,267221,0.931000,1
281,1789567885133513635,269402,0.931000,1
282,1789567885133921450,268522,0.931000,1
283,1789567885134328594,269253,0.931000,1
284,1789567885134736169,271443,0.931000,1
285,1789567885135143774,267673,0.931000,1
286,1789567885135551258,270244,0.931000,1
287,1789567885135958643,269514,0.000000,0
288,1789567885136365907,271305,0.931000,1
289,1789567885136777882,270105,0.931000,1
290,1789567885137185377,273305,0.931000,1
291,1789567885137593701,266516,0.931000,1
292,1789567885138001196,267276,0.000000,0
293,1789567885138408760,269797,0.931000,1
294,1789567885138816235,272177,0.931000,1
295,1789567885139223330,268467,0.931000,1
296,1789567885139630404,271049,0.931000,1
297,1789567885140039089,269879,0.000000,0
298,1789567885140446663,273720,0.931000,1
299,1789567885140854098,268690,0.931000,1
300,1789567885141262043,269060,0.931000,1
301,1789567885141669537,271971,0.000000,0
302,1789567885142076962,268531,0.931000,1
303,1789567885142484456,267612,0.000000,0
304,1789567885142891801,268042,0.931000,1
305,1789567885143298996,272182,0.931000,1
306,1789567885143706070,272873,0.931000,1
307,1789567885144113435,267783,0.931000,1
308,1789567885144520549,268454,0.931000,1
309,1789567885144928304,270824,0.000000,0
310,1789567885145336559,269254,0.931000,1
311,1789567885145744093,269045,0.931000,1
312,1789567885146151728,270695,0.931000,1
313,1789567885146559912,270086,0.931000,1
314,1789567885146967417,269056,0.931000,1
315,1789567885147376391,268668,0.931000,1
316,1789567885147783706,267698,0.931000,1
317,1789567885148191290,265799,0.931000,1
318,1789567885148598795,268479,0.931000,1
319,1789567885149006460,267309,0.931000,1
320,1789567885149414304,269530,0.931000,1
321,1789567885149821969,268400,0.931000,1
322,1789567885150229473,271081,0.931000,1
323,1789567885150636618,270371,0.931000,1
324,1789567885151044003,267651,0.000000,0
325,1789567885151451227,268152,0.931000,1
326,1789567885151858552,267152,0.931000,1
327,1789567885152265917,267442,0.931000,1
328,1789567885152673201,271893,0.931000,1
329,1789567885153080596,269693,0.931000,1
330,1789567885153488690,268434,0.931000,1
331,1789567885153896065,275144,0.000000,0
332,1789567885154303260,271874,0.931000,1
333,1789567885154710274,267985,0.931000,1
334,1789567885155117879,267375,0.931000,1
335,1789567885155525123,267496,0.931000,1
336,1789567885155932478,266726,0.931000,1
337,1789567885156339553,267316,0.931000,1
338,1789567885156746857,271607,0.000000,0
339,1789567885157154802,268407,0.931000,1
340,1789567885157562586,268228,0.931000,1
341,1789567885157970081,266698,0.931000,1
342,1789567885158377216,266198,0.000000,0
343,1789567885158785090,272010,0.931000,1
344,1789567885159192315,269260,0.931000,1
345,1789567885159599639,270581,0.000000,0
346,1789567885160007684,268181,0.000000,0
347,1789567885160414799,269361,0.931000,1
348,1789567885160823793,270272,0.931000,1
349,1789567885161232038,268332,0.931000,1
350,1789567885161639852,270013,0.931000,1
351,1789567885162047437,267043,0.000000,0
352,1789567885162455132,265943,0.931000,1
353,1789567885162862776,266744,0.931000,1
354,1789567885163269991,270834,0.931000,1
355,1789567885163677136,270254,0.000000,0
356,1789567885164084520,271625,0.000000,0
357,1789567885164491935,269965,0.931000,1
358,1789567885164899189,270516,0.931000,1
359,1789567885165307224,272976,0.931000,1
360,1789567885165714369,268026,0.931000,1
361,1789567885166121963,267617,0.931000,1
362,1789567885166529128,275648,0.000000,0
363,1789567885166936582,275699,0.931000,1
364,1789567885167343677,266218,0.931000,1
365,1789567885167750792,267148,0.931000,1
366,1789567885168158306,267489,0.000000,0
367,1789567885168565571,267579,0.931000,1
368,1789567885168972945,266380,0.931000,1
369,1789567885169380760,266510,0.931000,1
