round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790175941962818180,0.863753,0.985133,0.850912,1
1,1790175941963640819,0.990972,0.684049,0.677874,1
2,1790175941964792844,0.991744,0.376869,0.373758,1
3,1790175941965571454,0.991913,0.626683,0.621615,1
4,1790175941965961429,0.992369,0.910894,0.903943,1
5,1790175941966376543,0.991893,0.763260,0.757073,1
6,1790175941966763498,0.992498,0.787543,0.000000,0
7,1790175941967534698,0.992290,0.534613,0.000000,0
8,1790175941967957642,0.992538,0.757323,0.000000,0
9,1790175941968355917,0.992012,0.776781,0.000000,0
10,1790175941968756142,0.992072,0.778126,0.000000,0
11,1790175941969181686,0.992230,0.878475,0.000000,0
12,1790175941969579271,0.992469,0.783380,0.000000,0
13,1790175941970001435,0.992856,0.884867,0.878545,1
14,1790175941970396460,0.992230,0.782488,0.000000,0
15,1790175941970785385,0.992756,0.786064,0.000000,0
16,1790175941971175380,0.992826,0.789436,0.000000,0
17,1790175941972318205,0.992746,0.371931,0.000000,0
18,1790175941972743079,0.992826,0.771864,0.000000,0
19,1790175941973167853,0.992856,0.762086,0.756641,1
20,1790175941973556648,0.992746,0.932600,0.925835,1
21,1790175941974316338,0.992637,0.542704,0.000000,0
22,1790175941975082798,0.992806,0.546445,0.000000,0
23,1790175941975471233,0.992558,0.921844,0.914984,1
24,1790175941975895217,0.992895,0.759385,0.000000,0
25,1790175941976344071,0.992181,0.743367,0.737554,1
26,1790175941976734246,0.992617,0.790131,0.784297,1
