count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,306454,1782475582894322537,1782475582894322537,1782475582894914137,1782475582894914137,1782475582894628991,1782475582894628991,1,3,2,1.000000000000,1.000000000000,1.000000000000
2,270923,1782475582894457257,1782475582894457257,1782475582894947717,1782475582894947717,1782475582894728180,1782475582894728180,1,3,2,1.000000000000,1.000000000000,1.000000000000
3,271830,1782475582894573208,1782475582894573208,1782475582894973377,1782475582894973377,1782475582894845038,1782475582894845038,0,0,0,1.000000000000,1.000000000000,1.000000000000
4,280987,1782475582894690670,1782475582894690670,1782475582894994366,1782475582894994366,1782475582894971657,1782475582894971657,3,2,1,1.000000000000,1.000000000000,1.000000000000
5,260465,1782475582894808400,1782475582894808400,1782475582895079045,1782475582895079045,1782475582895068865,1782475582895068865,2,3,1,1.000000000000,1.000000000000,1.000000000000
6,264023,1782475582894925711,1782475582894925711,1782475582895202464,1782475582895202464,1782475582895189734,1782475582895189734,1,2,3,1.000000000000,1.000000000000,1.000000000000
7,260910,1782475582895042332,1782475582895042332,1782475582895315052,1782475582895315052,1782475582895303242,1782475582895303242,1,2,3,1.000000000000,1.000000000000,1.000000000000
8,245709,1782475582895158892,1782475582895158892,1782475582895417151,1782475582895417151,1782475582895404601,1782475582895404601,0,3,3,1.000000000000,1.000000000000,1.000000000000
9,246377,1782475582895275503,1782475582895275503,1782475582895534210,1782475582895534210,1782475582895521880,1782475582895521880,3,1,2,1.000000000000,1.000000000000,1.000000000000
10,244865,1782475582895393263,1782475582895393263,1782475582895649918,1782475582895649918,1782475582895638128,1782475582895638128,3,0,3,1.000000000000,1.000000000000,1.000000000000
11,246464,1782475582895510064,1782475582895510064,1782475582895767918,1782475582895767918,1782475582895756528,1782475582895756528,1,1,0,1.000000000000,1.000000000000,1.000000000000
12,245801,1782475582895626725,1782475582895626725,1782475582895883996,1782475582895883996,1782475582895872526,1782475582895872526,2,3,1,1.000000000000,1.000000000000,1.000000000000
