count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,46218,12933,37379
52,64794,43937,48277
53,45979,53913,33354
54,34082,39388,3125
55,24977,6057,2100
56,19743,4387,4680
57,40013,6788,30311
58,82537,36540,68964
59,21443,75793,3429
60,15344,6688,3350
61,32377,5501,25826
62,21998,31912,5558
63,18768,12112,3582
64,15532,7755,2973
65,18884,5801,7954
66,21227,12463,5430
67,18837,7447,2957
68,19275,4933,5677
69,37980,7528,25767
70,48361,31204,32923
71,19487,38557,4273
72,12998,6551,3582
73,32149,5466,25725
74,45935,32174,29341
75,20733,35103,5813
76,15664,8328,4197
77,13730,6107,3326
78,11579,5105,3277
79,30664,5030,24918
80,20528,30404,5550
81,14167,8492,3163
82,12805,5999,3837
83,9580,5667,3406
84,59924,5209,52554
85,55503,66055,5514
86,51296,10577,3527
87,49930,7219,2682
88,49006,6404,2867
89,48261,6450,2695
90,45930,7148,2773
91,45060,6295,2913
92,27883,5917,2415
93,21113,5265,2545
94,19043,5592,2520
95,27511,5652,11717
96,33093,15268,7477
97,16977,11115,2893
98,17082,6940,2857
99,15935,6254,2822
100,20506,6256,8109
101,23009,11443,5935
102,16467,9610,4610
103,14839,7983,4792
104,15153,8499,4692
105,14646,8310,4437
106,17353,8856,6247
107,16231,9886,2846
108,16026,6802,2841
109,16873,6390,4412
110,17778,8078,4987
111,21083,8631,12431
112,53919,15566,43468
113,39667,54171,7104
114,19897,12738,2822
115,16684,6119,4781
116,14521,6805,3284
117,12452,5135,3372
118,112619,5171,104387
119,110297,119524,6799
120,105338,12336,2824
121,100325,6098,2383
122,98545,6118,2584
123,96871,5467,2304
124,95759,5435,2271
125,90835,5235,2433
126,88865,5714,2451
127,85680,5269,2206
128,83702,4770,2198
129,81537,5328,2360
130,80753,6098,2401
131,79241,5596,2318
132,77382,5139,2374
133,97929,5233,25214
134,95210,28718,2698
135,94786,5721,3047
136,89163,5084,1672
137,86072,3547,1438
138,84133,3917,1444
139,81448,3223,1394
140,78801,3256,1380
141,76283,3197,1550
142,72077,3509,1667
143,70277,3543,1546
144,69242,3336,2588
145,68486,5473,2462
146,69352,18770,2477
147,37420,5656,2417
148,28713,4934,4376
149,19842,7679,6025
150,42995,9184,35901
151,148326,41696,132280
152,122959,144643,5307
153,117116,9068,1803
154,113586,4672,1572
155,110565,3830,1515
156,106704,3438,1450
157,102875,3232,1391
158,99592,3187,1436
159,96391,3173,1663
160,92185,3392,1395
161,85880,3192,1404
162,80088,4224,1479
163,75472,3263,1448
164,71607,3178,1728
165,67055,5002,2370
166,82284,5254,27389
167,60518,30771,3126
168,56523,6139,2565
169,56583,5391,2863
170,58670,7234,3356
171,58480,6358,2285
172,57782,5122,2234
173,58901,5174,2940
174,50324,6118,2633
175,43875,5911,2670
176,41739,5469,2845
177,40554,5844,2817
178,38845,6528,2626
179,35291,5441,2403
180,32860,5551,3339
181,30914,6616,2560
182,27650,5601,2713
183,23351,5696,8522
184,73691,10672,57213
185,44235,68889,5090
186,35292,9937,2702
187,27174,5985,1978
188,25778,4002,7338
189,63689,9315,46623
190,37249,56488,4264
191,31637,8428,3480
192,28778,7053,2114
193,26007,4065,1857
194,22711,4325,1673
195,24468,3462,8214
196,19160,10286,1965
197,14255,3844,3814
198,11164,5626,3603
199,33110,5431,27567
200,217608,33049,198518
201,135317,211785,6456
202,128228,12601,2908
203,122277,6117,2722
204,111771,6212,2324
205,101247,5470,2504
206,94222,5426,1997
207,88516,4723,3685
208,90868,9029,9405
209,93003,16961,6096
210,119146,39642,4678
211,112220,7175,2174
212,123189,5388,23727
213,116995,26735,2643
214,23895,5256,2597
215,17869,5521,2507
216,14947,5665,2478
217,30915,18483,5741
218,33636,12913,3770
219,33169,7827,2898
220,32843,6693,2429
221,31519,5859,2586
222,25059,5521,2591
223,23730,5522,2739
224,20248,5769,2576
225,18652,5539,2699
226,17689,6080,2524
227,27792,5751,14125
228,25401,17620,3031
229,24093,6176,6577
230,22902,9469,6420
231,18285,8713,3484
232,16854,5426,11514
233,10777,13467,3448
234,16886,5507,11784
235,12862,14744,3605
236,9856,5527,3226
237,37908,5049,32198
238,26800,37846,5713
239,18031,9987,4122
240,14637,7337,3303
241,11577,5229,3643
242,33597,6214,26786
243,152459,32460,132961
244,124653,148595,7502
245,100999,11659,2684
246,96693,5742,2805
247,95961,5945,2752
248,94096,5792,2260
249,88507,5203,2651
250,64907,5941,2247
251,53376,4853,2299
252,43629,5057,21253
253,33467,24689,2894
254,28129,6335,2825
255,21727,6365,4708
256,19439,7907,5868
257,21089,9282,12178
258,24889,16275,14956
259,118698,23349,130418
260,44431,146492,8788
261,21605,14515,5400
262,16311,9478,4925
263,23560,8654,15787
264,17949,20804,5287
265,117843,8798,106569
266,108013,123542,6182
267,93121,14413,4360
268,88021,7915,2460
269,85518,6783,2775
270,83566,5745,2708
271,79369,5985,2745
272,79919,6051,4623
273,78689,8156,2689
274,77557,7097,2734
