count_idx,delay_ns,delay_center_ns,delay_centered_ns,clock_offset_ns,clock_sync_rtt_ns
368,59245,37749,21496,-622,32258
369,41032,37749,3283,-622,32258
370,36005,37749,-1744,-622,32258
371,29805,37749,-7944,-622,32258
372,24278,37749,-13471,-622,32258
373,22359,37749,-15390,-622,32258
374,18908,37749,-18841,-622,32258
375,28593,37749,-9156,-622,32258
376,20101,37749,-17648,-622,32258
377,13902,37749,-23847,-622,32258
378,105794,37749,68045,-622,32258
379,55071,37749,17322,-622,32258
380,44769,37749,7020,-622,32258
381,38222,37749,473,-622,32258
382,32432,37749,-5317,-622,32258
383,25408,37749,-12341,-622,32258
384,28523,37749,-9226,-622,32258
385,19411,37749,-18338,-622,32258
386,14887,37749,-22862,-622,32258
387,12067,37749,-25682,-622,32258
388,23140,37749,-14609,-622,32258
389,16898,37749,-20851,-622,32258
390,32915,37749,-4834,-622,32258
391,19071,37749,-18678,-622,32258
392,16263,37749,-21486,-622,32258
393,31884,37749,-5865,-622,32258
394,18407,37749,-19342,-622,32258
395,24871,37749,-12878,-622,32258
396,14458,37749,-23291,-622,32258
397,30723,37749,-7026,-622,32258
398,18956,37749,-18793,-622,32258
399,15246,37749,-22503,-622,32258
400,12389,37749,-25360,-622,32258
401,70010,37749,32261,-622,32258
402,18271,37749,-19478,-622,32258
403,22176,37749,-15573,-622,32258
404,15963,37749,-21786,-622,32258
405,27268,37749,-10481,-622,32258
406,17442,37749,-20307,-622,32258
407,14217,37749,-23532,-622,32258
408,9931,37749,-27818,-622,32258
409,19667,37749,-18082,-622,32258
410,13233,37749,-24516,-622,32258
411,19118,37749,-18631,-622,32258
412,14969,37749,-22780,-622,32258
413,24525,37749,-13224,-622,32258
414,17228,37749,-20521,-622,32258
415,12684,37749,-25065,-622,32258
416,63579,37749,25830,-622,32258
417,16057,37749,-21692,-622,32258
418,13200,37749,-24549,-622,32258
419,23239,37749,-14510,-622,32258
420,19114,37749,-18635,-622,32258
421,19579,37749,-18170,-622,32258
422,16427,37749,-21322,-622,32258
423,27127,37749,-10622,-622,32258
424,144245,37749,106496,-622,32258
425,115896,37749,78147,-622,32258
426,109288,37749,71539,-622,32258
427,105181,37749,67432,-622,32258
428,99944,37749,62195,-622,32258
429,93299,37749,55550,-622,32258
430,82905,37749,45156,-622,32258
431,76417,37749,38668,-622,32258
432,70706,37749,32957,-622,32258
433,63348,37749,25599,-622,32258
434,52295,37749,14546,-622,32258
435,47641,37749,9892,-622,32258
436,39957,37749,2208,-622,32258
437,33183,37749,-4566,-622,32258
438,38731,37749,982,-622,32258
439,17316,37749,-20433,-622,32258
440,17141,37749,-20608,-622,32258
441,14504,37749,-23245,-622,32258
442,9832,37749,-27917,-622,32258
443,49101,37749,11352,-622,32258
444,22614,37749,-15135,-622,32258
445,18280,37749,-19469,-622,32258
446,22422,37749,-15327,-622,32258
447,17175,37749,-20574,-622,32258
448,14361,37749,-23388,-622,32258
449,67897,37749,30148,-622,32258
450,23914,37749,-13835,-622,32258
451,14731,37749,-23018,-622,32258
452,11552,37749,-26197,-622,32258
453,13535,37749,-24214,-622,32258
454,9208,37749,-28541,-622,32258
455,16178,37749,-21571,-622,32258
456,12525,37749,-25224,-622,32258
457,22715,37749,-15034,-622,32258
458,16066,37749,-21683,-622,32258
459,13993,37749,-23756,-622,32258
460,11894,37749,-25855,-622,32258
461,17877,37749,-19872,-622,32258
462,17686,37749,-20063,-622,32258
463,12509,37749,-25240,-622,32258
464,10085,37749,-27664,-622,32258
465,85577,37749,47828,-622,32258
466,46753,37749,9004,-622,32258
467,38845,37749,1096,-622,32258
468,33717,37749,-4032,-622,32258
469,28495,37749,-9254,-622,32258
470,23622,37749,-14127,-622,32258
471,15989,37749,-21760,-622,32258
472,20094,37749,-17655,-622,32258
473,15682,37749,-22067,-622,32258
474,14114,37749,-23635,-622,32258
475,10027,37749,-27722,-622,32258
476,17039,37749,-20710,-622,32258
477,26357,37749,-11392,-622,32258
478,18843,37749,-18906,-622,32258
479,14904,37749,-22845,-622,32258
480,12374,37749,-25375,-622,32258
481,10583,37749,-27166,-622,32258
482,17600,37749,-20149,-622,32258
483,14984,37749,-22765,-622,32258
484,11740,37749,-26009,-622,32258
485,24627,37749,-13122,-622,32258
486,15473,37749,-22276,-622,32258
487,11168,37749,-26581,-622,32258
488,81245,37749,43496,-622,32258
489,41136,37749,3387,-622,32258
490,34198,37749,-3551,-622,32258
491,28558,37749,-9191,-622,32258
492,24761,37749,-12988,-622,32258
493,19346,37749,-18403,-622,32258
494,16409,37749,-21340,-622,32258
495,15161,37749,-22588,-622,32258
496,10526,37749,-27223,-622,32258
497,69171,37749,31422,-622,32258
498,23789,37749,-13960,-622,32258
499,16120,37749,-21629,-622,32258
500,11666,37749,-26083,-622,32258
501,8167,37749,-29582,-622,32258
502,24547,37749,-13202,-622,32258
503,24370,37749,-13379,-622,32258
