count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,20666,10395,5150
52,14585,9497,4905
53,13379,8935,4768
54,51900,8702,46765
55,40106,59144,5325
56,32009,10202,3103
57,24346,6494,2740
58,30074,5954,14378
59,24369,17805,2770
60,22776,5966,2383
61,20270,6264,2818
62,23067,6869,6661
63,22045,10815,5967
64,134959,10359,119237
65,43112,131175,5689
66,19595,10629,3253
67,15266,6748,2657
68,17179,5686,6125
69,97134,9421,80166
70,49026,94115,5993
71,27906,9647,2730
72,22598,5880,2188
73,20371,4909,2664
74,22466,6274,6770
75,69106,9706,53747
76,66141,62226,5338
77,61234,9667,2762
78,26616,6296,7861
79,20333,11239,5413
80,14358,8646,5461
81,80710,7611,71452
82,48472,82103,5159
83,59473,8051,47221
84,38004,56302,3656
85,26742,6098,1835
86,29075,3710,11285
87,23591,14174,2988
88,28981,5936,12932
89,27988,18262,4948
90,49075,8788,40933
91,68668,49421,42790
92,34057,51910,9192
93,26318,15035,3928
94,33767,9088,14733
95,31205,18038,5188
96,49155,8321,39189
97,66601,47417,42173
98,31596,51394,4834
99,20385,10186,2630
100,17273,5251,4913
101,12365,6794,3496
102,146358,5326,139730
103,117421,152067,6967
104,79515,10754,2202
105,67974,4469,2024
106,59912,4659,1937
107,51852,3799,1592
108,42966,3379,1585
109,35748,3381,1659
110,73884,3410,45629
111,174856,52803,107361
112,75088,123331,7923
113,43399,13078,5163
114,40357,12015,3310
115,35055,5909,2307
116,30052,5123,2810
117,25136,5605,10063
118,22727,12977,6498
119,16193,9246,5221
120,19260,8235,11952
121,101228,15157,88750
122,83313,105201,6273
123,57875,10943,2970
124,50510,5908,2261
125,63934,5098,21026
126,35018,24545,2358
127,23315,4290,3745
128,18689,6537,5946
129,20135,8814,12263
130,34669,15799,25548
131,29396,32625,4176
132,28139,8006,7621
133,25489,10432,5540
134,19654,8360,4233
135,17429,7431,4860
136,20365,7976,12428
137,75576,16738,62481
138,47437,76844,7461
139,28307,12263,16542
140,19028,21668,5261
141,43955,8831,34317
142,64767,41980,43310
143,29800,52574,4436
144,23656,9174,5440
145,20629,9197,5203
146,16982,9743,4873
147,71074,8171,61616
148,38972,70240,4663
149,27661,10050,2634
150,25466,5804,5433
151,259465,8460,237435
152,55360,251474,5415
153,45430,9170,3222
154,40924,7354,2764
155,35735,6326,2484
156,31638,5295,2695
157,26221,5219,2487
158,39655,5375,21704
159,37630,24479,5368
160,297276,8003,264651
161,47020,278688,6172
162,39253,12006,2977
163,33143,5740,2606
164,27662,6140,2192
165,22931,5165,2420
166,34444,5128,19790
167,33059,22683,6065
168,23480,9704,5298
169,178071,8703,160099
170,46917,174302,4974
171,34275,8309,2125
172,27735,4175,1767
173,22034,3616,1876
174,19417,3628,6019
175,14096,7913,3515
176,303855,5384,296912
177,265469,308769,4743
178,224039,9306,2010
179,212143,4342,1710
180,204475,3541,1647
181,196890,3543,1490
182,188823,3283,1648
183,185792,3623,1502
184,221913,3202,39318
185,276878,46205,54215
186,87802,63924,66738
187,49639,82822,6588
188,38149,10392,2285
189,28720,4451,1918
190,36215,3731,20660
191,27859,23388,2452
192,22727,5356,2543
193,20374,5589,5379
194,19687,9082,5854
195,20006,9109,11093
196,74854,14386,69126
197,61417,85754,7024
198,34347,11889,3232
199,24914,6837,2709
200,24186,5620,8728
201,20248,11753,5510
202,17095,9839,7103
203,23972,10133,16436
204,18303,20991,5207
205,21456,8351,12515
206,19080,16748,8766
207,29889,12093,21563
208,67109,27337,44566
209,36074,55656,4381
210,29991,8511,2043
211,24102,4025,1833
212,29353,4166,12798
213,23162,14683,1974
214,18655,3787,4048
215,12310,5844,3422
216,49154,5249,43806
217,35786,52279,6960
218,28472,12438,6697
219,65799,10817,49961
220,33741,59422,4654
221,46279,28681,5221
222,41567,11664,3045
223,36830,6802,3153
224,36536,6153,8606
225,71212,11436,50935
226,42659,62412,5645
227,36319,11925,2979
228,31001,7034,2843
229,25977,5883,2692
230,22799,5543,4914
231,20432,7927,5345
232,27268,8114,19788
233,19505,24407,6526
234,16496,10938,4792
235,73533,7572,63719
236,38397,73178,5171
237,30645,11100,3143
238,25212,7826,3096
239,21570,6264,6181
240,21847,9207,9747
241,58698,13278,47411
242,45427,62898,6198
243,62722,11154,39670
244,64897,47286,4988
245,63059,9052,2739
246,35656,5756,11822
247,24555,14849,2648
248,19363,6560,4264
249,16416,6176,6714
250,92701,10807,81440
251,80755,96611,7197
252,43738,11068,3391
253,26649,5639,1840
254,22226,3734,5501
255,17174,7421,4105
256,28381,6027,21874
257,22496,27396,3170
258,19052,7872,3651
259,21629,6610,10261
260,318691,16073,301116
261,50974,314908,7072
262,41389,12451,3324
263,36915,7288,2773
264,32982,6472,2626
265,28445,6507,2645
266,24133,7223,2641
267,23733,6480,7524
268,20334,11270,4985
269,275153,8079,262975
270,54198,276706,6739
271,47378,11475,3549
272,43380,7052,3496
273,43020,7199,2904
274,46100,7737,5078
275,47455,9256,4289
276,42707,7987,2674
277,46802,6479,11162
278,39554,14868,3038
279,22835,6753,5848
280,87592,9490,70004
281,51333,84407,7407
282,49170,20730,3183
283,42353,6965,2252
284,37872,5893,2749
285,26788,6555,7461
286,20493,11219,5136
287,15250,8710,5116
288,65276,8723,57894
289,34284,66636,8389
290,25647,14703,3098
291,22321,7007,5567
292,20165,9532,5313
293,23464,9112,14217
294,137521,20086,121184
295,124408,144932,4848
296,102340,8357,1942
297,96740,4105,1576
298,94621,4369,1739
299,91020,3521,1573
300,87908,3465,1496
301,84226,3310,1494
302,134696,3276,53721
303,350176,59677,213102
304,96932,227952,6552
305,69662,12622,3470
306,68856,8871,2763
307,67868,6761,2977
308,67660,6961,2654
309,67652,6726,2763
310,60970,6644,2675
311,112973,6409,53402
312,271195,59664,154435
313,112692,168595,5580
314,77840,10014,2967
315,73919,6251,1672
316,72120,3593,3686
317,68767,5546,1483
318,65815,3354,1513
319,62745,3309,1515
320,111735,3322,53084
321,310126,58704,196169
322,99017,212873,6764
323,56224,11767,2824
324,53546,6680,2769
325,53066,6036,3124
326,51413,6064,2358
327,49627,5368,2615
328,48748,5891,2422
329,91180,5396,49113
330,244223,55991,154605
331,74525,193891,7998
332,36452,14250,3034
333,29117,7045,2691
334,24901,6309,2654
335,24691,6370,7178
336,22354,10813,7433
337,123057,10964,108972
338,82093,128176,6807
339,72998,11010,2639
340,68820,5783,2555
341,64758,5501,3177
342,58437,6197,2166
343,53462,4887,2170
344,49527,5123,2222
345,59293,5276,17463
346,265819,21396,209242
347,79434,224164,28968
348,47029,36545,3508
349,36253,6779,4304
350,30905,7596,2351
351,25650,5454,2534
352,21811,5259,7212
353,21907,12235,6368
354,17413,11169,5347
355,32394,29073,3455
356,27955,7601,2330
357,22590,5210,2474
358,20885,5296,6214
359,17315,9486,4776
360,28872,7870,20350
361,20141,25138,4999
362,14877,11536,4975
363,50674,8103,43573
364,79086,52208,59090
365,38823,70737,5265
366,30043,9342,3346
367,29684,6438,15549
368,24560,18551,2815
369,28128,5776,6210
370,24884,15950,6392
371,20876,9708,4192
372,18768,7982,4978
373,52680,8111,44153
374,64567,52774,38089
375,32514,46420,9153
376,23126,13884,3315
377,25559,13666,2750
378,25513,5988,7476
379,24182,10780,6445
380,35493,10334,18477
381,30369,21321,2968
382,23215,5803,5935
383,16286,8974,4673
384,14338,10527,5376
385,22212,8983,15187
386,16645,19597,5094
387,13013,7695,5279
388,13732,8783,5322
389,14574,8258,5330
390,15894,8570,5758
