count_idx,delay_ns
51,72571
52,72584
53,71630
54,72121
55,70742
56,70313
57,68470
58,70575
59,72699
60,72175
61,71191
62,70493
63,69813
64,69143
65,67740
66,66360
67,64783
68,63903
69,62701
70,61233
71,59637
72,53734
73,50894
74,47876
75,44304
76,41008
77,37932
78,35510
79,32779
80,29665
81,25511
82,23021
83,21069
84,18655
85,16391
86,18245
87,13042
88,7112
89,5408
90,4343
91,7679
92,6199
93,11365
94,8153
95,5729
96,8819
97,6011
98,4645
99,7682
100,6734
101,7180
102,5601
103,7889
104,5923
105,4206
106,94252
107,78890
108,75846
109,73923
110,72008
111,69598
112,67025
113,65127
114,61854
115,60651
116,58765
117,56689
118,54696
119,52661
120,48143
121,53013
122,50523
123,49459
124,48681
125,47544
126,45029
127,43570
128,42415
129,41178
130,39319
131,38905
132,38391
133,37951
134,37532
135,37021
136,34576
137,28283
138,26492
139,25549
140,22716
141,19832
142,16826
143,13928
144,11317
145,8609
146,9937
147,8508
148,6716
149,5171
150,4590
151,11109
152,4516
153,8288
154,6315
155,6307
156,4745
157,10744
158,6507
159,5649
160,10688
161,20462
162,8588
163,7346
164,7757
165,5959
166,5525
167,4986
168,6846
169,6420
170,5684
171,23004
172,12561
173,11483
174,20276
175,18515
176,16266
177,9440
178,8078
179,10447
180,8520
181,6234
182,5002
183,7980
184,3664
185,6243
186,6682
187,9625
188,7535
189,5697
190,9076
191,21266
192,17625
193,15807
194,13661
195,12781
196,11375
197,9336
198,9997
199,7084
200,5568
201,4766
202,8382
203,6576
204,4415
205,6594
206,5810
207,10562
208,6212
209,4978
210,4094
211,21396
212,20463
213,20287
214,20147
215,20876
216,9239
217,6821
218,5725
219,9661
220,7389
221,9761
222,5836
223,4107
224,8079
225,6661
226,5613
227,7696
228,4949
229,10474
230,6255
231,5264
232,9319
233,6130
234,5014
235,5454
236,7128
237,5511
238,10373
239,6179
240,5049
241,4078
242,19647
243,21483
244,20164
245,20140
246,20719
247,8711
248,7010
249,5564
250,8063
251,7284
252,5882
253,4074
254,19663
255,9041
256,7217
257,5932
258,4673
259,9294
260,7620
261,6258
262,4863
263,6697
264,6460
265,9887
266,7431
267,6635
268,5444
269,3682
270,6846
271,40844
272,14409
273,10417
274,8121
275,9500
276,7188
277,6095
278,3850
279,7460
280,5929
281,4940
282,4504
283,21035
284,27676
285,10120
286,7131
287,5895
288,4246
289,20022
290,9885
291,9977
292,8352
293,7299
294,6487
295,4933
296,6781
297,6292
298,4707
299,20586
300,20447
301,20212
302,19785
303,8336
304,5834
305,5022
306,7954
307,7532
308,4088
309,7822
310,7126
311,5848
312,5111
313,6986
314,5752
315,9564
316,5272
317,10565
318,6336
319,5202
320,4052
321,19752
322,20567
323,21679
324,19890
325,20834
326,9501
327,7225
328,5751
329,4973
330,8043
331,7463
332,7240
333,5919
334,5108
335,3714
336,7615
337,6059
338,5279
339,5195
340,3891
341,3839
342,7504
343,5944
344,5347
345,6478
346,5420
347,6407
348,5381
349,6041
350,5071
351,5095
352,4676
353,4306
354,3817
355,3719
356,3895
357,3770
358,8862
359,6055
360,5263
361,5414
362,5026
363,4314
364,3992
365,3687
366,7447
367,5791
368,5106
369,5273
370,4886
371,8358
372,5297
373,5691
374,27227
375,18191
376,13886
377,11647
378,10272
379,8655
380,6573
381,9844
382,8173
383,7988
384,6190
385,5333
386,4159
387,8541
388,7107
389,7854
390,6231
391,5559
392,9818
393,6364
394,5691
395,4321
396,7100
397,6190
398,4153
399,22684
400,13201
401,12423
402,11333
403,9629
404,9458
405,7452
406,6192
407,4895
408,20271
409,20352
410,20788
411,9040
412,7126
413,5515
414,10060
415,20177
416,20295
417,20819
418,9253
419,7150
420,5979
421,4507
422,34892
423,17767
424,14054
425,11880
426,9479
427,7369
428,8052
429,6646
430,27135
431,9407
432,7369
433,5453
434,4341
435,9777
436,6036
437,4635
438,7211
439,5680
440,10407
441,6368
442,5283
443,4280
444,19863
445,20355
446,20111
447,20236
448,20025
449,8402
450,5974
451,4492
452,19337
453,20394
454,20130
455,20643
456,8998
457,7413
458,5847
459,7342
460,5635
461,9966
462,20819
463,9695
464,7937
465,6276
466,5344
467,20118
468,20276
469,20786
470,9050
471,8183
472,6431
473,5478
474,8102
475,5815
476,4874
477,7549
478,6096
479,4997
480,3827
481,19301
482,20060
483,20156
484,20159
485,20604
486,9131
487,8412
488,7862
489,42481
490,42658
491,41971
492,41792
493,40401
494,38514
495,36883
496,35547
497,33994
498,30742
499,28390
500,39263
501,38564
502,36385
503,34611
504,32583
505,28665
506,31601
507,28866
508,27148
509,26010
510,24617
511,25073
512,24196
513,23051
514,22423
515,21070
516,15145
517,13038
518,10465
519,7869
520,8627
521,6858
522,16685
523,15460
524,13091
525,10608
526,8021
527,5871
528,4706
529,7825
530,7728
531,5667
532,6499
533,4181
534,20605
535,9625
536,7375
537,6406
538,4583
539,19797
540,20553
541,8835
542,7885
543,6762
544,6133
545,4424
546,19569
547,20675
548,9510
549,8319
550,6228
551,4371
552,7675
553,5644
554,5572
555,4594
556,7799
557,6372
558,5613
559,9109
560,7547
561,5843
562,3976
563,20724
564,12155
565,20389
566,20158
567,19953
568,20048
569,20799
570,9245
571,8144
572,6239
573,5187
574,7624
575,17470
576,16202
577,14722
578,13227
579,11664
580,9926
581,7979
582,6831
583,5501
584,10042
585,5990
586,5737
587,4033
588,6905
589,6299
590,5272
591,10114
592,6425
593,4155
594,6664
595,5763
596,5640
597,4531
598,10298
599,7004
600,5408
601,10374
602,6363
603,5604
604,4377
605,6776
606,5702
607,4957
608,8763
609,5137
610,10356
611,6303
612,5064
613,4321
614,19697
615,19923
616,20283
617,19921
618,20607
619,8964
620,6646
621,5582
622,3739
623,19647
624,20043
625,20660
626,9128
627,7915
628,19500
629,19259
630,17797
631,16001
632,13736
633,11533
634,9598
635,7767
636,6670
637,4931
638,7834
639,7858
640,6595
641,5197
642,7933
643,5880
644,5678
645,9883
646,6225
647,4957
648,9327
649,7160
650,6853
651,6007
652,10186
653,7710
654,5814
655,4529
656,20258
657,9904
658,7079
659,5456
660,5616
661,10875
662,20985
663,9494
664,7325
665,5925
666,4466
667,20153
668,20742
669,9223
670,7999
671,18411
672,18177
673,16375
674,14325
675,11901
676,9746
677,7827
678,8800
679,6937
680,5459
681,3643
682,12786
683,11701
684,10083
685,8620
686,6789
687,7125
688,5064
689,8590
690,6830
691,5783
692,14475
693,13546
694,12181
695,9131
696,7342
697,7153
698,5145
699,7575
700,6425
701,5089
702,3874
703,11087
704,10848
705,9060
706,6754
707,5555
708,4458
709,7508
710,5845
711,9424
712,6675
713,5896
714,15109
715,14568
716,13083
717,11404
718,8642
719,8810
720,7398
721,5903
722,4689
723,9431
724,16446
725,15628
726,13508
727,11164
728,8620
729,6455
730,5661
731,4926
732,7353
733,6000
734,4680
735,11831
736,12111
737,11471
738,10279
739,8538
740,6810
741,6706
742,5072
743,8640
744,6424
745,5578
746,15136
747,14640
748,13189
749,11271
750,8788
751,8944
752,7065
753,5203
754,10438
755,7121
756,16616
757,16974
758,16234
759,14965
760,13227
761,11222
762,8518
763,6633
764,5569
765,4261
766,19911
767,20262
768,15700
769,12142
770,9015
771,6866
772,5675
773,4689
774,6904
775,6095
776,4684
777,7052
778,16039
779,13677
780,11349
781,6682
782,8443
783,6208
784,19705
785,21154
786,9082
787,7051
788,7335
789,6517
790,4682
