count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,121158,60785,128318
2,14888,13825,17516
3,10731,10277,12407
4,12021,10829,13772
5,51000,13854,56113
6,13699,12759,16705
7,13350,17445,15561
8,13535,44251,15835
9,39587,9813,43549
10,9073,9934,11240
11,9641,43352,10914
12,40185,13489,44078
13,14602,50668,17137
14,50980,53774,55764
15,49490,18196,54778
16,51582,41096,56148
17,46022,40259,51145
18,15233,11930,18522
19,9928,9617,11978
20,11021,8247,13047
21,7936,9079,9764
22,50992,40158,56254
23,35741,10754,40054
24,9095,5403,10350
25,4808,6846,6083
26,4917,5294,6104
27,6798,34919,7861
28,38260,36375,42319
29,10828,8178,14877
30,8013,9402,9948
31,14005,9815,16068
32,47466,43476,53065
33,12791,6975,16169
34,5215,8048,7026
35,6956,6052,8073
36,6705,36924,7877
37,40325,10705,45516
38,7302,8080,10291
39,6475,8216,9174
40,6194,9472,7655
41,7401,8119,9062
42,7567,7028,9762
43,8041,8188,10021
44,8919,10702,11003
45,8382,9396,10514
46,8807,4853,10920
47,3030,3059,5175
48,2411,20673,3954
49,7963,10327,9873
50,8188,17505,10312
51,9744,53163,12256
52,35980,38016,40189
53,11203,9155,14579
54,8442,8178,10929
55,6298,7286,7915
56,8203,6915,9687
57,8791,13827,10368
58,8502,50185,10033
59,52077,11730,57054
60,14146,8779,17307
61,12669,8728,15114
62,9693,7489,11700
63,8679,9175,10455
64,9273,8525,10956
65,55605,49842,62013
66,11419,7720,14887
67,4863,4298,6196
68,4908,5769,5996
69,4800,9688,5955
70,5785,9845,6865
71,5705,12161,6724
72,7420,7407,8481
73,5222,8037,6331
74,9657,36606,10787
75,13333,10893,17569
76,9371,49340,12371
77,46797,17404,51354
78,7191,7297,9142
79,6478,7120,8468
80,8602,7651,10365
81,107728,12401,113875
82,71303,55724,76662
83,42446,46326,47861
84,9249,12516,12861
85,7851,7866,9761
86,8265,14139,10126
87,13160,10148,15110
88,8141,8624,9813
89,10139,15785,12148
90,48342,38680,52426
91,7046,6625,9712
92,5101,5792,6403
93,5015,4394,6220
94,7277,9300,8970
95,9703,8981,11348
96,7972,7713,9593
97,8398,11662,10238
98,20156,12139,21888
99,8410,9124,10471
100,13489,51052,15347
101,47572,10311,52303
102,7451,6490,9143
103,6400,6693,8162
104,6878,7624,8528
105,8204,8747,10042
106,7962,15523,10176
107,8711,51212,10816
108,44256,43171,49313
109,15357,9632,18923
110,8197,7626,10234
111,8295,14452,10204
