count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,28046,9796,3222
52,26245,7929,2844
53,23822,7250,2709
54,19483,7062,3220
55,17472,5787,5726
56,13145,7877,3189
57,130641,5282,127431
58,115154,139627,5461
59,103754,8955,2164
60,93765,4393,1905
61,86783,3811,2104
62,80322,4392,1645
63,53268,4969,1636
64,42974,3627,1630
65,77522,3405,43048
66,138015,49306,64170
67,89392,70062,79646
68,51868,93560,5787
69,27566,10609,3609
70,30218,7077,15833
71,23512,17792,1989
72,19846,3762,4065
73,13337,5870,3471
74,46843,6293,41433
75,26571,48014,4866
76,15050,7148,3323
77,63377,5414,57307
78,36426,68533,5150
79,34772,11217,3518
80,34134,8282,3131
81,34575,6753,2851
82,35314,7166,2648
83,34945,6321,2653
84,35139,6305,2669
85,42059,6250,9821
86,280251,13273,237261
87,45917,253164,6656
88,37221,10783,2241
89,34084,4480,1749
90,29927,4380,1846
91,23211,3664,1641
92,30288,3470,14866
93,24720,16753,1971
94,19958,3718,3720
95,165653,5532,153178
96,42652,165572,8011
97,24699,12361,15566
98,19424,20975,5766
99,15801,8802,5037
100,13571,8059,5270
101,18761,8500,12194
102,18121,15413,9719
103,18869,13049,11025
104,19081,14174,10679
105,33027,13678,23537
106,29199,31003,4280
107,23219,9265,3367
108,19785,7953,3203
109,18919,7145,2909
110,17357,5605,2568
111,16787,5341,2714
112,16257,5796,2661
113,23899,5728,10956
114,24991,14779,5696
115,79175,8756,62659
116,49307,84823,4795
117,43031,8757,2746
118,40472,6235,2664
119,38486,5477,2377
120,38107,5266,2522
121,37545,5757,2613
122,37367,6937,1880
123,59228,3667,25731
124,107873,30962,52161
125,38462,61917,5383
126,13220,7705,3773
127,62437,5613,56246
128,80749,65035,53817
129,40723,68260,5474
130,34812,10273,2840
131,31887,6309,2758
132,28661,6473,2797
133,21050,6331,6210
134,18830,9801,5497
135,57945,9004,48981
136,27766,56715,6859
137,22733,11568,4637
138,18767,9044,5029
139,55312,8009,44034
140,25868,51884,6319
141,19919,11887,4698
142,17159,8409,5098
143,22827,8265,13410
144,56212,17696,43696
145,26093,51785,6597
146,67769,12146,63563
147,51761,77215,6029
148,31325,9295,7910
149,22166,10283,3216
150,123607,5069,109182
151,60445,119047,5478
152,35954,9941,3196
153,26957,6692,2525
154,22576,6144,2314
155,23444,4869,9276
156,22197,12311,5867
157,64310,8752,49711
158,42282,62519,5303
159,35425,9851,2795
160,30320,6426,2507
161,29443,5355,6155
162,70595,9894,46707
163,28054,55095,7507
164,23153,12068,4609
165,54948,7970,39272
166,26079,47198,6463
167,23168,12117,5368
168,20476,9919,5242
169,15528,9061,4927
170,55157,8934,45290
171,27737,53317,7368
172,22442,13086,3524
173,22083,8008,6118
174,20644,9746,4773
175,19670,8462,5059
176,17083,8711,4846
177,55002,8149,45284
178,24705,53709,4273
179,18581,8601,4563
180,17676,8160,5035
181,17876,8571,8752
182,76526,12112,67569
183,56739,74734,37003
184,26335,45345,7109
185,22030,11442,5521
186,22007,10063,4772
187,19815,8461,4883
188,16670,8515,4867
189,14383,8495,4850
190,20952,8498,13105
191,143924,17718,122203
192,87153,140159,35679
193,25904,43554,4371
194,23697,9413,6495
195,22699,10353,5508
196,20794,9319,4759
197,19163,8406,5046
198,16972,8687,4989
199,14989,8776,5052
200,17049,8682,8843
201,132646,12049,123843
202,85608,132309,61789
203,53751,75343,5093
204,45395,8534,1964
205,40058,4247,1691
206,48734,3625,16365
207,43536,18394,4502
208,20125,7456,5028
209,20075,8199,12428
210,50567,16262,41255
211,76143,48632,50594
212,41720,60863,4158
213,35556,6994,2033
214,32740,3911,3077
215,29011,4908,1644
216,27143,3486,1806
217,24264,3590,1737
218,21703,4218,1602
219,50402,3382,31972
220,122751,37409,70367
221,50747,84268,9958
222,22849,14431,4351
223,18046,7600,5956
224,15427,9182,5635
225,48998,7846,39942
226,39330,48674,13361
227,22929,17913,13389
228,16560,17904,5181
229,59285,8466,50457
230,42418,60279,4187
231,19702,7161,3042
232,14118,5065,3656
233,60530,5509,53084
234,45303,65384,5001
235,26730,8951,8257
236,20452,11428,2797
237,18928,5625,5298
238,16134,8483,4795
239,19439,8021,12012
240,53104,15405,43767
241,24438,51313,4781
242,21153,10012,3481
243,21637,7172,3058
244,48995,29778,5432
245,51329,11691,3490
246,50854,7324,2425
247,49685,5208,2542
248,51912,5562,4085
249,65955,9524,19819
250,235960,23300,174648
251,73609,181318,57828
252,34593,67392,4807
253,23972,8960,2764
254,20817,5140,4390
255,16650,6288,3736
256,18383,5968,11671
257,12892,14721,3252
258,10640,5574,3380
259,41617,5522,34936
260,434496,41467,410931
261,99344,426851,6370
262,73007,12510,3270
263,72516,7725,3001
264,73605,6840,3244
265,72741,6690,2646
266,73924,6861,2781
267,74192,6524,2685
268,124244,6302,54117
269,145382,62646,23029
270,198528,29169,185461
271,93918,199186,6968
272,86424,11840,3367
273,81893,6708,2243
274,76758,5976,2878
275,71502,6204,2233
276,67351,5393,2677
277,61639,5815,2256
278,91582,5462,36508
279,95678,44003,7955
280,71956,12472,66394
281,42337,79757,5599
282,37218,10678,2622
283,33340,5721,2347
284,32655,5516,5629
285,59097,8819,34463
286,24970,41857,6164
287,73939,10510,58448
288,42786,70108,7843
289,20204,11859,5187
290,15560,9160,4882
291,23494,8125,14542
292,18846,19565,5281
293,17279,8923,5775
294,15289,9530,5980
295,16881,9749,6687
296,15875,10330,2897
297,15604,6330,2707
298,16010,6929,2726
299,16381,6282,2706
300,14852,6538,2648
301,15066,6467,2699
302,15570,6506,2679
303,19884,6536,6911
304,189877,10134,165515
305,156942,192354,9484
306,101566,16376,3668
307,94484,7513,2282
308,96532,6049,4860
309,97044,8173,3325
310,96299,6718,2209
311,96713,5356,2777
312,187942,5955,92593
313,235682,101630,45016
314,89626,54170,28858
315,25089,32779,5183
316,19485,8846,4078
317,18682,6607,3700
318,19377,6756,3727
319,21500,7269,5019
320,23462,9655,3992
321,23499,7310,3798
322,26061,7673,4415
323,125165,8029,103898
324,256776,111683,128727
325,62231,140446,41379
326,18789,47081,4645
327,15852,7051,8542
328,36963,10827,31645
329,24940,37212,12053
330,40648,16656,30578
331,56058,36526,42627
332,18214,48628,4471
333,37053,6834,32510
334,51714,38318,37496
335,18161,43502,4521
336,36927,6851,30199
337,50508,36037,36702
338,19099,43156,4435
339,36708,6862,28332
340,51362,34088,38001
341,18339,44098,4457
342,40275,6963,33179
343,50156,38991,35833
344,18688,42430,4382
345,35850,7029,27616
346,51094,33464,37532
347,18660,43540,4593
348,41405,7051,33632
349,52198,39449,38593
350,18082,44620,4451
351,36568,6908,29671
352,50911,35720,36089
353,22370,43650,6622
354,16480,10430,4573
355,45433,7554,36284
356,56323,44278,34149
357,26525,41989,6395
358,20789,10062,5024
359,44657,7932,35569
360,56217,43396,35271
361,25575,43803,4711
362,20242,8362,5359
363,18816,9739,4970
364,43603,41286,3350
365,25874,6082,1724
366,21035,3638,4025
367,15867,5918,3518
368,57372,5724,50729
369,29682,58987,4688
370,30589,12023,4271
371,33057,10465,4142
372,37907,12168,3066
373,38153,6977,3010
374,38571,6835,2649
375,38788,6535,2558
376,38395,6237,2491
377,47530,6081,12348
378,222770,15583,177873
379,75951,183928,59120
380,35712,69949,4535
381,26295,8540,1935
382,19753,3838,2026
383,18355,3923,6033
384,12974,8478,3386
385,37507,5254,32931
386,54813,38690,41043
387,21048,49739,4583
388,37722,7281,28151
389,50447,34062,36140
390,18266,42137,4410
391,36610,6815,29040
392,49696,34882,35588
393,18209,41638,4517
394,42384,7029,32090
395,60897,74708,6433
396,44350,13751,3256
397,38280,7140,2701
398,35244,6052,2918
399,29470,4905,1767
400,21873,3812,1871
401,19893,3739,6089
402,18178,10755,3691
403,11128,5678,3245
404,241293,5124,233303
405,40020,246934,6191
406,35460,11626,3650
407,34657,7742,3047
408,35638,6930,3044
409,42707,6821,2369
410,42572,13190,2886
411,43111,6743,2739
412,91039,6607,49655
413,146022,56916,55049
414,47028,70414,9950
415,19023,17186,6372
416,15317,11509,5553
417,19358,15781,5398
418,19366,9071,6079
419,15913,9978,5548
420,13933,9153,5219
421,19473,8615,12609
422,39735,16563,27776
423,42495,35808,7307
424,69425,11564,34252
425,38204,57587,7855
426,20217,13894,5399
427,92119,9061,80595
428,75915,96253,6790
429,48900,11532,2951
430,39028,5871,2540
431,34457,5460,2422
432,38502,12720,2754
433,34906,5893,2720
434,29914,5881,2441
435,72962,5351,49770
436,181760,58323,108648
437,79939,124570,7048
438,42062,11991,2885
439,40790,5801,2578
440,37426,12985,2934
441,33208,6278,2626
442,28160,5937,2493
443,27305,5684,2504
444,75566,5926,49440
445,87157,57722,10687
446,86289,15302,76541
447,50362,93331,4901
448,48470,9581,3228
449,48167,6660,2320
450,47828,5137,2539
451,46545,5560,2464
452,47000,5765,2700
453,47403,5921,2726
454,59367,5922,13940
455,218080,20537,156099
456,39665,168175,7851
457,22740,12861,13117
458,70034,17162,58656
459,34913,68304,4375
460,28945,9976,3080
461,27521,6893,5678
462,92614,13661,66593
463,65011,80484,6687
464,46978,11108,2983
465,71898,31063,5165
466,71676,11767,2675
467,67777,6058,2496
468,71152,5742,11445
469,73919,14793,50989
470,56827,80433,4844
471,50295,9611,2724
472,47949,6680,2798
473,44416,6706,2638
474,36405,6639,2896
475,32733,6621,2635
476,28062,6557,2790
477,24979,9207,2874
478,46585,6839,27926
479,54262,35088,11334
480,66780,15849,59508
481,39686,70865,6876
482,40836,14065,6297
483,42033,10608,6818
484,42624,10685,5750
485,61227,14201,49817
486,44522,61510,7432
487,23324,12991,5926
488,18682,10081,5459
489,15499,9412,5053
490,18770,8861,10241
491,23422,14279,13806
492,79899,24085,58508
493,52280,74099,7654
494,47691,13645,3770
495,42781,8094,3312
496,38840,7288,3152
497,38754,6880,2960
498,38834,6727,2835
499,38906,6646,2695
500,43934,11308,2753
501,50015,6633,8913
502,138758,12251,89541
503,38787,100812,6411
504,15554,9133,3751
505,35808,5785,30796
506,17307,36140,4558
507,37583,6755,29556
508,50566,39733,35899
509,19922,42407,6406
510,17649,10286,8942
511,40200,12252,31570
512,50663,40062,30997
513,21044,37262,5430
514,15800,9160,2959
515,14238,7383,3862
516,11926,5807,3480
517,37379,5345,32344
518,67200,39973,48926
519,45852,65624,10651
520,43452,18717,2921
521,44066,6201,4715
522,46773,8008,2490
523,44707,10711,2369
524,43265,5425,2460
525,42385,5573,2333
526,73002,5281,32736
527,214299,38844,140814
528,68284,152538,39086
529,18418,45133,4487
530,38904,10149,30717
531,78613,36622,62071
532,61481,77017,7196
533,35933,12051,3260
534,28328,6936,1828
535,22477,3730,1906
536,22235,3756,8472
537,22237,10371,3710
538,12610,11291,3378
539,62811,5270,56688
540,45906,67784,5091
541,23826,9097,3698
542,17442,6063,3217
543,14089,5263,3873
544,56832,5791,49963
545,51535,67275,5757
546,45072,11535,3453
547,42470,8266,2752
548,42503,6173,2812
549,41272,6121,2249
550,40289,5134,2347
551,39298,5304,2499
552,76603,5672,39121
553,125942,50029,49344
554,68500,60523,41856
555,25389,49385,6958
556,16452,10960,5018
557,19867,8305,12045
558,54537,15470,45243
559,62841,53417,34525
560,29896,47679,4024
561,20755,7599,2871
562,18002,5717,4457
563,16213,7143,4968
564,45998,7832,38277
565,30768,46676,6437
566,23127,10538,5464
567,19547,8759,4897
568,16303,13334,4749
569,192169,7884,179087
570,51788,194357,6287
571,25748,11313,7024
572,21264,10289,5243
573,16110,8487,5069
574,15175,8224,5543
575,18548,14179,2552
576,19562,6868,4142
577,20739,8365,3187
578,25586,7411,7075
579,180206,11251,153468
580,41809,166383,8836
581,43382,12236,32022
582,23874,38738,6423
583,26679,22260,3294
584,19830,6737,2802
585,19977,6622,6169
586,18180,8764,4963
587,37316,8029,25655
588,38749,33586,4516
589,19677,8997,3131
590,20940,10670,3166
591,21077,6383,7045
592,136977,10762,115047
593,57016,131335,5847
594,28851,10192,3027
595,22201,6058,2477
596,20398,5473,5393
597,19328,9542,5790
598,21638,14325,6652
599,17741,9712,2732
600,16858,6154,4283
601,16756,7737,5160
602,216096,7953,203854
603,222380,218980,127541
604,315882,139785,442094
605,528062,787826,142864
606,89205,159386,12735
607,77112,16694,2996
608,69847,5651,1782
609,62064,3799,2378
610,54764,4501,2016
611,47667,3898,1723
612,40843,3683,1620
613,49587,18553,2504
614,93158,5700,49613
615,300799,57512,207750
616,87121,223663,6259
617,50599,12739,3867
618,45557,8647,3019
619,46095,7226,2940
620,51067,10938,3010
621,51585,6931,2783
622,52745,6741,2827
623,101074,6670,49883
624,121070,58620,17620
625,85487,22212,80350
626,120682,90994,84907
627,38903,96399,7465
628,21082,17690,5945
629,16288,9449,5439
630,17181,8962,7123
631,18918,10158,6604
632,15955,9852,2783
633,16611,5645,4305
634,16809,7221,5243
635,15277,8533,4801
636,160620,11487,148945
637,88263,163003,40383
638,70802,51271,4881
639,68692,9516,4516
640,65287,8412,2473
641,62038,5613,2669
642,57322,5253,2216
643,96292,35403,11561
644,98161,22838,3481
645,104484,7764,12680
646,179464,16210,79295
647,39061,89590,5576
648,24136,10032,2859
649,24278,6080,8381
650,27687,12035,3278
651,26023,12336,5569
652,137513,8631,115596
653,66577,130805,6736
654,59301,11701,2790
655,56539,6068,2118
656,55032,5224,3018
657,52632,6105,2385
658,57288,12196,2741
659,56150,5546,2159
660,110923,5109,54332
661,128952,67198,14730
662,176240,18919,177279
663,117101,188364,4526
664,109476,8727,3025
665,108031,6139,2324
666,103834,11027,2553
667,99322,5994,2291
668,95809,5539,2518
669,67684,5349,10457
670,114334,13867,83638
671,48092,95796,4974
672,42740,8650,2973
673,48984,12883,2531
674,48453,5459,2689
675,47578,5629,2574
676,46291,5530,2474
677,45801,5706,2363
678,78268,4963,35413
679,209559,41512,130310
680,186726,142090,151723
681,129669,173769,6548
682,119506,11780,2886
683,114340,6080,2500
684,91484,5743,2801
685,80959,6210,1668
686,72168,3516,1503
687,67680,3333,1545
688,104259,6282,41579
689,113638,48806,10063
690,89115,14370,83115
691,60655,99256,7411
692,54052,12658,3075
693,50205,6727,2646
694,46420,5819,2723
695,64092,5673,14665
696,72100,28876,14305
697,130330,17753,111877
698,63119,125240,4872
699,57255,7996,1933
700,54595,4076,1597
701,52330,3568,1820
702,49024,3698,1550
703,51999,9148,1561
704,49134,3721,1515
705,54472,3448,9531
706,172954,11532,119222
707,39674,132586,5866
708,34519,11272,2947
709,30139,6511,2721
710,29151,6370,4486
711,30585,12159,2617
712,28535,6397,3310
713,25413,7065,2670
714,57176,6485,35953
715,103566,42715,48054
716,64458,59228,35314
717,26295,43228,5299
718,23639,14474,3064
719,20875,6668,4754
720,18293,8299,5249
721,79491,8272,68044
722,50896,81568,5446
723,26534,8880,2372
724,19605,4580,3797
725,15271,5843,4063
726,13786,11845,3460
727,57493,5417,49579
728,44282,60895,7355
729,22645,11087,4165
730,14308,6894,3475
731,41475,5410,35309
732,63593,42910,42452
733,35069,56488,4551
734,32146,8859,3491
735,31465,6949,2669
736,30710,5614,2486
737,30661,5333,2463
738,29807,5781,2597
739,29148,5603,2436
740,28620,5829,2500
741,48255,8879,19648
742,134102,22833,88118
743,62904,95649,44519
744,27917,53537,4825
745,21538,8489,5459
746,108612,8826,95078
747,37481,103291,4941
748,32928,16533,3901
749,26068,8534,3006
750,27724,6592,9668
751,60381,12498,39745
752,29136,48584,7556
753,19304,10626,3155
754,14588,5141,3901
755,31494,5824,27748
756,48883,36511,31262
757,18598,37257,5923
758,40119,9661,31926
759,60825,39969,39539
760,40922,52076,3917
761,32045,7256,2041
762,25570,4243,1788
763,25619,3656,2215
764,21740,9473,4082
765,15997,6029,3419
766,65655,5374,59288
767,33817,69349,4661
768,30001,9246,2828
769,27986,6561,2917
770,26713,6183,2827
771,29605,10331,3175
772,29125,6947,2837
773,29167,6492,3205
774,27515,6974,2920
775,63034,6625,41788
776,183673,48109,123442
777,71585,131285,63834
778,72457,71738,48046
779,36020,61970,4785
780,29897,9167,9010
781,21276,12497,2939
782,20044,6517,5021
783,15654,7320,3391
784,43067,5814,35711
785,25116,43237,6266
786,16366,14029,5082
787,46768,8703,39058
788,29769,47226,5013
789,24544,8708,2737
790,21294,6028,2462
791,18909,5431,2659
792,18108,5993,2697
793,45256,27078,5494
794,47400,16537,3748
795,47573,9086,2980
796,88743,7304,42017
797,216953,50022,129958
798,39652,138099,5017
799,38202,8247,32893
800,19956,39500,4917
801,16977,12877,3874
802,39756,6183,30655
803,23578,37789,5990
804,34554,10973,24038
805,32104,32533,6528
806,13802,11951,5394
807,12571,8642,5244
808,20682,8945,5040
809,20082,15254,2912
810,16797,5777,2783
811,16991,6098,2610
812,16329,5471,2674
813,20449,5798,6656
814,223936,10103,205278
815,52874,215903,26075
816,33851,38941,4166
817,25573,8792,2857
818,22750,6681,2740
819,24432,6545,7387
820,20327,11225,2706
821,19058,6573,5161
822,18058,9048,5073
823,17361,8926,4797
824,219077,10601,206132
825,53161,220358,6251
826,45506,11686,3443
827,42420,7809,3144
828,39575,7161,2709
829,39299,6573,2773
830,38838,6305,2524
831,45711,9812,7506
832,208318,10971,165442
833,113087,179151,6919
834,103391,12086,2935
835,97452,6364,3013
836,91538,6057,3038
837,87362,6613,3722
838,81588,7137,2292
839,84746,13403,2482
840,118876,5989,38782
841,136145,46344,21388
842,62695,26799,52170
843,31759,61220,4684
844,29542,10336,3284
845,29448,7128,3077
846,33738,9760,3128
847,34010,7070,2565
848,34310,6542,2602
849,34550,6456,2712
850,63061,6497,30220
851,70305,37552,7052
852,76627,11506,66286
853,43780,79978,5724
854,43336,16366,3025
855,39105,7292,2463
856,34954,5596,2550
857,34896,5723,6338
858,41986,9483,15212
859,17287,19995,5006
860,20384,8787,12422
861,23275,26116,3170
862,20950,7144,5124
863,20016,8863,5260
864,16552,9270,4829
865,15086,8662,4843
866,20373,8636,12085
867,16604,17232,5361
868,88042,8867,78747
869,59049,90260,4252
870,51690,8837,2895
871,47418,6498,2567
872,24407,6536,6698
873,61592,10132,46990
874,23610,54780,6376
875,19373,11934,5234
876,19469,12047,4932
877,17733,8975,5032
878,15472,8852,5000
879,14126,8902,5171
880,20552,9051,13167
881,17618,18713,5107
882,256576,8552,242562
883,133842,258361,6575
884,121532,18342,2946
885,118321,6195,2319
886,117919,5708,2470
887,117055,5505,2163
888,116887,5295,2423
889,117547,5454,3376
890,162650,6361,47337
891,171291,53166,6720
892,67649,11798,61961
893,40520,74271,5165
894,33734,9379,2720
895,32414,5887,5162
896,52491,8914,26450
897,31179,34452,4189
898,25432,9738,6963
899,27429,17047,3223
900,22667,7628,2825
901,21151,6572,4523
902,19055,8358,5310
903,15431,9146,4987
904,44105,8530,35557
905,59044,43592,39266
906,31090,47570,7646
907,23963,15677,2716
908,20301,5842,4022
909,41508,7376,46393
910,27272,54292,7035
911,21897,13439,5408
912,20824,11048,5336
913,18295,9829,4768
914,68307,11441,52052
915,40445,64827,4434
916,34978,7374,1883
917,45409,3836,14087
918,47058,17313,5090
