count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,138516,62879,146679
2,19576,12388,22117
3,15985,9524,17999
4,13587,11631,15347
5,11527,14372,14204
6,16162,54046,17926
7,51652,49815,56775
8,49683,54277,54735
9,12519,13491,15560
10,11887,12905,14227
11,11353,10681,13572
12,12050,13548,14209
13,49111,14176,54112
14,11863,14289,14057
15,46272,51876,51076
16,38809,12221,43468
17,9285,7743,11223
18,12175,8607,14245
19,10061,8868,12282
20,16533,9043,19949
21,7583,8682,9406
22,11645,8726,14005
23,43689,49107,48742
24,54162,43975,59215
25,13575,9616,17589
26,7661,7467,9939
27,7356,7644,9139
28,6712,8316,8647
29,6828,7353,8595
30,7054,8014,9131
31,8916,8638,10951
32,7197,7484,9051
33,9637,7345,11397
34,10655,8897,12872
35,8034,9458,10050
36,46665,10268,51802
37,8758,9039,11378
38,8215,11067,10245
39,8924,14689,10916
40,9246,10568,11472
41,38119,40987,42595
42,10323,9235,13189
43,7185,7194,9165
44,6799,6969,8284
45,7927,9233,9671
46,15745,7911,17483
47,9043,7218,10740
48,8068,7330,9725
49,8135,8312,9986
50,47367,11228,52294
51,10162,10187,13934
52,14254,8988,17196
53,10689,7211,12643
54,10683,9231,12081
55,7786,8317,9725
56,7842,8927,10070
57,15321,9160,18674
58,12247,22589,14069
59,9855,55430,11707
60,48195,45867,53443
61,51399,43075,56717
62,9262,8440,12621
63,6966,7684,8948
64,6940,7422,8697
65,8055,8669,10132
66,7631,8374,9683
67,13496,8805,15723
68,8880,9039,10736
69,13883,8989,17146
70,12627,8806,15994
71,8637,11170,10476
72,9433,15936,11489
73,45775,42562,50603
74,36216,7966,40698
75,7341,6450,9307
76,10699,7645,14719
77,7119,7662,9638
78,7830,7885,9892
79,9628,12940,11644
80,6909,6884,8663
81,7984,7339,9741
82,88411,43207,93504
83,43394,9588,48247
84,7469,7357,9368
85,7535,7753,9452
86,7502,7898,9644
87,9304,9300,11410
88,7217,7562,8882
89,8659,8169,10841
90,9256,42538,10892
91,43854,41385,48848
92,10583,7651,13924
93,9349,7749,11437
94,9548,9159,11657
95,48453,36482,53900
96,9104,7643,12535
97,10517,8032,12753
98,8162,7915,10368
99,12740,8638,16307
100,7408,8915,9240
101,6597,7233,8390
102,6308,6853,7939
103,6532,8705,8296
104,8344,8760,10440
105,7474,9065,9033
106,7651,8229,9575
107,7492,7998,9306
108,8113,9211,10172
109,7959,8996,9962
110,19070,8985,21215
111,13313,11825,16674
112,8491,14929,10387
113,43818,42642,48798
114,35940,9755,40933
115,8195,6534,10203
116,7675,7343,9670
117,7625,9316,9780
118,8564,43054,10327
119,8655,8721,11885
120,7916,8083,11216
121,7457,8313,9714
122,8767,13064,10940
123,9688,7843,12061
124,8342,8274,10497
125,8615,10624,10750
126,18982,43420,22338
127,42223,43366,47025
128,9702,11100,12707
129,6675,7972,8550
130,8298,8323,10314
131,7834,9782,9919
132,10127,7921,12148
133,9505,8256,11490
134,48120,8857,52898
135,8366,6502,10365
136,7473,7683,9339
137,7717,7478,9607
138,9004,11562,11034
139,8165,7774,10064
140,8366,7727,10463
141,14833,45052,16648
142,39354,9688,44030
143,8125,6915,10357
144,7298,11918,9006
145,7497,9195,9254
146,8675,61543,10741
147,39448,8698,44244
148,6969,7126,9231
149,6346,6990,8338
150,6660,8730,8443
151,12316,10792,16529
152,43478,8939,48394
153,9207,11847,11531
154,7495,9875,9600
155,7449,8380,9487
156,7673,48534,9780
157,38864,44286,43846
158,8882,8529,12313
159,8277,7696,10115
160,9086,7130,11016
161,10408,8999,12385
162,8088,11431,10164
163,41080,36400,45842
164,6445,6089,8961
165,6038,4981,7869
166,4237,4024,5300
167,4471,6525,5554
168,4893,5826,5994
169,4982,5121,6024
170,5434,5250,6520
171,5370,5603,6407
172,5851,5459,6933
173,5170,5263,6212
174,5231,5508,6387
175,5639,6871,6761
176,5284,5571,6363
177,5107,5242,6198
178,5325,5628,6377
179,6380,4673,7417
180,5927,4380,7005
181,5463,6247,6549
182,5454,6149,6588
183,7338,7431,9102
184,9392,8732,11328
185,8331,58987,10632
186,9391,6341,11904
187,5505,5104,6829
188,5657,5294,6772
189,6048,5481,7095
190,4757,18904,5787
191,5994,6214,7206
192,5540,5687,6575
193,5488,6080,6521
194,5644,5473,6706
195,6133,6218,7194
196,5304,5644,6459
197,6321,5810,7596
198,5265,5001,6392
199,5158,5919,6260
200,5032,5706,6117
201,4872,5683,5918
202,5417,5512,6501
203,5275,10958,6337
204,12015,5594,12977
205,7167,5905,8183
206,7807,6238,8825
207,9024,5090,10143
208,8230,4835,9221
209,7035,5838,8181
