count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,69845,3198,1553
52,92755,5299,24132
53,92749,27002,1834
54,93351,4793,1761
55,93417,4055,1690
56,93116,3878,1626
57,93034,3814,1679
58,92907,3773,1516
59,93182,3634,1726
60,93248,4074,1476
61,94862,4284,7001
62,82592,9708,1689
63,79355,3696,1512
64,78702,4387,1953
65,75448,3814,1635
66,63396,3454,1852
67,59736,3687,1665
68,56741,3798,1792
69,53079,3759,1573
70,49728,3404,1718
71,43088,3521,1750
72,40603,4538,1896
73,36192,3728,1672
74,32137,3481,1783
75,27914,3631,1659
76,30310,3483,8197
77,26602,10092,1905
78,22830,3719,1659
79,18480,3461,1776
80,14247,4556,2866
81,12469,4731,3945
82,15017,5846,10511
83,22889,12382,16301
84,51609,19570,40535
85,78616,46615,57740
86,49890,68117,4290
87,27741,7263,1908
88,22089,5288,1771
89,18979,3595,1858
90,15450,3705,3661
91,13192,5538,3546
92,19081,5332,13047
93,21155,16281,10157
94,158510,13193,145400
95,135863,158274,5782
96,126247,10342,1877
97,120497,4130,1596
98,115917,3671,2442
99,108993,4324,1491
100,103880,3387,1422
101,99830,3295,1512
102,95759,3294,1761
103,91596,3587,1476
104,89265,4279,2396
105,85257,4178,1600
106,81075,3388,2272
107,74210,4112,1576
108,70667,3419,3553
109,64393,5380,1525
110,43538,3337,1654
111,35558,3476,1887
112,30903,4489,1624
113,27127,3436,1897
114,23153,3701,1557
115,34121,3376,19240
116,29773,21660,1994
117,27482,3865,4292
118,33417,6178,23546
119,22124,25452,16328
120,15814,20522,4108
121,11460,5944,3529
122,14784,5345,9721
123,13494,12764,4504
124,11572,6563,3630
125,14910,5506,9402
126,13688,12333,4273
127,10726,6224,3706
128,18778,6084,12486
129,14844,15556,3961
130,10329,5797,3670
131,14340,5548,9442
132,51316,12565,41032
133,22447,46883,4798
134,15349,8066,3903
135,11682,6144,3600
136,62632,6419,54027
137,45339,64187,4308
138,22025,7778,2541
139,17099,5101,2089
140,15974,4366,5262
141,13992,7370,3637
142,45507,5478,39389
143,82499,46216,51695
144,55212,70775,3967
145,48051,6584,1847
146,45376,3800,2052
147,40084,3834,2095
148,35583,3923,2649
149,32804,4415,1896
150,29799,3680,2058
151,26731,3893,1763
152,23339,3973,1690
153,18493,3473,1830
154,22039,3597,9095
155,16946,10960,1929
156,14934,3760,3132
157,13331,5057,3763
158,17797,5682,12215
159,15119,15406,4265
160,12426,7301,3749
161,9916,5613,3487
162,33603,5345,28350
163,20867,34451,3721
164,14471,7032,3282
165,13063,5357,3943
166,59202,5832,50372
167,43196,60583,4323
168,21166,7969,2000
169,15349,3914,1857
170,12650,3703,2882
171,11843,4813,4006
172,34540,5901,28996
173,184849,34859,165055
174,148416,177908,5071
175,141673,8777,2571
176,140031,5991,1635
177,137798,3641,1780
178,134250,3713,1525
179,131524,3466,1460
180,129061,3371,2093
181,125803,3950,1479
182,144546,3339,23381
183,142713,25333,2274
184,140548,4833,1473
185,137700,3307,1802
186,133839,3612,1494
187,129923,3375,1933
188,126004,4000,1773
189,122357,3571,1498
190,119065,3302,1538
191,114897,3347,1538
