count_idx,delay_ns,clock_offset_ns,clock_sync_rtt_ns
51,325776,-684,33800
52,326588,-684,33800
53,325284,-684,33800
54,327066,-684,33800
55,328170,-684,33800
56,329748,-684,33800
57,335156,-684,33800
58,336770,-684,33800
59,339864,-684,33800
60,341124,-684,33800
61,341612,-684,33800
62,341048,-684,33800
63,340531,-684,33800
64,341418,-684,33800
65,341934,-684,33800
66,342425,-684,33800
67,307422,-684,33800
68,300364,-684,33800
69,296374,-684,33800
70,291916,-684,33800
71,286037,-684,33800
72,279955,-684,33800
73,274550,-684,33800
74,268738,-684,33800
75,266541,-684,33800
76,261038,-684,33800
77,253365,-684,33800
78,248309,-684,33800
79,239342,-684,33800
80,234099,-684,33800
81,227493,-684,33800
82,220628,-684,33800
83,218889,-684,33800
84,215138,-684,33800
85,208988,-684,33800
86,230474,-684,33800
87,233174,-684,33800
88,234755,-684,33800
89,235066,-684,33800
90,235595,-684,33800
91,240427,-684,33800
92,241905,-684,33800
93,241475,-684,33800
94,241337,-684,33800
95,240733,-684,33800
96,240726,-684,33800
97,242446,-684,33800
98,242019,-684,33800
99,243549,-684,33800
100,244717,-684,33800
101,244389,-684,33800
102,244491,-684,33800
103,246430,-684,33800
104,246354,-684,33800
105,244189,-684,33800
106,243476,-684,33800
107,245055,-684,33800
108,245268,-684,33800
109,244729,-684,33800
110,245206,-684,33800
111,294108,-684,33800
112,301980,-684,33800
113,303557,-684,33800
114,304959,-684,33800
115,306548,-684,33800
116,272964,-684,33800
117,265467,-684,33800
118,259524,-684,33800
119,366370,-684,33800
120,372510,-684,33800
121,369668,-684,33800
122,364376,-684,33800
123,362554,-684,33800
124,358700,-684,33800
125,354242,-684,33800
126,352002,-684,33800
127,347945,-684,33800
128,342118,-684,33800
129,339667,-684,33800
130,334303,-684,33800
131,331603,-684,33800
132,326470,-684,33800
133,322244,-684,33800
134,319058,-684,33800
135,316606,-684,33800
136,313598,-684,33800
137,307564,-684,33800
138,302659,-684,33800
139,296919,-684,33800
140,288892,-684,33800
141,283218,-684,33800
142,277761,-684,33800
143,274050,-684,33800
144,256136,-684,33800
145,254066,-684,33800
146,253411,-684,33800
147,251485,-684,33800
148,188277,-684,33800
149,183663,-684,33800
150,179002,-684,33800
151,174962,-684,33800
152,171455,-684,33800
153,167860,-684,33800
154,107006,-684,33800
155,98718,-684,33800
156,93596,-684,33800
157,88287,-684,33800
158,89007,-684,33800
159,87120,-684,33800
160,81417,-684,33800
161,98718,-684,33800
162,96181,-684,33800
163,93188,-684,33800
164,89419,-684,33800
165,86674,-684,33800
166,78030,-684,33800
167,74917,-684,33800
168,72028,-684,33800
169,50068,-684,33800
170,47087,-684,33800
171,44335,-684,33800
172,43436,-684,33800
173,39315,-684,33800
174,34643,-684,33800
175,29635,-684,33800
176,25493,-684,33800
177,22425,-684,33800
178,22107,-684,33800
179,23688,-684,33800
180,18012,-684,33800
181,17599,-684,33800
182,20242,-684,33800
183,17122,-684,33800
184,36089,-684,33800
185,19260,-684,33800
186,28058,-684,33800
187,193630,-684,33800
188,161940,-684,33800
189,153712,-684,33800
190,127738,-684,33800
191,118608,-684,33800
192,114359,-684,33800
193,111379,-684,33800
194,107614,-684,33800
195,106069,-684,33800
196,103738,-684,33800
197,100030,-684,33800
198,95450,-684,33800
199,47547,-684,33800
200,69525,-684,33800
201,51536,-684,33800
202,46279,-684,33800
203,120343,-684,33800
204,94677,-684,33800
205,85578,-684,33800
206,74578,-684,33800
