round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789999669194374021,0.607779,0.984994,0.598658,1
1,1789999669194993613,0.995640,0.978955,0.974686,1
2,1789999669195430407,0.990268,0.927438,0.000000,0
3,1789999669195842731,0.990447,0.863874,0.000000,0
4,1789999669196254986,0.991605,0.818234,0.000000,0
5,1789999669196659511,0.992230,0.832528,0.826060,1
6,1789999669197171534,0.886239,0.991814,0.878984,1
7,1789999669197562349,0.992439,0.833336,0.000000,0
8,1789999669198377038,0.991962,0.519145,0.000000,0
9,1789999669198804212,0.992558,0.761324,0.755658,1
10,1789999669199199287,0.992240,0.785655,0.000000,0
11,1789999669199628711,0.992498,0.761339,0.755628,1
12,1789999669200043865,0.992708,0.767654,0.762056,1
13,1789999669200464330,0.992657,0.764597,0.758982,1
14,1789999669200853765,0.991011,0.909619,0.901443,1
15,1789999669201243230,0.992032,0.791625,0.785318,1
16,1789999669201667074,0.992419,0.761568,0.755794,1
17,1789999669202055499,0.992727,0.793139,0.787370,1
18,1789999669202480163,0.992568,0.764284,0.758604,1
19,1789999669202899238,0.992707,0.763649,0.000000,0
20,1789999669203331912,0.992538,0.752544,0.000000,0
21,1789999669203723237,0.992657,0.785357,0.779590,1
22,1789999669204531576,0.992449,0.516019,0.512123,1
23,1789999669204921211,0.992518,0.794965,0.000000,0
24,1789999669205315446,0.992151,0.782550,0.000000,0
25,1789999669205736530,0.992717,0.760708,0.755167,1
26,1789999669206159364,0.992053,0.771170,0.765042,1
27,1789999669206583989,0.992766,0.769790,0.764222,1
28,1789999669207378678,0.991982,0.526670,0.522447,1
29,1789999669207798483,0.992478,0.767300,0.761529,1
30,1789999669208188898,0.992201,0.793091,0.786906,1
31,1789999669208613622,0.992677,0.764429,0.000000,0
32,1789999669209035126,0.992539,0.764452,0.758748,1
33,1789999669209454751,0.992399,0.775051,0.000000,0
34,1789999669209878695,0.992786,0.766343,0.000000,0
35,1789999669210277040,0.992349,0.785341,0.000000,0
36,1789999669210701284,0.992796,0.763925,0.000000,0
37,1789999669211119399,0.992598,0.768498,0.762809,1
38,1789999669211506704,0.992598,0.795808,0.789917,1
39,1789999669211931098,0.992478,0.765232,0.000000,0
40,1789999669212354253,0.992290,0.764451,0.758557,1
41,1789999669213165622,0.992032,0.518595,0.514463,1
42,1789999669213586846,0.992925,0.770161,0.000000,0
43,1789999669214004851,0.992647,0.770114,0.764451,1
44,1789999669214425675,0.992776,0.772938,0.767354,1
45,1789999669214847690,0.992478,0.765423,0.759666,1
46,1789999669215266174,0.992488,0.895889,0.889159,1
47,1789999669215687658,0.992866,0.888334,0.881996,1
48,1789999669216105193,0.992607,0.765859,0.760198,1
49,1789999669216523137,0.992677,0.770785,0.000000,0
50,1789999669216941312,0.992846,0.766595,0.761110,1
51,1789999669217360136,0.992409,0.768245,0.000000,0
52,1789999669217781191,0.992737,0.765737,0.760175,1
53,1789999669218176065,0.992172,0.785483,0.779334,1
54,1789999669218599320,0.992488,0.771733,0.000000,0
55,1789999669219020384,0.992786,0.886816,0.000000,0
56,1789999669219442049,0.992508,0.766648,0.760905,1
57,1789999669219831224,0.992210,0.790581,0.784423,1
58,1789999669220261098,0.992151,0.760410,0.754442,1
