count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,345449,1783334485165880217,1783334485165880217,1783334485166263765,1783334485166263765,1783334485166225666,1783334485166225666,0,3,3,1.000000000000,1.000000000000,1.000000000000
2,304505,1783334485166017258,1783334485166017258,1783334485166335213,1783334485166335213,1783334485166321763,1783334485166321763,0,2,2,1.000000000000,1.000000000000,1.000000000000
3,310140,1783334485166146129,1783334485166146129,1783334485166472739,1783334485166472739,1783334485166456269,1783334485166456269,2,2,0,1.000000000000,1.000000000000,1.000000000000
4,294547,1783334485166267999,1783334485166267999,1783334485166583136,1783334485166583136,1783334485166562546,1783334485166562546,3,0,3,1.000000000000,1.000000000000,1.000000000000
5,280242,1783334485166387831,1783334485166387831,1783334485166682873,1783334485166682873,1783334485166668073,1783334485166668073,1,2,3,1.000000000000,1.000000000000,1.000000000000
6,289868,1783334485166511382,1783334485166511382,1783334485166815099,1783334485166815099,1783334485166801250,1783334485166801250,1,3,2,1.000000000000,1.000000000000,1.000000000000
7,275265,1783334485166631872,1783334485166631872,1783334485166921006,1783334485166921006,1783334485166907137,1783334485166907137,2,0,2,1.000000000000,1.000000000000,1.000000000000
8,281680,1783334485166749883,1783334485166749883,1783334485167045173,1783334485167045173,1783334485167031563,1783334485167031563,1,3,2,1.000000000000,1.000000000000,1.000000000000
9,273106,1783334485166867624,1783334485166867624,1783334485167153989,1783334485167153989,1783334485167140730,1783334485167140730,3,1,2,1.000000000000,1.000000000000,1.000000000000
10,280142,1783334485166985424,1783334485166985424,1783334485167278686,1783334485167278686,1783334485167265566,1783334485167265566,2,2,0,1.000000000000,1.000000000000,1.000000000000
11,273928,1783334485167108095,1783334485167108095,1783334485167395013,1783334485167395013,1783334485167382023,1783334485167382023,3,3,0,1.000000000000,1.000000000000,1.000000000000
12,278992,1783334485167227927,1783334485167227927,1783334485167520409,1783334485167520409,1783334485167506919,1783334485167506919,3,0,3,1.000000000000,1.000000000000,1.000000000000
13,277129,1783334485167346917,1783334485167346917,1783334485167638166,1783334485167638166,1783334485167624046,1783334485167624046,0,3,3,1.000000000000,1.000000000000,1.000000000000
14,274975,1783334485167466538,1783334485167466538,1783334485167755122,1783334485167755122,1783334485167741513,1783334485167741513,1,0,1,1.000000000000,1.000000000000,1.000000000000
15,275820,1783334485167587669,1783334485167587669,1783334485167876879,1783334485167876879,1783334485167863489,1783334485167863489,1,2,3,1.000000000000,1.000000000000,1.000000000000
16,274417,1783334485167706839,1783334485167706839,1783334485167994465,1783334485167994465,1783334485167981256,1783334485167981256,2,0,2,1.000000000000,1.000000000000,1.000000000000
