count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,337665,1783334452789162403,1783334452789162403,1783334452789793280,1783334452789793280,1783334452789500068,1783334452789500068,0,2,2,1.000000000000,1.000000000000,1.000000000000
2,302341,1783334452789300004,1783334452789300004,1783334452789824619,1783334452789824619,1783334452789602345,1783334452789602345,0,2,2,1.000000000000,1.000000000000,1.000000000000
3,300448,1783334452789415814,1783334452789415814,1783334452789849208,1783334452789849208,1783334452789716262,1783334452789716262,3,0,3,1.000000000000,1.000000000000,1.000000000000
4,304303,1783334452789539695,1783334452789539695,1783334452789868678,1783334452789868678,1783334452789843998,1783334452789843998,3,1,2,1.000000000000,1.000000000000,1.000000000000
5,291189,1783334452789660477,1783334452789660477,1783334452789965096,1783334452789965096,1783334452789951666,1783334452789951666,1,0,1,1.000000000000,1.000000000000,1.000000000000
6,289946,1783334452789782377,1783334452789782377,1783334452790084633,1783334452790084633,1783334452790072323,1783334452790072323,3,3,0,1.000000000000,1.000000000000,1.000000000000
7,286921,1783334452789907398,1783334452789907398,1783334452790205709,1783334452790205709,1783334452790194319,1783334452790194319,0,2,2,1.000000000000,1.000000000000,1.000000000000
8,287497,1783334452790030769,1783334452790030769,1783334452790329556,1783334452790329556,1783334452790318266,1783334452790318266,1,3,2,1.000000000000,1.000000000000,1.000000000000
9,286764,1783334452790150309,1783334452790150309,1783334452790449512,1783334452790449512,1783334452790437073,1783334452790437073,0,3,3,1.000000000000,1.000000000000,1.000000000000
10,274060,1783334452790269690,1783334452790269690,1783334452790554989,1783334452790554989,1783334452790543750,1783334452790543750,1,2,3,1.000000000000,1.000000000000,1.000000000000
11,276185,1783334452790389891,1783334452790389891,1783334452790678666,1783334452790678666,1783334452790666076,1783334452790666076,3,1,2,1.000000000000,1.000000000000,1.000000000000
12,271191,1783334452790509672,1783334452790509672,1783334452790791663,1783334452790791663,1783334452790780863,1783334452790780863,1,0,1,1.000000000000,1.000000000000,1.000000000000
13,271457,1783334452790623553,1783334452790623553,1783334452790905869,1783334452790905869,1783334452790895010,1783334452790895010,2,1,3,1.000000000000,1.000000000000,1.000000000000
14,271882,1783334452790743514,1783334452790743514,1783334452791025846,1783334452791025846,1783334452791015396,1783334452791015396,3,3,0,1.000000000000,1.000000000000,1.000000000000
15,271699,1783334452790862964,1783334452790862964,1783334452791144883,1783334452791144883,1783334452791134663,1783334452791134663,2,1,3,1.000000000000,1.000000000000,1.000000000000
16,269845,1783334452790981785,1783334452790981785,1783334452791261689,1783334452791261689,1783334452791251630,1783334452791251630,3,2,1,1.000000000000,1.000000000000,1.000000000000
17,270290,1783334452791100456,1783334452791100456,1783334452791380756,1783334452791380756,1783334452791370746,1783334452791370746,0,0,0,1.000000000000,1.000000000000,1.000000000000
18,271167,1783334452791219486,1783334452791219486,1783334452791500693,1783334452791500693,1783334452791490653,1783334452791490653,3,3,0,1.000000000000,1.000000000000,1.000000000000
19,273202,1783334452791338327,1783334452791338327,1783334452791623859,1783334452791623859,1783334452791611529,1783334452791611529,1,2,3,1.000000000000,1.000000000000,1.000000000000
20,270827,1783334452791452229,1783334452791452229,1783334452791733576,1783334452791733576,1783334452791723056,1783334452791723056,3,0,3,1.000000000000,1.000000000000,1.000000000000
21,271064,1783334452791571829,1783334452791571829,1783334452791853003,1783334452791853003,1783334452791842893,1783334452791842893,1,0,1,1.000000000000,1.000000000000,1.000000000000
22,285129,1783334452791691340,1783334452791691340,1783334452791986639,1783334452791986639,1783334452791976469,1783334452791976469,2,2,0,1.000000000000,1.000000000000,1.000000000000
23,271125,1783334452791805041,1783334452791805041,1783334452792086326,1783334452792086326,1783334452792076166,1783334452792076166,2,2,0,1.000000000000,1.000000000000,1.000000000000
24,271102,1783334452791924531,1783334452791924531,1783334452792205943,1783334452792205943,1783334452792195633,1783334452792195633,2,0,2,1.000000000000,1.000000000000,1.000000000000
25,271468,1783334452792042012,1783334452792042012,1783334452792335109,1783334452792335109,1783334452792313480,1783334452792313480,0,1,1,1.000000000000,1.000000000000,1.000000000000
