count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,370365,1783334436310202148,1783334436310202148,1783334436310938859,1783334436310938859,1783334436310572513,1783334436310572513,1,2,3,1.000000000000,1.000000000000,1.000000000000
2,337573,1783334436310339949,1783334436310339949,1783334436310989419,1783334436310989419,1783334436310677522,1783334436310677522,0,1,1,1.000000000000,1.000000000000,1.000000000000
3,325060,1783334436310456161,1783334436310456161,1783334436311019868,1783334436311019868,1783334436310781221,1783334436310781221,1,2,3,1.000000000000,1.000000000000,1.000000000000
4,325229,1783334436310576971,1783334436310576971,1783334436311059228,1783334436311059228,1783334436310902200,1783334436310902200,2,2,0,1.000000000000,1.000000000000,1.000000000000
5,332816,1783334436310696992,1783334436310696992,1783334436311087998,1783334436311087998,1783334436311029808,1783334436311029808,2,1,3,1.000000000000,1.000000000000,1.000000000000
6,307864,1783334436310817633,1783334436310817633,1783334436311136267,1783334436311136267,1783334436311125497,1783334436311125497,3,3,0,1.000000000000,1.000000000000,1.000000000000
7,320433,1783334436310937793,1783334436310937793,1783334436311279595,1783334436311279595,1783334436311258226,1783334436311258226,2,2,0,1.000000000000,1.000000000000,1.000000000000
8,317740,1783334436311058394,1783334436311058394,1783334436311395664,1783334436311395664,1783334436311376134,1783334436311376134,0,0,0,1.000000000000,1.000000000000,1.000000000000
9,317778,1783334436311181805,1783334436311181805,1783334436311519103,1783334436311519103,1783334436311499583,1783334436311499583,0,3,3,1.000000000000,1.000000000000,1.000000000000
10,313187,1783334436311300385,1783334436311300385,1783334436311627152,1783334436311627152,1783334436311613572,1783334436311613572,1,3,2,1.000000000000,1.000000000000,1.000000000000
11,317443,1783334436311423497,1783334436311423497,1783334436311761380,1783334436311761380,1783334436311740940,1783334436311740940,3,3,0,1.000000000000,1.000000000000,1.000000000000
12,318481,1783334436311543558,1783334436311543558,1783334436311880979,1783334436311880979,1783334436311862039,1783334436311862039,2,2,0,1.000000000000,1.000000000000,1.000000000000
13,314620,1783334436311664408,1783334436311664408,1783334436311998607,1783334436311998607,1783334436311979028,1783334436311979028,1,0,1,1.000000000000,1.000000000000,1.000000000000
14,313077,1783334436311784589,1783334436311784589,1783334436312116446,1783334436312116446,1783334436312097666,1783334436312097666,0,1,1,1.000000000000,1.000000000000,1.000000000000
15,314875,1783334436311904600,1783334436311904600,1783334436312237405,1783334436312237405,1783334436312219475,1783334436312219475,2,1,3,1.000000000000,1.000000000000,1.000000000000
16,313934,1783334436312026750,1783334436312026750,1783334436312359993,1783334436312359993,1783334436312340684,1783334436312340684,2,3,1,1.000000000000,1.000000000000,1.000000000000
17,312561,1783334436312147041,1783334436312147041,1783334436312477653,1783334436312477653,1783334436312459602,1783334436312459602,2,1,3,1.000000000000,1.000000000000,1.000000000000
18,311689,1783334436312267553,1783334436312267553,1783334436312596612,1783334436312596612,1783334436312579242,1783334436312579242,2,3,1,1.000000000000,1.000000000000,1.000000000000
19,312098,1783334436312389143,1783334436312389143,1783334436312719920,1783334436312719920,1783334436312701241,1783334436312701241,0,2,2,1.000000000000,1.000000000000,1.000000000000
20,313425,1783334436312508624,1783334436312508624,1783334436312839969,1783334436312839969,1783334436312822049,1783334436312822049,3,3,0,1.000000000000,1.000000000000,1.000000000000
21,313494,1783334436312629524,1783334436312629524,1783334436312961258,1783334436312961258,1783334436312943018,1783334436312943018,1,1,0,1.000000000000,1.000000000000,1.000000000000
22,314072,1783334436312752085,1783334436312752085,1783334436313084416,1783334436313084416,1783334436313066157,1783334436313066157,0,1,1,1.000000000000,1.000000000000,1.000000000000
23,312059,1783334436312872696,1783334436312872696,1783334436313202645,1783334436313202645,1783334436313184755,1783334436313184755,2,0,2,1.000000000000,1.000000000000,1.000000000000
24,314718,1783334436312993416,1783334436312993416,1783334436313326484,1783334436313326484,1783334436313308134,1783334436313308134,3,0,3,1.000000000000,1.000000000000,1.000000000000
25,314915,1783334436313116987,1783334436313116987,1783334436313449192,1783334436313449192,1783334436313431902,1783334436313431902,1,2,3,1.000000000000,1.000000000000,1.000000000000
26,311832,1783334436313237069,1783334436313237069,1783334436313566421,1783334436313566421,1783334436313548901,1783334436313548901,2,2,0,1.000000000000,1.000000000000,1.000000000000
27,312930,1783334436313360780,1783334436313360780,1783334436313691700,1783334436313691700,1783334436313673710,1783334436313673710,3,0,3,1.000000000000,1.000000000000,1.000000000000
28,312208,1783334436313489140,1783334436313489140,1783334436313818398,1783334436313818398,1783334436313801348,1783334436313801348,0,0,0,1.000000000000,1.000000000000,1.000000000000
29,311766,1783334436313608911,1783334436313608911,1783334436313938137,1783334436313938137,1783334436313920677,1783334436313920677,3,1,2,1.000000000000,1.000000000000,1.000000000000
30,312734,1783334436313728562,1783334436313728562,1783334436314058615,1783334436314058615,1783334436314041296,1783334436314041296,2,1,3,1.000000000000,1.000000000000,1.000000000000
31,312492,1783334436313848812,1783334436313848812,1783334436314178744,1783334436314178744,1783334436314161304,1783334436314161304,0,3,3,1.000000000000,1.000000000000,1.000000000000
32,312350,1783334436313968673,1783334436313968673,1783334436314298843,1783334436314298843,1783334436314281023,1783334436314281023,0,3,3,1.000000000000,1.000000000000,1.000000000000
33,312048,1783334436314087654,1783334436314087654,1783334436314416911,1783334436314416911,1783334436314399702,1783334436314399702,0,0,0,1.000000000000,1.000000000000,1.000000000000
34,310515,1783334436314207725,1783334436314207725,1783334436314536430,1783334436314536430,1783334436314518240,1783334436314518240,1,0,1,1.000000000000,1.000000000000,1.000000000000
35,322603,1783334436314327026,1783334436314327026,1783334436314670099,1783334436314670099,1783334436314649629,1783334436314649629,2,1,3,1.000000000000,1.000000000000,1.000000000000
36,315162,1783334436314447066,1783334436314447066,1783334436314779647,1783334436314779647,1783334436314762228,1783334436314762228,1,0,1,1.000000000000,1.000000000000,1.000000000000
37,312239,1783334436314568307,1783334436314568307,1783334436314897776,1783334436314897776,1783334436314880546,1783334436314880546,0,1,1,1.000000000000,1.000000000000,1.000000000000
38,311827,1783334436314688748,1783334436314688748,1783334436315018345,1783334436315018345,1783334436315000575,1783334436315000575,2,2,0,1.000000000000,1.000000000000,1.000000000000
39,312255,1783334436314808698,1783334436314808698,1783334436315138483,1783334436315138483,1783334436315120953,1783334436315120953,0,3,3,1.000000000000,1.000000000000,1.000000000000
40,311033,1783334436314941939,1783334436314941939,1783334436315270412,1783334436315270412,1783334436315252972,1783334436315252972,0,0,0,1.000000000000,1.000000000000,1.000000000000
41,313570,1783334436315060401,1783334436315060401,1783334436315391450,1783334436315391450,1783334436315373971,1783334436315373971,3,1,2,1.000000000000,1.000000000000,1.000000000000
42,312259,1783334436315177031,1783334436315177031,1783334436315507930,1783334436315507930,1783334436315489290,1783334436315489290,0,2,2,1.000000000000,1.000000000000,1.000000000000
43,310447,1783334436315297962,1783334436315297962,1783334436315625799,1783334436315625799,1783334436315608409,1783334436315608409,1,2,3,1.000000000000,1.000000000000,1.000000000000
44,312995,1783334436315417083,1783334436315417083,1783334436315748867,1783334436315748867,1783334436315730078,1783334436315730078,2,1,3,1.000000000000,1.000000000000,1.000000000000
45,312293,1783334436315533543,1783334436315533543,1783334436315863686,1783334436315863686,1783334436315845836,1783334436315845836,3,1,2,1.000000000000,1.000000000000,1.000000000000
46,312171,1783334436315653814,1783334436315653814,1783334436315983425,1783334436315983425,1783334436315965985,1783334436315965985,1,1,0,1.000000000000,1.000000000000,1.000000000000
47,430297,1783334436315773965,1783334436315773965,1783334436316222042,1783334436316222042,1783334436316204262,1783334436316204262,1,3,2,1.000000000000,1.000000000000,1.000000000000
48,311604,1783334436316014247,1783334436316014247,1783334436316343791,1783334436316343791,1783334436316325851,1783334436316325851,1,3,2,1.000000000000,1.000000000000,1.000000000000
49,310112,1783334436316133378,1783334436316133378,1783334436316460749,1783334436316460749,1783334436316443490,1783334436316443490,1,1,0,1.000000000000,1.000000000000,1.000000000000
50,310590,1783334436316251908,1783334436316251908,1783334436316579698,1783334436316579698,1783334436316562498,1783334436316562498,1,3,2,1.000000000000,1.000000000000,1.000000000000
51,315818,1783334436316370679,1783334436316370679,1783334436316705697,1783334436316705697,1783334436316686497,1783334436316686497,3,0,3,1.000000000000,1.000000000000,1.000000000000
52,311586,1783334436316496950,1783334436316496950,1783334436316826095,1783334436316826095,1783334436316808536,1783334436316808536,0,1,1,1.000000000000,1.000000000000,1.000000000000
53,311244,1783334436316616930,1783334436316616930,1783334436316945294,1783334436316945294,1783334436316928174,1783334436316928174,3,1,2,1.000000000000,1.000000000000,1.000000000000
54,309892,1783334436316738391,1783334436316738391,1783334436317065403,1783334436317065403,1783334436317048283,1783334436317048283,3,1,2,1.000000000000,1.000000000000,1.000000000000
55,309649,1783334436316856273,1783334436316856273,1783334436317183171,1783334436317183171,1783334436317165922,1783334436317165922,1,0,1,1.000000000000,1.000000000000,1.000000000000
56,311087,1783334436316974173,1783334436316974173,1783334436317302070,1783334436317302070,1783334436317285260,1783334436317285260,0,2,2,1.000000000000,1.000000000000,1.000000000000
57,315605,1783334436317093674,1783334436317093674,1783334436317426409,1783334436317426409,1783334436317409279,1783334436317409279,2,0,2,1.000000000000,1.000000000000,1.000000000000
58,311263,1783334436317213265,1783334436317213265,1783334436317541747,1783334436317541747,1783334436317524528,1783334436317524528,1,0,1,1.000000000000,1.000000000000,1.000000000000
59,315901,1783334436317334305,1783334436317334305,1783334436317669476,1783334436317669476,1783334436317650206,1783334436317650206,1,1,0,1.000000000000,1.000000000000,1.000000000000
60,325919,1783334436317454126,1783334436317454126,1783334436317797494,1783334436317797494,1783334436317780045,1783334436317780045,1,3,2,1.000000000000,1.000000000000,1.000000000000
61,309747,1783334436317569197,1783334436317569197,1783334436317895513,1783334436317895513,1783334436317878944,1783334436317878944,0,2,2,1.000000000000,1.000000000000,1.000000000000
62,311374,1783334436317689388,1783334436317689388,1783334436318018012,1783334436318018012,1783334436318000762,1783334436318000762,3,2,1,1.000000000000,1.000000000000,1.000000000000
63,310912,1783334436317807629,1783334436317807629,1783334436318135381,1783334436318135381,1783334436318118541,1783334436318118541,0,0,0,1.000000000000,1.000000000000,1.000000000000
64,309290,1783334436317928320,1783334436317928320,1783334436318254979,1783334436318254979,1783334436318237610,1783334436318237610,0,0,0,1.000000000000,1.000000000000,1.000000000000
65,311318,1783334436318046050,1783334436318046050,1783334436318374478,1783334436318374478,1783334436318357368,1783334436318357368,0,2,2,1.000000000000,1.000000000000,1.000000000000
66,310837,1783334436318169461,1783334436318169461,1783334436318497178,1783334436318497178,1783334436318480298,1783334436318480298,1,0,1,1.000000000000,1.000000000000,1.000000000000
67,310885,1783334436318288822,1783334436318288822,1783334436318616786,1783334436318616786,1783334436318599707,1783334436318599707,2,2,0,1.000000000000,1.000000000000,1.000000000000
68,312193,1783334436318408882,1783334436318408882,1783334436318739055,1783334436318739055,1783334436318721075,1783334436318721075,0,1,1,1.000000000000,1.000000000000,1.000000000000
69,324601,1783334436318537103,1783334436318537103,1783334436318878683,1783334436318878683,1783334436318861704,1783334436318861704,1,3,2,1.000000000000,1.000000000000,1.000000000000
70,321177,1783334436318657325,1783334436318657325,1783334436318995482,1783334436318995482,1783334436318978502,1783334436318978502,0,0,0,1.000000000000,1.000000000000,1.000000000000
71,312426,1783334436318775625,1783334436318775625,1783334436319105251,1783334436319105251,1783334436319088051,1783334436319088051,3,2,1,1.000000000000,1.000000000000,1.000000000000
72,310014,1783334436318895576,1783334436318895576,1783334436319222910,1783334436319222910,1783334436319205590,1783334436319205590,0,1,1,1.000000000000,1.000000000000,1.000000000000
73,312491,1783334436319013407,1783334436319013407,1783334436319342988,1783334436319342988,1783334436319325898,1783334436319325898,1,1,0,1.000000000000,1.000000000000,1.000000000000
74,310910,1783334436319131507,1783334436319131507,1783334436319459507,1783334436319459507,1783334436319442417,1783334436319442417,1,0,1,1.000000000000,1.000000000000,1.000000000000
75,311438,1783334436319249868,1783334436319249868,1783334436319578026,1783334436319578026,1783334436319561306,1783334436319561306,1,3,2,1.000000000000,1.000000000000,1.000000000000
76,313476,1783334436319371048,1783334436319371048,1783334436319703594,1783334436319703594,1783334436319684524,1783334436319684524,3,0,3,1.000000000000,1.000000000000,1.000000000000
