round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,458000,493141,1789997561129339301,1789997561129323331,149256,0,0.840965,1,1
1,1,297848,331196,1789997561129834725,1789997561129913214,89795,78489,0.000000,1,0
2,1,256036,282991,1789997561130291488,1789997561130192718,98820,0,0.981871,1,1
3,1,170087,198214,1789997561130501247,1789997561130428993,72279,0,0.976962,1,1
4,1,221076,245629,1789997561130763274,1789997561130695455,67854,0,0.985039,1,1
5,1,194659,216546,1789997561131052353,1789997561130955239,97132,0,0.986602,1,1
6,1,197026,222632,1789997561131284940,1789997561131232892,52084,0,0.986711,1,1
7,1,155575,180690,1789997561131477535,1789997561131418748,58819,0,0.988691,1,1
8,1,161645,184526,1789997561131675970,1789997561131608318,67688,0,0.984568,1,1
9,1,130154,149229,1789997561131840666,1789997561131803167,37518,0,0.987737,1,1
10,1,153538,178888,1789997561132023188,1789997561131962828,60393,0,0.985947,1,1
11,1,195146,224021,1789997561132253440,1789997561132154974,98526,0,0.983069,1,1
12,1,258022,286857,1789997561132572308,1789997561132443257,129071,0,0.986013,1,1
13,1,155451,180475,1789997561132769640,1789997561132702154,67506,0,0.983351,1,1
14,1,197650,213535,1789997561133005352,1789997561132911297,94074,0,0.984512,1,1
15,1,194148,228173,1789997561133224183,1789997561133137973,86243,0,0.000000,1,0
16,1,185639,210512,1789997561133456832,1789997561133370365,86488,0,0.000000,1,0
17,1,179839,205135,1789997561133674151,1789997561133590218,83953,0,0.985503,1,1
18,1,171658,195975,1789997561133882299,1789997561133800714,81611,0,0.000000,1,0
19,1,197361,223802,1789997561134115600,1789997561134045018,70633,0,0.000000,1,0
20,1,178866,193881,1789997561134332559,1789997561134241699,90896,0,0.986698,1,1
21,1,260091,400987,1789997561134624796,1789997561134561276,63587,0,0.919068,1,1
22,1,249482,312412,1789997561135029028,1789997561134927903,101151,0,0.984321,1,1
23,1,489026,559237,1789997561135594130,1789997561135360190,234021,0,0.985162,1,1
24,1,470917,504882,1789997561136150371,1789997561135942183,208219,0,0.981157,1,1
25,1,376263,401238,1789997561136575928,1789997561136384607,191381,0,0.977854,1,1
26,1,347394,393760,1789997561136970213,1789997561136783843,186451,0,0.974853,1,1
27,1,249822,284055,1789997561137280232,1789997561137211472,68806,0,0.974256,1,1
28,1,185895,241047,1789997561137514664,1789997561137508976,124520,0,0.936181,1,1
29,1,168970,198173,1789997561137839826,1789997561137759474,80380,0,0.977406,1,1
30,1,180545,210620,1789997561138061137,1789997561138006626,54530,0,0.972614,1,1
31,1,214608,246258,1789997561138319358,1789997561138232529,86857,0,0.969835,1,1
