round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789997561129323331,0.853670,0.985118,0.840965,1
1,1789997561129913214,0.837719,0.987793,0.000000,0
2,1789997561130192718,0.997002,0.984824,0.981871,1
3,1789997561130428993,0.996804,0.980094,0.976962,1
4,1789997561130695455,0.987965,0.997038,0.985039,1
5,1789997561130955239,0.988942,0.997634,0.986602,1
6,1789997561131232892,0.989346,0.997337,0.986711,1
7,1789997561131418748,0.991014,0.997657,0.988691,1
8,1789997561131608318,0.997302,0.987232,0.984568,1
9,1789997561131803167,0.990231,0.997481,0.987737,1
10,1789997561131962828,0.988690,0.997225,0.985947,1
11,1789997561132154974,0.997051,0.985976,0.983069,1
12,1789997561132443257,0.988585,0.997398,0.986013,1
13,1789997561132702154,0.997215,0.986098,0.983351,1
14,1789997561132911297,0.997464,0.987015,0.984512,1
15,1789997561133137973,0.982510,0.997305,0.000000,0
16,1789997561133370365,0.987474,0.997418,0.000000,0
17,1789997561133590218,0.997372,0.988099,0.985503,1
18,1789997561133800714,0.997617,0.989987,0.000000,0
19,1789997561134045018,0.994629,0.945315,0.000000,0
20,1789997561134241699,0.997591,0.989081,0.986698,1
21,1789997561134561276,0.929110,0.989192,0.919068,1
22,1789997561134927903,0.986964,0.997323,0.984321,1
23,1789997561135360190,0.987628,0.997503,0.985162,1
24,1789997561135942183,0.996754,0.984352,0.981157,1
25,1789997561136384607,0.980748,0.997049,0.977854,1
26,1789997561136783843,0.977845,0.996940,0.974853,1
27,1789997561137211472,0.977533,0.996648,0.974256,1
28,1789997561137508976,0.940643,0.995257,0.936181,1
29,1789997561137759474,0.997444,0.979911,0.977406,1
30,1789997561138006626,0.975821,0.996713,0.972614,1
31,1789997561138232529,0.995148,0.974564,0.969835,1
32,1789997561138736880,0.786858,0.991779,0.780389,1
33,1789997561138970231,0.997422,0.988680,0.986131,1
34,1789997561139180703,0.997333,0.988944,0.986306,1
35,1789997561139354550,0.997334,0.990235,0.987595,1
36,1789997561139529194,0.988983,0.997381,0.986393,1
37,1789997561139711046,0.997160,0.982035,0.979246,1
38,1789997561139919448,0.997407,0.990002,0.987436,1
39,1789997561140233522,0.991162,0.929044,0.920834,1
40,1789997561140570939,0.991738,0.907730,0.900231,1
41,1789997561140886959,0.997282,0.986264,0.983583,1
42,1789997561141089388,0.997451,0.990161,0.987637,1
43,1789997561141264252,0.997282,0.989963,0.000000,0
44,1789997561141426052,0.997420,0.990262,0.987707,1
45,1789997561141588644,0.985488,0.997383,0.982910,1
46,1789997561141967813,0.993960,0.941135,0.935451,1
47,1789997561142296648,0.992663,0.915758,0.909039,1
48,1789997561142597677,0.984329,0.997017,0.981393,1
49,1789997561142818606,0.997501,0.989997,0.987523,1
50,1789997561143066942,0.991401,0.932489,0.924471,1
51,1789997561143343054,0.988797,0.997474,0.986300,1
52,1789997561143669291,0.893639,0.993045,0.887424,1
53,1789997561143850871,0.997665,0.990934,0.988620,1
54,1789997561144076087,0.994528,0.946264,0.941086,1
55,1789997561144227789,0.997273,0.984856,0.000000,0
56,1789997561144488082,0.997075,0.980688,0.977820,1
57,1789997561144699451,0.982604,0.996994,0.979650,1
58,1789997561144925588,0.997298,0.989293,0.986619,1
59,1789997561145177003,0.994888,0.950637,0.945777,1
60,1789997561145347302,0.997596,0.990901,0.988518,1
61,1789997561145566234,0.981983,0.997225,0.979258,1
62,1789997561145808833,0.993508,0.978454,0.972103,1
63,1789997561146195213,0.993420,0.969859,0.963477,1
64,1789997561146636850,0.977128,0.996600,0.973805,1
65,1789997561146923961,0.912055,0.992404,0.905127,1
66,1789997561147171488,0.993463,0.978769,0.972371,1
67,1789997561147421236,0.988135,0.920330,0.000000,0
68,1789997561147694485,0.996997,0.984759,0.981802,1
69,1789997561147943207,0.989501,0.997437,0.986966,1
70,1789997561148256477,0.994576,0.936379,0.931300,1
71,1789997561148646113,0.996740,0.976732,0.973548,1
72,1789997561148920048,0.996658,0.984998,0.981705,1
73,1789997561149158977,0.997374,0.987210,0.984619,1
74,1789997561149366177,0.997513,0.989349,0.986889,1
75,1789997561149605696,0.996959,0.965257,0.962321,1
76,1789997561149908838,0.987956,0.997620,0.985605,1
77,1789997561150113860,0.996882,0.982987,0.000000,0
78,1789997561150372639,0.978733,0.993438,0.972311,1
79,1789997561150594043,0.997496,0.987830,0.985356,1
80,1789997561150848309,0.988254,0.997147,0.985434,1
81,1789997561151063098,0.996841,0.985038,0.981926,1
82,1789997561151284782,0.984310,0.997058,0.981415,1
