round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,751027,809356,1789997561129692638,1789997561129323331,369356,0,0.840965,1,1
1,1,239137,278884,1789997561130015500,1789997561129913214,102348,0,0.000000,1,0
2,1,194137,215248,1789997561130267224,1789997561130192718,74539,0,0.981871,1,1
3,1,198088,231440,1789997561130494910,1789997561130428993,65964,0,0.976962,1,1
4,1,219188,238082,1789997561130761229,1789997561130695455,65812,0,0.985039,1,1
5,1,262375,292306,1789997561131051524,1789997561130955239,96320,0,0.986602,1,1
6,1,194752,229038,1789997561131288479,1789997561131232892,55624,0,0.986711,1,1
7,1,140584,165029,1789997561131477350,1789997561131418748,58621,0,0.988691,1,1
8,1,160888,186504,1789997561131673731,1789997561131608318,65435,0,0.984568,1,1
9,1,145286,171161,1789997561131855055,1789997561131803167,51914,0,0.987737,1,1
10,1,131768,154312,1789997561132025070,1789997561131962828,62262,0,0.985947,1,1
11,1,184598,208764,1789997561132242058,1789997561132154974,87103,0,0.983069,1,1
12,1,232906,261688,1789997561132509052,1789997561132443257,65823,0,0.986013,1,1
13,1,219214,245329,1789997561132769887,1789997561132702154,67788,0,0.983351,1,1
14,1,199246,226226,1789997561133004315,1789997561132911297,93061,0,0.984512,1,1
15,1,179734,207112,1789997561133221894,1789997561133137973,83967,0,0.000000,1,0
16,1,191358,220518,1789997561133457056,1789997561133370365,86732,0,0.000000,1,0
17,1,173695,199347,1789997561133672339,1789997561133590218,82153,0,0.985503,1,1
18,1,169348,187128,1789997561133878589,1789997561133800714,77896,0,0.000000,1,0
19,1,124138,147803,1789997561134028727,1789997561134045018,59519,16291,0.000000,1,0
20,1,200809,229026,1789997561134327957,1789997561134241699,86280,0,0.986698,1,1
21,1,273130,301878,1789997561134645525,1789997561134561276,144312,0,0.919068,1,1
22,1,311189,385544,1789997561135055446,1789997561134927903,127606,0,0.984321,1,1
23,1,472411,541748,1789997561135614996,1789997561135360190,254838,0,0.985162,1,1
24,1,450485,495006,1789997561136150136,1789997561135942183,207995,0,0.981157,1,1
25,1,390324,427800,1789997561136599901,1789997561136384607,215343,0,0.977854,1,1
26,1,263537,301097,1789997561136916032,1789997561136783843,132230,0,0.974853,1,1
27,1,390090,424057,1789997561137357723,1789997561137211472,146278,0,0.974256,1,1
28,1,163353,194773,1789997561137568173,1789997561137508976,59231,0,0.936181,1,1
29,1,178439,213827,1789997561137790713,1789997561137759474,71286,0,0.977406,1,1
30,1,212097,239259,1789997561138050461,1789997561138006626,43861,0,0.972614,1,1
31,1,350535,378839,1789997561138441213,1789997561138232529,346820,0,0.969835,1,1
32,1,182751,212531,1789997561138811341,1789997561138736880,74506,0,0.780389,1,1
33,1,190982,221226,1789997561139047059,1789997561138970231,76866,0,0.986131,1,1
34,1,154393,173534,1789997561139244997,1789997561139180703,64338,0,0.986306,1,1
35,1,145376,168180,1789997561139417714,1789997561139354550,63198,0,0.987595,1,1
36,1,141000,160118,1789997561139591467,1789997561139529194,62293,0,0.986393,1,1
37,1,163176,187897,1789997561139781597,1789997561139711046,70572,0,0.979246,1,1
38,1,174883,197980,1789997561139993598,1789997561139919448,74198,0,0.987436,1,1
39,1,173776,201725,1789997561140200891,1789997561140233522,73684,32631,0.920834,1,1
40,1,158783,205062,1789997561140544145,1789997561140570939,132313,26794,0.900231,1,1
41,1,222828,245954,1789997561140967960,1789997561140886959,81024,0,0.983583,1,1
42,1,151018,171893,1789997561141152482,1789997561141089388,63112,0,0.987637,1,1
43,1,141524,157946,1789997561141324410,1789997561141264252,60187,0,0.000000,1,0
44,1,137616,158852,1789997561141485929,1789997561141426052,59911,0,0.987707,1,1
45,1,247846,278285,1789997561141763865,1789997561141588644,175261,0,0.982910,1,1
46,1,147028,178787,1789997561141955120,1789997561141967813,102184,12693,0.935451,1,1
47,1,224687,247445,1789997561142318482,1789997561142296648,120250,0,0.909039,1,1
48,1,210539,235262,1789997561142664686,1789997561142597677,67029,0,0.981393,1,1
49,1,176446,200448,1789997561142877233,1789997561142818606,58669,0,0.987523,1,1
50,1,156745,235561,1789997561143068966,1789997561143066942,139836,0,0.924471,1,1
51,1,192350,223082,1789997561143435421,1789997561143343054,92414,0,0.986300,1,1
52,1,257686,283068,1789997561143739618,1789997561143669291,70360,0,0.887424,1,1
53,1,131677,150032,1789997561143908892,1789997561143850871,58063,0,0.988620,1,1
54,1,130804,152356,1789997561144066953,1789997561144076087,46954,9134,0.941086,1,1
55,1,135772,179142,1789997561144279354,1789997561144227789,51603,0,0.000000,1,0
56,1,212795,253858,1789997561144547631,1789997561144488082,59575,0,0.977820,1,1
57,1,171365,201684,1789997561144780437,1789997561144699451,81042,0,0.979650,1,1
58,1,181921,202087,1789997561145007393,1789997561144925588,81849,0,0.986619,1,1
59,1,128996,150383,1789997561145167082,1789997561145177003,51591,9921,0.945777,1,1
60,1,165566,203492,1789997561145424435,1789997561145347302,77185,0,0.988518,1,1
61,1,143482,172306,1789997561145622824,1789997561145566234,56623,0,0.979258,1,1
62,1,225875,290028,1789997561145891937,1789997561145808833,83135,0,0.972103,1,1
63,1,398964,468501,1789997561146372495,1789997561146195213,177313,0,0.963477,1,1
64,1,259148,306786,1789997561146715861,1789997561146636850,79040,0,0.973805,1,1
65,1,194884,221712,1789997561146978520,1789997561146923961,54584,0,0.905127,1,1
66,1,218502,242049,1789997561147236823,1789997561147171488,65366,0,0.972371,1,1
67,1,100100,124235,1789997561147369736,1789997561147421236,83165,51500,0.000000,1,0
68,1,250365,281449,1789997561147777942,1789997561147694485,83480,0,0.981802,1,1
69,1,207741,237146,1789997561148030855,1789997561147943207,87677,0,0.986966,1,1
70,1,262089,315183,1789997561148336352,1789997561148256477,79895,0,0.931300,1,1
71,1,313995,363275,1789997561148717415,1789997561148646113,71394,0,0.973548,1,1
72,1,215766,246161,1789997561148997941,1789997561148920048,77925,0,0.981705,1,1
73,1,194959,222208,1789997561149235051,1789997561149158977,76094,0,0.984619,1,1
74,1,158100,181289,1789997561149433380,1789997561149366177,67223,0,0.986889,1,1
75,1,185013,246018,1789997561149652872,1789997561149605696,47230,0,0.962321,1,1
76,1,212711,243858,1789997561149944498,1789997561149908838,35683,0,0.985605,1,1
77,1,178748,228231,1789997561150179603,1789997561150113860,65784,0,0.000000,1,0
78,1,167439,203353,1789997561150416548,1789997561150372639,43935,0,0.972311,1,1
79,1,191116,228727,1789997561150659075,1789997561150594043,65075,0,0.985356,1,1
80,1,217439,250087,1789997561150930562,1789997561150848309,82313,0,0.985434,1,1
81,1,185988,223571,1789997561151161401,1789997561151063098,98332,0,0.981926,1,1
82,1,185856,211714,1789997561151401069,1789997561151284782,116310,0,0.981415,1,1
83,1,119843,142969,1789997561151559255,1789997561151524499,34774,0,0.928326,1,1
84,1,122976,153975,1789997561151722559,1789997561151725060,62771,2501,0.948065,1,1
85,1,176827,202962,1789997561151993834,1789997561151904319,89565,0,0.989095,1,1
86,1,154735,193575,1789997561152185539,1789997561152140523,45057,0,0.981269,1,1
87,1,220297,246425,1789997561152461060,1789997561152389477,71609,0,0.970468,1,1
88,1,165377,193819,1789997561152664846,1789997561152564584,100303,0,0.981145,1,1
89,1,148829,169266,1789997561152853945,1789997561152764397,89575,0,0.000000,1,0
90,1,127939,152896,1789997561153011333,1789997561153012767,64024,1434,0.944516,1,1
91,1,164075,182796,1789997561153263372,1789997561153197807,65599,0,0.000000,1,0
92,1,138874,158268,1789997561153430395,1789997561153366220,64211,0,0.987369,1,1
93,1,136189,155611,1789997561153595264,1789997561153534193,61106,0,0.987672,1,1
94,1,135241,154260,1789997561153757402,1789997561153697148,60297,0,0.988064,1,1
95,1,135264,151427,1789997561153919187,1789997561153859531,59697,0,0.987139,1,1
96,1,138680,169523,1789997561154082194,1789997561154019915,62324,0,0.987750,1,1
97,1,149692,175502,1789997561154277236,1789997561154220709,56559,0,0.943021,1,1
98,1,185193,210372,1789997561154499060,1789997561154398365,100715,0,0.981929,1,1
99,1,148333,169211,1789997561154683909,1789997561154642736,41193,0,0.896236,1,1
100,1,157595,182358,1789997561154872267,1789997561154923714,68955,51447,0.878346,1,1
101,1,158385,176203,1789997561155171932,1789997561155132501,50499,0,0.000000,1,0
102,1,114628,136020,1789997561155311982,1789997561155343581,41619,31599,0.936892,1,1
103,1,168524,199574,1789997561155579056,1789997561155506546,72554,0,0.989544,1,1
104,1,474803,554960,1789997561156098194,1789997561155838909,259358,0,0.973171,1,1
105,1,290514,332028,1789997561156487549,1789997561156407324,80263,0,0.000000,1,0
106,1,200140,237813,1789997561156746731,1789997561156666997,79777,0,0.974711,1,1
107,1,204476,230587,1789997561157003375,1789997561156923191,80212,0,0.981787,1,1
108,1,153364,186150,1789997561157191286,1789997561157149702,41603,0,0.981139,1,1
109,1,141758,166479,1789997561157380065,1789997561157319509,60603,0,0.988121,1,1
110,1,215476,234636,1789997561157632286,1789997561157541235,91078,0,0.975331,1,1
111,1,178811,194263,1789997561157839816,1789997561157790439,58706,0,0.984648,1,1
112,1,124827,149497,1789997561157987535,1789997561158004059,68892,16524,0.000000,1,0
113,1,233623,256070,1789997561158342615,1789997561158238321,104320,0,0.980699,1,1
114,1,107830,132513,1789997561158483718,1789997561158443414,40336,0,0.980498,1,1
115,1,160350,180831,1789997561158679668,1789997561158613859,65857,0,0.000000,1,0
116,1,144546,166467,1789997561158856037,1789997561158797382,58675,0,0.987294,1,1
117,1,102639,120763,1789997561158989573,1789997561159012537,58513,22964,0.934280,1,1
118,1,142616,162630,1789997561159244887,1789997561159188308,56616,0,0.984914,1,1
119,1,164502,192902,1789997561159438123,1789997561159348815,89328,0,0.980210,1,1
120,1,130471,154070,1789997561159608458,1789997561159546451,62036,0,0.979810,1,1
121,1,147980,173140,1789997561159790193,1789997561159728246,61969,0,0.946551,1,1
122,1,170047,195869,1789997561159995869,1789997561159943569,52326,0,0.980050,1,1
123,1,133854,152948,1789997561160165968,1789997561160103457,62538,0,0.989102,1,1
124,1,146909,172108,1789997561160339572,1789997561160272211,67397,0,0.987737,1,1
125,1,146623,163549,1789997561160521836,1789997561160459332,62529,0,0.980866,1,1
126,1,138267,157640,1789997561160684804,1789997561160623866,60981,0,0.987458,1,1
127,1,133729,150335,1789997561160845751,1789997561160786400,59387,0,0.987734,1,1
128,1,138968,159762,1789997561161008737,1789997561160946249,62508,0,0.987439,1,1
129,1,124492,142774,1789997561161163606,1789997561161104999,58644,0,0.987722,1,1
130,1,136446,154086,1789997561161325988,1789997561161267234,58781,0,0.987866,1,1
131,1,136950,156100,1789997561161489341,1789997561161425022,64356,0,0.987968,1,1
132,1,136628,156941,1789997561161652712,1789997561161593746,59004,0,0.987399,1,1
133,1,134861,154157,1789997561161816651,1789997561161757071,59599,0,0.986630,1,1
134,1,144771,165576,1789997561161988201,1789997561161927017,61220,0,0.986492,1,1
135,1,128016,147309,1789997561162145791,1789997561162088113,57698,0,0.000000,1,0
136,1,142998,164637,1789997561162315696,1789997561162254580,61149,0,0.986596,1,1
137,1,127277,145536,1789997561162473443,1789997561162415289,58184,0,0.987870,1,1
138,1,250672,275546,1789997561162750144,1789997561162659228,90941,0,0.959336,1,1
139,1,149046,187818,1789997561162933861,1789997561162871626,62275,0,0.980343,1,1
140,1,234989,275210,1789997561163232937,1789997561163163610,69406,0,0.890732,1,1
141,1,187126,226592,1789997561163475120,1789997561163409936,65228,0,0.987054,1,1
142,1,304678,344207,1789997561163835118,1789997561163736623,98546,0,0.000000,1,0
143,1,205253,242825,1789997561164095735,1789997561164013931,81836,0,0.980313,1,1
144,1,181488,222563,1789997561164329633,1789997561164256166,73490,0,0.000000,1,0
145,1,230334,260060,1789997561164617697,1789997561164554305,63411,0,0.000000,1,0
146,1,195284,223509,1789997561164856589,1789997561164804773,63339,0,0.982387,1,1
147,1,155559,182330,1789997561165054615,1789997561165018595,36055,0,0.000000,1,0
148,1,197518,221286,1789997561165294711,1789997561165217409,77329,0,0.983377,1,1
149,1,141515,165472,1789997561165469989,1789997561165413895,56114,0,0.986953,1,1
150,1,146006,170150,1789997561165649670,1789997561165653201,52076,3531,0.917530,1,1
151,1,176052,196915,1789997561165903316,1789997561165811475,91869,0,0.980341,1,1
152,1,149472,170572,1789997561166081267,1789997561166018328,62970,0,0.988434,1,1
153,1,145051,164566,1789997561166256747,1789997561166196167,60598,0,0.984330,1,1
154,1,138977,159921,1789997561166422883,1789997561166363040,59861,0,0.988099,1,1
155,1,134809,151544,1789997561166587361,1789997561166529400,58002,0,0.988067,1,1
156,1,137427,158426,1789997561166749545,1789997561166689466,60103,0,0.000000,1,0
157,1,126846,145822,1789997561166906176,1789997561166848013,58198,0,0.987964,1,1
158,1,135529,153478,1789997561167068301,1789997561167009567,58753,0,0.988549,1,1
159,1,129151,145170,1789997561167224180,1789997561167166318,57904,0,0.987625,1,1
160,1,144548,165110,1789997561167392407,1789997561167323937,68495,0,0.000000,1,0
161,1,125341,143632,1789997561167547092,1789997561167489591,57521,0,0.987467,1,1
162,1,133817,153160,1789997561167714182,1789997561167655739,58479,0,0.987643,1,1
163,1,134765,150502,1789997561167876306,1789997561167815495,60846,0,0.987886,1,1
164,1,136690,157034,1789997561168036404,1789997561167975672,60767,0,0.987892,1,1
165,1,132678,151057,1789997561168198555,1789997561168133410,65197,0,0.988756,1,1
166,1,150528,178169,1789997561168375309,1789997561168336815,38514,0,0.961131,1,1
167,1,163069,189025,1789997561168577238,1789997561168482179,95080,0,0.986264,1,1
168,1,116610,143168,1789997561168730273,1789997561168683450,46846,0,0.978816,1,1
169,1,138119,160952,1789997561168908243,1789997561168873804,46620,0,0.979145,1,1
170,1,127303,152210,1789997561169067716,1789997561169021638,46103,0,0.980116,1,1
171,1,159532,189692,1789997561169266691,1789997561169202480,64250,0,0.986506,1,1
172,1,185014,210578,1789997561169495702,1789997561169453568,42155,0,0.000000,1,0
173,1,262746,291936,1789997561169795094,1789997561169695914,99213,0,0.985119,1,1
174,1,145468,172045,1789997561169982555,1789997561169957750,38766,0,0.977915,1,1
175,1,289316,321953,1789997561170310675,1789997561170219453,91266,0,0.931473,1,1
176,1,144631,178518,1789997561170500689,1789997561170550972,104651,50283,0.900303,1,1
177,1,228218,252621,1789997561170931392,1789997561170896758,45346,0,0.837146,1,1
178,1,189537,209707,1789997561171158471,1789997561171109828,48687,0,0.985284,1,1
179,1,131796,153159,1789997561171325411,1789997561171292519,66571,0,0.979529,1,1
180,1,163050,194344,1789997561171559176,1789997561171492338,66877,0,0.985990,1,1
