count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,5380,1530,5520
2,5340,1240,5380
3,4960,1180,5000
4,5069,1180,5109
5,4850,1080,4890
6,10450,3560,10490
7,8520,1350,8560
8,4810,1090,4850
9,5080,1080,5120
10,4880,1170,4920
11,5340,1260,5380
12,4700,1150,4740
13,4890,1140,4930
14,4689,1400,4739
15,4930,1120,4970
16,4790,1040,4820
17,4920,1050,4960
18,4530,1250,4570
19,5340,1210,5370
20,4710,1130,4750
21,4740,1150,4780
22,4740,1060,4770
23,4770,1190,4800
24,4560,1020,4600
25,4889,1220,4929
26,4600,1190,4640
27,5360,1140,5390
28,4870,1190,4900
29,4680,1280,4720
30,4650,1320,4690
31,4910,1210,4940
32,4750,1170,4800
33,4680,1230,4720
34,4850,1160,4900
35,4670,1280,4710
36,4970,1380,5020
37,4980,1170,5020
38,5010,1210,5050
39,4760,1230,4800
40,4520,1220,4560
41,5090,1240,5120
42,5040,1220,5080
43,4940,1280,4980
44,4769,1130,4799
45,5090,1160,5130
46,4790,1140,4830
47,4720,1170,4760
48,4870,1120,4910
49,4790,1260,4840
50,4910,1320,4950
51,5180,1280,5210
52,4749,1130,4789
53,4780,1200,4820
54,4670,1230,4710
55,4690,1120,4730
56,11660,4390,11710
57,4789,1300,4839
58,4640,1130,4680
59,4750,1400,4790
60,4750,1150,4790
61,4680,1160,4720
62,4680,1180,4720
63,4760,1130,4800
64,4660,1280,4700
65,4670,5640,4710
66,4950,1620,4980
67,4790,1140,4830
68,4650,1140,4680
69,4810,1100,4850
70,4540,1200,4580
71,4640,1160,4680
72,4750,1230,4790
73,4649,1220,4689
74,4670,1510,4710
75,4810,1160,4840
76,4670,1150,4710
77,4900,1450,4940
78,4740,1180,4790
79,4690,1180,4730
80,4660,1250,4700
81,4860,1110,4910
82,4590,1400,4630
83,4680,1390,4730
84,4720,1260,4770
85,4800,1210,4840
86,4819,1210,4859
87,5040,1190,5090
88,4670,1320,4710
89,4690,1480,4730
90,4840,1560,4880
91,4750,1260,4790
92,4650,1160,4680
93,4810,1090,4860
94,4700,1170,4740
95,4690,1160,4730
96,5110,1220,5160
97,4860,2820,4890
98,4600,1150,4630
99,4739,1070,4769
100,4520,1040,4560
101,4710,1080,4740
102,4800,1309,4830
103,4710,1110,4750
104,4730,1200,4760
105,4710,1320,4750
106,4810,1150,4840
107,4740,1120,4770
108,4790,1160,4820
109,4760,1440,4800
110,4700,1150,4740
111,4910,1200,4950
112,4649,1210,4689
113,4810,1120,4850
114,4700,1550,4750
115,4820,1219,4860
116,4640,1190,4680
117,5490,1370,5540
118,4809,1160,4849
119,4700,1150,4740
120,4770,1180,4810
121,4830,1160,4860
122,4660,1190,4700
123,4690,1530,4720
124,4730,1240,4770
125,4760,8030,4800
126,4730,1140,4770
127,4810,1100,4850
128,4670,1140,4710
129,4740,1180,4780
130,4620,1250,4660
131,4809,1170,4849
132,4720,1220,4750
133,4870,1240,4910
134,4740,1250,4770
135,4710,1150,4750
136,4730,1170,4770
137,4650,1150,4690
138,4840,1540,4890
139,4959,1260,4999
140,4960,1160,5010
141,4710,1280,4760
142,4810,1140,4860
