round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,531359,540019,1789999928103979798,1789999928103716085,263803,0,0.000000,1,0
1,1,415877,430557,1789999928104434065,1789999928104183539,263036,0,0.000000,1,0
2,1,423817,431757,1789999928104882352,1789999928104637163,258019,0,0.000000,1,0
3,1,387616,395866,1789999928105292089,1789999928105043498,248671,0,0.000000,1,0
4,1,384006,393016,1789999928105692925,1789999928105444843,248172,0,0.000000,1,0
5,1,387477,397277,1789999928106097652,1789999928105850177,247545,0,0.000000,1,0
6,1,381726,391016,1789999928106497768,1789999928106250242,247596,0,0.000000,1,0
7,1,384946,394707,1789999928106900414,1789999928106652447,248037,0,0.000000,1,0
8,1,384746,394716,1789999928107310291,1789999928107062601,247750,0,0.000000,1,0
9,1,386506,397927,1789999928107716627,1789999928107465526,251181,0,0.000000,1,0
10,1,373936,382576,1789999928108110394,1789999928107861781,248673,0,0.000000,1,0
11,2,748672,378636,1789999928108875876,1789999928108630960,282826,0,0.000000,1,0
12,1,376876,386256,1789999928109299833,1789999928109052705,247298,0,0.000000,1,0
13,1,374106,383436,1789999928109691519,1789999928109439010,252569,0,0.000000,1,0
14,1,373446,381896,1789999928110081985,1789999928109835124,246931,0,0.000000,1,0
15,1,365326,373246,1789999928110463901,1789999928110217969,246002,0,0.917100,1,1
16,1,372246,380656,1789999928110852047,1789999928110607844,287504,0,0.000000,1,0
17,1,366336,375346,1789999928111270684,1789999928111023919,246845,0,0.000000,1,0
18,1,367796,376026,1789999928111656750,1789999928111409974,246836,0,0.000000,1,0
19,1,371996,380276,1789999928112045316,1789999928111799268,246108,0,0.000000,1,0
20,1,364806,374326,1789999928112426182,1789999928112180753,245489,0,0.000000,1,0
21,1,366105,374656,1789999928112809498,1789999928112564688,244870,0,0.000000,1,0
22,1,922817,949727,1789999931116197491,1789999931116446554,306421,249063,0.000000,1,0
23,1,569134,577955,1789999931117353149,1789999931117124835,254355,0,0.000000,1,0
24,1,407453,415773,1789999931117810303,1789999931117563509,246884,0,0.000000,1,0
