sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,used_for_offset,used_for_best_path,clock_sync_method,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780650930308764647,1780650930308861196,1780650930308861660,1780650930308906995,96549,45335,-25607,70942,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
2,1780650930308927626,1780650930308947756,1780650930308947865,1780650930308969825,20130,21960,915,21045,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
3,1780650930308982426,1780650930308995230,1780650930308995395,1780650930309014489,12804,19094,3145,15949,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
4,1780650930309026424,1780650930309038612,1780650930309038769,1780650930309057202,12188,18433,3122,15310,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
5,1780650930309068762,1780650930309081580,1780650930309081914,1780650930309100305,12818,18391,2786,15604,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
6,1780650930309111939,1780650930309153078,1780650930309153225,1780650930309178382,41139,25157,-7991,33148,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
7,1780650930309189606,1780650930309223031,1780650930309223235,1780650930309249049,33425,25814,-3806,29619,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
8,1780650930309260651,1780650930309279032,1780650930309279246,1780650930309298780,18381,19534,576,18957,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
9,1780650930309310027,1780650930309324040,1780650930309324217,1780650930309342322,14013,18105,2046,16059,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
10,1780650930309353661,1780650930309367763,1780650930309367914,1780650930309385836,14102,17922,1910,16012,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
11,1780650930309397271,1780650930309410263,1780650930309410392,1780650930309441851,12992,31459,9233,22225,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
12,1780650930309461670,1780650930309485802,1780650930309486002,1780650930309507363,24132,21361,-1386,22746,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
13,1780650930309519320,1780650930309533013,1780650930309533157,1780650930309551493,13693,18336,2321,16014,0,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
14,1780650930309562922,1780650930309575970,1780650930309576102,1780650930309594118,13048,18016,2484,15532,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
15,1780650930309605498,1780650930309618348,1780650930309618470,1780650930309644065,12850,25595,6372,19222,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
16,1780650930309661067,1780650930309684452,1780650930309684654,1780650930309705575,23385,20921,-1232,22153,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
17,1780650930309717777,1780650930309731312,1780650930309731440,1780650930309750177,13535,18737,2601,16136,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
18,1780650930309761763,1780650930309775183,1780650930309775304,1780650930309799149,13420,23845,5212,18632,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
19,1780650930309813447,1780650930309825835,1780650930309825982,1780650930309845056,12388,19074,3343,15731,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
20,1780650930309856672,1780650930309922224,1780650930309922545,1780650930309992584,65552,70039,2243,67795,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
21,1780650930309996243,1780650930310025576,1780650930310025915,1780650930310058520,29333,32605,1636,30969,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
22,1780650930310062203,1780650930310095905,1780650930310096086,1780650930310114483,33702,18397,-7653,26049,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
23,1780650930310126275,1780650930310154605,1780650930310154802,1780650930310181532,28330,26730,-800,27530,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
24,1780650930310197456,1780650930310211453,1780650930310211592,1780650930310234504,13997,22912,4457,18454,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
25,1780650930310248339,1780650930310319360,1780650930310319584,1780650930310358506,71021,38922,-16050,54971,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
26,1780650930310365603,1780650930310392669,1780650930310392936,1780650930310437312,27066,44376,8655,35721,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
27,1780650930310452108,1780650930310501108,1780650930310501254,1780650930310528320,49000,27066,-10967,38033,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
28,1780650930310544728,1780650930310569651,1780650930310569808,1780650930310596771,24923,26963,1020,25943,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
29,1780650930310612008,1780650930310635372,1780650930310635532,1780650930310661361,23364,25829,1232,24596,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
30,1780650930310675920,1780650930310687903,1780650930310688058,1780650930310706767,11983,18709,3363,15346,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
31,1780650930310718291,1780650930310730422,1780650930310730568,1780650930310761775,12131,31207,9538,21669,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
32,1780650930310788147,1780650930310871291,1780650930310871552,1780650930310908958,83144,37406,-22869,60275,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
33,1780650930310916371,1780650930310970759,1780650930310970935,1780650930311001446,54388,30511,-11939,42449,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
34,1780650930311019715,1780650930311051576,1780650930311051858,1780650930311086272,31861,34414,1276,33137,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
35,1780650930311108714,1780650930311151470,1780650930311151737,1780650930311190993,42756,39256,-1750,41006,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
36,1780650930311208218,1780650930311245671,1780650930311245938,1780650930311278179,37453,32241,-2606,34847,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
37,1780650930311281841,1780650930311303675,1780650930311303930,1780650930311335396,21834,31466,4816,26650,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
38,1780650930311338869,1780650930311360114,1780650930311360347,1780650930311391974,21245,31627,5191,26436,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
39,1780650930311395463,1780650930311435664,1780650930311435929,1780650930311458362,40201,22433,-8884,31317,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
40,1780650930311470399,1780650930311486916,1780650930311487055,1780650930311505455,16517,18400,941,17458,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
41,1780650930311516954,1780650930311530188,1780650930311530336,1780650930311548699,13234,18363,2564,15798,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
42,1780650930311560911,1780650930311573880,1780650930311574177,1780650930311596385,12969,22208,4619,17588,1,0,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
43,1780650930311606691,1780650930311618551,1780650930311618715,1780650930311634854,11860,16139,2139,13999,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
44,1780650930311645335,1780650930311656854,1780650930311656983,1780650930311673009,11519,16026,2253,13772,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
45,1780650930311683238,1780650930311694798,1780650930311694919,1780650930311711021,11560,16102,2271,13831,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
46,1780650930311721640,1780650930311733023,1780650930311733151,1780650930311748951,11383,15800,2208,13591,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
47,1780650930311759276,1780650930311770656,1780650930311770772,1780650930311786719,11380,15947,2283,13663,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
48,1780650930311797134,1780650930311808969,1780650930311809093,1780650930311824914,11835,15821,1993,13828,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
49,1780650930311835278,1780650930311846789,1780650930311846908,1780650930311862849,11511,15941,2215,13726,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
50,1780650930311873286,1780650930311884762,1780650930311884890,1780650930311900920,11476,16030,2277,13753,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
51,1780650930311911255,1780650930311922709,1780650930311922828,1780650930311939126,11454,16298,2422,13876,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
52,1780650930311949327,1780650930311960700,1780650930311960822,1780650930311976963,11373,16141,2384,13757,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
53,1780650930311987462,1780650930311998745,1780650930311998865,1780650930312014620,11283,15755,2236,13519,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
54,1780650930312025092,1780650930312036697,1780650930312036828,1780650930312052675,11605,15847,2121,13726,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
55,1780650930312063060,1780650930312074369,1780650930312074495,1780650930312090398,11309,15903,2297,13606,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
56,1780650930312100877,1780650930312112220,1780650930312112340,1780650930312128124,11343,15784,2220,13563,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
57,1780650930312138333,1780650930312150004,1780650930312150123,1780650930312165999,11671,15876,2102,13773,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
58,1780650930312176235,1780650930312187762,1780650930312187876,1780650930312203886,11527,16010,2241,13768,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
59,1780650930312214263,1780650930312225882,1780650930312226002,1780650930312241960,11619,15958,2169,13788,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
60,1780650930312252252,1780650930312263680,1780650930312263795,1780650930312279888,11428,16093,2332,13760,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
61,1780650930312290124,1780650930312301475,1780650930312301596,1780650930312318103,11351,16507,2578,13929,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
62,1780650930312328442,1780650930312339813,1780650930312339932,1780650930312355840,11371,15908,2268,13639,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
63,1780650930312366009,1780650930312377356,1780650930312377477,1780650930312393574,11347,16097,2375,13722,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
64,1780650930312403809,1780650930312415203,1780650930312415326,1780650930312431210,11394,15884,2245,13639,1,1,best-path-median,2241,1786,2264,2241,3678.429329,202,13831,17139,13519,14339,31317,13831,0,ok
