count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785326743807868265,383222,202302,0.853479,0
51,1785326743808254177,386773,204816,0.851838,0
52,1785326743808642970,394342,211939,0.847211,1
53,1785326743809039092,382202,202573,0.853301,1
54,1785326743809422834,382642,200277,0.854803,0
55,1785326743809807096,379382,200391,0.854729,1
56,1785326743810188178,387772,200484,0.854668,0
57,1785326743810577660,393152,211708,0.847361,0
58,1785326743810972982,384722,206012,0.851059,1
59,1785326743811359715,386042,207545,0.850061,1
60,1785326743811748117,387922,207879,0.849844,1
61,1785326743812138139,389982,206872,0.850499,1
62,1785326743812529731,390692,204396,0.852112,0
63,1785326743812921923,386802,206920,0.850468,1
64,1785326743813310295,382922,204544,0.852015,0
65,1785326743813694627,383422,204948,0.851752,0
66,1785326743814079589,383223,205442,0.851430,0
67,1785326743814464802,387472,209064,0.849075,0
68,1785326743814854024,389112,205708,0.851257,1
69,1785326743815244696,391762,209942,0.848505,1
70,1785326743815637798,390682,208506,0.849437,0
71,1785326743816029940,385052,206190,0.850943,0
72,1785326743816416612,385552,204744,0.851885,1
73,1785326743816803734,387312,207357,0.850184,0
74,1785326743817192706,382363,203801,0.852500,0
75,1785326743817584779,386792,205184,0.851598,1
76,1785326743817973521,384032,205378,0.851472,0
77,1785326743818359213,382872,204572,0.851997,0
78,1785326743818743635,386332,206106,0.850997,1
79,1785326743819131557,383122,205009,0.851712,1
80,1785326743819516689,385652,206523,0.850726,1
81,1785326743819903721,387672,209227,0.848969,1
82,1785326743820292813,384183,205091,0.851659,1
83,1785326743820678746,387132,208884,0.849191,0
84,1785326743821067428,382032,204288,0.852182,0
85,1785326743821450770,381602,204782,0.851860,1
86,1785326743821833732,386682,206015,0.851057,0
87,1785326743822221874,386222,205939,0.851106,1
88,1785326743822609726,387002,206063,0.851025,0
89,1785326743822998198,398613,208317,0.849560,0
90,1785326743823398331,390362,205950,0.851099,0
91,1785326743823791003,391162,206643,0.850648,0
92,1785326743824183885,386092,204497,0.852046,1
93,1785326743824571637,387492,205351,0.851489,0
94,1785326743824960679,388882,207835,0.849873,1
95,1785326743825351001,387642,203629,0.852612,0
96,1785326743825740203,387192,202573,0.853301,0
97,1785326743826129295,383793,201936,0.853718,0
98,1785326743826514688,379152,199559,0.855274,1
99,1785326743826895340,383292,204483,0.852055,1
100,1785326743827280172,388502,209457,0.848820,0
101,1785326743827670054,385312,208871,0.849200,1
102,1785326743828056746,384152,204015,0.852360,0
103,1785326743828442808,382702,203399,0.852762,1
104,1785326743828827090,384892,205432,0.851436,0
105,1785326743829213392,382953,205266,0.851545,1
106,1785326743829597955,383202,204539,0.852018,1
107,1785326743829982547,384932,204383,0.852120,1
108,1785326743830368819,390702,208107,0.849696,0
109,1785326743830760851,389682,207741,0.849934,1
110,1785326743831152103,390072,209714,0.848653,1
