sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780659099786870028,1780659106589590766,1780659106589712326,1780659099787372700,6802720738,-6802339626,-6802530182,190556,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
2,1780659099787393089,1780659106590099976,1780659106590252976,1780659099787959598,6802706887,-6802293378,-6802500133,206754,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
3,1780659099787982647,1780659106590595286,1780659106590665896,1780659099788312711,6802612639,-6802353185,-6802482912,129727,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
4,1780659099788336250,1780659106590866287,1780659106590931517,1780659099788573196,6802530037,-6802358321,-6802444179,85858,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
5,1780659099788594825,1780659106591174847,1780659106591199967,1780659099788841050,6802580022,-6802358917,-6802469470,110552,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
6,1780659099788862120,1780659106591386197,1780659106591423517,1780659099789059856,6802524077,-6802363661,-6802443869,80208,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
7,1780659099789081666,1780659106591651827,1780659106591675597,1780659099789313421,6802570161,-6802362176,-6802466169,103992,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
8,1780659099789335331,1780659106591846387,1780659106591880897,1780659099789515107,6802511056,-6802365790,-6802438423,72633,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
9,1780659099789536927,1780659106592093627,1780659106592114827,1780659099789748452,6802556700,-6802366375,-6802461538,95162,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
10,1780659099789770262,1780659106592256358,1780659106592285798,1780659099789920609,6802486096,-6802365189,-6802425643,60453,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-6802426294,-6802445608,-6802456362,-6802426294,18720.828731,11167,61703,81522,58568,93488,102898,61703,1,warn
