round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176571696635989,0.982123,0.507824,0.498745,1
1,1790176571697130013,0.979865,0.892018,0.000000,0
2,1790176571698007741,0.985092,0.514093,0.000000,0
3,1790176571698415946,0.991318,0.795967,0.789057,1
4,1790176571698815961,0.991933,0.793940,0.000000,0
5,1790176571699214875,0.991913,0.909601,0.902245,1
6,1790176571699644700,0.982377,0.994804,0.977272,1
7,1790176571700425409,0.992627,0.559573,0.000000,0
8,1790176571701209279,0.992330,0.531878,0.000000,0
9,1790176571701592914,0.992617,0.802272,0.796350,1
10,1790176571701978479,0.992617,0.790336,0.000000,0
11,1790176571702776008,0.992598,0.529141,0.000000,0
12,1790176571703159093,0.992796,0.796644,0.000000,0
13,1790176571703541768,0.992617,0.918954,0.912170,1
14,1790176571704134930,0.811771,0.992012,0.805287,1
15,1790176571704517075,0.992697,0.835756,0.000000,0
16,1790176571705272975,0.992885,0.634852,0.630335,1
17,1790176571706035305,0.991615,0.545369,0.540797,1
18,1790176571706419070,0.992617,0.796286,0.000000,0
19,1790176571706804295,0.992627,0.796589,0.000000,0
20,1790176571707190720,0.992687,0.917696,0.910985,1
21,1790176571707779102,0.812437,0.991903,0.000000,0
22,1790176592737784515,0.951459,0.394432,0.375286,1
23,1790176592739365354,0.379251,0.985289,0.373672,1
24,1790176592739782118,0.991537,0.835782,0.000000,0
25,1790176604759060499,0.339129,0.989832,0.000000,0
26,1790176604759554733,0.991982,0.761422,0.000000,0
27,1790176604759987937,0.992300,0.776028,0.000000,0
28,1790176604760403851,0.992271,0.771086,0.000000,0
29,1790176604760817406,0.991953,0.772806,0.766587,1
30,1790176604761227031,0.992062,0.772621,0.000000,0
31,1790176604761637225,0.992528,0.771764,0.765998,1
32,1790176604762530283,0.618423,0.992101,0.000000,0
33,1790176604762938858,0.992568,0.815816,0.809752,1
34,1790176604763349092,0.992876,0.904957,0.000000,0
35,1790176604764082013,0.710017,0.991923,0.000000,0
36,1790176604764470878,0.992707,0.827126,0.821094,1
37,1790176604765241827,0.992132,0.537347,0.533119,1
