sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,used_for_offset,used_for_best_path,clock_sync_method,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
82,1780651151411420718,1780651151411427047,1780651151411427072,1780651151411439264,6329,12192,2931,9260,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
83,1780651151411448236,1780651151411454455,1780651151411454481,1780651151411466688,6219,12207,2994,9213,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
84,1780651151411475615,1780651151411481883,1780651151411481909,1780651151411494094,6268,12185,2958,9226,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
85,1780651151411503002,1780651151411509100,1780651151411509125,1780651151411521327,6098,12202,3052,9150,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
86,1780651151411530317,1780651151411536625,1780651151411536651,1780651151411548768,6308,12117,2904,9212,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
87,1780651151411557806,1780651151411563832,1780651151411563858,1780651151411575984,6026,12126,3050,9076,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
88,1780651151411584924,1780651151411591128,1780651151411591154,1780651151411603350,6204,12196,2996,9200,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
89,1780651151411612364,1780651151411618553,1780651151411618579,1780651151411630755,6189,12176,2993,9182,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
90,1780651151411639703,1780651151411645965,1780651151411645991,1780651151411658190,6262,12199,2968,9230,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
91,1780651151411667202,1780651151411673386,1780651151411673412,1780651151411685556,6184,12144,2980,9164,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
92,1780651151411694441,1780651151411700673,1780651151411700699,1780651151411712837,6232,12138,2953,9185,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
93,1780651151411722228,1780651151411728413,1780651151411728439,1780651151411740647,6185,12208,3011,9196,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
94,1780651151411749616,1780651151411755849,1780651151411755875,1780651151411768112,6233,12237,3002,9235,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
95,1780651151411777098,1780651151411783108,1780651151411783134,1780651151411795311,6010,12177,3083,9093,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
96,1780651151411804293,1780651151411810552,1780651151411810578,1780651151411822761,6259,12183,2962,9221,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
97,1780651151411831927,1780651151411838251,1780651151411838277,1780651151411850875,6324,12598,3137,9461,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
98,1780651151411864481,1780651151411870534,1780651151411870563,1780651151411894540,6053,23977,8962,15015,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
99,1780651151411907463,1780651151411921161,1780651151411921189,1780651151411938374,13698,17185,1743,15441,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
100,1780651151411951320,1780651151411966406,1780651151411966437,1780651151412002615,15086,36178,10546,25632,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
101,1780651151412044703,1780651151412085396,1780651151412085427,1780651151412104690,40693,19263,-10715,29978,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
102,1780651151412117444,1780651151412125062,1780651151412125091,1780651151412139155,7618,14064,3223,10841,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
103,1780651151412149667,1780651151412156750,1780651151412156779,1780651151412186780,7083,30001,11459,18542,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
104,1780651151412224067,1780651151412259920,1780651151412259960,1780651151412282652,35853,22692,-6580,29272,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
105,1780651151412314784,1780651151412347152,1780651151412347181,1780651151412354833,32368,7652,-12358,20010,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
106,1780651151412385694,1780651151412402191,1780651151412402219,1780651151412442290,16497,40071,11787,28284,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
107,1780651151412466991,1780651151412474142,1780651151412474172,1780651151412490259,7151,16087,4468,11619,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
108,1780651151412502152,1780651151412509559,1780651151412509588,1780651151412523978,7407,14390,3491,10898,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
109,1780651151412534798,1780651151412544270,1780651151412544299,1780651151412561968,9472,17669,4098,13570,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
110,1780651151412575978,1780651151412582795,1780651151412582824,1780651151412596934,6817,14110,3646,10463,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
111,1780651151412607757,1780651151412614925,1780651151412614953,1780651151412628887,7168,13934,3383,10551,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
112,1780651151412639221,1780651151412646451,1780651151412646480,1780651151412660195,7230,13715,3242,10472,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
113,1780651151412670280,1780651151412677384,1780651151412677413,1780651151412699359,7104,21946,7421,14525,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
114,1780651151412709702,1780651151412717230,1780651151412717259,1780651151412731391,7528,14132,3302,10830,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
115,1780651151412741346,1780651151412748515,1780651151412748543,1780651151412762223,7169,13680,3255,10424,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
116,1780651151412772320,1780651151412779416,1780651151412779445,1780651151412793150,7096,13705,3304,10400,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
117,1780651151412803233,1780651151412810334,1780651151412810361,1780651151412824053,7101,13692,3295,10396,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
118,1780651151412834091,1780651151412841271,1780651151412841300,1780651151412855036,7180,13736,3278,10458,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
119,1780651151412865162,1780651151412872382,1780651151412872411,1780651151412886123,7220,13712,3246,10466,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
120,1780651151412896348,1780651151412903404,1780651151412903433,1780651151412917034,7056,13601,3272,10328,1,0,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
121,1780651151412929826,1780651151412936286,1780651151412936311,1780651151412948628,6460,12317,2928,9388,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
122,1780651151412957720,1780651151412964209,1780651151412964234,1780651151412976588,6489,12354,2932,9421,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
123,1780651151412985652,1780651151412992169,1780651151412992195,1780651151413004357,6517,12162,2822,9339,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
124,1780651151413013459,1780651151413020007,1780651151413020033,1780651151413032315,6548,12282,2867,9415,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
125,1780651151413044266,1780651151413050853,1780651151413050879,1780651151413063135,6587,12256,2834,9421,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
126,1780651151413072171,1780651151413078615,1780651151413078642,1780651151413090768,6444,12126,2841,9285,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
127,1780651151413099596,1780651151413106137,1780651151413106163,1780651151413118430,6541,12267,2863,9404,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
128,1780651151413127319,1780651151413133723,1780651151413133748,1780651151413146033,6404,12285,2940,9344,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
129,1780651151413154929,1780651151413161347,1780651151413161372,1780651151413173690,6418,12318,2950,9368,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
130,1780651151413182877,1780651151413189277,1780651151413189302,1780651151413201488,6400,12186,2893,9293,1,1,best-path-median,2912,2503,2858,2912,2975.861682,227,9344,10782,8709,9733,16478,9344,0,ok
