count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785837810222611145,386572,163102,0.879604,1
51,1785837810223000697,392303,167771,0.876438,0
52,1785837810223394920,395442,165838,0.877747,0
53,1785837810223792142,394712,167266,0.876780,0
54,1785837810224188554,392312,165674,0.877858,1
55,1785837810224582846,405392,182802,0.866346,0
56,1785837810224989898,390543,165740,0.877813,1
57,1785837810225381951,390392,167588,0.876562,0
58,1785837810225773973,400792,167406,0.876685,1
59,1785837810226177605,398202,168364,0.876037,1
60,1785837810226578007,395212,166202,0.877500,0
61,1785837810226974889,399592,170140,0.874837,0
62,1785837810227376291,392913,166398,0.877367,0
63,1785837810227770814,397072,167425,0.876672,0
64,1785837810228169476,393272,169553,0.875234,0
65,1785837810228564398,390692,166062,0.877595,0
66,1785837810228956840,398362,168790,0.875749,1
67,1785837810229357992,407013,169028,0.875588,1
68,1785837810229766795,395612,167955,0.876314,1
69,1785837810230164207,393892,167983,0.876295,1
70,1785837810230559709,389122,165181,0.878192,0
71,1785837810230950561,391512,167489,0.876629,0
72,1785837810231343913,388702,164738,0.878493,0
73,1785837810231734405,390312,165036,0.878291,1
74,1785837810232126347,387892,166354,0.877397,1
75,1785837810232530890,385992,165251,0.878145,1
76,1785837810232918872,390962,166820,0.877082,0
77,1785837810233311414,390772,166858,0.877056,0
78,1785837810233703766,400272,167516,0.876610,0
79,1785837810234105678,397462,169584,0.875213,0
80,1785837810234504950,399152,176632,0.870471,1
81,1785837810234905552,390783,168120,0.876202,1
82,1785837810235297995,389202,166178,0.877516,0
83,1785837810235689277,394852,170676,0.874476,1
84,1785837810236085859,390632,171254,0.874086,0
85,1785837810236481941,389472,165612,0.877900,0
86,1785837810236872963,390242,165291,0.878118,1
87,1785837810237264955,390892,168009,0.876277,0
88,1785837810237657487,405273,182087,0.866823,1
89,1785837810238064390,389822,166234,0.877478,1
90,1785837810238455872,386942,166172,0.877520,0
91,1785837810238845144,397892,164981,0.878328,1
92,1785837810239245456,386632,165329,0.878092,0
93,1785837810239633628,387262,164357,0.878751,0
94,1785837810240022350,389622,171865,0.873674,0
95,1785837810240413402,380663,164284,0.878801,1
96,1785837810240795785,383602,165681,0.877853,1
97,1785837810241180847,384402,166770,0.877115,1
98,1785837810241566629,385852,167108,0.876887,0
99,1785837810241954051,385512,168337,0.876055,0
