round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790175311617716500,0.964236,0.991149,0.955702,1
1,1790175311618178794,0.995789,0.978211,0.974092,1
2,1790175311618621868,0.989773,0.883620,0.874583,1
3,1790175311619067282,0.984404,0.814568,0.801864,1
4,1790175311619517376,0.984650,0.781605,0.000000,0
5,1790175311619938541,0.989792,0.791562,0.783482,1
6,1790175311620365925,0.991744,0.766572,0.000000,0
7,1790175311620776510,0.992161,0.775237,0.000000,0
8,1790175311621562939,0.991973,0.618175,0.000000,0
9,1790175311621977264,0.991705,0.772644,0.000000,0
10,1790175311622466827,0.898725,0.992043,0.891574,1
11,1790175311622861572,0.991814,0.828319,0.821538,1
12,1790175311623242887,0.992280,0.791934,0.785820,1
13,1790175311624374642,0.992449,0.374020,0.371195,1
14,1790175311624845266,0.914060,0.990832,0.905680,1
15,1790175311625226421,0.992637,0.839627,0.833445,1
16,1790175311625615116,0.992290,0.794139,0.000000,0
17,1790175311626003031,0.991675,0.788213,0.781651,1
18,1790175311626384996,0.992498,0.918366,0.000000,0
19,1790175311626777070,0.992261,0.790045,0.783930,1
20,1790175311627922345,0.992032,0.370509,0.367557,1
21,1790175311628690615,0.992220,0.541576,0.537363,1
22,1790175311629144179,0.930839,0.992677,0.924022,1
23,1790175311629516454,0.994058,0.981013,0.000000,0
24,1790175311629915739,0.991467,0.813242,0.000000,0
25,1790175311630335953,0.992171,0.764697,0.000000,0
26,1790175311630754468,0.992121,0.766602,0.760562,1
27,1790175311631140543,0.992339,0.915725,0.908710,1
28,1790175311631527038,0.992667,0.786355,0.000000,0
29,1790175311631963122,0.982043,0.994336,0.976481,1
30,1790175311632757871,0.992409,0.632596,0.000000,0
31,1790175311633152096,0.992439,0.788205,0.000000,0
32,1790175311633549361,0.992478,0.791657,0.000000,0
33,1790175311633979245,0.992151,0.760837,0.000000,0
34,1790175311634435279,0.932311,0.992459,0.925280,1
35,1790175311634821704,0.992349,0.956400,0.949083,1
36,1790175311635244318,0.992399,0.773998,0.768115,1
37,1790175311636401213,0.992260,0.367021,0.364180,1
38,1790175311636792098,0.992429,0.789325,0.783349,1
39,1790175311637223312,0.992310,0.769260,0.763344,1
40,1790175311637620627,0.992210,0.784925,0.778811,1
41,1790175311638396087,0.992359,0.534971,0.530884,1
42,1790175311639220986,0.992191,0.510078,0.506095,1
43,1790175311640014915,0.992002,0.532378,0.000000,0
44,1790175311640407650,0.992469,0.911331,0.000000,0
45,1790175311640818605,0.991536,0.889693,0.882162,1
46,1790175311641248259,0.992389,0.756437,0.750680,1
47,1790175311641645364,0.992588,0.784423,0.000000,0
48,1790175311642037538,0.991775,0.785421,0.778960,1
49,1790175311642434943,0.992578,0.780643,0.000000,0
50,1790175311642831508,0.991824,0.783474,0.777068,1
51,1790175311643258492,0.992578,0.758733,0.000000,0
52,1790175311643649077,0.992349,0.914819,0.907820,1
53,1790175311644041502,0.992151,0.783255,0.000000,0
54,1790175311644442837,0.992290,0.780776,0.000000,0
55,1790175311644894441,0.945463,0.992220,0.938108,1
56,1790175311645263966,0.993531,0.981788,0.000000,0
57,1790175311645656321,0.992369,0.947479,0.000000,0
58,1790175311646047745,0.992311,0.793337,0.000000,0
59,1790175311646480800,0.992052,0.754646,0.748648,1
60,1790175311646877094,0.991854,0.906886,0.899499,1
61,1790175311647265099,0.992419,0.788095,0.000000,0
62,1790175311648036469,0.992072,0.538913,0.534640,1
63,1790175311648438084,0.992488,0.780019,0.000000,0
64,1790175311648837338,0.991924,0.783342,0.777015,1
65,1790175311649226343,0.992359,0.788631,0.782605,1
66,1790175311649612658,0.992518,0.790312,0.784399,1
67,1790175311650004583,0.992250,0.784109,0.778032,1
68,1790175311650426427,0.992618,0.875992,0.000000,0
69,1790175311650820762,0.992042,0.897181,0.000000,0
70,1790175311651215367,0.992230,0.785059,0.000000,0
71,1790175311651984517,0.991586,0.540656,0.536107,1
72,1790175311652397881,0.992607,0.766833,0.761164,1
73,1790175311652834996,0.990872,0.748700,0.000000,0
74,1790175311653261400,0.992260,0.764642,0.758724,1
75,1790175311653652245,0.992478,0.787496,0.781573,1
76,1790175311654075699,0.992230,0.764720,0.000000,0
77,1790175311654880249,0.992032,0.518704,0.514571,1
78,1790175311655274933,0.992498,0.909157,0.902336,1
79,1790175311655663688,0.992647,0.912891,0.906178,1
80,1790175311656050033,0.992558,0.912270,0.905481,1
81,1790175311656824723,0.991715,0.621590,0.000000,0
82,1790175311657240587,0.992369,0.768215,0.000000,0
83,1790175311657628462,0.992339,0.794028,0.787945,1
84,1790175311658053187,0.991764,0.758982,0.000000,0
85,1790175311658828256,0.991943,0.621865,0.000000,0
86,1790175311659248061,0.991972,0.771833,0.000000,0
