count_idx,delay_ns
51,-2793879296
52,-2793880236
53,-2793880960
54,-2793881675
55,-2793881523
56,-2793881512
57,-2793881404
58,-2793881366
59,-2793881676
60,-2793883897
61,-2793884912
62,-2793884981
63,-2793885210
64,-2793875904
65,-2793875206
66,-2793875135
67,-2793874550
68,-2793874541
69,-2793874495
70,-2793876697
71,-2793877084
72,-2793877601
73,-2793878928
74,-2793879920
75,-2793902449
76,-2793906983
77,-2793909400
78,-2793914058
79,-2793916133
80,-2793918435
81,-2793919846
82,-2793923333
83,-2793924588
84,-2793928101
85,-2793930850
86,-2793933454
87,-2793936066
88,-2793935905
89,-2793938455
90,-2793941178
91,-2793942774
92,-2793944743
93,-2793947793
94,-2793949622
95,-2793952178
96,-2793953737
97,-2793955257
98,-2793962263
99,-2793966072
100,-2793971949
101,-2793974038
102,-2793979055
103,-2793982079
104,-2793987762
105,-2794005026
106,-2794011015
107,-2794014401
108,-2794016797
109,-2794020052
110,-2794024887
111,-2794028019
112,-2794030065
113,-2794033067
114,-2794035568
115,-2794037552
116,-2794057127
117,-2794074739
118,-2794079753
119,-2794083383
120,-2794086843
121,-2794114763
122,-2794122473
123,-2794125190
124,-2794127578
125,-2794130653
126,-2794148517
127,-2794165234
128,-2794169176
129,-2794171080
130,-2794173462
131,-2794176376
132,-2794192981
133,-2794197207
134,-2794199571
135,-2794201363
136,-2794203142
137,-2794206504
138,-2794254809
139,-2794263066
140,-2787907036
141,-2787908257
142,-2787909987
143,-2787912118
144,-2787915166
145,-2787933116
146,-2787938034
147,-2787940496
148,-2787944340
149,-2787946760
150,-2787951454
151,-2787953168
152,-2787956686
153,-2787962200
154,-2787965703
155,-2787965889
156,-2787971090
157,-2787974091
158,-2787980215
159,-2788008832
160,-2788027580
161,-2788033068
162,-2788036441
163,-2788038587
164,-2788040271
165,-2788042242
166,-2788044003
167,-2788046820
168,-2788050667
169,-2788078790
170,-2788110744
171,-2788128450
172,-2788131402
173,-2788135507
174,-2788138322
175,-2788142812
176,-2788159690
177,-2788164691
178,-2788168361
179,-2788170983
180,-2788174325
181,-2788170907
182,-2788177102
183,-2788180655
184,-2788184985
185,-2788213796
186,-2788243887
187,-2788263214
188,-2788280697
189,-2788283585
190,-2788286299
191,-2788288739
192,-2788292233
193,-2788297717
194,-2788301077
195,-2788303530
196,-2788305589
197,-2788308642
198,-2788312857
199,-2788341974
200,-2788360306
201,-2788363284
202,-2788366036
203,-2788368884
204,-2788375384
205,-2788404126
206,-2788422242
207,-2788426207
208,-2788429046
209,-2788431750
210,-2788435971
211,-2788464306
212,-2788494349
213,-2788524178
214,-2788550218
215,-2788579625
216,-2788609404
217,-2788638731
218,-2788657238
219,-2788660399
220,-2788662904
221,-2788669069
222,-2788698568
223,-2788728950
224,-2788746630
225,-2788750916
226,-2788753900
227,-2788756800
228,-2788764473
229,-2788768039
230,-2788772352
231,-2788801981
232,-2788819612
233,-2788823495
234,-2788825877
235,-2788829653
236,-2788847292
237,-2788852263
238,-2788854418
239,-2788856412
240,-2788859467
241,-2788862518
