count_idx,delay_ns,clock_offset_ns,clock_sync_rtt_ns
51,63573,4571,28949
52,117886,4571,28949
53,111160,4571,28949
54,108275,4571,28949
55,97306,4571,28949
56,92253,4571,28949
57,85819,4571,28949
58,74233,4571,28949
59,47562,4571,28949
60,39612,4571,28949
61,39830,4571,28949
62,32976,4571,28949
63,26321,4571,28949
64,24391,4571,28949
65,34024,4571,28949
66,154365,4571,28949
67,91535,4571,28949
68,82972,4571,28949
69,63556,4571,28949
70,54107,4571,28949
71,48040,4571,28949
72,83445,4571,28949
73,79227,4571,28949
74,72684,4571,28949
75,71466,4571,28949
76,68237,4571,28949
77,62333,4571,28949
78,56892,4571,28949
79,47168,4571,28949
80,35326,4571,28949
81,47991,4571,28949
82,39207,4571,28949
83,35605,4571,28949
84,22438,4571,28949
85,29650,4571,28949
86,22858,4571,28949
87,37941,4571,28949
88,29335,4571,28949
89,23708,4571,28949
90,33459,4571,28949
91,27660,4571,28949
92,19625,4571,28949
93,31942,4571,28949
94,25642,4571,28949
95,23345,4571,28949
96,17917,4571,28949
97,26998,4571,28949
98,22228,4571,28949
99,34707,4571,28949
100,24635,4571,28949
101,35846,4571,28949
102,26995,4571,28949
103,22869,4571,28949
104,19514,4571,28949
105,27218,4571,28949
106,19616,4571,28949
107,36196,4571,28949
108,23132,4571,28949
109,37895,4571,28949
110,23652,4571,28949
111,21044,4571,28949
112,18378,4571,28949
113,115650,4571,28949
114,59872,4571,28949
115,50641,4571,28949
116,42790,4571,28949
117,37887,4571,28949
118,32902,4571,28949
119,39044,4571,28949
120,28735,4571,28949
121,24953,4571,28949
122,22781,4571,28949
123,30111,4571,28949
124,25968,4571,28949
125,21979,4571,28949
126,19533,4571,28949
127,34640,4571,28949
128,21961,4571,28949
129,15572,4571,28949
130,95995,4571,28949
131,49548,4571,28949
132,38128,4571,28949
133,32693,4571,28949
134,27655,4571,28949
135,29881,4571,28949
136,24272,4571,28949
137,20232,4571,28949
138,17812,4571,28949
139,32798,4571,28949
140,22591,4571,28949
141,23492,4571,28949
142,20342,4571,28949
143,29554,4571,28949
144,22646,4571,28949
145,19358,4571,28949
146,16408,4571,28949
147,68056,4571,28949
148,36095,4571,28949
149,22977,4571,28949
150,20640,4571,28949
151,31779,4571,28949
152,24414,4571,28949
153,19494,4571,28949
154,61421,4571,28949
155,59117,4571,28949
156,31890,4571,28949
157,24651,4571,28949
158,20847,4571,28949
159,18228,4571,28949
160,27133,4571,28949
161,22661,4571,28949
162,21049,4571,28949
163,36600,4571,28949
164,115082,4571,28949
165,90717,4571,28949
166,80506,4571,28949
167,76089,4571,28949
168,71564,4571,28949
169,66116,4571,28949
170,59703,4571,28949
171,57818,4571,28949
172,53761,4571,28949
173,45095,4571,28949
174,41493,4571,28949
175,35965,4571,28949
176,31703,4571,28949
177,24551,4571,28949
178,35733,4571,28949
179,29474,4571,28949
180,24507,4571,28949
181,20676,4571,28949
182,17500,4571,28949
183,16678,4571,28949
184,20890,4571,28949
185,15775,4571,28949
186,52488,4571,28949
187,68744,4571,28949
188,24628,4571,28949
189,18475,4571,28949
190,16467,4571,28949
191,78923,4571,28949
192,43086,4571,28949
193,37021,4571,28949
194,31276,4571,28949
195,26818,4571,28949
196,29967,4571,28949
197,22686,4571,28949
