count_idx,delay_ns,clock_offset_ns,clock_sync_rtt_ns
51,4083430,1973500805,8460060
52,4086264,1973500805,8460060
53,4088115,1973500805,8460060
54,4089800,1973500805,8460060
55,4091320,1973500805,8460060
56,4092877,1973500805,8460060
57,4094258,1973500805,8460060
58,4095334,1973500805,8460060
59,4096275,1973500805,8460060
60,4097180,1973500805,8460060
61,4098741,1973500805,8460060
62,4098472,1973500805,8460060
63,4099750,1973500805,8460060
64,4083660,1973500805,8460060
65,4080478,1973500805,8460060
66,4072339,1973500805,8460060
67,4070057,1973500805,8460060
68,4064863,1973500805,8460060
69,4063181,1973500805,8460060
70,4060813,1973500805,8460060
71,4058121,1973500805,8460060
72,4056919,1973500805,8460060
73,4055212,1973500805,8460060
74,4053329,1973500805,8460060
75,4048931,1973500805,8460060
76,4046628,1973500805,8460060
77,4040239,1973500805,8460060
78,4037557,1973500805,8460060
79,4032049,1973500805,8460060
80,4029776,1973500805,8460060
81,4026994,1973500805,8460060
82,4023566,1973500805,8460060
83,4021950,1973500805,8460060
84,4019192,1973500805,8460060
85,4016481,1973500805,8460060
86,4013611,1973500805,8460060
87,4012277,1973500805,8460060
88,4010176,1973500805,8460060
89,4008936,1973500805,8460060
90,4006480,1973500805,8460060
91,3999004,1973500805,8460060
92,3995816,1973500805,8460060
93,3991207,1973500805,8460060
94,3970212,1973500805,8460060
95,3950494,1973500805,8460060
96,3945789,1973500805,8460060
97,3942730,1973500805,8460060
98,3940461,1973500805,8460060
99,3939273,1973500805,8460060
100,3937893,1973500805,8460060
101,3931682,1973500805,8460060
102,3929067,1973500805,8460060
103,3926663,1973500805,8460060
104,3923298,1973500805,8460060
105,3921416,1973500805,8460060
106,3919617,1973500805,8460060
107,3917679,1973500805,8460060
108,3914834,1973500805,8460060
109,3910478,1973500805,8460060
110,3906599,1973500805,8460060
111,3903831,1973500805,8460060
112,3894510,1973500805,8460060
113,3876731,1973500805,8460060
114,3869245,1973500805,8460060
115,3864914,1973500805,8460060
116,3861144,1973500805,8460060
117,3856861,1973500805,8460060
118,3850591,1973500805,8460060
119,3830403,1973500805,8460060
120,3824995,1973500805,8460060
121,3821071,1973500805,8460060
122,3816582,1973500805,8460060
123,3810561,1973500805,8460060
124,3779048,1973500805,8460060
125,3774406,1973500805,8460060
126,3771397,1973500805,8460060
127,3769360,1973500805,8460060
128,3764523,1973500805,8460060
129,3761976,1973500805,8460060
130,3746417,1973500805,8460060
131,3717065,1973500805,8460060
132,3710775,1973500805,8460060
133,3707965,1973500805,8460060
134,3704882,1973500805,8460060
135,3701130,1973500805,8460060
136,3697980,1973500805,8460060
137,3692525,1973500805,8460060
138,3689518,1973500805,8460060
139,3684639,1973500805,8460060
140,3681465,1973500805,8460060
141,3676976,1973500805,8460060
142,3673388,1973500805,8460060
143,3671024,1973500805,8460060
144,3667163,1973500805,8460060
145,3660556,1973500805,8460060
146,3656784,1973500805,8460060
147,3655434,1973500805,8460060
148,3650849,1973500805,8460060
149,3647523,1973500805,8460060
150,3643369,1973500805,8460060
151,3639698,1973500805,8460060
152,3636243,1973500805,8460060
153,3618432,1973500805,8460060
154,3597508,1973500805,8460060
155,3594484,1973500805,8460060
156,3586142,1973500805,8460060
157,3582187,1973500805,8460060
158,3578746,1973500805,8460060
159,3576166,1973500805,8460060
160,3570235,1973500805,8460060
161,3566891,1973500805,8460060
162,3564137,1973500805,8460060
163,3560999,1973500805,8460060
164,3557738,1973500805,8460060
165,3553269,1973500805,8460060
166,3546675,1973500805,8460060
167,3516859,1973500805,8460060
168,3511311,1973500805,8460060
169,3505843,1973500805,8460060
170,3502427,1973500805,8460060
171,3501489,1973500805,8460060
172,3496110,1973500805,8460060
173,3493656,1973500805,8460060
174,3501603,1973500805,8460060
175,3498032,1973500805,8460060
176,3493440,1973500805,8460060
177,3459482,1973500805,8460060
178,3454674,1973500805,8460060
179,3453830,1973500805,8460060
180,3452285,1973500805,8460060
181,3448969,1973500805,8460060
182,3446244,1973500805,8460060
183,3442979,1973500805,8460060
184,3440353,1973500805,8460060
185,3437030,1973500805,8460060
186,3430252,1973500805,8460060
187,3427554,1973500805,8460060
188,3424261,1973500805,8460060
189,3421951,1973500805,8460060
190,3413600,1973500805,8460060
191,3410345,1973500805,8460060
192,3407080,1973500805,8460060
193,3404738,1973500805,8460060
194,3399957,1973500805,8460060
195,4623725,1973500805,8460060
196,4622316,1973500805,8460060
197,4619068,1973500805,8460060
198,4614386,1973500805,8460060
199,4586421,1973500805,8460060
200,4581149,1973500805,8460060
201,4575236,1973500805,8460060
202,4572891,1973500805,8460060
203,4571599,1973500805,8460060
204,4567124,1973500805,8460060
205,4561274,1973500805,8460060
206,4558394,1973500805,8460060
207,4555297,1973500805,8460060
208,4551376,1973500805,8460060
209,4545261,1973500805,8460060
210,4542120,1973500805,8460060
211,4539284,1973500805,8460060
212,4536128,1973500805,8460060
213,4532664,1973500805,8460060
214,4529564,1973500805,8460060
215,4526431,1973500805,8460060
216,4522700,1973500805,8460060
217,4519781,1973500805,8460060
218,4516054,1973500805,8460060
219,4513743,1973500805,8460060
220,4510801,1973500805,8460060
221,4508008,1973500805,8460060
222,4505977,1973500805,8460060
223,4499741,1973500805,8460060
224,4496810,1973500805,8460060
225,4493426,1973500805,8460060
226,4490815,1973500805,8460060
227,4485925,1973500805,8460060
228,4482923,1973500805,8460060
229,4480137,1973500805,8460060
230,4477634,1973500805,8460060
231,4474254,1973500805,8460060
232,4471640,1973500805,8460060
233,4469452,1973500805,8460060
234,4466995,1973500805,8460060
235,4464734,1973500805,8460060
236,4459776,1973500805,8460060
237,14059966,1973500805,8460060
238,14023078,1973500805,8460060
239,14019366,1973500805,8460060
240,14017520,1973500805,8460060
241,14016256,1973500805,8460060
242,14013954,1973500805,8460060
243,14011507,1973500805,8460060
244,14009193,1973500805,8460060
245,14005900,1973500805,8460060
246,14000725,1973500805,8460060
247,13998747,1973500805,8460060
248,13996465,1973500805,8460060
249,13993516,1973500805,8460060
250,13991361,1973500805,8460060
251,13990659,1973500805,8460060
252,13988947,1973500805,8460060
253,13986343,1973500805,8460060
254,13997339,1973500805,8460060
255,13995067,1973500805,8460060
256,13992539,1973500805,8460060
257,13989228,1973500805,8460060
258,14001075,1973500805,8460060
259,14001464,1973500805,8460060
260,14001057,1973500805,8460060
261,14000599,1973500805,8460060
262,13999899,1973500805,8460060
263,13998689,1973500805,8460060
264,13997518,1973500805,8460060
265,13996047,1973500805,8460060
266,13994310,1973500805,8460060
267,13995201,1973500805,8460060
268,13994988,1973500805,8460060
269,13994533,1973500805,8460060
270,13990795,1973500805,8460060
271,13986637,1973500805,8460060
272,13986382,1973500805,8460060
273,13990831,1973500805,8460060
274,13989624,1973500805,8460060
275,13990172,1973500805,8460060
276,13988850,1973500805,8460060
277,13987845,1973500805,8460060
278,13986888,1973500805,8460060
279,13985591,1973500805,8460060
280,13985030,1973500805,8460060
281,13984007,1973500805,8460060
282,13983336,1973500805,8460060
283,13983864,1973500805,8460060
284,13983303,1973500805,8460060
285,13982672,1973500805,8460060
286,13981516,1973500805,8460060
287,13980383,1973500805,8460060
288,13979894,1973500805,8460060
289,13979507,1973500805,8460060
290,13978963,1973500805,8460060
291,13979214,1973500805,8460060
292,13977632,1973500805,8460060
293,13977513,1973500805,8460060
294,13975296,1973500805,8460060
295,13974933,1973500805,8460060
296,13974305,1973500805,8460060
297,13974020,1973500805,8460060
298,13973196,1973500805,8460060
299,13973222,1973500805,8460060
300,13972308,1973500805,8460060
301,13970986,1973500805,8460060
302,13969984,1973500805,8460060
303,13968848,1973500805,8460060
304,13968081,1973500805,8460060
305,13966340,1973500805,8460060
306,13966083,1973500805,8460060
307,13966863,1973500805,8460060
308,13980063,1973500805,8460060
309,13978739,1973500805,8460060
310,13978404,1973500805,8460060
311,13977825,1973500805,8460060
312,13977680,1973500805,8460060
313,13977054,1973500805,8460060
314,13988010,1973500805,8460060
315,13988469,1973500805,8460060
316,13988350,1973500805,8460060
317,13987437,1973500805,8460060
318,13991511,1973500805,8460060
319,13990793,1973500805,8460060
320,13990397,1973500805,8460060
321,13989400,1973500805,8460060
322,13988182,1973500805,8460060
323,13988160,1973500805,8460060
324,13987081,1973500805,8460060
325,13986295,1973500805,8460060
326,13985198,1973500805,8460060
327,13984569,1973500805,8460060
328,13982774,1973500805,8460060
329,13982593,1973500805,8460060
330,13982312,1973500805,8460060
331,13983049,1973500805,8460060
332,13985152,1973500805,8460060
333,13984696,1973500805,8460060
334,13984270,1973500805,8460060
335,13983185,1973500805,8460060
336,13982830,1973500805,8460060
337,13981808,1973500805,8460060
338,13980815,1973500805,8460060
339,13980848,1973500805,8460060
340,13979887,1973500805,8460060
341,13979000,1973500805,8460060
342,13977156,1973500805,8460060
343,13977047,1973500805,8460060
344,13973398,1973500805,8460060
345,13972752,1973500805,8460060
346,13972711,1973500805,8460060
347,13972897,1973500805,8460060
348,13972438,1973500805,8460060
349,13971445,1973500805,8460060
350,13970296,1973500805,8460060
351,13969821,1973500805,8460060
352,13969376,1973500805,8460060
353,13969077,1973500805,8460060
354,13968864,1973500805,8460060
355,13968869,1973500805,8460060
356,13967654,1973500805,8460060
357,13967581,1973500805,8460060
358,13967278,1973500805,8460060
359,13966710,1973500805,8460060
360,13965539,1973500805,8460060
361,13964718,1973500805,8460060
362,13964005,1973500805,8460060
363,13964791,1973500805,8460060
364,13964429,1973500805,8460060
365,13964185,1973500805,8460060
366,13963441,1973500805,8460060
367,13962939,1973500805,8460060
368,13962568,1973500805,8460060
369,13962243,1973500805,8460060
370,13961925,1973500805,8460060
371,13962488,1973500805,8460060
372,13962470,1973500805,8460060
373,13962112,1973500805,8460060
374,13961511,1973500805,8460060
375,13961101,1973500805,8460060
376,13960457,1973500805,8460060
377,13960039,1973500805,8460060
378,13959605,1973500805,8460060
379,13959311,1973500805,8460060
380,13958954,1973500805,8460060
381,13958618,1973500805,8460060
382,13958303,1973500805,8460060
383,13958158,1973500805,8460060
384,13957794,1973500805,8460060
385,13957366,1973500805,8460060
386,13956460,1973500805,8460060
387,13954949,1973500805,8460060
388,13955108,1973500805,8460060
389,13954993,1973500805,8460060
390,13954678,1973500805,8460060
391,13952030,1973500805,8460060
392,13950703,1973500805,8460060
393,13949305,1973500805,8460060
394,13945670,1973500805,8460060
395,13945360,1973500805,8460060
396,13945040,1973500805,8460060
397,13944099,1973500805,8460060
398,13943782,1973500805,8460060
399,13943789,1973500805,8460060
400,13943381,1973500805,8460060
401,13943323,1973500805,8460060
402,13942775,1973500805,8460060
403,13941920,1973500805,8460060
404,13941178,1973500805,8460060
405,13940103,1973500805,8460060
406,13939679,1973500805,8460060
407,13939335,1973500805,8460060
408,13938839,1973500805,8460060
409,13938427,1973500805,8460060
410,13937708,1973500805,8460060
411,13934648,1973500805,8460060
412,13934459,1973500805,8460060
413,13934160,1973500805,8460060
414,13933981,1973500805,8460060
415,13933383,1973500805,8460060
416,13933411,1973500805,8460060
417,13932981,1973500805,8460060
418,13932690,1973500805,8460060
419,13932345,1973500805,8460060
420,13932411,1973500805,8460060
421,13932244,1973500805,8460060
422,13932053,1973500805,8460060
423,13931648,1973500805,8460060
424,13931433,1973500805,8460060
425,13931167,1973500805,8460060
426,13930516,1973500805,8460060
427,13909696,1973500805,8460060
428,13896466,1973500805,8460060
429,13888874,1973500805,8460060
430,13887444,1973500805,8460060
431,13886602,1973500805,8460060
432,13876825,1973500805,8460060
433,13872178,1973500805,8460060
434,13869246,1973500805,8460060
435,13866143,1973500805,8460060
436,13863018,1973500805,8460060
437,13859967,1973500805,8460060
438,13857867,1973500805,8460060
439,13856020,1973500805,8460060
440,13853091,1973500805,8460060
441,13851762,1973500805,8460060
442,13849947,1973500805,8460060
443,13848104,1973500805,8460060
444,13845453,1973500805,8460060
445,13840970,1973500805,8460060
446,13838992,1973500805,8460060
447,13837857,1973500805,8460060
448,13836666,1973500805,8460060
449,13835475,1973500805,8460060
450,13834341,1973500805,8460060
451,13833105,1973500805,8460060
452,13831697,1973500805,8460060
453,13830524,1973500805,8460060
454,13826447,1973500805,8460060
455,13824494,1973500805,8460060
456,13822475,1973500805,8460060
457,13821325,1973500805,8460060
458,13819715,1973500805,8460060
459,13828710,1973500805,8460060
460,13827139,1973500805,8460060
461,13825797,1973500805,8460060
462,13824208,1973500805,8460060
463,13822624,1973500805,8460060
464,13820344,1973500805,8460060
465,13818842,1973500805,8460060
466,13817015,1973500805,8460060
467,13827724,1973500805,8460060
468,13808131,1973500805,8460060
469,13803994,1973500805,8460060
470,13805923,1973500805,8460060
471,13805042,1973500805,8460060
472,13803846,1973500805,8460060
473,13803092,1973500805,8460060
474,13802136,1973500805,8460060
475,13801043,1973500805,8460060
476,13799521,1973500805,8460060
477,13798723,1973500805,8460060
478,13797791,1973500805,8460060
479,13796941,1973500805,8460060
480,13797495,1973500805,8460060
481,13796415,1973500805,8460060
482,13800791,1973500805,8460060
483,13799573,1973500805,8460060
484,13798455,1973500805,8460060
485,13784739,1973500805,8460060
486,13783700,1973500805,8460060
487,13782819,1973500805,8460060
488,13781873,1973500805,8460060
489,13780802,1973500805,8460060
490,13779481,1973500805,8460060
491,13778731,1973500805,8460060
492,13777353,1973500805,8460060
493,13771553,1973500805,8460060
494,13770253,1973500805,8460060
495,13768843,1973500805,8460060
496,13767161,1973500805,8460060
497,13764723,1973500805,8460060
498,13757332,1973500805,8460060
