count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,95233,5342,2744
52,95598,7330,2891
53,96994,6495,2605
54,98395,7218,2731
55,98946,6143,2743
56,100775,6289,2585
57,102018,5937,2787
58,84704,5786,3415
59,82738,6447,2719
60,83260,5937,2712
61,82946,5741,2506
62,84465,5920,2735
63,76923,6813,2806
64,75441,6211,2711
65,76691,5665,2781
66,78985,6930,2662
67,79821,5493,2587
68,79443,5471,2563
69,80449,5430,2598
70,94045,5465,15106
71,94581,18620,3471
72,95635,6806,2864
73,97316,6036,2999
74,88742,6939,3001
75,87112,6117,3158
76,86926,6182,3061
77,86563,6226,2959
78,87841,6080,2748
79,78645,5790,2803
80,76672,5890,2922
81,77634,6033,2870
82,63267,6912,2910
83,60528,5920,2922
84,59272,5925,2929
85,59197,5966,2867
86,59977,6322,2631
87,48453,5462,2575
88,46290,5432,2773
89,45146,5604,2753
90,47096,6791,3165
91,48021,6134,2729
92,48979,5792,2594
93,36671,5246,2401
94,35213,5248,2618
95,36223,5515,2608
96,37166,5465,2675
97,37100,5467,3361
98,29178,7051,3122
99,27371,6090,3053
100,27189,5948,2904
101,31594,5794,6143
102,32491,9692,2952
103,31559,5911,2654
104,31995,5572,2859
105,33071,5739,2865
106,35397,6808,3040
107,23024,6215,3028
108,21994,6054,3040
109,23669,6070,3171
110,25673,6161,3123
111,25443,6131,3022
112,26825,6029,2977
113,28253,6005,2871
114,29744,6953,3046
115,29236,6111,3018
116,19988,6139,2976
117,18636,6028,2948
118,20224,6223,3026
119,21455,6079,3024
120,22697,6091,2977
121,23346,5964,3010
122,25855,7164,2979
123,27550,6144,3164
124,26739,6157,3047
125,25632,5926,2883
126,26407,5778,2713
127,24023,5580,3349
128,25380,6273,2806
129,16442,5672,2992
130,14860,7134,3124
131,15197,6145,2869
132,16793,5869,17170
133,14127,21033,3378
134,13757,6688,3058
135,20384,6073,8517
136,16603,12204,7579
137,14086,11038,3480
138,15874,7849,2997
139,16664,6049,2722
140,21028,5684,5881
141,15488,9103,6832
142,13452,10139,3147
143,15683,6017,5948
144,9111,9151,6527
145,10501,9825,6092
146,77356,71456,7019
147,77670,12643,2605
148,75824,4559,1196
149,74476,2760,1506
150,70594,2919,1204
151,68252,2518,1104
152,66037,2435,1120
153,64692,2439,1641
154,63669,3914,1184
155,60761,2470,2218
156,58263,3501,1191
157,56372,2521,1289
158,54454,2595,1164
159,50792,2482,1237
160,48366,2565,1127
161,45974,2404,1075
162,44928,3188,1179
163,31725,2459,1208
164,26694,2476,1295
165,23597,2610,1145
166,21304,2436,1402
167,16558,2716,1100
168,14364,2379,1628
169,11837,2903,1142
170,14863,3530,7052
171,12145,8381,1220
172,10917,2505,4087
173,22500,5405,27089
174,90842,31351,89598
175,70182,95197,2449
176,66691,4601,1385
177,65216,2935,1193
178,63474,3514,1132
179,61467,2432,1286
180,58875,2568,1132
181,56859,2423,1048
182,44922,2425,1331
183,40075,2638,1115
184,38413,2416,1255
185,35648,2563,1445
186,34618,3565,1314
187,32644,2643,1178
188,20019,2465,1251
189,15306,2547,1161
190,13323,2456,1319
191,10801,2609,1146
192,7556,2525,1266
193,8206,2567,3836
194,8194,6010,2843
195,105209,4148,111249
196,88722,117817,3449
197,85733,5909,1931
198,84528,3766,1343
199,82189,2724,1188
200,77777,2595,1134
201,66002,2522,1249
202,61973,3601,1177
203,58418,2583,1111
204,56320,2418,1324
205,54340,2643,1063
206,42433,2430,1075
207,37831,2349,1061
208,36289,2326,1065
209,34584,2372,1238
210,32160,3601,1138
211,30208,2429,1191
212,28298,2496,1135
213,15485,2426,1128
214,10173,2432,1344
215,14728,2611,8780
216,13429,10192,2362
217,20804,3856,19994
218,19896,25046,19788
219,20217,24124,21661
220,20080,25873,21175
221,19765,25459,21192
222,9369,25550,2198
223,7474,3806,2188
224,27208,3576,31922
225,18871,39141,2663
226,17017,5893,1495
227,15017,3054,1204
228,13687,2582,1203
229,10308,2520,1239
230,8601,2788,1215
231,7244,2498,1574
232,6044,2871,2039
233,5413,3350,2496
234,4057,4692,2593
235,6227,3925,5755
236,5348,7083,2390
237,3894,3735,2288
238,6139,3657,4571
239,5222,5925,2412
240,5015,3770,2260
241,4690,3569,2382
242,5553,4606,2032
243,5424,3352,2231
244,5108,3586,2356
245,4970,3744,2317
246,5004,3620,2352
247,4932,3690,2348
248,5004,3659,2371
249,5154,3793,2362
250,5700,4563,2027
251,5370,3368,2285
252,5408,3621,2555
253,5105,3884,2311
254,4731,3620,2269
255,4313,3570,2263
256,4400,3575,2242
257,24315,3561,33849
258,16180,40099,2334
259,13041,4481,1286
260,10635,2717,1351
261,7762,2709,2431
262,6376,3834,2462
263,3985,3814,2505
264,19690,3874,19026
265,9754,23109,3234
266,7182,6173,2493
267,5061,3930,2240
268,5154,3708,4323
269,8709,5734,7313
270,5740,9515,2641
271,4262,4071,2475
272,45182,3890,43096
273,36602,50905,2963
274,35613,6181,1480
275,33964,3218,1489
276,32570,3117,1207
277,30759,2585,1165
278,28949,2550,1174
279,27337,2542,1142
280,26214,2486,1458
281,24534,2851,1263
282,23615,3404,1296
283,21825,2684,1115
284,19887,2449,1272
285,15824,2634,1181
286,13594,2491,1259
287,11904,2657,1349
288,10977,2964,1460
289,17803,4560,10395
290,14780,12977,2266
291,13754,3880,1475
292,9082,3069,1511
293,8287,3064,1487
294,7658,3249,1598
295,9485,3176,4264
296,8069,5901,1499
297,7233,3074,1566
298,7533,4190,1579
299,7228,3179,1980
300,8849,3533,4049
301,7881,5684,1498
302,7273,3068,1739
303,8383,3296,3369
304,7353,5028,1583
305,8424,3182,3324
306,8392,5859,1503
307,7837,3090,1556
308,6656,3319,1463
309,8475,3149,3928
310,7818,5829,1463
311,7112,3083,1521
312,8359,3109,3565
313,8366,5233,2306
314,8201,4840,3247
315,8336,4869,3395
316,8038,5068,2489
317,24309,4087,26146
318,14078,31541,3128
319,13208,6566,1985
320,12655,3831,1518
321,11412,3114,1418
322,11807,4124,1452
323,11089,3037,1724
324,10209,3330,1419
325,9085,3049,1440
326,11158,3368,4341
327,22283,5962,21564
328,10174,26464,4153
329,7567,6768,2724
330,6579,5588,2868
331,7292,4565,5741
332,10282,7421,8549
333,6783,11340,2893
334,5588,4590,2928
335,5856,4584,4909
336,6057,6591,4977
337,9906,6681,8184
338,6725,11287,2935
339,5370,4589,2927
340,10069,4584,8122
341,5853,10740,2870
342,9958,4779,9748
343,6356,12339,2989
344,5706,4620,2906
345,4589,4652,2897
346,22555,4547,21134
347,12074,26164,4588
348,8622,7004,1615
349,7421,3348,2325
350,7027,4220,2950
351,5461,4626,2844
352,7294,4492,5806
353,5331,7512,2794
354,4532,4490,2675
355,21502,4348,19814
356,11279,24651,4385
357,8234,6795,1686
358,7407,3423,2369
359,6446,3991,2993
360,4792,4633,3092
361,6147,4794,5432
362,6229,7072,2811
363,6345,4456,2933
364,6179,4581,2819
365,5985,4453,2642
366,5853,4446,2936
367,6320,4589,2868
368,6208,4463,2819
369,6161,4463,2738
370,6109,4418,2780
371,9526,4439,7622
372,8778,10376,3519
373,7320,5242,1582
374,7267,3516,1588
375,8204,3200,3674
376,7514,5355,1555
377,6964,3182,1659
378,6734,3287,2300
379,7296,3914,2951
380,5636,4612,2762
381,5965,4425,2841
382,6126,4459,2797
383,6157,4435,2774
384,6092,4433,2798
385,6244,4442,2830
386,6116,4469,2784
387,6358,4431,3038
388,6424,4685,2797
389,6162,4419,2803
390,6014,4435,2744
391,6021,4369,2763
392,5906,4414,2713
393,6117,4345,2760
394,6222,4433,2789
395,6098,4409,2746
396,5789,4393,2713
397,6089,4374,2799
398,5894,4441,2695
399,9462,4416,7591
400,8803,10262,3688
401,7293,5398,1559
402,6938,3271,1591
403,8239,3222,3662
404,7587,5400,1537
405,7031,3181,1617
406,8106,3233,3507
407,7332,5140,1612
408,8481,3216,3346
409,7668,5023,1559
410,7222,3209,1714
411,8364,3314,3789
412,7737,5476,1566
413,6863,3295,1663
414,8149,3296,3688
415,7417,5340,1461
416,7031,3105,1843
417,8342,3449,3709
418,7601,5374,1504
419,8598,3101,3253
420,7329,4902,1458
421,8447,3056,3236
422,7702,5192,1528
423,7393,3190,1647
424,8303,3256,3608
425,10339,5285,4282
426,9872,5926,1655
427,7352,3301,2323
428,6476,3948,2950
