count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,52708,15133,55693
2,3765,1934,4407
3,3042,1677,3478
4,2254,3407,2615
5,2257,2371,2636
6,2348,2148,2692
7,2240,2271,2575
8,4420,2546,5237
9,2517,4082,2858
10,11903,11928,13308
11,11992,12036,13386
12,11931,11672,13342
13,11865,12599,13279
14,11733,2777,13132
15,2556,2438,2997
16,12112,2888,13507
17,2262,1508,2821
18,1685,1520,2062
19,1467,1478,1858
20,1421,1464,1769
21,1866,1582,2225
22,1560,1425,1909
23,1492,1773,1875
24,1353,1568,1721
25,3968,1893,4381
26,2586,1616,2967
27,1665,784,2024
28,3422,572,3780
29,1580,747,1950
30,1640,765,2010
31,2540,1002,2889
32,3383,741,4192
33,1528,664,1919
34,1991,696,2434
35,1426,680,1780
36,2014,528,2367
37,2515,593,2871
38,3248,853,4056
39,1559,1000,1915
40,1958,591,2321
41,2391,4367,2750
42,10527,2390,11937
43,1740,1888,2201
44,1379,1507,1750
45,1565,1943,1921
46,1626,1557,1985
47,1513,1532,1877
48,2395,1510,2755
49,1579,1800,1935
50,2437,1785,2776
51,2135,1819,2511
52,1659,1610,2022
53,2418,3576,2770
54,2276,1578,2644
55,2235,1541,2577
56,1709,1520,2107
57,1996,1805,2382
58,2586,6952,2958
59,11205,2533,12614
60,1837,1715,2403
61,1547,1558,1954
62,2167,1639,2530
63,1678,1653,2050
64,1692,1617,2068
65,1686,1775,2041
66,1619,1708,1990
67,1707,1548,2091
68,1448,1648,1802
69,2105,1733,2475
70,1849,1856,2211
71,3849,1982,4195
72,2112,1652,2523
73,2078,1713,2423
74,2277,1846,2635
75,3524,2042,4319
76,2379,1535,2731
77,1752,1675,2112
78,2304,1953,2641
79,3225,7498,4023
80,10861,2352,12260
81,1755,1963,2488
82,1598,1656,2130
83,1626,1829,2008
84,1770,1585,2163
85,1726,1616,2079
86,1848,1536,2208
87,1917,1798,2271
88,2739,1918,3087
89,2222,1579,2597
90,2286,1663,2640
91,2156,1854,2541
92,3351,1901,4149
93,2286,1709,2621
94,1987,1734,2342
95,2049,1715,2416
96,2292,1548,2641
97,2014,1606,2371
98,1994,1789,2352
99,2351,1679,2704
100,1887,2765,2268
101,1917,1622,2283
102,2121,1517,2482
103,3451,2001,4273
104,2462,1582,2822
105,1998,1733,2378
106,11175,3673,12577
107,2239,1786,2984
108,1647,1891,2043
109,1527,1440,1901
110,1716,1567,2074
111,1710,1574,2081
112,2517,1672,2860
113,2108,1647,2461
114,2399,1458,2760
115,2202,1827,2600
116,2563,1525,2916
117,2293,1695,2633
118,2098,1776,2468
119,3324,1712,4125
120,1629,2982,2008
121,2450,1709,2794
122,2016,1663,2393
123,2292,1706,2634
124,1829,1793,2209
125,3335,1843,4137
126,2229,1709,2571
127,2100,1804,2539
128,11249,4242,12668
129,2119,2037,2629
130,1855,1632,2299
131,1785,1804,2166
132,2016,1608,2379
133,2164,1683,2533
134,2081,1753,2435
135,3216,2984,4030
136,1885,1455,2260
137,2751,1765,3146
138,2167,1655,2512
139,2140,1561,2517
140,2167,1616,2520
141,2302,1593,2657
142,2294,1654,2683
143,2088,1600,2456
144,1864,1719,2250
145,2064,2117,2429
146,1867,1455,2237
147,2151,1485,2513
148,2009,1613,2363
149,1796,1784,2163
150,12062,2199,13521
151,2060,2222,2606
152,1469,1577,1817
153,1797,1867,2185
154,2579,1808,2947
155,2070,1694,2451
156,2432,1714,2832
157,2355,1784,2729
158,1861,1678,2216
159,2128,1638,2462
160,2395,1680,2768
161,2018,1597,2368
162,2373,1692,2723
163,1840,1808,2216
164,2197,1827,2551
165,11038,2684,12467
166,2202,1750,2797
167,2650,2599,3027
168,10960,2616,12369
169,2674,1756,3383
170,1491,1644,1907
171,1571,1542,1951
172,2287,1582,2654
173,1984,1948,2385
174,1856,1556,2227
175,2107,1447,2461
176,2281,1809,2634
177,1981,1446,2341
178,2282,1552,2636
179,2033,1750,2389
180,1682,1780,2039
181,2039,1590,2395
182,2225,1405,2572
183,2203,1576,2550
184,2058,1500,2423
185,2245,1581,2584
186,2294,1634,2685
187,1883,1381,2254
188,2122,1436,2474
189,2310,1562,2652
190,1856,1533,2211
191,1955,1721,2318
192,2594,1454,2936
193,1859,1837,2224
194,2025,1808,2381
195,1984,1705,2332
196,2147,1815,2510
197,1948,1940,2308
198,2073,6938,2435
199,11591,2453,13020
200,2355,13766,3063
201,11709,2147,13125
202,1736,1457,2529
203,1520,1509,1935
204,1468,2649,1871
205,1889,2848,2265
206,1631,1626,1999
207,1848,10751,2254
208,1947,2323,2892
209,1632,2138,2113
210,1632,2139,2016
211,1857,2027,2226
212,1817,2740,2219
213,1633,1594,1998
214,2009,11177,2350
215,2387,2212,3296
216,1700,2355,2106
217,1706,2503,2042
218,751,2268,1104
219,528,2206,863
220,517,2564,853
221,486,2200,810
222,508,2166,860
223,484,1836,829
224,4389,11473,4895
225,2086,1750,2999
226,1504,1412,1900
227,1501,1325,1839
228,1622,1543,1956
229,1874,1593,2231
230,1779,1746,2119
231,1545,1531,1880
232,1636,1330,2020
233,1771,1475,2106
234,1322,1699,1659
235,1713,1498,2049
