count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,58132,15416,2732
52,54387,6841,1806
53,49382,4584,1754
54,42570,4545,1763
55,36649,4453,1620
56,30852,3953,1582
57,31281,3674,13516
58,18618,16026,15060
59,15162,18149,10015
60,13661,13176,9404
61,8902,12412,3532
62,52451,6688,46405
63,42456,64084,7560
64,35873,12443,3171
65,30207,6483,2338
66,34529,7388,9608
67,117524,11714,214008
68,82749,228858,7466
69,57981,14262,2489
70,46374,4747,1631
71,39735,3554,2104
72,33840,3921,1733
73,25351,3544,1588
74,31070,5068,14332
75,18288,16205,15479
76,14416,18541,10162
77,63464,13070,56529
78,37084,68721,6180
79,33938,10996,3242
80,32465,7017,2931
81,33060,6398,2971
82,34023,7685,2639
83,33572,6172,2653
84,33504,6123,2625
85,94360,6276,62837
86,305516,68352,210051
87,67024,222422,5238
88,59674,9740,2639
89,58100,5572,2538
90,56309,6693,2685
91,51603,5619,2448
92,46903,5271,2292
93,42556,5141,2208
94,99746,4957,63485
95,117513,70924,23103
96,70503,29489,85225
97,47044,97719,4938
98,38708,10136,2772
99,30879,5042,1784
100,25212,3954,2337
101,21100,5533,2993
102,29843,5759,19448
103,21840,22676,2672
104,18317,6303,6265
105,12934,9268,5252
106,24994,9658,22504
107,17319,26343,2934
108,12097,5680,3077
109,14048,6058,6320
110,12879,9463,2593
111,12032,5232,2592
112,11581,5786,2653
113,12351,5603,4411
114,14652,9708,5144
115,57297,8092,55035
116,20873,66273,5276
117,14468,9452,2888
118,11917,6012,2671
119,10885,5907,2854
120,10984,6164,2779
121,17537,5745,9885
122,18631,14170,2849
123,17561,5546,2696
124,15102,5688,5059
125,49278,7749,110137
126,42010,124287,12656
127,41359,17625,5651
128,64831,8902,64306
129,21996,75428,4961
130,16229,10441,2264
131,13434,4457,4293
132,21743,6335,15530
133,13316,19536,5150
134,9798,8453,4571
135,48673,7438,48790
136,20364,58065,7447
137,16064,12479,5507
138,9862,9234,3611
139,59238,5318,56492
140,27552,66204,4136
141,20596,7185,5895
142,14076,7932,2871
143,11939,4790,7415
144,58763,9178,57496
145,31487,69106,7376
146,19906,12208,13898
147,41223,18692,48242
148,20583,54999,4701
149,13477,8178,4472
150,13875,6633,9784
151,43086,12942,101779
152,23677,110454,4729
153,21072,9214,8059
154,18174,12788,2784
155,15170,5821,5045
156,10399,7108,3586
157,53333,5401,52091
158,26873,61561,3973
159,17727,6816,2061
160,13031,4137,4304
161,8304,6222,3385
162,63371,6778,59507
163,18445,69091,5669
164,10508,8191,3621
165,53549,5618,50495
166,22734,59934,4153
167,15680,7639,3602
168,16144,5625,10447
169,8839,13549,3590
170,59400,6514,55591
171,33234,67411,5811
172,27885,12412,3038
