count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,97786,29707,102048
2,8096,5430,9497
3,4602,4608,5576
4,4491,4766,5300
5,4443,4558,5261
6,4401,4465,5246
7,4488,4477,5348
8,4540,4427,5387
9,4766,4490,5653
10,3046,4832,3861
11,3298,5060,4051
12,6576,5012,7398
13,7659,5152,8464
14,4671,5278,5493
15,4376,4432,5188
16,4617,4396,5410
17,4027,4020,4779
18,3554,3410,4351
19,3850,3377,4607
20,3728,3999,4485
21,4566,4095,5391
22,3498,3060,4282
23,3410,3616,4239
24,3882,4696,4697
25,4990,4126,5794
26,4164,4029,4956
27,1864,1383,2648
28,1167,1193,1878
29,12363,11837,13161
30,9794,7651,10636
31,5131,5097,5906
32,6546,5203,7360
33,8763,5068,10540
34,3450,5498,4242
35,6037,8305,6833
36,24956,25999,27906
37,26122,25355,29058
38,4374,5062,6462
39,4232,4372,5257
40,2986,3928,3829
41,3738,3754,4548
42,4010,3628,5047
43,8285,4295,9135
44,26091,25655,29118
45,30156,6704,33121
46,3641,3599,4890
47,2964,3821,3722
48,3287,3859,4107
49,3753,7656,4524
50,3480,4629,4230
51,3057,5497,3826
52,6210,4210,7013
53,3609,5401,4438
54,3773,4066,4608
55,4603,8954,5413
56,4110,3632,4904
57,3485,4213,4322
58,4490,40821,5289
59,5043,4539,7195
60,4315,3654,5406
61,4284,4233,5149
62,4153,3555,5038
63,9735,4977,10639
64,6304,4061,7197
65,6800,4606,7644
66,8995,4702,9878
67,7442,7771,8291
68,5270,7899,6157
69,4802,6461,5714
70,28026,24639,31126
71,4788,3946,6928
72,3285,3198,4142
73,3044,3167,3879
74,3577,3429,4508
75,3054,3231,3887
76,2961,3100,3835
77,3212,3042,4124
78,3495,3547,4417
79,2984,3149,3843
80,3097,3365,3937
81,3236,67807,4076
82,7529,5781,9862
83,5278,4792,6836
84,4400,4108,5199
85,4259,4458,5072
86,7321,4732,8417
87,5421,7771,6302
88,7981,6196,8779
89,6765,8154,7641
90,6129,4986,6953
91,4258,7880,5108
92,7986,3646,8860
93,8398,6539,10289
94,5248,4885,6108
95,27424,24904,30709
96,5060,3993,7256
97,3528,3451,4820
98,3079,3126,3940
99,3899,3883,4790
100,3164,3061,3983
101,3221,3181,4020
102,3641,3147,4470
103,4405,3662,5281
104,3408,3126,4230
105,3010,3287,3790
106,3025,3214,3863
107,3959,5618,4763
108,5168,5199,5970
109,5002,4980,5801
110,4182,4381,4967
111,5375,5134,6225
112,5524,4213,6354
113,5400,3957,6267
114,4072,3880,4865
115,1610,1528,2392
116,1185,1296,1947
117,1236,1282,2024
118,19358,1308,20177
119,4673,1266,5490
120,3943,1452,4754
121,4764,13428,5563
122,4949,4919,5762
123,7859,4683,9757
124,8052,4901,9978
125,4577,7363,5469
126,5961,8326,6826
127,27680,27001,30984
128,5624,4734,7791
129,5358,4061,6401
130,6595,4040,7575
131,6636,4998,7527
132,28267,25485,31598
133,5493,4288,7763
134,4970,4119,5898
135,5068,3289,6104
136,5354,3963,6189
137,5765,3914,6572
138,4719,4211,5571
139,26990,5299,30371
140,6297,3839,7560
141,5921,4349,6883
142,6346,3661,7239
143,4755,3940,5593
144,5740,3516,6623
145,5094,5478,5950
146,27381,5788,30719
147,4179,3729,5439
148,3231,14558,4093
149,3987,5790,4890
150,3686,5474,4535
151,4597,8024,5544
152,4696,8539,5648
153,7454,5134,8378
154,4984,5285,5841
155,5789,6724,6619
156,5466,4644,6315
157,5735,4995,6531
158,4444,8219,5293
159,25786,26520,29114
160,5159,4443,7196
161,4407,3609,5519
162,3184,3838,4033
163,4348,4311,5208
164,3288,7308,4170
165,4375,26685,5263
166,26223,26208,29545
167,4881,3831,6998
168,3184,3374,4164
169,3024,3654,3884
170,3436,4340,4320
171,3366,3531,4245
172,3148,3798,4090
173,3130,4310,3978
174,4423,3997,5294
175,4013,3591,4890
176,4163,3708,5101
177,3302,3494,4188
178,3343,4564,4183
179,4476,5863,5330
180,4698,7865,5535
181,4160,3737,5036
182,5546,4521,6433
183,4739,6923,5642
184,4476,27464,5330
185,13836,5847,16042
186,26746,24452,30088
187,5021,3928,7523
188,3701,3169,4740
189,3145,3147,3993
190,3480,3438,4362
191,2970,3081,3845
192,3015,3154,3898
193,2905,3024,3782
194,3490,3515,4340
195,3042,3093,3948
196,2988,3320,3827
197,3188,3170,4015
198,3030,4874,3876
199,4062,4424,5016
200,4162,6125,4991
201,3229,3243,4029
202,4552,4995,5324
203,5311,4779,6118
204,3983,5169,4794
205,4652,4538,5438
206,3993,3384,4774
207,1427,1410,2273
208,1174,1132,1974
209,1147,1115,1901
210,1129,1142,1869
211,1144,1147,1938
212,1120,1130,1884
213,1126,1146,1883
214,1035,1221,1781
215,993,1198,1733
216,1014,1218,1753
217,1002,1244,1774
218,991,1257,1732
219,1015,1316,1758
220,1089,22158,1864
221,4810,4059,5642
222,3931,3868,4784
223,3946,4234,4794
224,4087,3954,5006
225,3886,3787,4734
226,3637,3986,4472
227,3745,4893,4601
228,5088,3810,5930
229,4335,3986,5246
230,4391,4871,5263
231,4414,10217,5262
232,6387,7926,7255
233,5401,3687,6335
234,4491,4538,5463
235,3848,7268,4806
236,4927,8021,5780
237,26448,39406,29768
238,5013,4291,7166
239,4259,3617,5206
240,3235,3689,4150
241,3739,4043,4584
242,3333,6806,4239
243,3742,8156,4535
244,4162,5149,5086
245,3642,5114,4487
246,4076,3945,4879
247,4348,5008,5174
248,3334,4732,4138
249,3219,4918,4074
250,4460,4553,5305
251,4716,26924,5591
252,5801,4216,7795
253,4912,4714,5730
254,4675,4025,5475
255,3610,6398,4403
256,15319,26321,16320
257,28845,8124,32240
258,3956,4866,5063
259,4344,3218,5174
260,3592,4218,4465
261,4721,4964,5566
262,8021,7944,8946
263,5657,5363,6500
264,5982,6875,6887
265,5454,7170,6336
266,6897,6894,7765
267,9080,28085,11074
268,27872,28482,31312
269,4885,4194,7184
270,3497,3675,4530
271,3196,3759,4056
272,3729,4418,4546
273,3169,3645,4015
274,3193,3205,4020
275,3424,4226,4280
276,4061,4610,4961
277,4233,3843,5102
278,4176,4062,5021
279,3555,4365,4416
280,3283,20274,4183
281,5163,28088,6036
282,5899,4574,8067
283,4067,3789,5134
284,4386,4299,5381
285,3948,7447,4841
286,15687,4344,16524
287,4112,4616,5024
288,7422,4269,8348
289,8636,7756,10641
290,5966,6022,6903
291,5487,5633,6430
292,6047,8737,6950
293,5818,6113,6686
294,6968,5648,7874
295,5196,5474,6045
296,6412,7884,7333
297,5105,5636,5993
298,6746,4496,7702
299,5123,5648,5970
300,5029,6504,5906
301,5420,4759,6292
302,8682,27639,10636
303,28557,9973,31983
304,4987,6847,6453
305,4369,5304,5592
306,6562,5100,7501
307,5734,6326,6644
308,5400,4614,6274
309,6309,27772,7210
310,26778,27878,30269
311,5001,4018,7328
312,3374,3482,4272
313,3199,3767,4100
314,4524,3940,5523
315,3263,3688,4123
316,3287,4399,4131
317,3648,4711,4509
318,4082,4438,4976
319,4490,4320,5332
320,3785,4322,4637
321,3415,3361,4286
322,3260,3642,4205
323,3813,4529,4637
324,3763,3841,4670
325,3440,4317,4322
326,4999,13110,5848
327,3930,5004,4778
328,4187,3470,5069
329,4510,4734,5353
330,3845,7293,4660
331,4850,27679,5676
332,2691,5552,4758
333,1349,4109,2349
334,1201,3729,2037
335,1175,3669,1972
336,1137,4165,1935
337,1362,4389,2155
338,14544,57472,15338
339,26883,5393,30139
340,4289,5443,5901
341,4204,5636,4995
342,3256,12167,4078
343,7816,4815,8822
344,5159,11194,5985
345,4759,6139,5617
346,4993,6649,5785
347,3918,5686,4728
348,7713,25518,9531
349,27148,25113,30238
350,4626,3715,6700
351,3157,3177,4199
352,2999,3326,3757
353,3798,3330,4615
354,2917,3203,3672
355,2960,3510,3728
356,3460,3069,4226
357,3647,19935,4418
358,5721,5678,8174
359,3782,4618,5419
360,3711,4445,4526
361,4671,25510,5445
362,5870,6028,7946
363,3386,3613,4250
364,10415,4477,11233
365,5785,25607,6670
366,24904,5019,28073
367,3824,4383,4896
368,4168,2874,5023
369,3580,3809,4387
370,6249,4303,7107
371,25535,24032,28716
372,4544,3900,6448
373,3414,2860,4312
374,2790,2919,3582
375,3371,3702,4170
376,3331,3382,4133
377,3477,3562,4279
378,4159,3444,5018
379,7448,3599,8255
380,4079,3216,4815
381,4790,3477,5550
382,6893,3401,7653
383,2997,3306,3715
384,3424,3361,4235
385,6136,4043,6889
386,23771,5367,26690
387,5341,3663,6377
388,4905,3971,5765
389,3959,8569,4713
390,23225,22371,26054
391,4358,4659,6317
392,3468,5130,4354
393,3767,3668,4517
394,3480,4281,4237
395,3658,4740,4400
396,4688,4172,5414
397,4560,23543,5271
398,22818,22847,25700
399,4070,6529,5810
400,2671,3061,3437
401,2477,2689,3146
402,3291,3177,3960
403,2508,2888,3209
404,2543,3546,3224
405,2820,3066,3512
406,3342,3115,4104
407,3008,3213,3759
408,2787,6634,3481
409,3984,21701,4674
410,5083,4808,7090
411,4395,6884,6175
412,3987,4784,5159
413,3597,3330,4371
414,11667,21899,12421
415,22259,21881,24950
416,4281,4594,6065
417,6480,3987,8086
418,3610,4089,4409
419,3942,5010,4647
420,4122,7001,4947
421,21921,21434,24643
422,3952,5262,5644
423,3045,4041,3802
424,2720,3407,3420
425,3381,4310,4054
426,3258,4491,4069
427,4350,22400,5037
428,21115,21409,23815
429,3717,4966,5355
430,2753,3314,3582
431,2834,4455,3715
432,3567,3989,4290
433,2877,2948,3615
434,2738,3231,3406
435,2778,2818,3463
436,3860,5391,4581
437,3455,2846,4146
438,2689,3261,3350
439,2814,5159,3491
440,3579,22551,4243
441,5649,4327,7336
442,3321,5291,4016
443,3398,3665,4064
444,2696,4108,3315
445,10192,18810,10776
446,19918,19576,22293
447,4008,3722,5547
448,19707,19189,22146
449,19124,19213,21505
450,3515,4135,5181
451,3099,2527,3784
452,2441,2947,3095
453,3044,4480,3640
454,3452,3552,4068
455,4247,3621,4890
456,5805,18860,7175
457,19157,19119,21571
458,3499,3792,5018
459,2482,2512,3154
460,2514,3937,3098
461,2943,3374,3539
462,2325,3511,2932
463,2432,3110,3008
464,2358,6092,2944
465,2739,3956,3353
466,2552,3856,3184
467,3051,3455,3664
468,3038,3694,3617
469,4366,2771,4917
470,2688,3300,3251
471,2664,3123,3230
472,2618,3557,3184
473,3159,3952,3718
474,2922,4002,3486
475,3203,4946,3776
476,2799,3755,3423
477,2767,4108,3373
478,3066,18713,3647
479,9114,3715,10587
480,5698,18735,7061
481,18747,18711,21082
482,19117,18376,21410
483,17430,17932,19717
484,3328,4404,4876
485,2383,2265,2967
486,2442,4000,3034
487,2922,3405,3480
488,2385,3879,2941
489,2317,3651,2905
490,2733,3319,3379
491,2531,3518,3099
492,2645,3740,3219
493,3173,17733,3743
494,3713,3906,5247
495,2773,2698,3520
496,3214,3095,3820
497,3031,4066,3661
498,3033,3640,3605
499,2961,3548,3563
500,2923,2907,3525
501,10462,17923,11076
502,18716,18031,21019
503,3721,3784,5213
504,5394,3592,6722
505,4393,18451,5067
506,18465,17924,20788
507,18672,18471,20992
508,18367,17974,20666
509,18821,18229,21128
510,21550,15962,23548
511,16205,15878,18201
512,16362,49727,18377
513,16109,16393,18120
514,16365,16491,18406
515,15854,16277,17864
516,16494,16207,18496
517,16397,18241,18374
518,2867,3891,4180
519,2184,2157,2818
520,1975,1952,2464
521,2447,4483,2940
522,1996,2121,2536
523,1971,2334,2461
524,1904,2527,2390
525,2386,2469,2879
526,2116,2273,2626
527,2038,4733,2534
528,2100,2154,2596
529,2175,3631,2695
530,2732,3616,3218
531,2521,3184,3027
532,2419,2407,2910
533,2099,2383,2592
534,2349,3709,2833
535,2549,2716,3068
536,2851,5141,3337
537,3089,3095,3622
538,2555,2450,3075
539,2360,2233,2884
540,923,2273,1407
541,705,2634,1206
542,699,2648,1173
543,709,2735,1200
544,750,2342,1268
545,724,4741,1198
546,793,2347,1264
547,712,2433,1178
548,710,3121,1168
549,717,3472,1216
550,8915,15284,9456
551,3319,2427,4634
552,2276,2512,2899
553,2383,2225,2881
554,6582,2295,7052
555,3118,2218,3612
556,4771,2006,5209
557,2452,2438,2889
558,2705,2334,3156
559,2102,2708,2558
560,3129,2807,3608
561,2429,2902,2887
562,2891,2087,3352
563,2581,2614,3068
564,2129,2975,2568
565,4292,3312,5320
566,2256,1910,2726
567,2221,1923,2703
568,2963,1966,3464
569,2618,2029,3103
570,2531,2164,3020
571,2940,2247,3403
572,2606,2278,3102
573,2519,2201,3007
574,3199,1893,3636
575,2542,2506,3019
576,15706,13623,17501
577,2644,2195,3833
578,2075,3930,2645
579,1729,1631,2227
580,2087,2360,2568
581,1845,2002,2338
582,1926,1812,2383
583,1890,2007,2375
584,2247,2288,2708
585,1940,3799,2425
586,2073,3825,2565
587,2147,4532,2610
588,2149,1848,2630
589,2573,2308,3038
590,2000,2715,2460
591,2085,2353,2558
592,1922,2467,2378
593,1999,2815,2464
594,1739,3200,2199
595,2109,2501,2535
596,1742,3050,2191
597,2066,2551,2497
598,17744,14672,19696
599,2810,2735,3959
600,768,2111,1312
601,656,1991,1089
602,580,1961,1041
