count_idx,delay_ns,loop_gap_ns
618,15947,8063
619,42408,7941
620,21384,40235
621,17121,6594
622,57957,5276
623,30871,54381
624,20387,6662
625,15053,3656
626,35158,5477
627,62947,33169
628,42912,60935
629,20424,13021
630,16236,4059
631,13360,3231
632,11987,3564
633,10391,4881
634,15881,5345
635,13264,14475
636,9833,5186
637,217628,6981
638,45349,222124
639,22008,12601
640,15922,9320
641,12365,7611
642,20410,7514
643,22572,18291
644,73145,15427
645,47240,79070
646,28864,9094
647,54619,9625
648,54874,41541
649,65349,42755
650,40571,59216
651,33610,9926
652,30271,5356
653,33121,11938
654,34814,5153
655,29710,11032
656,50294,7058
657,109270,54619
658,58607,116522
659,54903,8556
660,50375,10904
661,26130,8086
662,22542,15510
663,18551,9920
664,16244,6551
665,12304,6403
666,17236,6455
667,59945,14323
668,42979,61263
669,22513,9099
670,22265,14227
671,18643,5745
672,16607,7219
673,13218,8005
674,16380,7519
675,12836,13449
676,41053,7583
677,52932,40373
678,25874,45143
679,20983,10578
680,20221,8598
681,17662,8224
682,16019,7030
683,12649,7639
684,14506,7475
685,14602,10996
686,59959,10471
687,166964,58698
688,68753,123066
689,48509,11064
690,42072,6789
691,38331,5488
692,34703,5139
693,29876,4980
694,26558,5038
695,27500,10159
696,52714,3380
697,72427,54297
698,69510,12311
699,31140,79119
700,25445,7087
701,22161,3668
702,20289,3194
703,21446,6964
704,18282,3232
705,15800,3051
706,36351,3358
707,40696,28952
708,55730,13189
709,26947,55873
710,19634,5849
711,20486,12588
712,18633,5876
713,17029,4561
714,17027,4706
715,15932,6546
716,37335,7561
717,47646,35176
718,42865,38986
719,42361,34258
720,43285,34007
721,46969,35301
722,22704,39131
723,18012,7150
724,16539,5706
725,15655,4664
726,14956,5257
727,17847,4961
728,19628,12429
729,11291,5956
730,204319,4711
731,88080,206772
732,72555,77189
733,36166,97941
734,28641,9780
735,25784,6048
736,28035,10546
737,23996,5671
738,19852,5523
739,20542,5189
740,19030,10206
741,22034,7822
742,20744,17869
743,19051,13186
744,17353,17864
745,14683,8429
746,13084,7820
747,59905,7547
748,46197,62400
749,20975,8676
750,18180,5150
751,16798,4835
752,24777,4856
753,23604,13444
754,22242,5156
755,21309,4692
756,51401,4605
757,66388,39423
758,65815,17119
759,34511,72045
760,26503,9275
761,22626,9815
762,20732,5558
763,17526,8882
764,33476,25679
765,91886,12001
766,53575,134040
767,19035,44765
768,12822,7482
769,14248,8128
770,13394,3620
771,12211,5295
772,11015,4568
773,9666,4598
774,10928,7429
775,128865,7159
776,40197,131070
777,25516,13898
778,21882,5292
779,22423,4759
780,67330,9674
781,29880,60093
782,13454,7953
783,28554,8577
784,17084,28049
785,46990,6405
786,35671,46329
787,15382,9483
788,12095,7021
789,12150,7082
790,12063,7193
791,16206,6992
792,45679,12065
793,55596,42957
794,36637,57488
795,30153,9962
796,41560,6813
797,26628,42552
798,14929,11772
799,13851,9609
800,14216,7286
801,12587,7232
802,57071,10610
803,31360,54497
804,44299,10168
805,27963,44755
806,18515,6089
807,36806,6118
808,57134,33338
809,26938,50447
810,28217,12518
811,25108,5693
812,22266,4588
813,20170,4708
814,21576,4676
815,27719,9068
816,35525,12206
817,54193,34117
818,77421,47713
819,76621,66892
820,71333,9966
821,68823,6324
822,67439,5180
823,66646,4622
824,65681,5290
825,63171,4830
826,57204,4003
827,75795,4998
828,120668,27718
829,49085,59020
830,17198,35739
831,11277,5812
832,8300,5210
833,29784,4654
834,19566,31099
835,18119,11111
836,16224,5322
837,15353,4981
838,16784,4975
839,56371,8972
840,53451,51777
841,22297,37435
842,17969,7862
843,19891,8764
844,19126,6377
845,19371,6144
846,18699,5733
847,18319,5790
848,18037,6236
849,21389,5152
850,78751,9328
851,37195,69552
852,17151,10044
853,12685,3817
854,10884,3551
855,9763,4647
856,28614,5042
857,59295,29451
858,25534,51678
859,49974,7155
860,62866,45001
861,33431,56352
862,16570,7993
863,12696,5103
864,14946,4761
865,16489,8816
866,16425,7252
867,15241,8599
868,16534,11286
869,12171,8081
870,39347,4992
871,50746,39509
872,56335,38763
873,43602,49790
874,42560,31053
875,59802,34393
876,29078,57112
877,20149,5583
878,15065,5594
879,33466,4729
880,53050,35213
881,24552,47276
882,18124,8701
883,14931,8344
884,15512,7734
885,13585,10369
886,19122,6754
887,14846,16109
888,11733,7677
889,12741,7402
890,72977,6927
891,34025,72449
892,18261,12220
893,20482,12721
894,15539,8179
895,12166,4106
896,45049,5048
897,28764,48604
898,38756,7223
899,26244,38553
900,17164,7074
901,19354,9358
902,17859,4909
903,16359,4787
904,19035,4859
905,53144,10566
906,54844,44497
907,27130,39819
908,14085,10252
909,15620,11523
910,15020,7748
911,11831,7483
912,46450,6954
913,37344,49954
914,17481,10507
915,49905,7543
916,38648,53166
917,26213,8823
918,20846,12118
919,14680,6374
920,14535,4631
921,43732,8639
922,26442,45911
923,10968,8500
924,41326,5030
925,32903,43368
926,85084,66232
927,85436,12782
928,81629,5332
929,75814,3124
930,72142,3075
931,68957,2924
932,63312,2849
933,84202,2828
934,90679,34288
935,51527,10658
936,53560,47201
937,62597,46275
938,29589,52885
939,34520,7321
940,43303,33896
941,50005,29699
942,28456,41843
943,25147,11123
944,25008,6444
945,25549,5571
946,25545,5425
947,24447,5517
948,23818,5393
949,28877,5314
950,84792,10692
951,25361,68248
952,21183,7101
953,18919,5109
954,18331,4770
955,18092,5253
956,18134,5726
957,17626,5732
958,43737,5264
959,84825,66525
960,61659,14829
961,51752,36114
962,50446,44900
963,44136,44224
964,42135,37748
965,54273,33208
966,24880,46594
967,20454,12748
968,19063,6178
969,17893,7928
970,48382,7774
971,63449,45060
972,56995,66642
973,27399,41967
974,50108,8953
975,20317,39266
976,14163,9500
977,12271,4589
978,31750,5031
979,33476,32764
980,16421,21166
981,11507,5953
982,15919,4762
983,15674,9815
984,16219,7568
985,13219,3400
986,11328,3282
987,10073,4266
988,31590,4733
989,42163,32929
990,49876,33020
991,47956,43118
992,29377,40931
993,14788,9860
994,12802,7173
995,11862,6970
996,60212,6972
997,37244,63328
998,17286,11664
999,52231,7963
1000,45959,60670
1001,31635,11356
1002,29636,8571
1003,26853,6030
1004,29340,4156
1005,29450,9591
1006,45872,7307
1007,28500,47073
1008,17028,10116
1009,12360,9345
1010,9976,4854
1011,29340,4489
1012,63647,29658
1013,38911,54846
1014,14612,6444
1015,9087,5460
1016,10324,4608
1017,11175,11002
1018,9668,4552
1019,32211,4782
1020,26139,34505
1021,21146,10316
1022,16904,17371
1023,14467,8979
1024,48734,7514
1025,28879,49674
1026,37647,9543
1027,21588,37642
1028,13981,8046
1029,35944,4811
1030,45133,36661
1031,19665,35374
1032,14732,9584
1033,15740,4995
1034,10961,11788
1035,8136,5090
1036,28133,4667
1037,42154,28831
1038,58503,33740
1039,48427,51455
1040,33044,34303
1041,28726,8539
1042,26130,4571
1043,26640,4763
1044,13819,7754
1045,19526,6869
1046,68783,16094
1047,39070,68661
1048,19571,11889
1049,18860,12790
1050,16511,7263
1051,13596,7996
1052,20303,7359
1053,55519,16987
1054,27406,52328
1055,22574,6542
1056,19276,3852
1057,19647,6178
1058,16589,3150
1059,13901,3030
1060,16561,3129
1061,13041,8540
1062,40598,4673
1063,18805,40776
1064,58226,8218
1065,38380,63380
1066,32294,11708
1067,29523,5172
1068,27437,4770
1069,22979,4595
1070,25934,4522
1071,26614,9572
1072,45587,7555
1073,32798,48139
1074,20582,14344
1075,19572,7931
1076,15505,8068
1077,13692,7803
1078,13785,8101
1079,42846,7860
1080,53435,42869
1081,49540,38214
1082,20465,40476
1083,13344,8488
1084,11617,3725
1085,10239,4500
1086,7994,4614
1087,27412,4565
1088,17936,28501
1089,43618,7991
1090,76561,87475
1091,58264,13117
1092,55851,6552
1093,54838,4883
1094,53990,4564
1095,53364,4908
1096,52772,4803
1097,51814,4506
1098,57943,4399
1099,116107,11620
1100,51080,66823
1101,23716,42656
1102,18927,10403
1103,16508,6629
1104,36126,7612
1105,54967,34474
1106,32142,52897
1107,29388,13203
1108,27920,5294
1109,66911,7606
1110,39062,55722
1111,21004,7127
1112,15637,3488
1113,15776,2948
1114,14031,5984
1115,59291,8351
1116,39340,62537
1117,40522,16285
1118,39337,7731
1119,37858,5100
1120,36459,4596
1121,33242,4556
1122,30837,4431
1123,61963,10477
1124,105545,33841
1125,57166,52369
1126,16572,39022
1127,60143,6447
1128,37055,62045
1129,39730,14928
1130,42769,37378
1131,51910,29838
1132,52800,44467
1133,25149,35574
1134,35750,9016
1135,25933,35858
1136,35728,9063
1137,23687,35411
1138,20007,8906
1139,18189,5670
1140,19190,7674
1141,19988,5677
1142,18871,9821
1143,38785,7776
1144,55353,35701
1145,48364,47085
1146,23757,37821
1147,21762,8968
1148,25500,14357
1149,17407,7539
1150,54199,6784
1151,53577,51655
1152,54403,39716
1153,47954,45846
1154,17011,35488
1155,18623,6323
1156,17902,18898
1157,14644,5982
1158,13663,4759
1159,17470,4987
1160,15957,10467
1161,12861,3489
1162,11502,3251
1163,12490,5716
1164,15079,6463
1165,16659,10515
1166,14738,8382
1167,13857,5338
1168,12550,5193
1169,11817,4230
1170,10722,5298
1171,30249,4550
1172,21587,31315
1173,33444,11674
1174,60571,29339
1175,55862,55998
1176,53538,37086
1177,24583,39578
1178,18552,6727
1179,15730,8259
1180,34606,6876
1181,47600,35627
1182,22988,38744
1183,20465,8782
1184,21066,7351
1185,20687,5957
1186,20795,5491
1187,20374,5395
1188,19299,5123
1189,21620,7635
1190,24867,5226
1191,80973,9281
1192,80160,104519
1193,69913,12492
1194,151464,11129
1195,117975,137436
1196,109680,6934
1197,105371,4685
1198,81701,8275
1199,75572,4245
1200,73174,4391
1201,71646,4616
1202,96549,4839
1203,135169,32978
1204,60025,44629
1205,27176,56549
1206,25158,16057
1207,20485,6531
1208,19708,5544
1209,17714,8555
1210,17750,8003
1211,65054,12499
1212,47640,65365
1213,21807,6391
1214,19174,10928
1215,13187,4816
1216,31922,4797
1217,21699,31105
1218,38297,13945
1219,20932,36799
1220,14087,10102
1221,62893,7939
1222,121761,131825
1223,102935,18926
1224,98353,8213
1225,92683,5679
1226,87706,4781
1227,82681,4862
1228,76121,4785
1229,69734,4712
1230,92476,2972
1231,102228,36767
1232,64635,20082
1233,41914,78513
1234,36806,9918
1235,31936,6327
1236,28208,5461
1237,24809,5617
1238,23934,5513
1239,29336,10847
1240,59370,5620
1241,63629,37111
1242,70806,7935
1243,39145,79292
1244,32356,10325
1245,37187,5038
1246,35506,15587
1247,18753,14829
1248,18229,7719
1249,19690,12473
1250,63533,15857
1251,47615,63557
1252,26368,9425
1253,26049,5474
1254,20833,12364
1255,20627,10247
1256,19156,4639
1257,16176,8046
1258,41115,6755
1259,61210,40881
1260,28583,47577
1261,18772,7814
1262,19242,5568
1263,21776,9041
1264,18712,11518
1265,13477,7529
1266,15096,4999
1267,13408,7764
1268,13710,4605
1269,14704,6704
1270,11566,6843
1271,11590,6611
1272,12731,9304
1273,14323,5125
1274,13898,8039
1275,13030,4898
1276,13156,4260
1277,13073,6816
1278,31655,6380
1279,31590,32081
1280,21615,12695
1281,14854,16450
1282,46700,7478
1283,35120,49433
1284,19528,10621
1285,36932,13274
1286,67595,35500
1287,40006,61457
1288,26832,14026
1289,25545,9038
1290,24797,6023
1291,25115,5258
1292,24704,5273
1293,24426,5533
1294,23916,5291
1295,30206,5258
1296,138971,11776
1297,31058,119509
1298,23140,8487
1299,22747,6089
1300,21317,9390
1301,18577,7975
1302,16090,7185
1303,64523,7221
1304,38156,66521
1305,23030,15816
1306,17682,9046
1307,13676,6811
1308,20804,6899
1309,16171,17103
1310,13983,7961
1311,11754,7053
1312,37157,7036
1313,65652,41494
1314,35491,53111
1315,15324,10197
1316,38427,7545
1317,56587,38398
1318,26341,45362
1319,20968,10478
1320,18506,8228
1321,20409,6892
1322,17466,11678
1323,23512,7709
1324,67512,17033
1325,41785,66441
1326,33315,8343
1327,36661,4656
1328,35606,15460
1329,20065,8481
1330,16549,18447
1331,63788,6986
1332,41303,67938
1333,34921,9238
1334,30173,5656
1335,24999,5606
1336,18884,4632
1337,26587,4218
1338,38774,33366
1339,34526,5652
1340,30627,4173
1341,26457,4502
1342,26150,4087
1343,65959,10203
1344,33788,55828
1345,26602,7786
1346,25430,9723
1347,30967,5073
1348,25801,14733
1349,20857,6857
1350,72090,6922
1351,74413,76099
1352,31925,58201
1353,80772,9970
1354,90733,77843
1355,79243,66683
1356,74658,6214
1357,70369,4823
1358,66553,4513
1359,61866,5079
1360,59019,5185
1361,54743,4377
1362,59453,4199
1363,60939,17807
1364,64077,7513
1365,39433,64896
1366,32370,9893
1367,27041,5162
1368,32612,4324
1369,31540,16400
1370,45631,8154
1371,35599,52535
1372,28185,8149
1373,22333,5229
1374,21281,5220
1375,16647,8665
1376,55258,8161
1377,41997,58457
1378,21668,9549
1379,21965,13404
1380,18240,8089
1381,21293,7442
1382,24219,14424
1383,66615,17895
1384,31489,63228
1385,25826,7161
1386,25998,5271
1387,24856,13674
1388,20855,8738
1389,18150,5499
1390,16282,5550
1391,15864,7314
1392,16989,8143
1393,90097,11822
1394,67185,92113
1395,61485,10405
1396,63529,11917
1397,60240,5884
1398,56225,5743
1399,52893,5280
1400,49981,5305
1401,57385,5254
1402,180131,15720
1403,37544,137567
1404,19060,13875
1405,12343,5464
1406,35517,4655
1407,83564,36582
1408,25832,79243
1409,35204,17989
1410,17163,33552
1411,15645,7776
1412,38472,13132
1413,53084,37912
1414,49029,41837
1415,21596,40966
1416,16536,7440
1417,16632,5831
1418,16638,5594
1419,16502,5533
1420,19005,5504
1421,18353,8561
1422,17648,5343
1423,22816,5337
1424,129264,10637
1425,43151,119079
1426,55488,14667
1427,41492,57556
1428,31496,7568
1429,27700,8321
1430,21504,3376
1431,17080,3157
1432,16148,6105
1433,38098,10538
1434,22777,37513
1435,15014,10151
1436,41288,5262
1437,38564,46856
1438,33539,18144
1439,27113,4818
1440,19572,4815
1441,18498,4997
1442,17300,9757
1443,135413,7887
1444,92706,141443
1445,29095,75341
1446,21863,9136
1447,17840,6024
1448,17700,5544
1449,16019,8432
1450,12517,7572
1451,19888,7462
1452,16473,17472
1453,16498,7933
1454,220946,9685
1455,88020,220448
1456,45262,84893
1457,37018,10192
1458,64624,33865
1459,65356,11363
1460,63669,6384
1461,60175,5562
1462,59753,8497
1463,47896,4699
1464,68530,4938
1465,156381,31928
1466,124255,138892
1467,124290,21133
1468,63772,98123
1469,28438,9325
1470,28947,11832
1471,25054,5831
1472,21328,5622
1473,23019,5433
1474,18353,10531
1475,17165,5498
1476,15105,7959
1477,116930,6812
1478,47662,123648
1479,21701,7813
1480,16343,3666
1481,53306,6172
1482,31742,51392
1483,14458,18465
1484,12788,7598
1485,13121,7892
1486,58672,7098
1487,57973,56173
1488,54275,8366
1489,49140,4219
1490,42898,2939
1491,35940,2915
1492,30405,4901
1493,63394,4334
1494,31211,73494
1495,26920,12111
1496,19792,4224
1497,18207,2920
1498,17210,6617
1499,37056,8390
1500,66620,37577
1501,87874,60473
1502,54727,84932
1503,36830,13930
1504,37202,8792
1505,44486,16259
1506,55365,42383
1507,62413,42218
1508,56951,57027
1509,56997,40774
1510,52784,49716
1511,53038,49035
1512,52820,43223
1513,53806,46651
1514,54089,47070
1515,53836,47985
1516,53008,46929
1517,53646,47330
1518,50270,46751
1519,54844,43392
1520,60138,49039
1521,32278,47887
1522,45346,10144
1523,32054,47045
1524,34103,11894
1525,59352,32691
1526,54085,53962
1527,45516,38019
1528,41614,37647
1529,49449,29671
1530,53369,41931
1531,32240,37429
1532,16442,17944
1533,15160,7020
1534,48507,7415
1535,39735,45276
1536,30743,37319
1537,24933,9687
1538,20669,4937
1539,19796,4337
1540,17891,7435
1541,12617,7453
1542,42858,6454
1543,50664,44446
1544,20115,35118
1545,12129,6716
1546,17442,6035
1547,15502,14904
1548,11866,10933
1549,9813,6010
1550,29588,4496
1551,43277,29922
1552,51914,33889
1553,27128,43459
1554,23064,7670
1555,20570,4932
1556,20400,4776
1557,19659,4867
1558,17117,4773
1559,18782,4462
1560,21487,8239
1561,12779,10866
1562,12913,7587
1563,12580,6961
1564,12782,7188
1565,13040,7053
1566,12082,6960
1567,141925,6767
1568,114830,142850
1569,61346,12867
1570,52836,4529
1571,46381,2952
1572,36934,3191
1573,26542,2840
1574,20878,3941
1575,23432,4933
1576,21464,12456
1577,14612,7445
1578,17762,10413
1579,46424,12384
1580,17791,43629
1581,13760,5295
1582,11846,6065
1583,9710,4521
1584,27854,5117
1585,61986,27772
1586,44027,61268
1587,38407,8128
1588,37403,6352
1589,36846,5543
1590,36513,5386
1591,35354,5093
1592,35010,5031
1593,69174,5085
1594,184625,44543
1595,77373,119419
1596,35308,76552
1597,20815,8609
1598,33691,16438
1599,49382,29930
1600,42200,42196
1601,59501,33090
1602,40686,57162
1603,29264,7721
1604,29092,5766
1605,28963,6458
1606,28054,6087
1607,26957,5348
1608,22275,5355
1609,49188,4108
1610,112998,35917
1611,54598,72174
1612,15479,43462
1613,34145,6148
1614,47038,34905
1615,17717,39215
1616,12584,4944
1617,11678,5200
1618,9025,5184
1619,68906,63214
1620,69335,10698
1621,69145,5910
1622,66609,4735
1623,62146,4629
1624,43185,4833
1625,41865,4411
1626,40230,4493
1627,69705,7610
1628,111291,39010
1629,67465,47464
1630,35946,66554
1631,31963,9588
1632,38275,7619
1633,50938,37564
1634,49894,39927
1635,24717,47017
1636,19877,7651
1637,19648,7496
1638,134352,9972
1639,108009,132318
1640,90378,7691
1641,84990,3498
1642,77385,3278
1643,73902,3022
1644,65947,8376
1645,61651,2842
1646,95234,2881
1647,157818,42557
1648,46743,72389
1649,20420,20830
1650,15163,10726
1651,12643,5066
1652,16100,9530
1653,14977,4947
1654,19896,4752
1655,18921,10953
1656,15607,5404
1657,14021,4842
1658,12889,4354
1659,15724,4809
1660,16786,11717
1661,16025,4928
1662,15002,5398
1663,14315,5032
1664,17474,5531
1665,15647,8672
1666,166506,6770
1667,137715,168399
1668,124214,12426
1669,118557,3625
1670,114820,3029
1671,111646,3163
1672,108680,2990
1673,106261,2903
1674,134107,2938
1675,198982,42171
1676,39867,78494
1677,18996,15374
1678,13990,5578
1679,17809,4721
1680,16704,10761
1681,16129,4977
1682,17003,4850
1683,16210,7639
1684,12745,6396
1685,13566,9418
1686,14801,5206
1687,14020,8049
1688,13880,5360
1689,15403,5218
1690,14359,8239
1691,12913,4630
1692,15191,5311
1693,16569,10843
1694,15477,5040
1695,14231,5016
1696,13548,4526
1697,12039,4759
1698,10846,4058
1699,22478,4843
1700,20785,23396
1701,17698,8180
1702,13779,3879
1703,14687,3585
1704,15092,6724
1705,17974,7673
1706,151305,11357
