count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,129097,7514,3655
52,128259,11148,4286
53,126179,9978,4001
54,122975,9899,4006
55,110725,9413,4337
56,103137,11231,5823
57,95938,12635,6431
58,88528,14000,6776
59,77217,14201,5929
60,65829,14889,6483
61,56208,13163,5788
62,40586,14377,6262
63,34209,14571,5673
64,87913,11280,65180
65,70708,71793,6280
66,70406,14898,5541
67,39199,11609,6310
68,32864,13388,6858
69,36347,13581,20091
70,33403,26080,6829
71,29698,13382,12430
72,30161,19229,12147
73,29146,18813,12000
74,134285,22087,141914
75,83516,179502,15246
76,126197,73471,12687
77,124934,26797,6455
78,117804,14621,5942
79,109509,12597,5383
80,100206,12387,5320
81,89285,11965,4736
82,89830,13562,14949
83,37931,21882,11786
84,20019,19735,10991
85,43023,18700,38594
86,28723,49533,10927
87,34252,18507,26413
88,267767,35402,289402
89,262076,329700,15990
90,264593,28745,6862
91,265859,14357,6687
92,265222,13156,5869
93,255768,12457,5481
94,256349,12465,5842
95,256743,12620,5318
96,259322,11784,6187
97,254887,13887,4461
98,251349,10279,3471
99,248011,7561,4118
100,244042,8162,3730
101,271985,7809,40497
102,266140,44943,4043
103,257903,8134,3552
104,249148,7468,3250
105,240118,7275,4006
106,233770,9841,3677
107,227984,7610,3896
108,220686,7865,3675
109,210608,7648,3798
110,198147,7758,5418
111,187640,12025,5428
112,179599,12236,5862
113,159032,12688,5045
114,136605,13878,6533
115,106495,13230,5270
116,92367,11750,5946
117,79941,12108,5295
118,116338,57326,12293
119,111343,25513,6529
120,67894,14177,20675
121,216667,27187,266333
122,124887,299213,12621
123,110098,20699,6106
124,98828,11283,4777
125,86789,9004,3977
126,74251,8152,5352
127,62398,9345,3805
128,48409,7658,3572
129,34276,7612,4533
130,56865,10146,38038
131,43972,42763,4642
132,34653,8606,8907
133,21619,13051,10985
134,25886,14962,24941
135,33456,29222,28057
136,22063,34766,8779
137,16773,12812,8603
138,89156,14402,85921
139,25203,98885,12124
140,18654,18768,10050
141,18613,16714,9460
142,16228,14774,8855
143,29210,13193,24675
144,21080,31665,9091
145,18094,13335,8504
146,14423,14937,7634
147,84164,11802,82474
148,141850,149435,71664
149,135840,85748,5384
150,119571,10747,3329
151,60535,7314,10627
152,215503,14598,213016
153,187817,244145,16524
154,178142,26636,4409
155,172624,9178,3732
156,165615,8127,3681
157,155879,7747,5164
158,139583,9317,3728
159,124743,7832,4913
160,102218,8820,4123
161,86593,8022,3688
162,38646,9977,4617
163,45490,8841,27027
164,34057,31777,3999
165,30016,7992,6790
166,27151,10934,16127
167,21768,20300,9133
168,18255,13310,13584
169,25073,17736,19981
170,19157,27017,8679
171,18093,13041,11040
172,14120,15067,9038
173,17919,13276,14039
174,15817,18457,8897
175,18764,13008,14957
176,16248,19050,9056
177,34143,13176,29097
178,22865,37387,7985
179,131489,12015,152114
180,73264,176378,9932
181,55889,16566,4913
182,41618,9530,3991
183,40047,8354,13638
184,29046,17899,6564
185,24196,10482,15047
186,133376,20910,126927
187,70631,151215,14426
188,28658,24138,18770
189,225199,25920,217394
190,157227,248657,13715
191,140951,21796,4702
192,128860,9669,4107
193,115152,8470,3505
194,98954,9517,3925
195,83153,8249,3591
196,95059,7584,29851
197,44084,34584,3825
198,30708,7898,4339
199,33671,8331,18333
200,27899,22549,4858
201,22449,8847,4818
202,22866,11073,7867
203,21816,12030,9363
204,18980,13561,9673
205,17988,13846,14225
206,15136,18417,8905
207,13674,13133,8879
208,23996,12880,20223
209,14509,24302,9893
210,30686,16167,25607
211,23437,32311,9915
212,14721,13971,8542
213,18314,12639,14932
214,57554,19071,56694
215,28305,68893,10678
216,23844,17614,9760
217,22211,15632,10456
218,23107,18090,9908
219,18850,13913,8681
220,109336,12637,104369
221,79409,133698,13688
222,67865,24451,6330
223,58180,13991,5375
224,42554,11442,5355
225,76607,11340,52818
226,66997,62133,6470
227,57717,13021,6180
228,36862,12708,15350
229,34136,22972,13153
230,25843,19306,11833
231,34081,17979,29003
232,20300,36000,10975
233,197541,17216,193019
234,143508,229013,15885
235,137734,28678,10774
236,132384,20186,6194
237,124343,14302,6345
238,117505,14369,6638
239,108534,14753,6426
240,110604,14388,6532
241,113143,14465,6512
242,113741,16027,6126
243,105661,14443,6111
244,106721,14082,6913
245,106152,15106,5778
246,103228,13517,6039
247,98968,14141,5740
248,99515,13903,6216
249,98284,14490,6190
250,99741,15660,7952
251,95392,15847,6658
252,93888,14266,6154
253,118682,13897,30679
254,117498,37790,5700
255,115898,12601,5210
256,115610,12187,6936
257,115926,14687,6978
258,121267,17788,9492
259,117793,18043,6513
260,115730,14675,6620
261,85146,14948,6294
262,83752,14712,5935
263,83189,14096,6559
264,82971,15207,5833
265,82458,14300,6282
266,85223,15754,7787
267,85231,15890,6121
268,84866,14223,6453
269,85363,14546,6438
270,86156,14491,7317
271,83401,14897,6902
272,84014,14838,6826
273,83014,14773,6346
274,86054,17299,6556
275,85431,14440,6834
276,85433,14716,6665
277,86159,14733,6683
278,87036,14882,6233
279,114756,14517,33364
280,116880,41974,6342
281,115064,14677,5331
282,116807,14954,6569
283,118063,15004,6454
284,117742,14934,5660
285,113177,13978,5742
286,77664,13921,6172
287,70663,14539,5592
288,66539,13892,6460
289,58291,14587,6200
290,52274,15413,6078
291,47291,14383,5630
292,41961,13779,6476
293,37001,14823,6464
294,43665,14338,18895
295,35248,27412,11382
296,226192,18229,219645
297,154869,250803,12377
298,139173,22638,5293
299,118405,10288,5232
300,107509,9662,3844
301,91439,8036,3647
302,76241,7790,3778
303,92968,7859,32009
304,218428,36296,206815
305,41083,243604,32424
306,31666,45217,15190
307,25749,24817,13200
308,23515,22358,12514
309,18679,20762,11232
310,25695,19748,13624
311,34718,21571,14973
312,31702,23467,6716
313,32626,15092,7011
314,34300,17804,6301
315,35774,14288,6922
316,38539,15325,8386
317,38900,16232,7010
318,39939,15280,7278
319,39459,14812,7033
320,40340,14560,7639
321,39297,15109,6200
322,40237,14844,6808
323,36341,14610,6246
324,33596,14277,6988
325,31732,14974,6906
326,29514,15054,6863
327,32721,14868,10075
328,27335,18084,11886
329,24982,19444,27590
330,27534,36073,13264
331,23422,21216,12438
332,21404,20217,12790
333,21198,20697,13438
334,23185,21695,13539
335,22680,21943,12684
336,202883,19275,208408
337,123157,239195,13349
338,103322,21589,4511
339,86784,9496,3807
340,70473,8119,3654
341,82406,7782,27857
342,34461,32332,13220
343,37659,17665,31123
344,21931,37496,11009
345,25005,18393,10901
346,23670,18249,9795
347,23776,16894,9995
348,26558,17563,12458
349,30443,19086,11982
350,23562,18691,5843
351,21827,10020,8358
352,70456,12605,73320
353,147539,88622,138990
354,108349,175644,15362
355,115327,26406,11711
356,102109,20252,6240
357,94778,13127,5887
358,92907,13146,5694
359,85198,12850,5887
360,79902,13351,6344
361,78664,13609,6256
362,70560,13380,6550
363,68985,14136,6021
364,66525,12811,6120
365,64924,13183,5959
366,63159,12731,6047
367,62974,13244,5124
368,74462,12678,33869
369,31330,40833,13379
370,43886,19864,39657
371,25217,48213,11414
372,126827,17453,116186
373,83995,148381,13200
374,74213,21677,5301
375,66571,10007,4811
376,61100,8918,3856
377,57036,8072,4092
378,51959,8344,3884
379,44910,8017,4043
380,41201,8169,7292
381,32471,11399,3489
382,25662,7593,4276
383,54616,8406,38567
384,42198,42739,7756
385,20736,11994,9266
386,197373,13611,230044
387,135863,260845,13697
388,127584,22002,5436
389,125282,10530,7975
390,121250,12391,3861
391,114994,7941,4223
392,108578,8324,3614
393,101964,7714,3476
394,97510,7987,3914
395,92298,8136,3330
396,84977,7410,3315
397,73543,7371,3685
398,102236,7821,40500
399,59693,44972,4537
400,40856,8705,9448
401,86860,13576,114575
402,49607,129767,7901
403,48919,14110,13245
404,35458,18124,28197
405,18936,35327,9780
406,19177,14259,14751
