count_index,ts_swap,werner,success_bit
0,1789567863862482775,0.931000,1
1,1789567863862891459,0.000000,0
2,1789567863863302944,0.931000,1
3,1789567863863711178,0.931000,1
4,1789567863864118693,0.000000,0
5,1789567863864526538,0.931000,1
6,1789567863864934422,0.931000,1
7,1789567863865344467,0.000000,0
8,1789567863865752881,0.000000,0
9,1789567863866160806,0.000000,0
10,1789567863866568281,0.931000,1
11,1789567863866975865,0.931000,1
12,1789567863867383630,0.931000,1
13,1789567863867791064,0.000000,0
14,1789567863868198269,0.931000,1
15,1789567863868605744,0.931000,1
16,1789567863869013548,0.931000,1
17,1789567863869421463,0.000000,0
18,1789567863869829407,0.931000,1
19,1789567863870236712,0.931000,1
20,1789567863870643877,0.931000,1
21,1789567863871051471,0.931000,1
22,1789567863871458826,0.931000,1
23,1789567863871866210,0.000000,0
24,1789567863872273845,0.931000,1
25,1789567863872681350,0.000000,0
26,1789567863873088924,0.931000,1
27,1789567863873496739,0.931000,1
28,1789567863873904493,0.931000,1
29,1789567863874311788,0.000000,0
30,1789567863874719543,0.000000,0
31,1789567863875127217,0.931000,1
32,1789567863875534542,0.931000,1
33,1789567863875942306,0.000000,0
34,1789567863876350131,0.931000,1
35,1789567863876757626,0.931000,1
36,1789567863877164940,0.931000,1
37,1789567863877572705,0.931000,1
38,1789567863877980000,0.931000,1
39,1789567863878387304,0.931000,1
40,1789567863878794759,0.000000,0
41,1789567863879202463,0.931000,1
42,1789567863879610058,0.931000,1
43,1789567863880017653,0.000000,0
44,1789567863880425117,0.931000,1
45,1789567863880832722,0.000000,0
46,1789567863881240596,0.931000,1
47,1789567863881648681,0.000000,0
48,1789567863882059386,0.000000,0
49,1789567863882467050,0.000000,0
50,1789567863882874715,0.931000,1
51,1789567863883282809,0.931000,1
52,1789567863883690544,0.931000,1
53,1789567863884098129,0.931000,1
54,1789567863884505723,0.931000,1
55,1789567863884913278,0.000000,0
56,1789567863885321312,0.931000,1
57,1789567863885728947,0.000000,0
58,1789567863886136982,0.931000,1
59,1789567863886544306,0.931000,1
60,1789567863886951571,0.931000,1
61,1789567863887358875,0.000000,0
62,1789567863887766800,0.931000,1
63,1789567863888174435,0.000000,0
64,1789567863888581799,0.931000,1
65,1789567863888989354,0.931000,1
66,1789567863889397428,0.931000,1
67,1789567863889805103,0.931000,1
68,1789567863890212648,0.931000,1
69,1789567863890619912,0.931000,1
70,1789567863891027397,0.931000,1
71,1789567863891434881,0.931000,1
72,1789567863891842386,0.931000,1
73,1789567863892249581,0.931000,1
