count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784639098503889809,366152,136824,0.897699
51,1784639098504258851,364762,138142,0.896780
52,1784639098504625373,362973,136601,0.897855
53,1784639098504990086,367142,137729,0.897068
54,1784639098505358758,367883,137597,0.897160
55,1784639098505728651,369232,138734,0.896368
56,1784639098506099323,367062,138093,0.896814
57,1784639098506467665,368133,136701,0.897785
58,1784639098506837348,369022,140629,0.895049
59,1784639098507208330,377843,148347,0.889706
60,1784639098507587543,371012,137194,0.897441
61,1784639098507959815,377933,150102,0.888496
62,1784639098508339148,373172,145540,0.891644
63,1784639098508713580,363202,137758,0.897048
64,1784639098509078262,371273,142787,0.893551
65,1784639098509450975,364922,136824,0.897699
66,1784639098509817427,371473,138222,0.896724
67,1784639098510190720,366392,138980,0.896196
68,1784639098510558692,362092,135248,0.898799
69,1784639098510922044,364173,136547,0.897892
70,1784639098511287607,365762,137054,0.897539
71,1784639098511654659,365603,137713,0.897079
72,1784639098512021532,382303,138360,0.896628
73,1784639098512405235,369682,137467,0.897250
74,1784639098512776147,377973,136156,0.898165
75,1784639098513156270,380672,137643,0.897128
76,1784639098513538522,378963,135631,0.898532
77,1784639098513919255,388162,136218,0.898122
78,1784639098514309277,369513,136896,0.897649
79,1784639098514680210,368972,135603,0.898551
80,1784639098515050552,371132,137231,0.897415
81,1784639098515423724,370453,135960,0.898302
82,1784639098515795607,370512,136037,0.898248
83,1784639098516178509,374493,141165,0.894677
84,1784639098516554842,369952,137302,0.897366
85,1784639098516926264,371342,137011,0.897569
86,1784639098517299096,375213,141569,0.894396
87,1784639098517676139,369032,136236,0.898109
88,1784639098518047201,371194,136805,0.897712
89,1784639098518420195,371422,137731,0.897066
90,1784639098518793277,375803,136340,0.898037
91,1784639098519171110,372272,137397,0.897299
92,1784639098519545002,371592,135635,0.898529
93,1784639098519917944,368963,136403,0.897993
94,1784639098520288307,374022,141871,0.894187
95,1784639098520663749,372043,140039,0.895459
96,1784639098521037342,373672,139516,0.895823
97,1784639098521412644,374102,138735,0.896367
98,1784639098521788196,370803,136173,0.898153
99,1784639098522160529,376532,143990,0.892717
100,1784639098522539221,369803,136238,0.898108
101,1784639098522910454,370822,136896,0.897649
102,1784639098523282756,370133,137114,0.897497
103,1784639098523660859,371342,138581,0.896474
104,1784639098524033851,371812,136750,0.897751
105,1784639098524407283,373793,137748,0.897055
106,1784639098524782746,368942,136455,0.897956
107,1784639098525153158,373343,137643,0.897128
108,1784639098525528662,374212,137090,0.897513
109,1784639098525904544,371732,136628,0.897836
110,1784639098526277876,371983,138606,0.896457
111,1784639098526651349,370302,138293,0.896675
112,1784639098527023011,374043,137562,0.897184
113,1784639098527398654,371852,136999,0.897577
114,1784639098527771956,370753,136417,0.897983
115,1784639098528146869,370942,137345,0.897336
116,1784639098528519931,368002,135303,0.898761
117,1784639098528889573,373013,136181,0.898148
118,1784639098529264346,375912,140089,0.895425
119,1784639098529641978,370313,138057,0.896839
120,1784639098530013671,373032,138194,0.896744
121,1784639098530388213,382912,137923,0.896933
122,1784639098530772885,383383,138081,0.896823
123,1784639098531157718,397813,146487,0.890990
124,1784639098531557001,388493,136654,0.897818
125,1784639098531947514,380262,137981,0.896892
126,1784639098532329446,382053,137479,0.897242
127,1784639098532714639,364492,132156,0.900963
128,1784639098533080931,373632,145185,0.891890
129,1784639098533460873,368363,132783,0.900524
130,1784639098533830856,370152,136050,0.898239
131,1784639098534202458,364943,132719,0.900569
132,1784639098534568841,363202,131346,0.901531
133,1784639098534933603,368632,132515,0.900712
134,1784639098535303835,375693,141163,0.894678
135,1784639098535680888,364222,132210,0.900926
136,1784639098536046630,374163,139189,0.896051
137,1784639098536422163,371392,137396,0.897300
138,1784639098536795015,371073,137894,0.896953
139,1784639098537167398,373992,138902,0.896251
140,1784639098537543000,374632,135460,0.898651
141,1784639098537919532,373363,138148,0.896776
142,1784639098538294346,373022,139554,0.895797
143,1784639098538675358,373483,138492,0.896536
144,1784639098539050551,372882,139040,0.896155
145,1784639098539424933,370742,137428,0.897278
146,1784639098539797235,371033,135746,0.898451
147,1784639098540169698,369022,136954,0.897608
148,1784639098540540240,370843,135222,0.898818
149,1784639098540912823,371602,137329,0.897347
150,1784639098541286195,370703,138368,0.896623
151,1784639098541658218,369252,136975,0.897594
152,1784639098542028760,371852,137274,0.897385
153,1784639098542402012,371073,137632,0.897135
154,1784639098542774585,367092,135389,0.898701
155,1784639098543143057,371353,136458,0.897954
156,1784639098543515900,377312,137335,0.897343
157,1784639098543894712,371052,137093,0.897511
158,1784639098544267414,370023,139002,0.896181
159,1784639098544640317,369342,137599,0.897158
160,1784639098545010979,371623,137477,0.897244
161,1784639098545384822,373132,139545,0.895803
162,1784639098545759384,369393,135373,0.898712
163,1784639098546130597,369423,135680,0.898498
164,1784639098546501620,369342,135318,0.898750
165,1784639098546872342,371843,135756,0.898445
166,1784639098547245635,366812,135953,0.898307
167,1784639098547613917,368993,136792,0.897721
168,1784639098547984690,371702,137789,0.897026
169,1784639098548357792,384522,136987,0.897585
170,1784639098548743824,385203,136105,0.898201
171,1784639098549130437,382452,137672,0.897108
172,1784639098549514589,383463,136740,0.897758
173,1784639098549899472,377012,136507,0.897920
174,1784639098550278304,380583,137455,0.897259
175,1784639098550660437,369542,136602,0.897854
176,1784639098551031519,371522,137021,0.897562
177,1784639098551404521,369233,136619,0.897842
178,1784639098551775154,371642,137956,0.896910
179,1784639098552149576,371894,138395,0.896604
180,1784639098552523210,370262,135301,0.898762
181,1784639098552894962,372292,137899,0.896949
182,1784639098553268664,370953,136748,0.897752
183,1784639098553641317,371932,136905,0.897642
184,1784639098554014759,373673,138003,0.896877
185,1784639098554390012,375002,138921,0.896237
186,1784639098554766644,372323,136389,0.898003
187,1784639098555140317,383812,148086,0.889886
188,1784639098555525429,376742,136074,0.898222
189,1784639098555903571,375283,137203,0.897435
190,1784639098556280254,369332,137890,0.896956
191,1784639098556650976,368813,135768,0.898436
192,1784639098557021159,374172,137846,0.896986
193,1784639098557396731,373252,136274,0.898083
194,1784639098557771643,374503,141012,0.894783
195,1784639098558147636,374292,138479,0.896545
196,1784639098558523718,372643,137188,0.897445
197,1784639098558897681,371573,137515,0.897217
198,1784639098559270804,367953,137052,0.897540
199,1784639098559647447,371372,136239,0.898107
200,1784639098560020729,371432,137868,0.896971
201,1784639098560393761,371923,136956,0.897607
202,1784639098560767184,369452,134993,0.898978
203,1784639098561137956,374413,137642,0.897128
204,1784639098561513789,376292,138149,0.896775
205,1784639098561891571,372372,137887,0.896958
206,1784639098562265713,370573,139725,0.895678
207,1784639098562637956,368662,136253,0.898097
208,1784639098563008228,369763,136401,0.897994
209,1784639098563379711,366542,134738,0.899156
210,1784639098563747783,367003,133677,0.899898
211,1784639098564116546,371362,136724,0.897769
212,1784639098564489708,370652,135783,0.898426
213,1784639098564861810,373143,136691,0.897792
214,1784639098565236493,370272,136208,0.898129
215,1784639098565608305,372213,139266,0.895997
216,1784639098565981978,370222,136384,0.898006
217,1784639098566353610,370952,136772,0.897735
218,1784639098566725932,373213,135980,0.898288
219,1784639098567100655,372253,136938,0.897619
220,1784639098567474518,373553,137055,0.897538
221,1784639098567849451,375032,137572,0.897177
222,1784639098568225863,378602,139660,0.895723
223,1784639098568613466,370372,135837,0.898388
224,1784639098568985358,369092,134646,0.899220
225,1784639098569355900,372743,135684,0.898495
226,1784639098569730573,372132,136432,0.897973
227,1784639098570104155,374683,140290,0.895285
228,1784639098570480438,369502,136327,0.898046
229,1784639098570851450,372972,137826,0.897000
230,1784639098571225772,371713,135844,0.898383
231,1784639098571599085,367892,135791,0.898420
232,1784639098571968447,372073,137270,0.897388
233,1784639098572342210,369052,135787,0.898423
234,1784639098572712612,373722,136815,0.897705
235,1784639098573087744,372363,137924,0.896932
236,1784639098573461717,372562,135341,0.898734
237,1784639098573835739,375673,141139,0.894695
238,1784639098574212942,373033,139286,0.895983
239,1784639098574587435,368893,136454,0.897957
240,1784639098574957868,369572,136581,0.897869
241,1784639098575329090,370362,136689,0.897793
242,1784639098575700902,370143,136218,0.898122
243,1784639098576072575,374322,139785,0.895636
244,1784639098576448597,367163,134943,0.899013
245,1784639098576817450,371172,134651,0.899217
246,1784639098577190242,371352,138509,0.896524
247,1784639098577562964,369733,135317,0.898751
248,1784639098577934587,373462,137695,0.897092
249,1784639098578309609,371903,136753,0.897749
250,1784639098578683252,371042,136970,0.897597
251,1784639098579061744,388383,151708,0.887391
252,1784639098579451717,375882,135265,0.898788
253,1784639098579829609,375552,140723,0.894984
254,1784639098580207441,370933,140221,0.895333
255,1784639098580579784,371092,135369,0.898715
256,1784639098580952516,374023,136917,0.897634
257,1784639098581328479,371723,137025,0.897559
258,1784639098581702002,369082,135372,0.898713
259,1784639098582072494,372803,139850,0.895591
260,1784639098582447007,374812,141477,0.894460
261,1784639098582823319,375023,140776,0.894947
262,1784639098583199782,372202,139343,0.895944
263,1784639098583573354,370163,136611,0.897848
264,1784639098583944927,373422,139259,0.896002
265,1784639098584319749,371512,142657,0.893641
266,1784639098584697081,369773,136355,0.898026
267,1784639098585068664,375262,138753,0.896354
268,1784639098585445416,372243,135891,0.898350
269,1784639098585819389,378862,134948,0.899009
270,1784639098586199851,372552,138966,0.896206
271,1784639098586574123,368073,136075,0.898222
272,1784639098586943606,369902,136482,0.897938
273,1784639098587315018,371643,137760,0.897046
274,1784639098587688151,369962,136348,0.898031
275,1784639098588059693,368783,136196,0.898137
276,1784639098588430006,373302,139353,0.895937
277,1784639098588804888,369583,136852,0.897679
278,1784639098589176021,374613,140189,0.895355
279,1784639098589552074,372052,137426,0.897279
280,1784639098589925596,374023,137514,0.897218
281,1784639098590301089,369072,136532,0.897903
282,1784639098590671801,378982,135270,0.898784
283,1784639098591053723,384403,135248,0.898799
284,1784639098591439676,382222,136925,0.897629
285,1784639098591823708,388073,141933,0.894144
286,1784639098592213431,381692,138070,0.896830
287,1784639098592596563,381893,136638,0.897829
288,1784639098592980066,378882,138905,0.896249
289,1784639098593360518,368712,135113,0.898894
290,1784639098593730910,371644,136452,0.897959
291,1784639098594104224,370252,136148,0.898171
292,1784639098594475886,368603,135776,0.898431
293,1784639098594846039,373252,141804,0.894233
294,1784639098595220781,382782,150132,0.888475
295,1784639098595604973,371623,137570,0.897179
296,1784639098595977926,373572,138218,0.896727
297,1784639098596353038,371923,136486,0.897935
298,1784639098596726471,379772,136783,0.897728
299,1784639098597108183,372283,138141,0.896781
300,1784639098597482746,371352,135079,0.898918
301,1784639098597855718,371682,136657,0.897815
302,1784639098598229050,370873,137845,0.896987
303,1784639098598601423,367682,134702,0.899181
304,1784639098598970515,370743,137211,0.897429
305,1784639098599343138,371252,136118,0.898192
306,1784639098599715850,373712,135836,0.898389
307,1784639098600091072,372763,138265,0.896694
308,1784639098600470835,370252,135272,0.898783
309,1784639098600842817,370114,133260,0.900190
310,1784639098601214831,368152,133637,0.899926
