round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,390426,429970,1789997571565635237,1789997571565438762,196528,0,0.980102,1,1
1,1,282034,323530,1789997571565976955,1789997571565838980,138027,0,0.973748,1,1
2,1,187340,220035,1789997571566219927,1789997571566135108,84840,0,0.986750,1,1
3,1,182308,215195,1789997571566448909,1789997571566375672,73288,0,0.000000,1,0
4,1,200656,227111,1789997571566693403,1789997571566611445,81979,0,0.981489,1,1
5,1,153427,180643,1789997571566883655,1789997571566876460,97557,0,0.000000,1,0
6,1,226633,254703,1789997571567234602,1789997571567144189,90439,0,0.987286,1,1
7,1,210316,250010,1789997571567486648,1789997571567585053,59152,98405,0.827201,1,1
8,1,153050,174605,1789997571567837936,1789997571567799159,38797,0,0.000000,1,0
9,1,114147,138292,1789997571567983149,1789997571567949122,34045,0,0.984241,1,1
10,1,129994,163007,1789997571568145513,1789997571568136319,52250,0,0.950557,1,1
11,1,236417,263529,1789997571568434514,1789997571568338499,96041,0,0.000000,1,0
12,1,149627,180504,1789997571568623310,1789997571568564205,59131,0,0.986637,1,1
13,1,138617,173346,1789997571568805142,1789997571568760635,64395,0,0.981609,1,1
14,1,161248,182820,1789997571569012586,1789997571568956285,56320,0,0.982808,1,1
15,1,158070,193457,1789997571569204316,1789997571569142149,62186,0,0.986555,1,1
16,1,155721,178440,1789997571569407346,1789997571569332939,74443,0,0.985315,1,1
17,1,204912,238080,1789997571569646410,1789997571569571871,74581,0,0.982638,1,1
18,1,159731,182389,1789997571569852308,1789997571569792040,60288,0,0.985521,1,1
19,1,170891,200475,1789997571570057814,1789997571569990067,67788,0,0.000000,1,0
20,1,159322,185428,1789997571570258747,1789997571570190888,67884,0,0.986428,1,1
21,1,151913,172492,1789997571570454244,1789997571570389160,65115,0,0.986908,1,1
22,1,172054,195815,1789997571570656493,1789997571570573240,83273,0,0.985179,1,1
23,1,186615,210414,1789997571570878929,1789997571570797463,81507,0,0.987258,1,1
24,1,184508,220497,1789997571571096336,1789997571571054372,54803,0,0.938131,1,1
25,1,169135,196474,1789997571571313735,1789997571571234206,79565,0,0.986310,1,1
26,1,154571,186497,1789997571571509114,1789997571571462792,46340,0,0.986125,1,1
27,1,201601,230032,1789997571571756559,1789997571571674704,81904,0,0.000000,1,0
28,1,192935,218010,1789997571571990273,1789997571571901517,88789,0,0.971996,1,1
29,1,224089,287130,1789997571572250536,1789997571572185519,65043,0,0.984081,1,1
30,1,194133,224941,1789997571572522082,1789997571572453567,68535,0,0.986718,1,1
31,1,213996,242696,1789997571572780912,1789997571572693546,87409,0,0.986068,1,1
32,1,165278,189939,1789997571572986560,1789997571572920753,65827,0,0.977799,1,1
33,1,184542,209628,1789997571573208537,1789997571573122674,85886,0,0.985480,1,1
34,1,150305,177692,1789997571573396419,1789997571573325203,71268,0,0.000000,1,0
35,1,156627,187252,1789997571573592370,1789997571573526202,66203,0,0.986725,1,1
36,1,183585,212878,1789997571573818832,1789997571573739641,79223,0,0.986901,1,1
37,1,180971,211505,1789997571574040841,1789997571573963820,77079,0,0.000000,1,0
38,1,157038,180636,1789997571574240266,1789997571574255573,73445,15307,0.913370,1,1
39,1,202479,228889,1789997571574569305,1789997571574500289,69036,0,0.984919,1,1
40,1,180243,203026,1789997571574787652,1789997571574711375,76318,0,0.980345,1,1
41,1,206508,241755,1789997571575033556,1789997571574940944,92649,0,0.986226,1,1
42,1,152289,179822,1789997571575234644,1789997571575169149,65537,0,0.981879,1,1
43,1,147078,173894,1789997571575422454,1789997571575383984,38489,0,0.980254,1,1
44,1,210246,242490,1789997571575668892,1789997571575593364,75565,0,0.980621,1,1
45,1,205314,230433,1789997571575919564,1789997571575841587,78004,0,0.982534,1,1
46,1,192645,219190,1789997571576151751,1789997571576072029,79754,0,0.000000,1,0
47,1,214678,239827,1789997571576406795,1789997571576326409,80423,0,0.957229,1,1
48,1,194499,225730,1789997571576638673,1789997571576555775,82940,0,0.981625,1,1
49,1,193236,221722,1789997571576876823,1789997571576795401,81449,0,0.985472,1,1
50,1,178361,201467,1789997571577096527,1789997571577026395,70151,0,0.980947,1,1
51,1,166165,195092,1789997571577298375,1789997571577230429,67992,0,0.000000,1,0
52,1,174365,192550,1789997571577515698,1789997571577434654,81076,0,0.986252,1,1
53,1,104922,134856,1789997571577647534,1789997571577604271,43329,0,0.984259,1,1
54,1,162640,192051,1789997571577851245,1789997571577781152,70119,0,0.985740,1,1
55,1,168336,191798,1789997571578060832,1789997571577992162,68690,0,0.984177,1,1
56,1,170553,198652,1789997571578264937,1789997571578195610,69346,0,0.982422,1,1
57,1,203083,224243,1789997571578509441,1789997571578434403,75057,0,0.984719,1,1
58,1,176707,200682,1789997571578717381,1789997571578646939,70460,0,0.000000,1,0
59,1,192593,220976,1789997571578947167,1789997571578865998,81220,0,0.983098,1,1
60,1,189830,218723,1789997571579176849,1789997571579101195,75685,0,0.984363,1,1
61,1,412800,449528,1789997571579631716,1789997571579398856,232904,0,0.000000,1,0
62,1,204233,234209,1789997571579886314,1789997571579949942,50115,63628,0.000000,1,0
63,1,191674,220737,1789997571580215676,1789997571580142617,73113,0,0.980663,1,1
64,1,179718,204147,1789997571580438305,1789997571580378132,60193,0,0.983398,1,1
