round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789997571565438762,0.983038,0.997013,0.980102,1
1,1789997571565838980,0.996941,0.976736,0.973748,1
2,1789997571566135108,0.997498,0.989224,0.986750,1
3,1789997571566375672,0.990756,0.997447,0.000000,0
4,1789997571566611445,0.997185,0.984260,0.981489,1
5,1789997571566876460,0.937559,0.989913,0.000000,0
6,1789997571567144189,0.989665,0.997596,0.987286,1
7,1789997571567585053,0.835799,0.989713,0.827201,1
8,1789997571567799159,0.985449,0.997517,0.000000,0
9,1789997571567949122,0.987000,0.997204,0.984241,1
10,1789997571568136319,0.957196,0.993064,0.950557,1
11,1789997571568338499,0.985850,0.997442,0.000000,0
12,1789997571568564205,0.997629,0.988982,0.986637,1
13,1789997571568760635,0.984471,0.997093,0.981609,1
14,1789997571568956285,0.985422,0.997348,0.982808,1
15,1789997571569142149,0.989140,0.997386,0.986555,1
16,1789997571569332939,0.997245,0.988037,0.985315,1
17,1789997571569571871,0.997366,0.985233,0.982638,1
18,1789997571569792040,0.988110,0.997379,0.985521,1
19,1789997571569990067,0.987767,0.997608,0.000000,0
20,1789997571570190888,0.997376,0.989023,0.986428,1
21,1789997571570389160,0.997504,0.989378,0.986908,1
22,1789997571570573240,0.987883,0.997263,0.985179,1
23,1789997571570797463,0.997658,0.989576,0.987258,1
24,1789997571571054372,0.945123,0.992602,0.938131,1
25,1789997571571234206,0.988660,0.997623,0.986310,1
26,1789997571571462792,0.988729,0.997366,0.986125,1
27,1789997571571674704,0.997195,0.989206,0.000000,0
28,1789997571571901517,0.975174,0.996740,0.971996,1
29,1789997571572185519,0.986798,0.997247,0.984081,1
30,1789997571572453567,0.997665,0.989028,0.986718,1
31,1789997571572693546,0.988444,0.997596,0.986068,1
32,1789997571572920753,0.997012,0.980729,0.977799,1
33,1789997571573122674,0.997163,0.988284,0.985480,1
34,1789997571573325203,0.988381,0.997317,0.000000,0
35,1789997571573526202,0.989094,0.997605,0.986725,1
36,1789997571573739641,0.989368,0.997506,0.986901,1
37,1789997571573963820,0.997556,0.988350,0.000000,0
38,1789997571574255573,0.921737,0.990922,0.913370,1
39,1789997571574500289,0.987596,0.997290,0.984919,1
40,1789997571574711375,0.983061,0.997237,0.980345,1
41,1789997571574940944,0.988692,0.997505,0.986226,1
42,1789997571575169149,0.997499,0.984341,0.981879,1
43,1789997571575383984,0.982997,0.997209,0.980254,1
44,1789997571575593364,0.983204,0.997373,0.980621,1
45,1789997571575841587,0.985368,0.997124,0.982534,1
46,1789997571576072029,0.987923,0.997451,0.000000,0
47,1789997571576326409,0.961098,0.995974,0.957229,1
48,1789997571576555775,0.997474,0.984111,0.981625,1
49,1789997571576795401,0.997431,0.988009,0.985472,1
50,1789997571577026395,0.983574,0.997329,0.980947,1
51,1789997571577230429,0.997549,0.988878,0.000000,0
52,1789997571577434654,0.997635,0.988591,0.986252,1
53,1789997571577604271,0.997496,0.986730,0.984259,1
54,1789997571577781152,0.997574,0.988137,0.985740,1
55,1789997571577992162,0.987444,0.996690,0.984177,1
56,1789997571578195610,0.984977,0.997406,0.982422,1
57,1789997571578434403,0.987648,0.997034,0.984719,1
58,1789997571578646939,0.997298,0.987874,0.000000,0
59,1789997571578865998,0.985626,0.997435,0.983098,1
60,1789997571579101195,0.986788,0.997542,0.984363,1
61,1789997571579398856,0.984685,0.997268,0.000000,0
62,1789997571579949942,0.873480,0.989143,0.000000,0
63,1789997571580142617,0.983737,0.996876,0.980663,1
64,1789997571580378132,0.986112,0.997248,0.983398,1
65,1789997571580653050,0.997422,0.986855,0.984311,1
66,1789997571581100614,0.871622,0.990209,0.863089,1
67,1789997571581388815,0.986166,0.997280,0.983483,1
68,1789997571581687079,0.997353,0.986986,0.984373,1
69,1789997571581909347,0.997217,0.985562,0.982819,1
70,1789997571582120596,0.997134,0.984512,0.981691,1
71,1789997571582367252,0.997426,0.988231,0.985687,1
72,1789997571582700945,0.918731,0.989080,0.908698,1
73,1789997571582886231,0.983710,0.997277,0.981031,1
74,1789997571583085012,0.997561,0.985932,0.983527,1
75,1789997571583280787,0.997110,0.988795,0.985938,1
76,1789997571583498834,0.988546,0.997502,0.986077,1
77,1789997571583694678,0.997576,0.989206,0.986808,1
78,1789997571583908745,0.997503,0.989331,0.986861,1
79,1789997571584120373,0.997200,0.981621,0.978872,1
80,1789997571584340388,0.997193,0.982630,0.979871,1
81,1789997571584505220,0.997077,0.982595,0.000000,0
82,1789997571584695258,0.997570,0.989759,0.000000,0
83,1789997571584907790,0.997102,0.980121,0.977281,1
84,1789997571585117754,0.997506,0.989511,0.000000,0
85,1789997571585321490,0.997461,0.990518,0.988004,1
86,1789997571585514256,0.997341,0.989798,0.987166,1
87,1789997571585702276,0.985450,0.996991,0.000000,0
88,1789997571585913706,0.997611,0.989216,0.986852,1
89,1789997571586128503,0.997481,0.989558,0.987065,1
90,1789997571586336668,0.997461,0.990691,0.988175,1
91,1789997571586530947,0.997489,0.989959,0.987473,1
92,1789997571586723373,0.989999,0.997423,0.987448,1
93,1789997571586915528,0.997276,0.985534,0.982849,1
94,1789997571587096033,0.997409,0.988857,0.000000,0
95,1789997571587288277,0.997407,0.989509,0.986944,1
96,1789997571587637735,0.850927,0.990528,0.842867,1
97,1789997571587988245,0.997572,0.988021,0.985622,1
98,1789997571588321507,0.996433,0.954790,0.951384,1
99,1789997571588556490,0.996640,0.978555,0.000000,0
100,1789997571588766111,0.987701,0.997473,0.985206,1
101,1789997571588991091,0.996817,0.988579,0.985432,1
102,1789997571589204730,0.997342,0.987585,0.000000,0
103,1789997571589421279,0.997468,0.988261,0.985759,1
104,1789997571589624427,0.997454,0.988820,0.986303,1
105,1789997571589845536,0.997477,0.990086,0.000000,0
106,1789997571590048158,0.997438,0.988985,0.000000,0
107,1789997571590252352,0.997515,0.989102,0.986644,1
108,1789997571590454745,0.997605,0.988794,0.986426,1
