round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789999561933950701,0.995351,0.970552,0.966040,1
1,1789999561934438655,0.989130,0.895862,0.000000,0
2,1789999561934879169,0.991110,0.815382,0.808134,1
3,1789999561935294513,0.991318,0.852009,0.844612,1
4,1789999561935715028,0.991784,0.803983,0.000000,0
5,1789999561936133522,0.992091,0.785059,0.000000,0
6,1789999561936540167,0.991893,0.793583,0.787150,1
7,1789999561936975971,0.991645,0.782589,0.000000,0
8,1789999561937394975,0.991973,0.784894,0.778594,1
9,1789999561937845439,0.991299,0.760693,0.000000,0
10,1789999561938270784,0.991655,0.781635,0.775113,1
11,1789999561938702318,0.991130,0.770723,0.763887,1
12,1789999561939131202,0.991567,0.765194,0.758741,1
13,1789999561939531787,0.991853,0.784682,0.000000,0
14,1789999561939960401,0.991983,0.764781,0.000000,0
15,1789999561940357956,0.991893,0.790629,0.000000,0
16,1789999561940787871,0.990832,0.761019,0.000000,0
17,1789999561941185045,0.991625,0.806391,0.000000,0
18,1789999561941611410,0.991546,0.763260,0.756807,1
19,1789999561942035974,0.991705,0.773139,0.000000,0
20,1789999561942429289,0.991705,0.794790,0.788197,1
21,1789999561942854943,0.991655,0.766618,0.000000,0
22,1789999561943250748,0.991972,0.793512,0.787142,1
23,1789999561943668202,0.990992,0.776277,0.000000,0
24,1789999561944108047,0.991774,0.759248,0.000000,0
25,1789999561944532631,0.992111,0.771640,0.765553,1
26,1789999561944964345,0.991447,0.769822,0.000000,0
27,1789999561945400409,0.991825,0.762513,0.000000,0
28,1789999561945830494,0.991853,0.769359,0.000000,0
29,1789999561946235488,0.991854,0.786820,0.780411,1
30,1789999561946641953,0.991635,0.785765,0.779193,1
31,1789999561947040298,0.991873,0.790723,0.000000,0
32,1789999561947469712,0.991695,0.767600,0.761225,1
33,1789999561947902206,0.991754,0.766059,0.759742,1
34,1789999561948303531,0.991665,0.789941,0.783357,1
35,1789999561948705996,0.991318,0.788355,0.781510,1
36,1789999561949136490,0.991893,0.766389,0.000000,0
37,1789999561949570024,0.991655,0.762048,0.755689,1
38,1789999561949972709,0.991467,0.789799,0.000000,0
39,1789999561950376734,0.991635,0.787244,0.000000,0
40,1789999561950787848,0.991427,0.779178,0.000000,0
41,1789999561951191753,0.992191,0.786489,0.000000,0
42,1789999561951625687,0.991477,0.771355,0.000000,0
43,1789999561952028532,0.991824,0.787401,0.000000,0
44,1789999561952453446,0.991814,0.771757,0.765439,1
45,1789999561952857841,0.991457,0.787827,0.781096,1
46,1789999561953287895,0.991913,0.765791,0.000000,0
47,1789999561953691720,0.991397,0.786268,0.779504,1
48,1789999561954123934,0.991645,0.764773,0.758384,1
49,1789999561954570398,0.972701,0.753824,0.733245,1
50,1789999561955003342,0.991785,0.767570,0.761264,1
51,1789999561955403157,0.991645,0.791712,0.785098,1
52,1789999561955807772,0.991397,0.789144,0.782355,1
53,1789999561956211416,0.991656,0.792157,0.785547,1
54,1789999561956649751,0.991229,0.761826,0.755144,1
55,1789999561957056785,0.991298,0.784776,0.000000,0
56,1789999561957456650,0.991576,0.789191,0.782543,1
57,1789999561957858905,0.991427,0.789073,0.000000,0
58,1789999561958278709,0.991506,0.779645,0.000000,0
59,1789999561958684234,0.991526,0.786559,0.779894,1
60,1789999561959086738,0.991478,0.790187,0.000000,0
61,1789999561959484063,0.991804,0.792734,0.000000,0
62,1789999561959887688,0.991377,0.787173,0.000000,0
63,1789999561960288362,0.991993,0.789831,0.000000,0
64,1789999561960690337,0.991397,0.787087,0.000000,0
65,1789999561961104752,0.991437,0.778040,0.000000,0
66,1789999561961503406,0.991587,0.792306,0.785640,1
67,1789999561961903961,0.991496,0.790391,0.000000,0
68,1789999561962304156,0.991665,0.791032,0.784439,1
69,1789999561962733340,0.991387,0.765446,0.000000,0
70,1789999561963164294,0.991626,0.764689,0.758286,1
71,1789999561963567779,0.991090,0.785891,0.000000,0
72,1789999561963994253,0.992043,0.768276,0.762163,1
73,1789999561964389578,0.991477,0.793075,0.000000,0
74,1789999561964792443,0.991615,0.792441,0.000000,0
75,1789999561965220807,0.991209,0.796581,0.000000,0
76,1789999561965615772,0.990703,0.795418,0.788024,1
77,1789999561966042626,0.991814,0.769022,0.762726,1
78,1789999561966465651,0.991596,0.769021,0.762558,1
79,1789999561966863055,0.991835,0.788269,0.000000,0
80,1789999561967258450,0.992002,0.790447,0.000000,0
