count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,10081,6132,14057
2,22901,8344,26002
3,14867,4117,17059
4,15527,5105,18395
5,11559,3232,13186
6,20085,7177,23417
7,8611,4252,10755
8,12126,4409,14531
9,15067,4925,17740
10,11593,5629,13688
11,16428,5267,18813
12,11922,5225,14187
13,36426,6223,40242
14,15532,5821,18220
15,11202,4880,13743
16,21430,5329,23750
17,15819,5395,18399
18,28822,6905,34644
19,13206,5331,15645
20,14615,4838,17133
21,17934,6172,20439
22,13592,4807,16018
23,8483,4161,10495
24,14153,4737,16376
25,15027,5519,17309
26,9502,6964,12986
27,17972,6016,20874
28,13453,40883,15689
29,13859,5224,16430
30,6315,5482,8464
31,25649,5521,29167
32,15846,5225,18500
33,15146,5319,17559
34,13794,8526,16378
35,6909,4747,9240
36,14363,4872,16720
37,13339,5420,15712
38,22556,4951,25077
39,17706,5203,20304
40,12538,4333,14924
41,9027,3272,10665
42,4499,3194,6284
43,14761,5142,17328
44,10713,4462,12937
45,8209,4555,10445
46,7631,5261,9681
47,15583,5272,18234
48,12013,4815,14310
49,11362,4242,13631
50,14189,5529,16699
51,9593,4564,11728
52,7682,4740,10027
53,6065,2991,7473
54,12538,5462,15406
55,5205,2926,6727
56,12174,3673,13905
57,9179,4778,11827
58,6068,4402,8306
59,8092,8846,10076
60,9318,4671,11657
61,8855,2899,10331
62,10120,4749,12377
63,13189,3464,14856
64,16673,5540,19243
65,13807,4923,15994
66,10536,5137,12590
67,15120,6252,17885
68,9594,5122,11789
69,12948,4880,15178
70,17059,4954,19638
71,12827,4548,15062
72,17493,5578,20246
73,11229,4878,13467
74,15924,5462,18443
75,9738,5258,12154
76,33282,10019,40360
77,8764,4464,10771
78,16740,5554,19342
79,14781,5006,17171
80,15182,4790,17668
81,14210,4745,16567
82,7717,5600,9554
83,6752,4079,8472
84,7430,4645,9678
85,15914,5433,18274
86,11338,3670,13327
87,4572,3013,5949
88,37310,5567,44272
89,13471,4649,15696
90,8091,4485,9957
91,8401,4667,10731
92,19006,3482,21124
93,16560,5126,19163
94,9098,4752,11264
95,8095,3414,9463
96,6703,2890,8014
97,14282,3452,16295
98,9251,3449,11212
99,6553,3477,8117
100,6015,3055,7684
101,6009,5124,8040
102,7798,4331,10047
103,8869,4410,11121
104,5819,3312,7113
105,17564,5266,20285
106,12912,5011,15361
107,7900,3306,9496
108,8485,4781,10664
109,9901,4662,12221
110,18536,6551,21445
111,13248,4716,15877
112,14885,5220,17057
113,7438,4611,9782
114,15956,5209,18497
115,7040,3294,8585
116,7315,4593,9635
117,15148,4833,17911
118,14718,5029,17321
119,13434,4825,15953
120,12933,5053,15658
121,15303,3695,17094
122,8705,5133,11068
123,15288,5766,17828
124,90259,8275,96706
125,4809,2881,6210
126,16685,5310,19675
127,9837,4658,12159
128,17296,5274,19779
129,11698,5878,14214
130,21214,6521,24547
131,11488,4145,13468
132,7728,4675,10260
133,13336,3790,15046
134,18202,5300,20868
135,11842,4723,14013
136,17975,5632,20625
137,6128,2855,7437
138,12006,5068,14507
139,10141,3931,12263
140,5977,6334,7912
141,16878,5212,19241
142,11504,4884,14131
143,10104,3739,11800
144,12126,4687,14336
145,8623,4344,10899
146,4763,4271,6360
147,9391,4038,11073
148,17460,5040,20033
149,15474,3557,17420
150,5650,2935,7081
151,5509,3019,7129
152,12451,5321,15187
153,17815,5750,20312
154,10527,4607,12808
155,12467,3934,14645
156,4553,3000,6026
157,4308,2862,5932
158,4667,3015,6327
159,9470,3561,11128
160,5448,2897,6939
161,11424,3847,13129
162,7232,3255,8990
163,4276,3123,5875
164,4669,12407,6343
165,7830,3843,9448
166,5448,2915,6863
167,11733,4328,13546
168,6002,3761,7742
169,18846,6605,21617
170,6446,3116,8322
171,11345,3812,12981
172,6470,3144,8058
173,4906,3034,6585
174,7969,4918,9813
175,5974,3365,7583
176,6613,3053,8156
177,7091,4134,9079
178,13842,4559,16061
179,5980,2998,7835
180,4105,2973,5693
181,7792,3103,9402
182,5931,3300,7623
183,10572,3439,12293
184,6212,3214,7935
185,3996,2849,5543
186,4767,3121,6249
187,4251,3428,5842
188,9526,3615,11233
189,6116,3205,7791
190,16371,4986,18829
191,8737,4540,11140
192,10006,3043,11933
193,6126,4571,8337
194,7917,4067,10030
195,10990,5988,14006
196,5768,2884,7364
197,7502,7034,9693
198,8419,2918,10064
199,5210,2951,6956
200,15284,3931,17179
201,5903,3153,7485
202,16368,5951,19322
203,5965,3171,7675
204,4513,3458,6149
205,4601,2837,6044
206,4172,2824,5749
207,9574,3656,11238
208,6115,3096,7772
209,3895,3057,5406
210,8638,4160,10634
211,6288,3147,8044
212,4011,2830,5630
213,5861,2969,7423
214,9131,3195,10906
215,14543,4834,17067
216,6076,3132,7673
217,4154,2992,5628
218,8542,3544,10187
219,10105,3860,11876
220,6397,3202,8027
221,4257,10019,5833
222,4490,3075,6056
223,7567,3358,9088
224,11105,3925,13106
225,6562,3266,8135
226,4146,3045,5638
227,4085,2871,5649
228,11314,4783,13950
229,5872,3339,7673
230,6166,3001,7515
231,5914,4521,8292
232,14218,4300,15991
233,7680,3264,9343
234,5162,3197,6920
235,9573,4066,11380
236,7585,3292,9304
237,13923,3600,16013
238,6604,4228,8349
239,4510,2830,6239
240,6518,4363,8831
241,4198,2828,5695
242,4143,3119,5621
243,4129,2965,5660
244,15299,5413,17645
245,6115,3117,7679
246,4390,2906,5891
247,4398,2922,5883
248,4246,2858,5747
249,9796,3608,11321
250,6806,3431,8493
251,4639,3558,6197
252,12344,5021,14697
253,6291,3222,7982
254,4144,2865,5544
255,4280,3009,5870
256,4266,4682,5733
257,5301,3828,7146
258,5158,3032,6945
259,5250,2891,7282
260,10232,4051,12158
261,6261,3114,8147
262,6029,2927,7765
263,4166,2866,5961
264,8038,4105,10602
265,6819,4021,9320
266,12931,5193,15354
267,13198,4421,15875
268,16090,5324,19326
269,18245,33496,21923
270,16013,4710,18765
271,10092,3142,12110
272,14569,4934,17531
273,12005,4316,14752
274,6710,3892,8587
275,4688,2884,6498
276,4917,3030,6701
277,6189,3230,8168
278,8364,2828,10073
279,7382,4419,9774
280,13415,4297,15505
281,6677,3220,8556
282,5923,2807,7657
283,13554,16620,15668
284,7940,3228,9946
285,7851,3950,10212
286,7656,4087,9995
287,8500,3234,10761
288,11071,3361,12810
289,12457,4801,15333
290,12264,4733,14802
291,7147,3880,9625
292,10386,3289,12493
293,4466,2863,8287
294,12292,4410,14393
295,9621,4475,12340
296,7108,2981,9101
297,4134,2807,5883
298,10963,4508,13842
299,6532,3527,8405
300,8547,3090,10399
301,6249,3032,8068
302,10887,5905,13712
303,6154,2952,7994
304,4029,2754,5667
305,4089,2983,5661
306,10865,3986,21658
307,6449,2913,8219
308,5679,3209,7536
309,12473,3448,14700
310,6466,3042,8467
311,4580,2822,6611
312,11745,4744,14544
313,7131,4667,9877
314,4972,3200,6538
315,4050,3377,5936
316,4255,2790,5986
317,13188,3330,15199
318,6451,3146,8313
319,4146,2861,5783
320,4129,4645,5833
321,9120,5845,11080
322,9644,3222,11597
323,6871,3267,8660
324,4855,2696,6532
325,8283,2822,10303
326,6103,2995,7915
327,9539,3218,11658
328,9533,3206,11312
329,12467,3118,14292
330,9299,3313,11218
331,6220,2976,7990
332,6406,3203,8207
333,6900,3793,9196
334,7786,3870,9879
335,12886,4318,15754
336,4440,2905,6071
337,7081,3236,8851
338,29913,7427,34372
339,15779,5044,18457
340,11069,4440,13696
341,13246,4690,16316
342,11650,4551,14169
343,11015,3253,12980
344,4185,2924,5741
345,4252,2911,5939
346,4490,3052,6344
347,4023,2834,5721
348,6825,5434,8377
349,6243,3127,8133
350,5316,3119,7239
351,4565,2910,6313
352,4373,2787,6160
353,4584,2912,6311
354,4461,2939,6321
355,9130,3057,10981
356,6273,3077,8125
357,6131,2887,7898
358,4086,2797,5969
359,6627,2770,8358
360,7956,3831,10000
361,6126,3218,8160
362,4400,3035,6253
363,4110,2985,5942
364,6044,4118,8806
365,10752,3451,12774
366,8876,5989,11465
367,9494,3259,11450
368,6743,3111,8989
369,4150,2906,5963
370,6809,3206,9221
371,4433,2638,5985
372,4544,2878,6202
373,10990,3061,12666
374,8232,3983,10565
375,13284,3538,15691
376,5888,2676,7378
377,4548,2804,6189
378,4985,4850,6853
379,14243,3931,16210
380,6249,3070,10856
381,4302,3264,6029
382,14686,4475,17151
383,6507,3091,8174
384,4801,2685,6273
385,4939,3168,6713
386,6814,2873,8532
387,15164,3734,17129
388,6048,3070,7654
389,4061,2897,6375
390,4233,2966,5801
391,11676,4361,13659
392,7648,2943,9120
393,11982,4203,15302
394,11781,4475,15255
395,8608,4263,11230
396,7135,3911,9080
397,6123,4288,8271
398,11199,4601,13894
399,9689,2831,11417
400,6133,3058,7927
401,6161,3110,8166
402,6524,3977,8166
