count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,10236,4999,12633
2,21224,7218,24304
3,11243,3309,12728
4,10268,4308,12263
5,14294,3527,15983
6,12678,3759,14306
7,11725,3212,13409
8,11609,4276,13710
9,7747,3226,9263
10,5097,4460,6575
11,13806,3873,15742
12,16313,5521,19141
13,10052,3553,11809
14,11073,4175,12955
15,11271,3334,12994
16,12868,4143,14636
17,13170,4922,15890
18,9222,3756,10689
19,7429,3079,9067
20,12397,3873,14170
21,11497,4070,13323
22,11733,3677,13256
23,10289,5100,12547
24,13776,5594,16170
25,10501,3422,12585
26,4392,3134,5989
27,11790,5017,14217
28,14715,5452,17212
29,9835,3407,11478
30,7212,4560,9405
31,17576,6552,20474
32,12147,4823,14560
33,10169,3433,11747
34,11306,3682,12994
35,11289,3680,12932
36,7929,3568,9503
37,5769,3679,7373
38,9584,4683,12070
39,12386,3481,14134
40,11676,3522,13543
41,11194,3393,13164
42,7802,3491,9569
43,8570,3316,10308
44,12832,3515,14783
45,9262,3139,10804
46,15617,5382,18213
47,10432,3712,12289
48,10021,3823,11987
49,11434,5696,13561
50,13974,5641,16210
51,11845,5544,14612
52,12080,4833,14573
53,13303,4608,15572
54,10078,5564,12444
55,7301,4701,9055
56,15339,6011,17628
57,14385,5159,16574
58,12238,5328,14621
59,11055,5114,13389
60,18479,6040,21491
61,20291,7172,23243
62,9480,4815,11650
63,13822,5599,15826
64,17663,6473,21094
65,14050,4695,16978
66,11909,5485,14293
67,15192,5148,17600
68,12137,3708,14106
69,16185,6041,18585
70,10843,4864,13103
71,8877,4960,11454
72,14111,5125,16570
73,24934,4868,26880
74,8772,3504,10484
75,7325,4572,9543
76,12716,4045,14360
77,9070,3781,10784
78,8569,4524,10430
79,7191,3198,8728
80,12220,3924,13779
81,7443,3246,9098
82,5377,2961,6880
83,6576,3136,8074
84,14896,5752,17337
85,7133,3353,9017
86,6987,3233,8502
87,16907,5812,19269
88,15036,4525,16864
89,9156,3416,10751
90,12790,3684,14949
91,12424,4915,14629
92,11285,3405,12803
93,7872,3947,9650
94,8964,3587,10680
95,9519,3592,11303
96,15023,4250,17217
97,8654,3531,10340
98,10041,3784,11694
99,8724,3463,10490
100,15887,5597,18560
101,9851,3427,11574
102,9561,3777,11363
103,11514,5137,13617
104,9044,3208,10778
105,5907,3090,7531
106,13728,3885,15629
107,10610,4038,12366
108,12675,4771,14770
109,9735,3861,11560
110,7936,4340,10132
111,14568,5313,17013
112,13899,4049,15854
113,14248,4725,17343
114,9441,3760,11051
115,19706,3806,22335
116,4847,3069,6215
117,14126,3804,15813
118,7139,3377,8686
119,4470,3136,6047
120,11421,3694,13050
121,11312,4689,13532
122,8963,3412,10570
123,6105,4878,8465
124,8187,4168,10381
125,18138,5703,20864
126,8358,3796,10039
127,9606,4992,11612
128,11531,3672,13323
129,9610,11326,11159
130,10596,3704,12467
131,9143,3445,11034
132,4629,3027,6227
133,11535,3911,13194
134,8397,3358,9965
135,12703,3855,14545
