round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790178181250892677,0.992280,0.419069,0.415834,1
1,1790178181251314931,0.991804,0.777939,0.000000,0
2,1790178181252106441,0.991615,0.708450,0.000000,0
3,1790178181253274235,0.992389,0.361488,0.000000,0
4,1790178181254028795,0.711162,0.992816,0.706053,1
5,1790178181254979143,0.569644,0.992379,0.565303,1
6,1790178181256137197,0.991992,0.384925,0.000000,0
7,1790178181256562662,0.992617,0.888892,0.000000,0
8,1790178181257438170,0.630423,0.992806,0.625888,1
9,1790178181258378738,0.854825,0.992786,0.000000,0
10,1790178181259539592,0.992598,0.446691,0.000000,0
11,1790178181260343262,0.992409,0.524782,0.520799,1
12,1790178181261533616,0.992598,0.559315,0.555174,1
13,1790178181261939530,0.990338,0.781988,0.000000,0
14,1790178202293536776,0.983635,0.503702,0.000000,0
15,1790178202294819719,0.989703,0.412307,0.000000,0
16,1790178202295513750,0.753372,0.989496,0.000000,0
17,1790178202296752004,0.989357,0.447638,0.000000,0
18,1790178202297586973,0.989921,0.517652,0.000000,0
19,1790178202298829116,0.990070,0.659625,0.653075,1
20,1790178208311614209,0.988813,0.602521,0.000000,0
21,1790178217325229063,0.533022,0.984541,0.000000,0
22,1790178217325853075,0.995908,0.978387,0.974384,1
23,1790178217327264986,0.984551,0.341665,0.336386,1
24,1790178217328348972,0.546658,0.991189,0.000000,0
25,1790178217328780356,0.992002,0.954298,0.000000,0
26,1790178217329210530,0.991953,0.929416,0.000000,0
27,1790178217330038049,0.991843,0.713349,0.707530,1
28,1790178217330852268,0.992102,0.524049,0.000000,0
29,1790178217331640538,0.992488,0.880559,0.000000,0
30,1790178217332435268,0.992399,0.627888,0.623115,1
31,1790178217332839172,0.992568,0.789183,0.000000,0
32,1790178217333807299,0.834538,0.992349,0.000000,0
33,1790178217334211734,0.995261,0.985614,0.000000,0
34,1790178217334991394,0.992439,0.667374,0.000000,0
35,1790178217336954048,0.992310,0.622113,0.000000,0
36,1790178217337356702,0.992310,0.792291,0.786198,1
37,1790178220344606705,0.390070,0.991001,0.000000,0
38,1790178220345107318,0.991576,0.773494,0.000000,0
39,1790178220346715687,0.991943,0.426033,0.000000,0
40,1790178220347918991,0.992459,0.358152,0.000000,0
41,1790178232367644004,0.984404,0.571356,0.000000,0
42,1790178232368249376,0.984482,0.717441,0.000000,0
43,1790178232369465090,0.991655,0.458649,0.000000,0
44,1790178232370636885,0.991982,0.608539,0.000000,0
45,1790178232371136678,0.907784,0.991625,0.000000,0
46,1790178232371681111,0.856794,0.992508,0.850375,1
47,1790178232372235163,0.843355,0.991825,0.836460,1
48,1790178232373400838,0.992042,0.854347,0.000000,0
49,1790178232374575652,0.992321,0.361116,0.000000,0
50,1790178232374997457,0.992230,0.769375,0.000000,0
