count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
51,180197,0,180197,180197,0,0,1785319657939500700,1
52,187807,0,187807,187807,0,0,1785319657940531272,1
53,143814,0,143814,143814,0,0,1785319657941570057,0
54,207674,0,207674,207674,0,0,1785319657942605273,0
55,308408,0,308408,308408,0,0,1785319657943683230,0
56,281922,0,281922,281922,0,0,1785319657944717637,1
57,156757,0,156757,156757,0,0,1785319657945757908,1
58,141115,0,141115,141115,0,0,1785319657946787979,1
59,329589,0,329589,329589,0,0,1785319657947805773,0
60,134629,0,134629,134629,0,0,1785319657948821567,1
61,131481,0,131481,131481,0,0,1785319657949842350,0
62,175881,0,175881,175881,0,0,1785319657950862962,1
63,159879,0,159879,159879,0,0,1785319657951893009,0
64,119012,0,119012,119012,0,0,1785319657952925692,1
65,164379,0,164379,164379,0,0,1785319657953948021,1
66,210329,0,210329,210329,0,0,1785319657954959281,1
67,175891,0,175891,175891,0,0,1785319657955980027,0
68,172074,0,172074,172074,0,0,1785319657957025104,1
69,169824,0,169824,169824,0,0,1785319657958050242,0
70,653789,0,653789,653789,0,0,1785319657959087833,0
71,1433664,0,1433664,1433664,0,0,1785319657960126365,1
72,412228,0,412228,412228,0,0,1785319657961147906,0
73,1466969,0,1466969,1466969,0,0,1785319657962158066,0
74,456158,0,456158,456158,0,0,1785319657963168916,1
75,285577,0,285577,285577,0,0,1785319657964181165,0
76,267685,0,267685,267685,0,0,1785319657965203521,1
77,1187786,0,1187786,1187786,0,0,1785319657966226541,0
78,180331,0,180331,180331,0,0,1785319657967234104,0
79,281525,0,281525,281525,0,0,1785319657968243470,0
80,768310,0,768310,768310,0,0,1785319657969253946,1
81,1123445,0,1123445,1123445,0,0,1785319657970262622,0
82,114029,0,114029,114029,0,0,1785319657971272261,0
83,1102267,0,1102267,1102267,0,0,1785319657972279969,0
84,90324,0,90324,90324,0,0,1785319657973292058,1
85,190605,0,190605,190605,0,0,1785319657974300923,0
86,180692,0,180692,180692,0,0,1785319657975318690,1
87,691056,0,691056,691056,0,0,1785319657976361262,0
88,149293,0,149293,149293,0,0,1785319657977402868,0
89,131913,0,131913,131913,0,0,1785319657978426946,1
90,207002,0,207002,207002,0,0,1785319657979446391,0
91,793643,0,793643,793643,0,0,1785319657980483160,1
92,114483,0,114483,114483,0,0,1785319657981502364,0
93,1185767,0,1185767,1185767,0,0,1785319657982529175,0
94,172678,0,172678,172678,0,0,1785319657983542307,1
95,710902,0,710902,710902,0,0,1785319657984550146,1
