count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
351,236545,0,236545,236545,0,0,1785319624952978191,0
352,120819,0,120819,120819,0,0,1785319624953992950,1
353,1794129,0,1794129,1794129,0,0,1785319624955004643,1
354,781680,0,781680,781680,0,0,1785319624956017185,1
355,118856,0,118856,118856,0,0,1785319624957030799,0
356,357021,0,357021,357021,0,0,1785319624958046897,0
357,1035325,0,1035325,1035325,0,0,1785319624959054731,1
358,271582,0,271582,271582,0,0,1785319624960064707,1
359,634463,0,634463,634463,0,0,1785319624961072358,0
360,228535,0,228535,228535,0,0,1785319624962087942,0
361,1103815,0,1103815,1103815,0,0,1785319624963097033,0
362,108787,0,108787,108787,0,0,1785319624964110743,1
363,127415,0,127415,127415,0,0,1785319624965127322,1
364,278559,0,278559,278559,0,0,1785319624966357242,0
365,565201,0,565201,565201,0,0,1785319624967389520,0
366,171534,0,171534,171534,0,0,1785319624968422183,0
367,308616,0,308616,308616,0,0,1785319624969450752,1
368,421121,0,421121,421121,0,0,1785319624970482970,1
369,3465352,0,3465352,3465352,0,0,1785319624971515571,0
370,2434884,0,2434884,2434884,0,0,1785319624972546148,1
371,1403856,0,1403856,1403856,0,0,1785319624973577217,0
372,386907,0,386907,386907,0,0,1785319624974594204,0
373,1759975,0,1759975,1759975,0,0,1785319624975627955,1
374,727860,0,727860,727860,0,0,1785319624976660164,1
375,1561839,0,1561839,1561839,0,0,1785319624977690727,1
376,529697,0,529697,529697,0,0,1785319624978722923,0
377,299365,0,299365,299365,0,0,1785319624979754609,1
378,377493,0,377493,377493,0,0,1785319624980782735,1
379,188732,0,188732,188732,0,0,1785319624981806351,1
380,174591,0,174591,174591,0,0,1785319624982835979,0
381,426992,0,426992,426992,0,0,1785319624983868454,0
382,153521,0,153521,153521,0,0,1785319624984894679,1
383,324448,0,324448,324448,0,0,1785319624985959622,1
384,393143,0,393143,393143,0,0,1785319624987067341,0
385,709459,0,709459,709459,0,0,1785319624988105054,1
386,908060,0,908060,908060,0,0,1785319624989131665,1
387,142439,0,142439,142439,0,0,1785319624990149289,0
388,271028,0,271028,271028,0,0,1785319624991172888,1
389,213520,0,213520,213520,0,0,1785319624992185311,1
390,278336,0,278336,278336,0,0,1785319624993208392,1
391,1141201,0,1141201,1141201,0,0,1785319624994228553,0
392,121333,0,121333,121333,0,0,1785319624995248514,0
393,1273956,0,1273956,1273956,0,0,1785319624996258904,1
394,261932,0,261932,261932,0,0,1785319624997271009,0
395,255532,0,255532,255532,0,0,1785319624998282561,0
396,278646,0,278646,278646,0,0,1785319624999297140,0
397,698364,0,698364,698364,0,0,1785319625000306458,0
398,145805,0,145805,145805,0,0,1785319625001320266,1
399,401422,0,401422,401422,0,0,1785319625002350764,0
400,245947,0,245947,245947,0,0,1785319625003481112,1
401,205442,0,205442,205442,0,0,1785319625004514144,0
402,761456,0,761456,761456,0,0,1785319625005543572,1
403,1324670,0,1324670,1324670,0,0,1785319625006566829,1
404,298187,0,298187,298187,0,0,1785319625007593436,1
405,297731,0,297731,297731,0,0,1785319625008602714,1
406,644757,0,644757,644757,0,0,1785319625009613764,1
407,932542,0,932542,932542,0,0,1785319625010652848,0
408,117843,0,117843,117843,0,0,1785319625011671115,1
409,297989,0,297989,297989,0,0,1785319625012693444,1
410,495253,0,495253,495253,0,0,1785319625013743395,1
411,216745,0,216745,216745,0,0,1785319625014759866,0
412,1099075,0,1099075,1099075,0,0,1785319625015778287,0
413,117659,0,117659,117659,0,0,1785319625016790995,1
414,546402,0,546402,546402,0,0,1785319625017802910,0
415,818363,0,818363,818363,0,0,1785319625018811927,0
416,566797,0,566797,566797,0,0,1785319625019824684,1
417,285377,0,285377,285377,0,0,1785319625020841149,1
418,125078,0,125078,125078,0,0,1785319625021872000,0
419,298172,0,298172,298172,0,0,1785319625023062885,0
420,137640,0,137640,137640,0,0,1785319625024132118,0
421,266080,0,266080,266080,0,0,1785319625025160785,1
422,195415,0,195415,195415,0,0,1785319625026205572,0
423,193274,0,193274,193274,0,0,1785319625027227541,1
424,257011,0,257011,257011,0,0,1785319625028254637,0
425,206872,0,206872,206872,0,0,1785319625029277706,1
426,163961,0,163961,163961,0,0,1785319625030292831,1
427,228276,0,228276,228276,0,0,1785319625031324019,0
428,462776,0,462776,462776,0,0,1785319625032360631,0
