count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
51,180306,0,180306,180306,0,0,1785319657939500700,1
52,187720,0,187720,187720,0,0,1785319657940531272,1
53,143720,0,143720,143720,0,0,1785319657941570057,0
54,207611,0,207611,207611,0,0,1785319657942605273,0
55,308510,0,308510,308510,0,0,1785319657943683230,0
56,282042,0,282042,282042,0,0,1785319657944717637,1
57,156852,0,156852,156852,0,0,1785319657945757908,1
58,140957,0,140957,140957,0,0,1785319657946787979,1
59,165192,0,165192,165192,0,0,1785319657947805773,0
60,116259,0,116259,116259,0,0,1785319657948821567,1
61,131064,0,131064,131064,0,0,1785319657949842350,0
62,175823,0,175823,175823,0,0,1785319657950862962,1
63,159723,0,159723,159723,0,0,1785319657951893009,0
64,119107,0,119107,119107,0,0,1785319657952925692,1
65,82014,0,82014,82014,0,0,1785319657953948021,1
66,234061,0,234061,234061,0,0,1785319657954959281,1
67,127877,0,127877,127877,0,0,1785319657955980027,0
68,172169,0,172169,172169,0,0,1785319657957025104,1
69,169724,0,169724,169724,0,0,1785319657958050242,0
70,653735,0,653735,653735,0,0,1785319657959087833,0
71,1433805,0,1433805,1433805,0,0,1785319657960126365,1
72,412303,0,412303,412303,0,0,1785319657961147906,0
73,1467053,0,1467053,1467053,0,0,1785319657962158066,0
74,456237,0,456237,456237,0,0,1785319657963168916,1
75,285471,0,285471,285471,0,0,1785319657964181165,0
76,267572,0,267572,267572,0,0,1785319657965203521,1
77,1187866,0,1187866,1187866,0,0,1785319657966226541,0
78,180356,0,180356,180356,0,0,1785319657967234104,0
79,281570,0,281570,281570,0,0,1785319657968243470,0
80,768350,0,768350,768350,0,0,1785319657969253946,1
81,1123740,0,1123740,1123740,0,0,1785319657970262622,0
82,153695,0,153695,153695,0,0,1785319657971272261,0
83,1102376,0,1102376,1102376,0,0,1785319657972279969,0
84,90366,0,90366,90366,0,0,1785319657973292058,1
85,190653,0,190653,190653,0,0,1785319657974300923,0
86,180603,0,180603,180603,0,0,1785319657975318690,1
87,691107,0,691107,691107,0,0,1785319657976361262,0
88,149174,0,149174,149174,0,0,1785319657977402868,0
89,132025,0,132025,132025,0,0,1785319657978426946,1
90,206922,0,206922,206922,0,0,1785319657979446391,0
91,793581,0,793581,793581,0,0,1785319657980483160,1
92,114399,0,114399,114399,0,0,1785319657981502364,0
93,1159068,0,1159068,1159068,0,0,1785319657982529175,0
94,146004,0,146004,146004,0,0,1785319657983542307,1
95,710951,0,710951,710951,0,0,1785319657984550146,1
96,156896,0,156896,156896,0,0,1785319657985564722,1
97,169185,0,169185,169185,0,0,1785319657986580433,1
98,113244,0,113244,113244,0,0,1785319657987614775,1
99,705213,0,705213,705213,0,0,1785319657988631961,0
100,120415,0,120415,120415,0,0,1785319657989643003,1
101,181521,0,181521,181521,0,0,1785319657990653426,0
102,68935,0,68935,68935,0,0,1785319657991666018,1
