count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
51,131529,0,131529,131529,0,0,1785319624647272401,0
52,193931,0,193931,193931,0,0,1785319624648301568,0
53,140657,0,140657,140657,0,0,1785319624649331988,1
54,155174,0,155174,155174,0,0,1785319624650357459,0
55,167969,0,167969,167969,0,0,1785319624651377390,1
56,179872,0,179872,179872,0,0,1785319624652397476,0
57,277836,0,277836,277836,0,0,1785319624653426617,0
58,123815,0,123815,123815,0,0,1785319624654447317,0
59,226599,0,226599,226599,0,0,1785319624655472383,1
60,292893,0,292893,292893,0,0,1785319624656499619,1
61,194690,0,194690,194690,0,0,1785319624657519995,1
62,228874,0,228874,228874,0,0,1785319624658548952,0
63,254179,0,254179,254179,0,0,1785319624659581924,1
64,240902,0,240902,240902,0,0,1785319624660651142,0
65,284510,0,284510,284510,0,0,1785319624661683205,0
66,186016,0,186016,186016,0,0,1785319624662709580,1
67,233117,0,233117,233117,0,0,1785319624663739149,0
68,159043,0,159043,159043,0,0,1785319624664756133,1
69,367225,0,367225,367225,0,0,1785319624665770913,0
70,174843,0,174843,174843,0,0,1785319624666788198,0
71,232266,0,232266,232266,0,0,1785319624667806828,0
72,1057637,0,1057637,1057637,0,0,1785319624668820599,1
73,95019,0,95019,95019,0,0,1785319624669836028,0
74,910136,0,910136,910136,0,0,1785319624670847394,1
75,193133,0,193133,193133,0,0,1785319624671862435,0
76,257397,0,257397,257397,0,0,1785319624672875257,0
77,333191,0,333191,333191,0,0,1785319624673894152,0
78,209715,0,209715,209715,0,0,1785319624674918915,1
79,210177,0,210177,210177,0,0,1785319624675993499,0
80,422358,0,422358,422358,0,0,1785319624677014022,0
81,247176,0,247176,247176,0,0,1785319624678029565,0
82,408280,0,408280,408280,0,0,1785319624679040839,1
83,599690,0,599690,599690,0,0,1785319624680082330,0
84,824929,0,824929,824929,0,0,1785319624681101534,0
85,192776,0,192776,192776,0,0,1785319624682154614,0
86,774949,0,774949,774949,0,0,1785319624683188790,0
87,831430,0,831430,831430,0,0,1785319624684215377,1
88,797201,0,797201,797201,0,0,1785319624685225078,0
89,1755546,0,1755546,1755546,0,0,1785319624686234883,1
90,745816,0,745816,745816,0,0,1785319624687244657,1
91,334200,0,334200,334200,0,0,1785319624688251587,1
92,113884,0,113884,113884,0,0,1785319624689261798,1
93,578506,0,578506,578506,0,0,1785319624690273325,0
94,617777,0,617777,617777,0,0,1785319624691283742,0
95,1396549,0,1396549,1396549,0,0,1785319624692295140,1
96,386983,0,386983,386983,0,0,1785319624693304880,0
97,1236736,0,1236736,1236736,0,0,1785319624694311831,1
98,226482,0,226482,226482,0,0,1785319624695322115,1
99,739057,0,739057,739057,0,0,1785319624696329618,0
100,270280,0,270280,270280,0,0,1785319624697341601,0
101,1018027,0,1018027,1018027,0,0,1785319624698352066,1
102,144232,0,144232,144232,0,0,1785319624699363058,0
103,187183,0,187183,187183,0,0,1785319624700375683,0
104,556409,0,556409,556409,0,0,1785319624701388250,0
105,210988,0,210988,210988,0,0,1785319624702400955,0
106,173275,0,173275,173275,0,0,1785319624703427417,0
107,614341,0,614341,614341,0,0,1785319624704440016,0
108,851586,0,851586,851586,0,0,1785319624705452381,0
109,1256906,0,1256906,1256906,0,0,1785319624706470774,1
110,245406,0,245406,245406,0,0,1785319624707482379,1
111,305310,0,305310,305310,0,0,1785319624708491911,1
112,712392,0,712392,712392,0,0,1785319624709502046,1
113,240944,0,240944,240944,0,0,1785319624710515975,1
114,539421,0,539421,539421,0,0,1785319624711532762,1
115,1695680,0,1695680,1695680,0,0,1785319624712547100,1
116,682748,0,682748,682748,0,0,1785319624713560099,1
117,302896,0,302896,302896,0,0,1785319624714569905,0
118,1828654,0,1828654,1828654,0,0,1785319624715582765,0
119,815647,0,815647,815647,0,0,1785319624716595820,1
120,620296,0,620296,620296,0,0,1785319624717608857,0
121,2065171,0,2065171,2065171,0,0,1785319624718621639,0
122,1053206,0,1053206,1053206,0,0,1785319624719633685,1
123,202069,0,202069,202069,0,0,1785319624720647229,1
124,329678,0,329678,329678,0,0,1785319624721692263,0
125,295605,0,295605,295605,0,0,1785319624722834940,1
126,298297,0,298297,298297,0,0,1785319624723864157,0
127,427836,0,427836,427836,0,0,1785319624724897121,1
128,283288,0,283288,283288,0,0,1785319624725919663,1
129,265616,0,265616,265616,0,0,1785319624726949643,0
130,376857,0,376857,376857,0,0,1785319624727969528,1
131,276225,0,276225,276225,0,0,1785319624728984760,1
132,272538,0,272538,272538,0,0,1785319624730000131,1
133,618799,0,618799,618799,0,0,1785319624731030611,1
134,357142,0,357142,357142,0,0,1785319624732048001,0
135,1164745,0,1164745,1164745,0,0,1785319624733067006,0
136,143461,0,143461,143461,0,0,1785319624734088363,1
137,589337,0,589337,589337,0,0,1785319624735097679,0
138,504665,0,504665,504665,0,0,1785319624736106681,1
139,232682,0,232682,232682,0,0,1785319624737119811,1
140,188776,0,188776,188776,0,0,1785319624738143187,0
141,1275580,0,1275580,1275580,0,0,1785319624739153968,0
142,264220,0,264220,264220,0,0,1785319624740165392,0
143,310856,0,310856,310856,0,0,1785319624741173177,0
144,140317,0,140317,140317,0,0,1785319624742189900,0
145,527505,0,527505,527505,0,0,1785319624743216118,0
146,1249807,0,1249807,1249807,0,0,1785319624744227282,1
147,239802,0,239802,239802,0,0,1785319624745237355,1
148,2771077,0,2771077,2771077,0,0,1785319624746244599,1
149,1758280,0,1758280,1758280,0,0,1785319624747257447,1
150,750336,0,750336,750336,0,0,1785319624748265450,1
151,903505,0,903505,903505,0,0,1785319624749277744,1
152,166533,0,166533,166533,0,0,1785319624750294495,1
153,232616,0,232616,232616,0,0,1785319624751318449,1
154,266647,0,266647,266647,0,0,1785319624752343547,1
155,184580,0,184580,184580,0,0,1785319624753376028,0
156,160682,0,160682,160682,0,0,1785319624754389861,0
157,138169,0,138169,138169,0,0,1785319624755408918,1
158,467813,0,467813,467813,0,0,1785319624756429691,0
159,770816,0,770816,770816,0,0,1785319624757439697,0
160,2556702,0,2556702,2556702,0,0,1785319624758451677,0
161,1532971,0,1532971,1532971,0,0,1785319624759475486,0
162,526927,0,526927,526927,0,0,1785319624760481557,0
163,750283,0,750283,750283,0,0,1785319624761492513,1
164,300823,0,300823,300823,0,0,1785319624762512529,0
165,1604046,0,1604046,1604046,0,0,1785319624763538496,1
166,590394,0,590394,590394,0,0,1785319624764552349,1
167,753789,0,753789,753789,0,0,1785319624765564342,0
168,1432415,0,1432415,1432415,0,0,1785319624766581261,0
169,413929,0,413929,413929,0,0,1785319624767599983,1
170,1724328,0,1724328,1724328,0,0,1785319624768611599,0
171,707733,0,707733,707733,0,0,1785319624769628248,1
172,211584,0,211584,211584,0,0,1785319624770635396,1
173,314549,0,314549,314549,0,0,1785319624771650077,1
174,243625,0,243625,243625,0,0,1785319624772665014,0
175,162842,0,162842,162842,0,0,1785319624773696875,0
176,157140,0,157140,157140,0,0,1785319624774718941,1
177,2563951,0,2563951,2563951,0,0,1785319624775736829,1
178,1553156,0,1553156,1553156,0,0,1785319624776747679,0
179,547000,0,547000,547000,0,0,1785319624777753880,0
180,1016917,0,1016917,1016917,0,0,1785319624778763160,0
181,131086,0,131086,131086,0,0,1785319624779772618,1
182,606898,0,606898,606898,0,0,1785319624780779438,1
183,385284,0,385284,385284,0,0,1785319624781789006,0
184,318002,0,318002,318002,0,0,1785319624782797444,0
185,157980,0,157980,157980,0,0,1785319624783816147,1
186,1460284,0,1460284,1460284,0,0,1785319624784826830,0
