count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
51,1344079,0,1344079,1344079,0,0,1785319651387606625,0
52,334883,0,334883,334883,0,0,1785319651388615918,0
53,222717,0,222717,222717,0,0,1785319651389731735,1
54,213136,0,213136,213136,0,0,1785319651390779516,1
55,232289,0,232289,232289,0,0,1785319651391805297,0
56,179053,0,179053,179053,0,0,1785319651392815934,0
57,160187,0,160187,160187,0,0,1785319651393846633,0
58,1008469,0,1008469,1008469,0,0,1785319651394873568,0
59,106495,0,106495,106495,0,0,1785319651395885240,0
60,155700,0,155700,155700,0,0,1785319651396896873,1
61,389660,0,389660,389660,0,0,1785319651397918599,0
62,1111004,0,1111004,1111004,0,0,1785319651398929104,0
63,119379,0,119379,119379,0,0,1785319651399942412,1
64,541753,0,541753,541753,0,0,1785319651400953439,1
65,278631,0,278631,278631,0,0,1785319651401962854,1
66,120757,0,120757,120757,0,0,1785319651402977101,1
67,158342,0,158342,158342,0,0,1785319651404002914,1
68,233586,0,233586,233586,0,0,1785319651405050118,1
69,134666,0,134666,134666,0,0,1785319651406142633,1
70,2021388,0,2021388,2021388,0,0,1785319651407167526,0
71,1010832,0,1010832,1010832,0,0,1785319651408178149,0
72,183449,0,183449,183449,0,0,1785319651409185038,1
73,233170,0,233170,233170,0,0,1785319651410197109,1
74,301824,0,301824,301824,0,0,1785319651411229196,0
75,300711,0,300711,300711,0,0,1785319651412260820,0
76,108057,0,108057,108057,0,0,1785319651413271653,1
77,795028,0,795028,795028,0,0,1785319651414282290,0
78,695971,0,695971,695971,0,0,1785319651415295677,0
79,540369,0,540369,540369,0,0,1785319651416306458,0
80,168049,0,168049,168049,0,0,1785319651417324920,1
81,159680,0,159680,159680,0,0,1785319651418352730,0
82,304203,0,304203,304203,0,0,1785319651419385358,1
83,699497,0,699497,699497,0,0,1785319651420403350,0
84,228223,0,228223,228223,0,0,1785319651421415166,0
85,391950,0,391950,391950,0,0,1785319651422432113,0
86,444307,0,444307,444307,0,0,1785319651423450807,0
87,191925,0,191925,191925,0,0,1785319651424490869,1
88,394978,0,394978,394978,0,0,1785319651425525439,1
89,1510742,0,1510742,1510742,0,0,1785319651426565811,0
90,484385,0,484385,484385,0,0,1785319651427592279,1
91,131628,0,131628,131628,0,0,1785319651428599105,1
92,137206,0,137206,137206,0,0,1785319651429610504,0
93,241776,0,241776,241776,0,0,1785319651430627858,0
94,182070,0,182070,182070,0,0,1785319651431651752,1
95,389224,0,389224,389224,0,0,1785319651432683159,1
96,551481,0,551481,551481,0,0,1785319651433695695,1
97,165847,0,165847,165847,0,0,1785319651434707013,1
98,225941,0,225941,225941,0,0,1785319651435720968,0
99,239279,0,239279,239279,0,0,1785319651436736196,0
100,142532,0,142532,142532,0,0,1785319651437749530,1
101,221613,0,221613,221613,0,0,1785319651438765460,0
102,562880,0,562880,562880,0,0,1785319651439787673,0
103,332584,0,332584,332584,0,0,1785319651440799843,1
104,343894,0,343894,343894,0,0,1785319651441811069,0
105,1297973,0,1297973,1297973,0,0,1785319651442824871,0
106,287443,0,287443,287443,0,0,1785319651443835508,0
107,215205,0,215205,215205,0,0,1785319651444962794,1
108,182913,0,182913,182913,0,0,1785319651446002600,1
109,1591927,0,1591927,1591927,0,0,1785319651447045703,1
110,563279,0,563279,563279,0,0,1785319651448074425,1
111,1198343,0,1198343,1198343,0,0,1785319651449084528,1
112,267002,0,267002,267002,0,0,1785319651450104535,0
113,479018,0,479018,479018,0,0,1785319651451114925,1
114,159763,0,159763,159763,0,0,1785319651452127947,1
115,171571,0,171571,171571,0,0,1785319651453184624,0
116,154150,0,154150,154150,0,0,1785319651454217317,1
117,482982,0,482982,482982,0,0,1785319651455235155,1
118,1575968,0,1575968,1575968,0,0,1785319651456246218,1
119,563459,0,563459,563459,0,0,1785319651457258856,0
120,280563,0,280563,280563,0,0,1785319651458267464,1
121,185780,0,185780,185780,0,0,1785319651459290168,0
122,567921,0,567921,567921,0,0,1785319651460329440,1
123,195635,0,195635,195635,0,0,1785319651461361565,1
124,134757,0,134757,134757,0,0,1785319651462393114,1
125,110481,0,110481,110481,0,0,1785319651463415953,1
126,695022,0,695022,695022,0,0,1785319651464428555,0
127,93140,0,93140,93140,0,0,1785319651465444710,0
128,339047,0,339047,339047,0,0,1785319651466462665,0
129,151100,0,151100,151100,0,0,1785319651467495871,0
130,133234,0,133234,133234,0,0,1785319651468507187,0
131,237466,0,237466,237466,0,0,1785319651469521068,1
132,165806,0,165806,165806,0,0,1785319651470561070,1
133,784248,0,784248,784248,0,0,1785319651471592216,0
134,198323,0,198323,198323,0,0,1785319651472650351,1
135,228125,0,228125,228125,0,0,1785319651473679612,1
136,173767,0,173767,173767,0,0,1785319651474717659,0
137,174056,0,174056,174056,0,0,1785319651475759849,1
138,133104,0,133104,133104,0,0,1785319651476803800,1
139,259182,0,259182,259182,0,0,1785319651477834069,1
140,98439,0,98439,98439,0,0,1785319651478866149,1
141,177811,0,177811,177811,0,0,1785319651479896560,0
142,315484,0,315484,315484,0,0,1785319651480923104,1
143,279180,0,279180,279180,0,0,1785319651481957224,0
144,163247,0,163247,163247,0,0,1785319651482966918,1
145,180605,0,180605,180605,0,0,1785319651483986288,0
146,267368,0,267368,267368,0,0,1785319651485012388,0
147,262747,0,262747,262747,0,0,1785319651486030158,1
148,189263,0,189263,189263,0,0,1785319651487059197,0
149,292513,0,292513,292513,0,0,1785319651488099101,1
150,814728,0,814728,814728,0,0,1785319651489120130,1
151,145905,0,145905,145905,0,0,1785319651490146505,1
152,989466,0,989466,989466,0,0,1785319651491156942,0
153,146038,0,146038,146038,0,0,1785319651492167517,0
154,290663,0,290663,290663,0,0,1785319651493194454,1
155,209449,0,209449,209449,0,0,1785319651494231377,0
156,559968,0,559968,559968,0,0,1785319651495269954,0
157,307199,0,307199,307199,0,0,1785319651496301048,0
158,283991,0,283991,283991,0,0,1785319651497313076,1
159,174309,0,174309,174309,0,0,1785319651498329956,1
160,584306,0,584306,584306,0,0,1785319651499365264,1
161,149348,0,149348,149348,0,0,1785319651500392794,1
162,238755,0,238755,238755,0,0,1785319651501414791,1
163,507979,0,507979,507979,0,0,1785319651502467213,1
164,207344,0,207344,207344,0,0,1785319651503497641,0
165,374264,0,374264,374264,0,0,1785319651504522515,0
166,427560,0,427560,427560,0,0,1785319651505537621,0
167,162709,0,162709,162709,0,0,1785319651506548110,0
168,333027,0,333027,333027,0,0,1785319651507753498,0
169,254585,0,254585,254585,0,0,1785319651508797268,1
170,176256,0,176256,176256,0,0,1785319651509835397,1
171,1026944,0,1026944,1026944,0,0,1785319651510858165,0
172,129471,0,129471,129471,0,0,1785319651511893042,1
173,802040,0,802040,802040,0,0,1785319651512913797,1
174,164334,0,164334,164334,0,0,1785319651513931838,0
175,194950,0,194950,194950,0,0,1785319651514944742,1
176,266294,0,266294,266294,0,0,1785319651515977966,1
177,146567,0,146567,146567,0,0,1785319651517001565,1
178,204827,0,204827,204827,0,0,1785319651518012890,0
179,863344,0,863344,863344,0,0,1785319651519029427,1
180,998609,0,998609,998609,0,0,1785319651520042511,0
181,168838,0,168838,168838,0,0,1785319651521052293,1
