count_index,s2r_ns,r2a_ns,total_ns,werner
239,195844,1189,197033,0.857712
240,179731,1365,181096,0.868396
241,260446,16254,276700,0.816566
242,196401,1588,197989,0.857346
243,231146,1763,232909,0.834899
244,210677,1829,212506,0.848029
245,251224,1947,253171,0.822278
246,219583,1406,220989,0.842283
247,196300,1457,197757,0.857413
248,149878,1058,150936,0.888650
249,222824,1860,224684,0.840205
250,171301,1529,172830,0.874054
251,189627,1801,191428,0.861814
252,193722,1530,195252,0.859110
253,163079,1533,164612,0.879619
254,154607,1254,155861,0.885401
255,223972,1691,225663,0.839470
256,193076,1644,194720,0.859535
257,298808,1863,300671,0.793361
258,199311,1883,201194,0.855436
259,266720,1388,268108,0.812710
260,218636,3959,222595,0.842891
261,182812,1736,184548,0.866340
262,219458,1860,221318,0.842363
263,256912,1784,258696,0.818749
264,193332,1455,194787,0.859367
265,203509,1771,205280,0.852690
266,144818,1374,146192,0.892144
267,137645,1376,139021,0.897126
268,152060,10027,162087,0.887149
269,155210,1030,156240,0.884988
270,353867,1805,355672,0.761575
271,186985,1941,188926,0.863565
272,176221,1255,177476,0.870746
273,256618,1513,258131,0.818931
274,184247,1388,185635,0.865384
275,203826,1255,205081,0.852483
276,200090,1777,201867,0.854926
277,298102,1983,300085,0.793781
278,391794,1966,393760,0.740675
279,192725,1693,194418,0.859767
280,172592,1409,174001,0.873185
281,213374,1980,215354,0.846283
282,189920,1359,191279,0.861620
283,269279,1391,270670,0.811144
284,268103,1345,269448,0.811863
285,175311,1431,176742,0.871357
286,181025,1587,182612,0.867532
287,141350,1141,142491,0.894548
288,280078,1695,281773,0.804580
289,172881,1331,174212,0.872990
290,165551,1383,166934,0.877941
291,170109,21731,191840,0.874858
292,173407,1322,174729,0.872636
293,166249,1732,167981,0.877468
294,330986,2023,333009,0.774572
295,217785,1654,219439,0.843439
296,185862,1725,187587,0.864311
297,244259,1273,245532,0.826628
298,209453,2830,212283,0.848822
299,226703,1774,228477,0.837726
300,352763,1182,353945,0.762195
301,168965,1289,170254,0.875631
302,184344,1280,185624,0.865320
303,138102,1342,139444,0.896808
304,161793,1762,163555,0.880494
305,128000,1403,129403,0.903883
306,308620,1226,309846,0.787568
307,164122,1382,165504,0.878911
308,217719,1775,219494,0.843481
309,181536,1413,182949,0.867191
310,194812,1201,196013,0.858391
311,203929,1578,205507,0.852416
312,218446,2091,220537,0.843014
313,195242,1802,197044,0.858108
314,167213,1495,168708,0.876816
315,209208,1391,210599,0.848981
316,160863,1672,162535,0.881127
317,231929,1925,233854,0.834402
318,201561,1668,203229,0.853963
319,212518,1398,213916,0.846837
320,213736,1555,215291,0.846049
321,139287,1369,140656,0.895983
322,169666,1806,171472,0.875157
323,179735,1499,181234,0.868393
324,299897,1205,301102,0.792716
325,189786,1397,191183,0.861709
326,193501,1292,194793,0.859255
327,185222,1287,186509,0.864736
328,196180,1383,197563,0.857491
329,165600,1686,167286,0.877908
330,194240,1823,196063,0.858768
331,219929,3846,223775,0.842061
332,234710,1749,236459,0.832640
333,191360,1804,193164,0.860668
334,177125,1336,178461,0.870140
335,179028,7891,186919,0.868866
336,209913,1316,211229,0.848524
337,182101,1643,183744,0.866814
338,218706,1843,220549,0.842846
339,194949,1476,196425,0.858301
340,167686,1294,168980,0.876495
341,166988,1414,168402,0.876968
342,225562,1712,227274,0.838454
343,179054,1743,180797,0.868849
344,206211,1300,207511,0.850929
345,128823,1372,130195,0.903304
346,198572,1308,199880,0.855921
347,186514,1411,187925,0.863878
348,172382,1366,173748,0.873326
349,195296,1686,196982,0.858073
350,163894,1317,165211,0.879066
351,283846,1498,285344,0.802306
352,196018,1483,197501,0.857598
353,184776,1948,186724,0.865032
354,167074,1781,168855,0.876910
355,204319,1889,206208,0.852162
356,182853,1375,184228,0.866312
357,262536,1790,264326,0.815279
358,184803,1353,186156,0.865014
359,248344,1941,250285,0.824073
360,187395,1582,188977,0.863293
361,206428,1375,207803,0.850788
362,253694,1887,255581,0.820743
363,210533,1305,211838,0.848122
364,269990,1977,271967,0.810710
365,212310,1842,214152,0.846971
366,236501,1705,238206,0.831508
367,225920,1612,227532,0.838226
368,214475,1868,216343,0.845572
369,163637,1774,165411,0.879240
370,195747,1871,197618,0.857776
371,335405,8718,344123,0.772039
372,216944,1420,218364,0.843980
373,159886,1568,161454,0.881793
374,198840,3695,202535,0.855745
375,154583,1692,156275,0.885418
376,197121,1705,198826,0.856873
377,191122,1627,192749,0.860825
378,181033,1314,182347,0.867526
379,305382,1240,306622,0.789473
380,158958,1059,160017,0.882426
381,155403,1040,156443,0.884856
382,201105,1931,203036,0.854261
383,183835,1662,185497,0.865658
384,156401,1508,157909,0.884173
385,172725,1253,173978,0.873095
386,144007,1314,145321,0.892705
387,332347,1791,334138,0.773791
388,166843,1320,168163,0.877066
389,236801,1440,238241,0.831319
390,173991,1937,175928,0.872244
391,212261,1691,213952,0.847003
392,195687,1679,197366,0.857816
393,228680,1336,230016,0.836466
394,221282,1361,222643,0.841193
395,288630,1298,289928,0.799432
396,179742,1629,181371,0.868389
397,217229,1511,218740,0.843797
398,218703,2362,221065,0.842848
399,213316,1435,214751,0.846321
400,232084,1809,233893,0.834304
401,220862,1253,222115,0.841462
402,194617,1614,196231,0.858520
403,204254,1270,205524,0.852204
404,142094,1235,143329,0.894032
405,134002,1100,135102,0.899671
406,116664,1029,117693,0.911907
407,109954,986,110940,0.916700
408,105881,938,106819,0.919625
409,104000,1001,105001,0.920980
410,102858,927,103785,0.921804
411,194919,5523,200442,0.858321
412,146921,905,147826,0.890690
413,247840,2708,250548,0.824388
414,180018,997,181015,0.868204
415,192696,968,193664,0.859786
416,197709,904,198613,0.856487
417,180990,901,181891,0.867555
418,192451,790,193241,0.859948
419,230003,1237,231240,0.835625
420,194438,1922,196360,0.858638
421,244571,1666,246237,0.826432
422,367061,1445,368506,0.754214
423,226330,1526,227856,0.837964
424,134106,1105,135211,0.899598
425,159845,1423,161268,0.881821
426,139872,1234,141106,0.895576
427,118469,1127,119596,0.910623
428,120482,1038,121520,0.909194
429,123649,1029,124678,0.906952
430,112812,971,113783,0.914655
431,115162,1177,116339,0.912977
432,123459,1072,124531,0.907086
433,164160,1272,165432,0.878885
434,133156,1188,134344,0.900263
435,157625,1137,158762,0.883336
436,247985,2041,250026,0.824297
437,284440,1420,285860,0.801948
438,176682,1298,177980,0.870437
439,216212,1124,217336,0.844452
440,262037,788,262825,0.815586
441,276102,750,276852,0.806988
442,174407,1136,175543,0.871964
443,225064,856,225920,0.838772
444,146811,988,147799,0.890766
445,169574,2006,171580,0.875219
446,223317,1716,225033,0.839889
447,272752,1465,274217,0.809025
448,180454,1345,181799,0.867913
449,211081,1640,212721,0.847767
450,196036,1478,197514,0.857586
451,153456,1199,154655,0.886191
452,200886,1723,202609,0.854405
453,140646,1200,141846,0.895037
454,122047,1023,123070,0.908085
455,108092,1000,109092,0.918036
456,135540,1078,136618,0.898595
457,152326,971,153297,0.886967
458,113856,943,114799,0.913909
459,207382,1478,208860,0.850167
460,174878,850,175728,0.871648
461,185697,701,186398,0.864420
462,164473,678,165151,0.878673
463,158616,680,159296,0.882659
464,242944,1507,244451,0.827452
465,195170,927,196097,0.858156
466,200009,1751,201760,0.854979
467,196633,1767,198400,0.857194
468,145411,1235,146646,0.891733
469,148563,1225,149788,0.889557
470,282830,1754,284584,0.802918
471,211078,1480,212558,0.847769
472,176732,1422,178154,0.870403
473,171573,761,172334,0.873871
474,120943,774,121717,0.908868
475,152775,765,153540,0.886658
476,100969,723,101692,0.923169
477,152702,2399,155101,0.886708
478,178352,3017,181369,0.869318
479,153151,825,153976,0.886400
480,120191,1068,121259,0.909401
481,110357,810,111167,0.916412
482,113046,983,114029,0.914488
483,316647,1342,317989,0.782870
484,320459,1215,321674,0.780653
485,165201,1282,166483,0.878179
486,217272,782,218054,0.843769
487,235712,1319,237031,0.832007
488,319779,1250,321029,0.781048
489,269804,1747,271551,0.810823
490,188463,1639,190102,0.862585
491,189449,1651,191100,0.861932
492,145701,1237,146938,0.891533
493,221058,1818,222876,0.841336
494,218575,1623,220198,0.842931
495,180834,1578,182412,0.867659
496,263908,1761,265669,0.814435
497,155906,1332,157238,0.884512
498,112955,929,113884,0.914553
499,126000,1155,127155,0.905292
500,111468,776,112244,0.915616
501,114482,731,115213,0.913462
502,124064,700,124764,0.906659
503,105158,722,105880,0.920146
504,214654,1619,216273,0.845456
505,113791,1112,114903,0.913956
506,122952,744,123696,0.907445
507,150683,1342,152025,0.888096
508,131891,867,132758,0.901149
509,103530,695,104225,0.921319
510,105233,751,105984,0.920092
511,101569,677,102246,0.922735
512,103440,661,104101,0.921384
513,99089,677,99766,0.924530
514,100869,677,101546,0.923241
515,102207,682,102889,0.922274
516,93340,663,94003,0.928707
517,96658,669,97327,0.926293
518,95353,689,96042,0.927242
519,143025,765,143790,0.893386
520,168366,1721,170087,0.876036
521,165987,2018,168005,0.877646
522,180065,1439,181504,0.868173
523,167447,1395,168842,0.876657
524,266367,1751,268118,0.812926
525,155169,1383,156552,0.885016
526,296619,1709,298328,0.794662
527,188434,1149,189583,0.862604
528,279852,767,280619,0.804716
529,162708,915,163623,0.879871
530,206499,730,207229,0.850742
531,252628,775,253403,0.821405
532,259708,898,260606,0.817021
533,180537,983,181520,0.867857
534,229575,1706,231281,0.835897
535,315599,1572,317171,0.783481
536,169395,1333,170728,0.875340
537,151579,1252,152831,0.887480
538,202765,1237,204002,0.853176
539,176725,1655,178380,0.870408
540,182657,1422,184079,0.866443
541,211551,1443,212994,0.847462
542,170342,1147,171489,0.874701
543,185988,1763,187751,0.864227
544,224164,1915,226079,0.839347
545,166027,1381,167408,0.877619
546,163430,1458,164888,0.879381
547,165234,952,166186,0.878156
548,152561,718,153279,0.886805
549,133186,734,133920,0.900242
550,142250,764,143014,0.893924
551,127756,714,128470,0.904054
552,163681,684,164365,0.879210
553,115230,668,115898,0.912929
554,152613,696,153309,0.886770
555,116365,697,117062,0.912120
556,149566,691,150257,0.888865
557,119730,777,120507,0.909728
558,140380,692,141072,0.895222
559,114835,688,115523,0.913211
560,315551,1437,316988,0.783509
561,227133,70731,297864,0.837452
562,246085,1566,247651,0.825485
563,219035,1421,220456,0.842635
564,191972,1279,193251,0.860264
565,169356,768,170124,0.875367
566,158023,713,158736,0.883064
567,149743,969,150712,0.888743
568,148571,737,149308,0.889551
569,153834,667,154501,0.885931
570,144064,674,144738,0.892666
571,149626,675,150301,0.888824
572,151521,670,152191,0.887520
573,141902,678,142580,0.894165
574,142890,662,143552,0.893480
575,164557,818,165375,0.878616
576,157736,767,158503,0.883260
577,143036,664,143700,0.893378
578,246915,790,247705,0.824966
579,222513,692,223205,0.840404
580,189397,669,190066,0.861966
581,209947,716,210663,0.848502
582,201634,688,202322,0.853915
583,187554,677,188231,0.863187
584,203265,684,203949,0.852850
585,170548,1362,171910,0.874562
586,253283,727,254010,0.820999
587,215084,1617,216701,0.845179
588,294213,1651,295864,0.796094
589,233352,11584,244936,0.833500
590,229344,1858,231202,0.836044
591,192523,1453,193976,0.859900
592,182930,1994,184924,0.866261
593,176396,1600,177996,0.870629
594,180335,1604,181939,0.867992
595,136144,1357,137501,0.898174
596,119709,1106,120815,0.909743
597,120073,1338,121411,0.909485
598,116098,1202,117300,0.912310
599,120932,1091,122023,0.908875
600,115975,1257,117232,0.912398
601,114562,1126,115688,0.913405
602,117897,1093,118990,0.911030
603,118134,1247,119381,0.910862
604,185055,1310,186365,0.864847
605,161669,1423,163092,0.880578
606,164967,1350,166317,0.878337
607,236911,1120,238031,0.831249
608,163441,1242,164683,0.879373
609,183412,1632,185044,0.865940
610,163870,1728,165598,0.879082
611,187227,1955,189182,0.863404
612,169103,1450,170553,0.875538
613,217744,1308,219052,0.843465
614,205739,1446,207185,0.851236
615,343731,942,344673,0.767296
616,350246,891,351137,0.763612
617,170501,836,171337,0.874594
618,162199,830,163029,0.880218
619,404848,1341,406189,0.733663
620,290582,1128,291710,0.798263
621,289968,1213,291181,0.798630
622,323259,1157,324416,0.779029
623,151361,789,152150,0.887630
624,217112,715,217827,0.843872
625,205573,677,206250,0.851345
626,228123,766,228889,0.836821
627,180332,7253,187585,0.867994
628,161078,1488,162566,0.880981
629,163373,1154,164527,0.879419
630,141944,979,142923,0.894136
631,146769,1268,148037,0.890795
632,203812,1519,205331,0.852493
633,337845,1435,339280,0.770645
634,294811,1231,296042,0.795738
635,177229,1271,178500,0.870070
636,231468,1006,232474,0.834694
637,156825,734,157559,0.883883
638,212757,712,213469,0.846682
639,208517,724,209241,0.849430
640,216423,725,217148,0.844316
641,149975,1395,151370,0.888584
642,199434,1050,200484,0.855355
643,140122,1372,141494,0.895402
644,316237,1353,317590,0.783109
645,128244,1114,129358,0.903711
646,134256,1034,135290,0.899493
647,152184,1549,153733,0.887064
648,119864,1229,121093,0.909633
649,188285,11375,199660,0.862703
650,253808,1439,255247,0.820673
651,130867,1522,132389,0.901868
652,181946,1507,183453,0.866917
653,168306,1543,169849,0.876076
654,170248,1396,171644,0.874764
655,192293,1809,194102,0.860052
656,185315,1597,186912,0.864674
657,188742,1409,190151,0.862400
658,323112,1341,324453,0.779114
659,148515,1527,150042,0.889590
660,134421,1305,135726,0.899378
661,131682,1102,132784,0.901296
662,118942,1067,120009,0.910287
663,126842,1077,127919,0.904698
664,118726,1020,119746,0.910441
665,103501,922,104423,0.921340
666,99991,836,100827,0.923876
667,101088,797,101885,0.923083
668,100241,877,101118,0.923696
669,91576,837,92413,0.929994
670,96069,830,96899,0.926721
671,114886,757,115643,0.913174
672,123737,1502,125239,0.906890
673,136424,1295,137719,0.897978
674,124222,7056,131278,0.906547
675,111414,1042,112456,0.915655
676,97580,910,98490,0.925624
677,118432,817,119249,0.910650
678,93982,863,94845,0.928239
679,152919,1085,154004,0.886559
680,219147,9336,228483,0.842563
681,375522,1441,376963,0.749544
682,139095,993,140088,0.896116
683,247227,1746,248973,0.824771
684,211641,1290,212931,0.847404
685,282006,1435,283441,0.803415
686,180338,1368,181706,0.867990
687,119530,986,120516,0.909870
688,109640,897,110537,0.916925
689,101612,798,102410,0.922704
690,110566,926,111492,0.916262
691,102657,829,103486,0.921949
692,97582,817,98399,0.925622
693,174422,1304,175726,0.871954
694,123076,1028,124104,0.907357
695,105641,861,106502,0.919798
696,107272,796,108068,0.918625
697,96682,820,97502,0.926276
698,96520,849,97369,0.926393
699,99583,845,100428,0.924172
700,98430,877,99307,0.925007
701,96927,790,97717,0.926098
702,88131,878,89009,0.932513
703,118014,1254,119268,0.910947
704,97227,721,97948,0.925880
705,98167,817,98984,0.925198
706,113858,962,114820,0.913908
707,98246,863,99109,0.925141
708,97136,879,98015,0.925946
709,111987,868,112855,0.915245
710,142377,1256,143633,0.893835
711,211074,2871,213945,0.847771
712,215099,1739,216838,0.845169
713,259930,1997,261927,0.816884
714,244382,1770,246152,0.826551
715,161132,1799,162931,0.880944
716,152408,1351,153759,0.886910
717,170311,1786,172097,0.874722
718,173193,1371,174564,0.872780
719,134939,1334,136273,0.899015
720,98234,1030,99264,0.925149
721,94243,891,95134,0.928049
722,106860,939,107799,0.918921
723,122907,912,123819,0.907477
724,107365,925,108290,0.918558
725,100083,906,100989,0.923810
726,108869,996,109865,0.917478
727,159988,1233,161221,0.881723
728,135167,1400,136567,0.898856
729,259626,1946,261572,0.817072
730,187400,1577,188977,0.863290
731,137920,1496,139416,0.896935
732,174802,1160,175962,0.871699
733,236134,1770,237904,0.831740
734,234888,1915,236803,0.832528
735,200645,2053,202698,0.854562
736,282418,1872,284290,0.803167
737,306991,1840,308831,0.788526
738,263591,1568,265159,0.814630
739,200565,2022,202587,0.854615
740,250202,1990,252192,0.822915
741,186800,1569,188369,0.863688
742,246577,1719,248296,0.825177
743,190779,1777,192556,0.861052
744,208005,1778,209783,0.849762
745,264491,1852,266343,0.814077
746,265049,1889,266938,0.813735
747,199511,1442,200953,0.855305
748,290724,1873,292597,0.798178
749,189014,1725,190739,0.862220
750,333841,3372,337213,0.772934
751,147360,1836,149196,0.890387
752,167165,1382,168547,0.876848
753,259827,1927,261754,0.816948
754,259708,1478,261186,0.817021
755,162151,1327,163478,0.880250
756,123491,1044,124535,0.907064
757,116003,983,116986,0.912378
758,111518,971,112489,0.915580
759,119302,902,120204,0.910032
760,110934,912,111846,0.915998
761,123807,931,124738,0.906840
762,134105,1064,135169,0.899599
763,132132,1280,133412,0.900980
764,91350,964,92314,0.930159
765,118902,1027,119929,0.910316
766,101409,954,102363,0.922851
767,97274,957,98231,0.925846
768,98309,899,99208,0.925095
769,100348,887,101235,0.923618
770,94405,836,95241,0.927931
771,376119,1381,377500,0.749217
772,141386,911,142297,0.894523
773,153201,1541,154742,0.886366
774,123483,890,124373,0.907069
775,94289,886,95175,0.928016
776,106811,1276,108087,0.918956
777,134534,1177,135711,0.899299
778,147293,1459,148752,0.890433
779,212331,1344,213675,0.846958
780,220534,1262,221796,0.841672
781,173808,1697,175505,0.872367
782,124166,1442,125608,0.906587
783,119945,1108,121053,0.909575
784,109895,866,110761,0.916743
785,102929,866,103795,0.921753
786,98647,913,99560,0.924850
787,98798,931,99729,0.924741
788,103024,1268,104292,0.921684
789,102980,999,103979,0.921716
790,98684,1012,99696,0.924823
791,98307,1008,99315,0.925096
792,99717,932,100649,0.924075
793,108137,917,109054,0.918004
794,99376,927,100303,0.924322
795,189945,1391,191336,0.861604
796,183710,1416,185126,0.865742
797,173466,1799,175265,0.872597
798,171147,1547,172694,0.874158
799,168122,1244,169366,0.876201
800,135909,1369,137278,0.898338
801,348199,1775,349974,0.764767
802,235795,1722,237517,0.831954
803,216240,1942,218182,0.844434
804,242028,1510,243538,0.828027
805,205087,1818,206905,0.851661
806,188456,1694,190150,0.862590
807,276940,1631,278571,0.806480
808,199037,1312,200349,0.855616
809,202537,1324,203861,0.853325
810,103980,858,104838,0.920995
811,208546,1400,209946,0.849411
812,164116,1583,165699,0.878915
813,212102,2094,214196,0.847106
814,149649,1393,151042,0.888808
815,154255,11106,165361,0.885643
816,162846,1370,164216,0.879778
817,176913,1559,178472,0.870282
818,137901,1288,139189,0.896948
819,161615,1594,163209,0.880615
820,187532,1847,189379,0.863202
821,208407,9119,217526,0.849501
822,210145,1921,212066,0.848373
823,239197,1476,240673,0.829808
824,176445,1679,178124,0.870596
825,160388,1383,161771,0.881451
826,270546,1706,272252,0.810370
827,181706,1593,183299,0.867077
828,334150,1616,335766,0.772757
829,191037,1889,192926,0.860882
830,133765,4836,138601,0.899836
831,138844,900,139744,0.896291
832,196790,1058,197848,0.857090
833,165818,931,166749,0.877760
834,166787,777,167564,0.877104
835,135561,2046,137607,0.898581
836,137986,765,138751,0.896889
837,142118,3537,145655,0.894015
838,164621,1361,165982,0.878572
839,119898,953,120851,0.909609
840,252326,1020,253346,0.821593
841,136724,978,137702,0.897769
842,245357,811,246168,0.825940
843,164310,1514,165824,0.878783
844,205131,2061,207192,0.851632
845,245685,1961,247646,0.825735
846,184654,1772,186426,0.865114
847,246361,1825,248186,0.825312
848,195415,1747,197162,0.857995
849,438031,1669,439700,0.716245
850,218702,3613,222315,0.842849
851,251666,1469,253135,0.822004
852,337483,1438,338921,0.770851
853,386547,1604,388151,0.743519
854,283901,1830,285731,0.802273
855,199393,1812,201205,0.855382
856,156312,4150,160462,0.884234
857,157031,1390,158421,0.883742
858,351385,1235,352620,0.762970
859,152977,1246,154223,0.886520
860,282170,1668,283838,0.803316
861,206513,1298,207811,0.850733
862,174508,1757,176265,0.871896
863,293742,1930,295672,0.796375
864,228021,1851,229872,0.836886
865,196649,1599,198248,0.857183
866,206917,1689,208606,0.850470
867,214175,1840,216015,0.845766
868,187609,1419,189028,0.863151
869,145797,1418,147215,0.891467
870,123938,1288,125226,0.906748
871,111796,994,112790,0.915381
872,109989,805,110794,0.916675
873,170596,1775,172371,0.874530
874,174871,1471,176342,0.871652
875,183797,2106,185903,0.865684
876,261735,1353,263088,0.815772
877,136601,1296,137897,0.897855
878,117592,1125,118717,0.911247
879,138737,957,139694,0.896366
880,111609,884,112493,0.915515
881,115850,1091,116941,0.912487
882,104277,972,105249,0.920781
883,115267,960,116227,0.912903
884,113470,924,114394,0.914185
885,172581,1343,173924,0.873192
886,158904,1129,160033,0.882463
887,273820,1977,275797,0.808375
888,224092,1574,225666,0.839393
889,171317,1197,172514,0.874044
890,215433,2103,217536,0.844954
891,183161,1423,184584,0.866107
892,290324,1970,292294,0.798417
893,207202,2051,209253,0.850284
894,213904,1465,215369,0.845941
895,222097,1917,224014,0.840670
896,200133,1324,201457,0.854897
897,219391,1362,220753,0.842406
898,222640,795,223435,0.840322
899,178065,769,178834,0.869510
900,186470,742,187212,0.863907
901,164742,1663,166405,0.878490
902,197836,1723,199559,0.856404
903,250326,1509,251835,0.822838
904,248152,1667,249819,0.824193
905,201301,1408,202709,0.854133
906,193141,1831,194972,0.859493
907,167586,1500,169086,0.876563
908,206884,1783,208667,0.850491
909,154998,1237,156235,0.885134
910,162739,787,163526,0.879850
911,152731,748,153479,0.886688
912,147627,700,148327,0.890202
913,152684,704,153388,0.886721
914,147294,680,147974,0.890432
915,147610,689,148299,0.890214
916,205443,1006,206449,0.851429
917,180586,722,181308,0.867825
918,145450,702,146152,0.891706
919,112002,701,112703,0.915234
920,216302,1929,218231,0.844394
921,168855,1594,170449,0.875705
922,140091,1175,141266,0.895423
923,158504,1354,159858,0.882736
924,151988,877,152865,0.887199
925,119495,716,120211,0.909895
926,121636,729,122365,0.908376
927,117365,728,118093,0.911408
928,113306,693,113999,0.914302
929,109259,991,110250,0.917199
930,208326,1253,209579,0.849554
931,166916,1174,168090,0.877017
932,190198,1431,191629,0.861436
933,199104,1289,200393,0.855572
