count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784028886543155536,709161,277484,0.806150
51,1784028886543875601,550111,287863,0.799891
52,1784028886544436035,618796,342477,0.768008
54,1784028886545070072,471193,208377,0.849521
56,1784028886545552684,594609,285863,0.801092
57,1784028886546154888,476186,287455,0.800136
58,1784028886546642453,357462,188342,0.862665
59,1784028886547010829,501909,216707,0.844133
60,1784028886547522656,548513,284457,0.801938
61,1784028886548081627,536855,248630,0.823895
62,1784028886548627553,395477,254436,0.820283
63,1784028886549031798,303204,153266,0.886321
64,1784028886549343670,256083,119107,0.910170
65,1784028886549607582,248945,114179,0.913679
66,1784028886549864556,247766,114048,0.913772
67,1784028886550120310,242185,112790,0.914671
69,1784028886550373863,251233,114412,0.913512
70,1784028886550631244,245793,112392,0.914955
71,1784028886550884610,244412,111414,0.915655
72,1784028886551136434,234744,110880,0.916037
73,1784028886551378841,250132,115769,0.912545
74,1784028886551636619,280114,110612,0.916229
75,1784028886551925881,358890,202425,0.853398
77,1784028886552297323,251800,117684,0.911182
78,1784028886552554182,249710,114117,0.913723
79,1784028886552811980,279604,112965,0.914546
80,1784028886553099379,254853,116945,0.911707
81,1784028886553361872,252674,112415,0.914939
82,1784028886553622080,241977,112611,0.914799
83,1784028886553871760,251941,116474,0.912043
84,1784028886554131427,245697,113434,0.914210
85,1784028886554384449,245118,111738,0.915423
86,1784028886554636971,243248,110805,0.916091
89,1784028886554891619,244964,108526,0.917724
90,1784028886555141908,256909,112188,0.915101
93,1784028886555410627,243038,108906,0.917452
94,1784028886555658532,242714,111070,0.915901
95,1784028886555914200,250925,116347,0.912133
96,1784028886556173070,323962,112433,0.914926
97,1784028886556505436,263509,117656,0.911201
98,1784028886556777225,251838,116220,0.912223
99,1784028886557038144,251758,114847,0.913202
100,1784028886557297414,244919,112955,0.914553
101,1784028886557549796,242819,111535,0.915568
102,1784028886557800089,293354,151141,0.887781
103,1784028886558101445,259162,122678,0.907639
104,1784028886558369271,300042,179353,0.868649
105,1784028886558678199,241966,116784,0.911822
106,1784028886558928093,241233,116736,0.911856
107,1784028886559177283,239252,115272,0.912899
108,1784028886559424143,240380,116753,0.911844
109,1784028886559672097,236331,114146,0.913702
110,1784028886559916133,239196,114679,0.913322
