count_index,emit_ts_ns,rtt_ns,e2r_ns,werner
50,1784028926008795478,403466,222737,0.840260
51,1784028926009206332,473765,231392,0.834743
52,1784028926009690424,474624,289970,0.798629
53,1784028926010175336,456938,232773,0.833867
54,1784028926010642259,452718,239364,0.829703
55,1784028926011106003,564277,299771,0.792790
56,1784028926011682030,359270,195904,0.857673
58,1784028926012058390,503177,283259,0.802660
59,1784028926012570008,496245,260954,0.816253
60,1784028926013077479,536260,306988,0.788528
61,1784028926013624983,543169,316502,0.782955
62,1784028926014180247,460142,252103,0.821732
63,1784028926014653076,474093,201640,0.853911
64,1784028926015138770,367118,187171,0.863442
65,1784028926015517681,386292,184631,0.865129
66,1784028926015921192,504705,253103,0.821110
67,1784028926016441087,401378,178416,0.869275
68,1784028926016853919,361924,143373,0.893145
69,1784028926017227414,509381,282079,0.803371
70,1784028926017748511,379882,204191,0.852245
72,1784028926018145903,469642,282406,0.803174
73,1784028926018622721,442771,258609,0.817700
74,1784028926019075287,475517,264994,0.813768
75,1784028926019562379,419656,224869,0.838897
76,1784028926019994153,349892,177471,0.869908
77,1784028926020356326,413408,244365,0.826561
79,1784028926020785371,552596,256308,0.819123
80,1784028926021344720,493835,268964,0.811337
81,1784028926021858959,525491,296312,0.794844
82,1784028926022395651,441725,247186,0.824796
83,1784028926022849049,603736,303550,0.790554
84,1784028926023464781,417335,252020,0.821783
85,1784028926023896804,429296,207803,0.849894
86,1784028926024339061,489780,284184,0.802103
87,1784028926024839813,441030,249089,0.823608
88,1784028926025292905,472230,218482,0.842990
89,1784028926025777189,424515,210921,0.847870
90,1784028926026214567,519271,247285,0.824734
91,1784028926026747547,616338,303944,0.790322
93,1784028926027379861,399635,208667,0.849332
94,1784028926027786589,348315,191377,0.860657
95,1784028926028158018,337736,180856,0.867644
96,1784028926028506777,543006,261552,0.815885
98,1784028926029067467,585374,291180,0.797905
99,1784028926029659943,455896,242384,0.827804
100,1784028926030127148,466737,175371,0.871317
102,1784028926030609719,398710,243565,0.827063
103,1784028926031015436,507207,310245,0.786614
104,1784028926031533082,373479,173574,0.872524
105,1784028926031918554,465143,187248,0.863390
108,1784028926032400028,462882,195380,0.858018
109,1784028926032870407,505257,250635,0.822645
110,1784028926033386994,391453,179051,0.868851
111,1784028926033796991,380296,221085,0.841319
112,1784028926034188634,494965,294192,0.796107
113,1784028926034695706,463586,279691,0.804814
114,1784028926035170134,481863,294092,0.796166
116,1784028926035668437,397449,247049,0.824882
117,1784028926036072980,416151,217157,0.843843
119,1784028926036504125,383234,191942,0.860284
121,1784028926036897756,365033,201780,0.853820
122,1784028926037269329,478106,280070,0.804585
128,1784028926037771146,446360,231321,0.834788
130,1784028926038240695,489255,175613,0.871154
132,1784028926038741848,511339,183918,0.865603
134,1784028926039267186,484357,293687,0.796408
135,1784028926039759778,430113,249862,0.823127
136,1784028926040201878,426346,278503,0.805533
137,1784028926040639336,533904,261404,0.815976
138,1784028926041185314,511748,263020,0.814981
139,1784028926041717725,322536,187086,0.863498
140,1784028926042065017,595602,268306,0.811739
141,1784028926042672926,549255,280824,0.804129
142,1784028926043234342,413229,230561,0.835270
143,1784028926043660907,473256,319600,0.781152
145,1784028926044151206,555420,280191,0.804512
146,1784028926044714920,459572,190479,0.861250
150,1784028926045196928,464952,207650,0.849993
151,1784028926045668434,453194,230218,0.835488
152,1784028926046134383,516375,355821,0.760478
153,1784028926046662076,573168,350643,0.763388
154,1784028926047246877,543510,259171,0.817353
156,1784028926047807181,483223,275682,0.807243
157,1784028926048299050,662706,404693,0.733745
158,1784028926048973722,402030,213407,0.846262
159,1784028926049386926,491983,249922,0.823089
160,1784028926049896880,476500,247096,0.824853
161,1784028926050383621,380899,160174,0.881596
162,1784028926050775885,514709,291432,0.797754
163,1784028926051302811,636081,280824,0.804129
164,1784028926051957003,702175,227391,0.837287
167,1784028926052678404,496004,290240,0.798467
168,1784028926053182906,553654,275867,0.807131
169,1784028926053750488,375926,179539,0.868524
170,1784028926054138498,600675,367664,0.753880
171,1784028926054751420,691825,266910,0.812594
172,1784028926055455708,651806,381205,0.746430
173,1784028926056117938,766462,441442,0.714487
176,1784028926056900234,662529,368762,0.753272
177,1784028926057570386,544537,250314,0.822845
178,1784028926058127190,450730,184714,0.865074
180,1784028926058604602,468379,275665,0.807254
182,1784028926059084682,434683,238969,0.829951
183,1784028926059527479,462728,264836,0.813865
185,1784028926060008472,442355,251231,0.822274
186,1784028926060459215,469775,271926,0.809529
187,1784028926060939535,410227,232030,0.834338
188,1784028926061358027,324627,160849,0.881137
189,1784028926061689802,396893,143506,0.893052
190,1784028926062098211,362005,151666,0.887420
191,1784028926062467944,364302,147521,0.890275
192,1784028926062838831,315357,156072,0.884398
197,1784028926063167084,303422,149083,0.889198
198,1784028926063475639,302178,138822,0.896306
199,1784028926063785146,321617,148013,0.889936
200,1784028926064113762,348069,140367,0.895231
201,1784028926064468275,378116,207196,0.850288
202,1784028926064855151,436930,182655,0.866444
203,1784028926065303743,362042,193767,0.859080
204,1784028926065678532,348222,185461,0.864577
205,1784028926066038173,342058,243389,0.827173
206,1784028926066434625,262612,140858,0.894890
207,1784028926066705622,407826,198800,0.855771
208,1784028926067122066,347781,199203,0.855507
210,1784028926067490289,389806,200881,0.854408
211,1784028926067894743,473477,306466,0.788835
213,1784028926068384360,337918,174261,0.872062
214,1784028926068728218,560960,209734,0.848640
216,1784028926069303448,408195,182048,0.866849
218,1784028926069723340,363309,193371,0.859341
219,1784028926070094204,479000,192873,0.859669
220,1784028926070584298,369315,220247,0.841856
221,1784028926070962641,360306,189553,0.861863
222,1784028926071330935,363962,254588,0.820189
224,1784028926071718130,348360,195966,0.857632
226,1784028926072074054,474519,302476,0.791189
227,1784028926072555675,417110,235891,0.831893
228,1784028926072981805,405274,203341,0.852800
229,1784028926073396139,451845,196014,0.857601
230,1784028926073856968,386751,169619,0.875189
231,1784028926074254113,335511,172993,0.872915
232,1784028926074600296,378055,176018,0.870882
233,1784028926074987967,498519,238927,0.829978
236,1784028926075504432,632439,424379,0.723341
237,1784028926076143764,311160,149883,0.888647
238,1784028926076465704,494497,307963,0.787954
240,1784028926076977525,493355,175126,0.871481
241,1784028926077479627,387822,215174,0.845121
242,1784028926077881153,398325,210756,0.847977
243,1784028926078293454,351392,193574,0.859207
244,1784028926078657720,381707,181524,0.867199
245,1784028926079050909,376376,183218,0.866069
248,1784028926079442787,349529,174926,0.871615
250,1784028926079804043,462564,277770,0.805977
251,1784028926080274440,394606,216419,0.844318
252,1784028926080681265,408529,243753,0.826945
255,1784028926081116977,417172,261347,0.816011
256,1784028926081540625,364429,183248,0.866049
257,1784028926081915889,553870,290945,0.798045
258,1784028926082493005,472624,231309,0.834795
261,1784028926082984994,396621,210242,0.848310
262,1784028926083391505,300584,155198,0.884996
264,1784028926083708142,509349,268970,0.811333
265,1784028926084259699,500376,279865,0.804709
267,1784028926084787821,482292,256568,0.818962
268,1784028926085278048,402277,256575,0.818958
270,1784028926085696897,340388,189362,0.861990
271,1784028926086058585,339843,181156,0.867444
273,1784028926086413947,319254,173103,0.872841
274,1784028926086740008,393107,230283,0.835447
275,1784028926087143279,492041,214054,0.845844
276,1784028926087645651,416615,209649,0.848695
278,1784028926088089256,346476,183440,0.865921
279,1784028926088444601,455570,242205,0.827916
280,1784028926088910666,376427,212894,0.846593
281,1784028926089297563,314305,165658,0.877869
282,1784028926089620756,276004,129362,0.902925
284,1784028926089920941,395048,204066,0.852327
285,1784028926090322779,380148,175776,0.871045
286,1784028926090713486,478083,312555,0.785260
287,1784028926091203260,625075,260020,0.816829
289,1784028926091842762,514851,223452,0.839803
290,1784028926092363954,554423,255827,0.819421
293,1784028926092933776,497820,293002,0.796817
294,1784028926093438558,404203,210310,0.848266
296,1784028926093923986,566366,244000,0.826790
297,1784028926094497543,520074,305383,0.789473
298,1784028926095028205,409177,221271,0.841200
300,1784028926095453591,355118,199131,0.855554
302,1784028926095821720,454725,269164,0.811214
303,1784028926096284526,350166,177518,0.869877
304,1784028926096646092,461430,212547,0.846818
305,1784028926097119263,382106,224274,0.839277
306,1784028926097512628,380811,202627,0.853266
308,1784028926097909846,356081,161109,0.880959
310,1784028926098277842,455618,267676,0.812125
311,1784028926098742050,362245,151510,0.887527
312,1784028926099115529,318533,158185,0.882953
314,1784028926099452156,446772,249578,0.823304
315,1784028926099906793,323020,192280,0.860061
316,1784028926100240782,300547,147567,0.890244
317,1784028926100553384,534888,173490,0.872580
318,1784028926101097530,321147,177947,0.869589
319,1784028926101429572,554301,209920,0.848519
320,1784028926101996583,1008698,646565,0.619074
322,1784028926103033245,641630,385866,0.743889
323,1784028926103684883,457563,197348,0.856724
325,1784028926104171561,367487,201763,0.853831
326,1784028926104548358,508907,280510,0.804319
329,1784028926105077398,433391,205034,0.851696
330,1784028926105518815,365964,229877,0.835705
331,1784028926105896974,572908,195448,0.857973
333,1784028926106487838,398763,229498,0.835946
334,1784028926106895337,571161,274209,0.808139
335,1784028926107477787,515327,191601,0.860509
336,1784028926108005044,595182,197794,0.856431
337,1784028926108612914,904569,439006,0.715742
338,1784028926109529201,856824,467083,0.701462
339,1784028926110396642,726559,335294,0.772102
340,1784028926111133536,724513,347111,0.765382
342,1784028926111883296,635685,296812,0.794547
343,1784028926112527931,584083,385849,0.743899
344,1784028926113124156,450578,226316,0.837973
345,1784028926113592144,394248,214497,0.845558
346,1784028926114003890,577059,310661,0.786370
347,1784028926114592177,737073,383493,0.745181
348,1784028926115340019,599587,306488,0.788822
349,1784028926115950429,688809,302800,0.790997
350,1784028926116651411,731627,452435,0.708862
353,1784028926117402853,565717,336852,0.771212
354,1784028926117977313,577287,360352,0.757945
356,1784028926118573978,587067,242220,0.827907
357,1784028926119184863,619308,324988,0.778029
358,1784028926119820611,521780,235597,0.832079
359,1784028926120355664,538014,325629,0.777658
361,1784028926120909920,573114,179062,0.868843
362,1784028926121490442,577535,349722,0.763907
363,1784028926122080580,502558,196878,0.857033
364,1784028926122595930,401687,219409,0.842395
365,1784028926123011797,507062,190112,0.861493
367,1784028926123534531,432641,290338,0.798409
369,1784028926123978585,387202,191997,0.860247
370,1784028926124372512,640341,290008,0.798606
371,1784028926125023411,441064,217356,0.843715
372,1784028926125475137,500910,303994,0.790292
373,1784028926125986737,381854,224831,0.838921
375,1784028926126385261,452831,270747,0.810248
377,1784028926126851817,343879,138647,0.896428
379,1784028926127215988,443723,251445,0.822141
380,1784028926127666562,429557,178883,0.868963
381,1784028926128108495,513165,281571,0.803678
382,1784028926128634365,591397,299824,0.792759
383,1784028926129237365,722050,359062,0.758665
384,1784028926129971046,469638,264463,0.814094
385,1784028926130451741,356407,187053,0.863520
386,1784028926130819349,364989,193404,0.859319
387,1784028926131196006,421221,169524,0.875253
388,1784028926131628461,400781,221508,0.841048
389,1784028926132040117,423690,283815,0.802325
390,1784028926132474277,452469,225773,0.838319
391,1784028926132938546,342288,188020,0.862879
392,1784028926133293063,436044,192538,0.859890
393,1784028926133741510,362509,184251,0.865382
394,1784028926134116294,438024,199430,0.855358
395,1784028926134566080,455691,207191,0.850292
