count_index,s2r_ns,r2a_ns,total_ns,werner
178,294038,1359,295397,0.796199
179,191150,1476,192626,0.860807
180,273060,1760,274820,0.808838
181,366179,2018,368197,0.754703
182,327816,1906,329722,0.776396
183,244373,1714,246087,0.826556
184,198116,1441,199557,0.856220
185,189291,1478,190769,0.862037
186,245092,1747,246839,0.826106
187,318172,2037,320209,0.781982
188,154639,1475,156114,0.885380
189,310548,1572,312120,0.786436
190,193535,1762,195297,0.859233
191,221615,1601,223216,0.840979
192,290072,1731,291803,0.798568
193,203727,1322,205049,0.852548
194,164749,2106,166855,0.878485
195,203171,1816,204987,0.852911
196,313929,1877,315806,0.784457
197,186348,1315,187663,0.863988
198,273265,3422,276687,0.808713
199,190765,1136,191901,0.861061
200,235207,1900,237107,0.832326
201,148750,1651,150401,0.889428
202,141126,1441,142567,0.894704
203,202960,1386,204346,0.853049
204,210205,1728,211933,0.848334
205,162711,1455,164166,0.879869
206,183230,1778,185008,0.866061
207,169657,1639,171296,0.875163
208,232580,1429,234009,0.833989
209,192351,1153,193504,0.860014
210,152768,1518,154286,0.886663
211,147533,1782,149315,0.890267
212,231823,1380,233203,0.834469
213,184366,1548,185914,0.865305
214,220892,1816,222708,0.841443
215,211176,1696,212872,0.847705
216,150858,1535,152393,0.887976
217,163942,1715,165657,0.879033
218,219610,1639,221249,0.842265
219,170119,1458,171577,0.874852
220,166079,1766,167845,0.877583
221,159737,1429,161166,0.881894
222,152230,1261,153491,0.887033
223,146975,1178,148153,0.890652
224,138314,1292,139606,0.896660
225,170658,1805,172463,0.874488
226,141445,1337,142782,0.894482
227,167188,1774,168962,0.876832
228,257672,1294,258966,0.818279
229,132493,1612,134105,0.900727
230,167460,1722,169182,0.876648
231,236322,1682,238004,0.831621
232,202286,1628,203914,0.853489
233,187562,1547,189109,0.863182
234,183778,1719,185497,0.865696
235,155803,1474,157277,0.884582
236,197806,1737,199543,0.856423
237,196697,1406,198103,0.857152
238,246242,1193,247435,0.825386
239,217708,3011,220719,0.843488
240,173924,1594,175518,0.872289
241,159291,1586,160877,0.882199
242,149064,1452,150516,0.889211
243,132201,1448,133649,0.900932
244,145817,974,146791,0.891453
245,120433,1436,121869,0.909229
246,140428,1345,141773,0.895189
247,151175,1476,152651,0.887758
248,182502,1228,183730,0.866546
249,176013,1383,177396,0.870886
250,128617,1203,129820,0.903449
251,254365,1827,256192,0.820327
252,542866,1984,544850,0.664864
253,207058,1572,208630,0.850378
254,197585,3324,200909,0.856568
255,173117,1259,174376,0.872831
256,142369,1492,143861,0.893841
257,204824,2232,207056,0.851833
258,127457,841,128298,0.904265
259,131385,879,132264,0.901504
260,122884,922,123806,0.907493
261,218682,1983,220665,0.842862
262,132281,1391,133672,0.900876
263,176300,1900,178200,0.870693
264,130841,1415,132256,0.901886
265,159959,1332,161291,0.881743
266,139048,1152,140200,0.896149
267,122499,1390,123889,0.907765
268,126758,1109,127867,0.904757
269,211231,1343,212574,0.847670
270,211191,1618,212809,0.847696
271,307675,1658,309333,0.788123
272,232615,1723,234338,0.833967
273,222681,1681,224362,0.840296
274,159728,1526,161254,0.881900
275,209410,1450,210860,0.848850
276,139516,1345,140861,0.895823
277,144236,1376,145612,0.892547
278,133813,1356,135169,0.899803
279,124748,1079,125827,0.906175
280,166438,1194,167632,0.877340
281,149136,1264,150400,0.889162
282,155180,1055,156235,0.885009
283,184380,1207,185587,0.865296
284,150914,1279,152193,0.887937
285,161936,1859,163795,0.880397
286,126271,1469,127740,0.905101
287,147990,1408,149398,0.889952
288,151649,1244,152893,0.887432
289,142428,1411,143839,0.893800
290,154898,1940,156838,0.885202
291,151956,954,152910,0.887221
292,161786,1826,163612,0.880499
293,160441,1457,161898,0.881414
294,200911,1561,202472,0.854388
295,157631,1437,159068,0.883332
296,184982,1117,186099,0.864895
297,237907,912,238819,0.830621
298,122630,772,123402,0.907673
299,121184,673,121857,0.908697
300,115375,701,116076,0.912826
301,113183,672,113855,0.914390
302,112388,861,113249,0.914958
303,119300,721,120021,0.910033
304,122475,683,123158,0.907782
305,119378,710,120088,0.909978
306,117933,835,118768,0.911004
307,117036,698,117734,0.911643
308,159374,1481,160855,0.882142
309,144776,1540,146316,0.892173
310,133043,1236,134279,0.900342
311,118991,1080,120071,0.910253
312,111963,1131,113094,0.915262
313,109313,1041,110354,0.917160
314,117559,1187,118746,0.911270
315,130105,1402,131507,0.902403
316,138436,1351,139787,0.896575
317,184781,1715,186496,0.865029
318,136856,1585,138441,0.897677
319,142510,905,143415,0.893743
320,237520,1145,238665,0.830865
321,278342,941,279283,0.805630
322,124897,857,125754,0.906070
323,106124,783,106907,0.919451
324,89163,689,89852,0.931757
325,86719,684,87403,0.933548
326,87435,717,88152,0.933023
327,88329,780,89109,0.932368
328,88863,753,89616,0.931977
329,87889,738,88627,0.932690
330,88561,781,89342,0.932198
331,93372,755,94127,0.928684
332,88229,713,88942,0.932441
333,87109,743,87852,0.933262
334,87588,792,88380,0.932911
335,86632,829,87461,0.933612
336,86430,697,87127,0.933760
337,86182,726,86908,0.933942
338,87666,759,88425,0.932853
339,87794,798,88592,0.932760
340,128363,711,129074,0.903627
341,94237,741,94978,0.928054
342,89501,676,90177,0.931510
343,89769,703,90472,0.931314
344,89203,709,89912,0.931728
345,215257,1690,216947,0.845067
346,202328,1573,203901,0.853462
347,183683,1681,185364,0.865760
348,195650,1349,196999,0.857840
349,159767,1398,161165,0.881874
350,283988,890,284878,0.802221
351,141113,794,141907,0.894713
352,133678,764,134442,0.899897
353,120870,804,121674,0.908919
354,126224,749,126973,0.905134
355,118198,723,118921,0.910816
356,117222,718,117940,0.911510
357,117960,703,118663,0.910985
358,119591,746,120337,0.909827
359,137280,716,137996,0.897381
360,120044,696,120740,0.909505
361,124297,732,125029,0.906494
362,122406,765,123171,0.907831
363,117843,762,118605,0.911068
364,122101,718,122819,0.908047
365,118912,756,119668,0.910309
366,119035,735,119770,0.910221
367,117364,705,118069,0.911409
368,118429,724,119153,0.910652
369,121458,747,122205,0.908503
370,119219,746,119965,0.910091
371,122381,747,123128,0.907849
372,152935,1119,154054,0.886548
373,172953,1430,174383,0.872942
374,162773,1774,164547,0.879827
375,175933,1437,177370,0.870939
376,211567,1444,213011,0.847452
377,234898,1702,236600,0.832521
378,186573,1280,187853,0.863838
379,148833,1518,150351,0.889370
380,128696,968,129664,0.903393
381,121143,965,122108,0.908726
382,143911,1166,145077,0.892772
383,262289,1300,263589,0.815431
384,174997,1874,176871,0.871568
385,487113,2515,489628,0.691518
386,266832,1802,268634,0.812641
387,158160,1263,159423,0.882971
388,145983,1320,147303,0.891338
389,135371,1271,136642,0.898713
390,174978,1701,176679,0.871580
391,181940,1877,183817,0.866921
392,222863,1733,224596,0.840180
393,167516,1621,169137,0.876610
394,273021,1670,274691,0.808861
395,554555,2061,556616,0.659462
396,318444,1755,320199,0.781824
397,205405,1676,207081,0.851454
398,565553,1826,567379,0.654437
399,195359,1407,196766,0.858031
400,308639,1933,310572,0.787557
401,245273,1953,247226,0.825993
402,390674,1752,392426,0.741281
403,480296,1697,481993,0.694880
404,467352,1543,468895,0.701328
405,2002416,1455,2003871,0.308007
406,1826205,1920,1828125,0.328819
407,1164420,1417,1165837,0.449683
408,343763,1872,345635,0.767278
409,185985,1377,187362,0.864229
410,230875,1810,232685,0.835071
411,164562,1509,166071,0.878612
412,173404,1584,174988,0.872638
413,128707,1147,129854,0.903385
414,130498,1400,131898,0.902127
415,218433,1813,220246,0.843022
416,138787,1476,140263,0.896331
417,135682,1182,136864,0.898496
418,142169,1275,143444,0.893980
419,102911,926,103837,0.921766
420,124984,1115,126099,0.906009
421,106222,817,107039,0.919380
422,94890,779,95669,0.927578
423,197101,2033,199134,0.856886
424,213634,1115,214749,0.846115
425,182286,1159,183445,0.866690
426,195326,1070,196396,0.858053
427,251560,2798,254358,0.822069
428,232916,1474,234390,0.833776
429,140057,1140,141197,0.895447
430,121478,1107,122585,0.908488
431,118094,1012,119106,0.910890
432,111538,1006,112544,0.915566
433,112045,1051,113096,0.915203
434,108735,951,109686,0.917574
435,121379,1111,122490,0.908559
436,119600,1063,120663,0.909820
437,162781,1728,164509,0.879822
438,114833,1036,115869,0.913212
439,110569,1027,111596,0.916260
440,114203,990,115193,0.913661
441,108514,947,109461,0.917733
442,108019,965,108984,0.918088
443,128310,1117,129427,0.903665
444,122425,1501,123926,0.907818
445,317187,1832,319019,0.782556
446,338914,5556,344470,0.770035
447,381375,1593,382968,0.746337
448,442665,1561,444226,0.713858
449,376928,1784,378712,0.748772
450,723394,1891,725285,0.588082
451,356250,1685,357935,0.760238
452,443495,2176,445671,0.713432
453,359419,1673,361092,0.758465
454,483951,2017,485968,0.693075
455,441224,1907,443131,0.714599
456,375491,1885,377376,0.749562
457,293808,2195,296003,0.796336
458,448643,1800,450443,0.710795
459,329341,1859,331200,0.775518
460,335838,2162,338000,0.771791
461,531222,1951,533173,0.670309
462,421025,2046,423071,0.725099
463,306356,1788,308144,0.788900
464,361033,1696,362729,0.757565
465,392553,1796,394349,0.740264
466,727462,2939,730401,0.586507
467,883126,1624,884750,0.530791
468,571073,1863,572936,0.651935
469,321269,1999,323268,0.780183
470,444627,1942,446569,0.712851
471,423852,1890,425742,0.723617
472,388040,2037,390077,0.742708
473,410587,1896,412483,0.730609
474,170677,1403,172080,0.874475
475,173559,1699,175258,0.872534
476,169128,1976,171104,0.875521
477,281949,1589,283538,0.803450
478,207339,1857,209196,0.850195
479,165219,1692,166911,0.878166
480,117879,1447,119326,0.911043
481,259043,1398,260441,0.817432
482,272630,1807,274437,0.809100
483,188107,1591,189698,0.862821
484,125862,1419,127281,0.905389
485,311108,1782,312890,0.786108
486,347465,1866,349331,0.765181
487,310131,2155,312286,0.786681
488,342815,2057,344872,0.767816
489,326503,1758,328261,0.777154
490,544027,1962,545989,0.664325
491,387707,1474,389181,0.742889
492,177705,1298,179003,0.869751
493,147354,1367,148721,0.890391
494,118572,1207,119779,0.910550
495,111684,1188,112872,0.915461
496,118244,1247,119491,0.910783
497,153743,1380,155123,0.885994
498,151910,1391,153301,0.887252
499,155019,1160,156179,0.885119
500,162828,1234,164062,0.879790
501,126646,1177,127823,0.904836
502,108317,1185,109502,0.917874
503,107561,1101,108662,0.918417
504,173020,1737,174757,0.872897
505,137047,1279,138326,0.897543
506,163388,1501,164889,0.879409
507,333831,1651,335482,0.772940
508,156650,1875,158525,0.884003
509,227333,1565,228898,0.837324
510,140149,1133,141282,0.895383
511,101168,757,101925,0.923025
512,93116,694,93810,0.928870
513,91854,640,92494,0.929791
514,126513,1554,128067,0.904930
515,123102,1129,124231,0.907339
516,114804,1057,115861,0.913233
517,116782,1068,117850,0.911823
518,154214,1548,155762,0.885671
519,129079,1045,130124,0.903124
520,98348,806,99154,0.925067
521,91467,750,92217,0.930073
522,222051,1389,223440,0.840700
523,315932,1250,317182,0.783287
524,168135,1559,169694,0.876192
525,160247,1274,161521,0.881547
526,130534,1494,132028,0.902101
527,173423,1141,174564,0.872626
528,120346,1297,121643,0.909291
529,100244,838,101082,0.923693
530,96161,770,96931,0.926654
531,101948,719,102667,0.922461
532,193326,1155,194481,0.859371
533,153231,2192,155423,0.886345
534,154950,1201,156151,0.885166
535,211532,1543,213075,0.847475
536,149333,1496,150829,0.889026
537,135259,1496,136755,0.898792
538,118481,1225,119706,0.910615
539,133674,1612,135286,0.899900
540,108708,1007,109715,0.917594
541,114918,1086,116004,0.913151
542,111424,1029,112453,0.915648
543,138609,1666,140275,0.896455
544,114994,1131,116125,0.913097
545,114897,1100,115997,0.913166
546,140326,1154,141480,0.895260
547,122618,1085,123703,0.907681
548,121578,1025,122603,0.908418
549,110081,1106,111187,0.916609
550,135604,1708,137312,0.898551
551,109597,991,110588,0.916956
552,137841,1532,139373,0.896990
553,126676,1407,128083,0.904815
554,120264,1440,121704,0.909349
555,175595,1380,176975,0.871166
556,182559,1741,184300,0.866508
557,236789,1827,238616,0.831326
558,283191,1600,284791,0.802701
559,170262,1493,171755,0.874755
560,148883,1136,150019,0.889336
561,123364,1390,124754,0.907153
562,125352,1204,126556,0.905749
563,142387,1103,143490,0.893828
564,300256,2096,302352,0.792503
565,287476,1644,289120,0.800124
566,231636,1500,233136,0.834588
567,163814,1363,165177,0.879120
568,131221,1194,132415,0.901619
569,117570,1113,118683,0.911263
570,120639,1115,121754,0.909083
571,136175,1166,137341,0.898152
572,131937,1290,133227,0.901117
573,130210,1155,131365,0.902329
574,243822,1393,245215,0.826902
575,126620,1212,127832,0.904855
576,232520,1498,234018,0.834027
577,200093,1686,201779,0.854924
578,211220,1894,213114,0.847677
579,194320,2050,196370,0.858716
580,311762,1795,313557,0.785725
581,174157,1428,175585,0.872132
582,145264,1164,146428,0.891835
583,131341,1219,132560,0.901535
584,149853,1795,151648,0.888668
585,133402,1430,134832,0.900091
586,146180,1523,147703,0.891202
587,116889,1209,118098,0.911747
588,114808,1040,115848,0.913230
589,134454,1571,136025,0.899354
590,130172,1333,131505,0.902356
591,124905,1406,126311,0.906065
592,128222,1623,129845,0.903726
593,124904,1549,126453,0.906065
594,115630,1086,116716,0.912644
595,137899,1647,139546,0.896949
596,116055,1007,117062,0.912341
597,138178,1472,139650,0.896755
598,202308,1488,203796,0.853475
599,387655,1511,389166,0.742917
600,222338,1502,223840,0.840516
601,188834,1421,190255,0.862339
602,186072,1770,187842,0.864171
603,330093,1759,331852,0.775086
604,255017,3540,258557,0.819923
605,184867,1770,186637,0.864972
606,281355,1469,282824,0.803808
607,189646,1588,191234,0.861802
608,157594,1335,158929,0.883357
609,133227,1172,134399,0.900213
610,126162,992,127154,0.905178
611,127224,1104,128328,0.904429
612,193988,2591,196579,0.858934
613,267022,1743,268765,0.812525
614,169543,1270,170813,0.875240
615,215376,1517,216893,0.844991
616,208597,1140,209737,0.849378
617,111088,736,111824,0.915888
618,120951,1464,122415,0.908862
619,201439,1877,203316,0.854043
620,206010,1766,207776,0.851060
621,190420,1638,192058,0.861290
622,163126,1184,164310,0.879587
623,133870,820,134690,0.899763
624,131198,714,131912,0.901635
625,131995,797,132792,0.901076
626,162949,814,163763,0.879708
627,150649,720,151369,0.888120
628,123856,817,124673,0.906806
629,92040,774,92814,0.929655
630,91570,740,92310,0.929998
631,90918,808,91726,0.930474
632,90542,807,91349,0.930749
633,90110,762,90872,0.931065
634,90600,755,91355,0.930706
635,298613,1094,299707,0.793477
636,146500,1515,148015,0.890981
637,163372,1410,164782,0.879420
638,153702,1449,155151,0.886022
639,255698,1276,256974,0.819501
640,137626,1405,139031,0.897140
641,155336,1768,157104,0.884902
642,122642,992,123634,0.907664
643,91709,757,92466,0.929896
644,109876,1369,111245,0.916756
645,218123,1313,219436,0.843221
646,284487,1743,286230,0.801920
647,149400,1045,150445,0.888980
648,124991,903,125894,0.906004
649,98565,783,99348,0.924909
650,91787,700,92487,0.929840
651,96332,717,97049,0.926530
652,134221,1496,135717,0.899517
653,125828,861,126689,0.905413
654,95417,786,96203,0.927195
655,94627,785,95412,0.927770
656,91103,779,91882,0.930339
657,97178,779,97957,0.925916
658,193137,1333,194470,0.859495
659,155707,1449,157156,0.884648
660,299056,1568,300624,0.793214
661,460451,1738,462189,0.704799
662,220271,1496,221767,0.841841
663,196612,1507,198119,0.857207
664,194606,1253,195859,0.858527
665,146636,1239,147875,0.890887
666,163103,1211,164314,0.879603
667,211788,1778,213566,0.847309
668,187847,1339,189186,0.862993
669,145599,1381,146980,0.891603
670,214905,1717,216622,0.845294
671,176467,1423,177890,0.870581
672,152127,1470,153597,0.887103
673,110039,923,110962,0.916639
674,147589,1830,149419,0.890229
675,155682,1390,157072,0.884665
676,156171,1557,157728,0.884330
677,151497,1586,153083,0.887536
678,207226,1552,208778,0.850269
679,292296,1364,293660,0.797238
680,186404,1482,187886,0.863951
681,131583,1318,132901,0.901365
682,154420,1266,155686,0.885530
683,120019,1207,121226,0.909523
684,119242,1018,120260,0.910074
685,122436,1318,123754,0.907810
686,120586,1018,121604,0.909121
687,112923,1039,113962,0.914576
688,110765,1091,111856,0.916119
689,110712,1196,111908,0.916157
690,120936,1117,122053,0.908873
691,112029,1049,113078,0.915215
692,112199,1148,113347,0.915093
693,125224,1050,126274,0.905839
694,201193,1522,202715,0.854204
695,179216,1075,180291,0.868740
696,188075,1344,189419,0.862842
697,167135,1086,168221,0.876868
698,277433,1389,278822,0.806181
699,131308,1140,132448,0.901558
700,147536,876,148412,0.890265
701,158872,828,159700,0.882484
702,214000,1676,215676,0.845879
703,288956,1414,290370,0.799236
704,233131,1856,234987,0.833640
705,200925,1202,202127,0.854379
706,149435,760,150195,0.888956
707,134065,676,134741,0.899627
708,121427,697,122124,0.908525
709,132829,706,133535,0.900492
710,121190,790,121980,0.908693
711,131716,713,132429,0.901272
712,124394,703,125097,0.906425
713,132264,709,132973,0.900888
714,124277,697,124974,0.906508
715,165957,704,166661,0.877666
716,162771,725,163496,0.879829
717,170439,704,171143,0.874636
718,166483,667,167150,0.877310
719,191792,1544,193336,0.860383
720,177480,1323,178803,0.869902
721,199230,1817,201047,0.855489
722,312216,1717,313933,0.785459
723,203396,1756,205152,0.852764
724,393458,1457,394915,0.739776
725,308011,839,308850,0.787926
726,242284,737,243021,0.827867
727,195161,818,195979,0.858162
728,193186,765,193951,0.859463
729,214021,1310,215331,0.845865
730,217392,1145,218537,0.843692
731,240702,2437,243139,0.828861
732,178446,743,179189,0.869255
733,174315,723,175038,0.872026
734,161173,690,161863,0.880916
735,168886,735,169621,0.875684
736,159918,734,160652,0.881771
737,143588,664,144252,0.892996
738,144763,729,145492,0.892182
739,152395,662,153057,0.886919
740,148509,733,149242,0.889594
741,222968,2972,225940,0.840112
742,180301,1606,181907,0.868015
743,167519,1934,169453,0.876608
744,179728,1452,181180,0.868398
745,152226,1470,153696,0.887035
746,136355,1547,137902,0.898026
747,142472,1179,143651,0.893769
748,132918,1197,134115,0.900430
749,118250,978,119228,0.910779
750,121222,984,122206,0.908670
751,125635,1055,126690,0.905549
752,122038,1056,123094,0.908092
753,117173,998,118171,0.911545
754,120491,964,121455,0.909188
755,120103,1049,121152,0.909463
756,120090,973,121063,0.909472
757,116425,947,117372,0.912077
758,117074,954,118028,0.911615
759,111485,946,112431,0.915604
760,105414,1023,106437,0.919961
761,149447,1993,151440,0.888947
762,304037,1442,305479,0.790267
763,269850,1514,271364,0.810795
764,234616,1786,236402,0.832700
765,221742,1776,223518,0.840898
766,163577,1492,165069,0.879281
767,339578,1885,341463,0.769657
768,289821,1870,291691,0.798718
769,322275,1451,323726,0.779599
770,289281,1955,291236,0.799041
771,182508,2247,184755,0.866542
772,223875,1887,225762,0.839532
773,212112,1769,213881,0.847099
774,165822,1348,167170,0.877758
775,280637,1751,282388,0.804242
776,197131,1359,198490,0.856866
777,289711,2032,291743,0.798784
778,246231,1420,247651,0.825393
779,229326,932,230258,0.836055
780,323601,5993,329594,0.778831
781,307027,1967,308994,0.788505
782,225768,1260,227028,0.838323
783,170137,889,171026,0.874839
784,188009,1675,189684,0.862886
785,149673,1432,151105,0.888792
786,127689,1227,128916,0.904102
787,116574,1198,117772,0.911971
788,116292,1189,117481,0.912172
789,386079,1498,387577,0.743773
790,183550,1156,184706,0.865848
791,197818,1434,199252,0.856415
792,202136,1992,204128,0.853587
793,183842,1072,184914,0.865654
794,117018,1550,118568,0.911655
795,175525,1335,176860,0.871213
796,214037,995,215032,0.845855
797,115878,765,116643,0.912467
798,106781,709,107490,0.918978
799,89198,781,89979,0.931732
800,86610,767,87377,0.933628
801,87543,726,88269,0.932944
802,87718,724,88442,0.932815
803,88042,746,88788,0.932578
804,127568,2032,129600,0.904187
805,186881,843,187724,0.863634
806,140070,1098,141168,0.895438
807,163963,978,164941,0.879019
808,265409,808,266217,0.813514
809,196749,749,197498,0.857117
810,179293,812,180105,0.868689
811,192259,720,192979,0.860075
812,275385,712,276097,0.807424
813,301544,1918,303462,0.791740
814,213784,1420,215204,0.846018
815,314867,1665,316532,0.783909
816,184777,1981,186758,0.865032
817,198419,1573,199992,0.856021
818,352725,2101,354826,0.762216
819,424022,1628,425650,0.723528
820,217209,1651,218860,0.843809
821,190927,1220,192147,0.860954
822,157520,878,158398,0.883408
823,124966,756,125722,0.906022
824,244846,1850,246696,0.826260
825,244857,1937,246794,0.826253
826,191117,1449,192566,0.860829
827,170564,1452,172016,0.874551
828,152898,989,153887,0.886574
829,104217,773,104990,0.920824
830,167293,1945,169238,0.876761
831,218624,1404,220028,0.842899
832,195246,1397,196643,0.858106
833,154029,1472,155501,0.885798
834,271644,1488,273132,0.809700
835,277956,1114,279070,0.805864
836,109435,766,110201,0.917072
837,91649,697,92346,0.929940
838,89314,726,90040,0.931647
839,87436,720,88156,0.933022
840,112120,1386,113506,0.915150
841,150935,1509,152444,0.887923
842,132251,1270,133521,0.900897
843,122101,1191,123292,0.908047
844,119253,1101,120354,0.910067
845,117035,1119,118154,0.911643
846,178082,1735,179817,0.869499
847,103404,722,104126,0.921410
848,89848,694,90542,0.931256
849,88630,707,89337,0.932147
850,89793,746,90539,0.931296
851,91099,644,91743,0.930342
852,255106,1078,256184,0.819867
853,140529,747,141276,0.895119
854,179886,756,180642,0.868292
855,249827,1512,251339,0.823148
856,179033,1702,180735,0.868863
857,174879,2056,176935,0.871647
858,157023,1190,158213,0.883748
859,294357,1211,295568,0.796008
860,159265,889,160154,0.882216
861,137095,712,137807,0.897510
862,100951,723,101674,0.923182
863,94843,682,95525,0.927613
864,91365,725,92090,0.930148
865,92349,697,93046,0.929430
866,90550,714,91264,0.930743
867,90158,703,90861,0.931029
868,90075,655,90730,0.931090
869,90564,697,91261,0.930733
870,91005,678,91683,0.930411
871,85901,645,86546,0.934148
872,83847,689,84536,0.935658
873,85156,648,85804,0.934695
874,84453,648,85101,0.935212
875,87601,645,88246,0.932901
876,91535,675,92210,0.930024
877,87318,642,87960,0.933109
878,85345,646,85991,0.934556
879,85428,643,86071,0.934495
880,84811,665,85476,0.934949
881,91223,881,92104,0.930251
882,85526,665,86191,0.934423
883,85767,700,86467,0.934246
884,84580,675,85255,0.935119
885,151562,1471,153033,0.887492
886,298700,1451,300151,0.793426
887,194925,2604,197529,0.858317
888,243447,1287,244734,0.827137
889,248707,1512,250219,0.823847
890,219587,1433,221020,0.842280
891,136280,1386,137666,0.898079
892,196239,948,197187,0.857453
893,132217,1017,133234,0.900921
894,131131,937,132068,0.901682
895,146734,759,147493,0.890819
896,136972,1005,137977,0.897596
897,135352,1229,136581,0.898727
898,171731,910,172641,0.873765
899,144959,751,145710,0.892046
900,144985,746,145731,0.892028
901,137058,790,137848,0.897536
902,135740,909,136649,0.898456
903,210352,955,211307,0.848239
904,208108,1403,209511,0.849695
905,166060,2252,168312,0.877596
906,150394,2035,152429,0.888295
907,205401,1367,206768,0.851457
908,207371,2458,209829,0.850174
909,232492,1792,234284,0.834045
910,201492,1731,203223,0.854008
911,179886,1459,181345,0.868292
912,153539,993,154532,0.886134
913,137336,883,138219,0.897342
914,132816,1497,134313,0.900501
915,137529,887,138416,0.897207
916,112415,1301,113716,0.914939
917,284699,1590,286289,0.801793
918,220781,2338,223119,0.841514
919,353009,1692,354701,0.762057
920,241185,1481,242666,0.828557
921,151228,1328,152556,0.887721
922,157870,1044,158914,0.883169
923,105803,1228,107031,0.919681
924,238092,2055,240147,0.830504
925,222185,1313,223498,0.840614
926,172734,1899,174633,0.873089
927,262101,1425,263526,0.815547
928,154194,1600,155794,0.885685
929,241496,2219,243715,0.828362
930,347284,2104,349388,0.765284
931,165366,1725,167091,0.878067
932,159980,1531,161511,0.881729
933,268888,1830,270718,0.811383
