round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790177971795586620,0.983704,0.498296,0.000000,0
1,1790177971796456338,0.989812,0.579991,0.574082,1
2,1790177971796901912,0.989941,0.846075,0.000000,0
3,1790177971798147236,0.652057,0.990902,0.646124,1
4,1790177971799776564,0.989713,0.342533,0.339010,1
5,1790177974804991846,0.989299,0.948115,0.937969,1
6,1790177974806849462,0.989189,0.600458,0.000000,0
7,1790178028889515174,0.981621,0.926882,0.000000,0
8,1790178028891038113,0.390840,0.984591,0.000000,0
9,1790178028892342646,0.984738,0.447464,0.000000,0
10,1790178028893199785,0.990723,0.647301,0.641296,1
11,1790178028894187252,0.850179,0.992339,0.843667,1
