round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789999571793624701,0.961001,0.776859,0.000000,0
1,1789999571794205473,0.989189,0.814324,0.000000,0
2,1789999571794679907,0.991258,0.829031,0.821784,1
3,1789999571795120601,0.991397,0.847582,0.840290,1
4,1789999571795541665,0.991486,0.814699,0.000000,0
5,1789999571795960950,0.991447,0.790890,0.000000,0
6,1789999571796388414,0.991467,0.781893,0.775221,1
7,1789999571796815808,0.991011,0.784086,0.000000,0
8,1789999571797259202,0.991943,0.768899,0.762703,1
9,1789999571797705866,0.990694,0.771865,0.000000,0
10,1789999571798137781,0.991873,0.766717,0.000000,0
11,1789999571798567515,0.991754,0.771185,0.000000,0
12,1789999571799001309,0.991705,0.766166,0.000000,0
13,1789999571799404734,0.992101,0.789278,0.783044,1
14,1789999571799814498,0.990694,0.783153,0.000000,0
15,1789999571800242962,0.991805,0.766450,0.760169,1
16,1789999571800645897,0.991665,0.785852,0.000000,0
17,1789999571801046472,0.991893,0.790581,0.784172,1
18,1789999571801453196,0.992172,0.783859,0.000000,0
19,1789999571801854801,0.991883,0.795808,0.000000,0
20,1789999571802254186,0.991992,0.793313,0.786961,1
21,1789999571802654361,0.991744,0.788237,0.781729,1
22,1789999571803062685,0.992062,0.782222,0.000000,0
23,1789999571803460160,0.992111,0.794020,0.000000,0
24,1789999571803868614,0.992033,0.796620,0.000000,0
25,1789999571804268289,0.992210,0.801887,0.795641,1
26,1789999571804665924,0.991992,0.793488,0.000000,0
27,1789999571805102588,0.992310,0.763360,0.757489,1
28,1789999571805500593,0.991982,0.795251,0.788875,1
29,1789999571805904427,0.991706,0.795777,0.789177,1
30,1789999571806303002,0.992161,0.796119,0.000000,0
31,1789999571806740916,0.991993,0.758763,0.752688,1
32,1789999571807143051,0.992300,0.793115,0.000000,0
33,1789999571807542786,0.992250,0.790779,0.000000,0
34,1789999571807943391,0.991972,0.788623,0.782292,1
35,1789999571808351065,0.992300,0.788702,0.000000,0
36,1789999571808751410,0.991982,0.790091,0.000000,0
37,1789999571809151914,0.991468,0.788080,0.000000,0
38,1789999571809550039,0.992101,0.791617,0.785365,1
39,1789999571809948494,0.992161,0.795363,0.789128,1
40,1789999571810377848,0.992032,0.767171,0.000000,0
41,1789999571810788843,0.991814,0.778717,0.000000,0
42,1789999571811188877,0.992181,0.789562,0.000000,0
43,1789999571811586412,0.992280,0.790352,0.784250,1
44,1789999571811984367,0.992409,0.802754,0.796660,1
45,1789999571812382921,0.991883,0.788466,0.782066,1
46,1789999571812816086,0.991387,0.762649,0.000000,0
47,1789999571813217250,0.992151,0.787709,0.000000,0
48,1789999571813622135,0.991734,0.785325,0.000000,0
49,1789999571814023199,0.992509,0.789152,0.000000,0
50,1789999571814420294,0.992101,0.792520,0.786261,1
51,1789999571814823439,0.991695,0.785899,0.000000,0
52,1789999571815233273,0.991913,0.787079,0.780714,1
53,1789999571815638168,0.991923,0.784768,0.000000,0
54,1789999571816071112,0.991814,0.764605,0.000000,0
