count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,47718,199637,6078
52,37859,12318,2969
53,34776,7534,2728
54,79097,62924,4964
55,71684,11055,2768
56,65865,6689,2382
57,61351,5879,2559
58,47455,5724,14644
59,367664,17077,330361
60,143601,342773,4610
61,135041,9115,1893
62,127353,4954,1565
63,119998,4204,1679
64,112514,4361,1551
65,105381,3330,1580
66,98504,4671,1506
67,102344,3356,12633
68,315485,14754,215710
69,148553,252262,4847
70,138431,8340,1964
71,133562,4220,1572
72,129575,3561,1676
73,126175,3633,1547
74,121329,4804,1543
75,117627,3370,1622
76,151818,3527,41025
77,282447,46646,133740
78,42726,147004,7226
79,13158,10996,3940
80,25833,6352,20774
81,18166,24211,11291
82,66187,15775,52081
83,54313,66140,6057
84,49807,11756,2916
85,46956,6913,2650
86,78326,6255,35867
87,366306,39338,263079
88,137655,303572,6378
89,129087,11643,2167
90,126666,5518,1691
91,123841,3883,1778
92,120409,3838,1623
93,117798,3430,1654
94,115109,3511,1590
95,124321,3381,13702
96,352219,15709,228685
97,126008,244723,6682
98,115613,12753,2986
99,114217,6258,2957
100,112751,5941,2529
101,110568,5526,2204
102,109184,5006,2307
103,107959,5131,2161
104,117028,5180,12415
105,186049,15792,71134
106,33974,82126,4998
107,25688,10256,6007
108,21068,10452,5252
109,15722,9155,4981
110,68789,8520,58074
111,44699,73677,6882
112,21470,11692,3601
113,20788,6935,6362
114,19935,10780,5749
115,15253,8946,4962
116,19345,7698,11928
117,42480,15083,33838
118,93279,40510,75424
119,61787,91740,7610
120,34607,13046,3018
121,27324,6494,2684
122,32137,7038,11769
123,26819,15069,2843
124,22572,6105,4704
125,18724,7907,5319
126,38217,8717,29419
127,76059,36903,46780
128,43697,58922,9534
129,20521,14264,3311
130,17137,8304,2987
131,16092,6350,2725
132,15698,5782,3224
133,20189,6262,8416
134,18644,11725,2946
135,17630,5936,3003
136,18157,6087,5064
137,139530,8220,122549
138,41342,137154,9989
139,23328,14889,2958
140,19716,6417,5076
141,17467,8481,4891
142,14531,8323,5577
143,21576,9251,14622
144,16715,18602,5072
145,35909,8307,26736
146,133341,34610,100588
147,47353,114725,8763
148,20531,12737,5231
149,19511,8804,10067
150,14711,13769,5993
151,131115,9667,121129
152,117962,135038,5182
153,90801,9035,2362
154,79695,5435,1673
155,68927,3725,1699
156,42431,3507,1740
157,29075,3582,1583
158,34748,3366,17584
159,25540,19596,2005
160,20007,3827,4191
161,13900,6073,3646
162,36569,6604,31490
163,45133,37119,30777
164,180716,37223,160852
165,123615,175762,7095
166,97635,11784,2990
167,90579,6248,2484
168,78320,5852,2415
169,73916,5766,2654
170,69957,6854,2383
171,63416,5225,2365
172,57666,5815,2247
173,85504,5027,33683
174,169220,41296,85812
175,68536,104356,8961
176,32109,14891,4096
177,26249,9166,2739
178,31383,6506,12026
179,25463,14606,2468
180,20647,4928,5038
181,22846,7634,11430
182,33460,14093,25196
183,32103,33714,5579
184,31464,12569,4804
185,33507,10569,8545
186,88805,15079,58237
187,38789,70821,5078
188,29778,9256,2697
189,23700,5887,2632
190,28478,5641,12247
191,23742,15795,2875
192,20517,6155,4697
193,18916,8062,5747
194,15647,10166,4937
195,171438,7927,160465
196,82831,171742,55476
197,83418,69884,6554
198,62869,43141,4954
199,54972,9330,2686
200,53542,5975,7086
201,68233,10010,64840
202,36686,75294,7284
203,58724,11701,33832
204,44345,41882,23338
205,39011,31842,3477
206,34466,7900,2676
207,30150,6509,2466
208,29075,5538,6210
209,151206,9658,128257
210,122785,142591,5285
211,116292,8951,1922
212,113114,4207,1763
213,110598,3976,1720
214,107523,3785,1602
215,105038,3642,1576
216,102164,3451,1596
217,111165,3478,13345
218,244512,16349,134634
219,30680,145692,6076
220,59002,9686,49979
221,145218,61165,80072
222,103491,121412,7797
223,91607,11853,4358
224,73547,6923,1878
225,56543,3888,2075
226,33470,4978,1742
227,26387,3751,1900
228,21620,3733,1698
229,53201,3532,36244
230,101849,42033,49835
231,37583,58424,5515
232,46776,8385,36570
233,27426,42837,7696
