count_idx,delay_ns,loop_gap_ns,recv_block_ns
51,91412,3074,1490
52,91485,5096,1524
53,90635,3848,1569
54,90883,4274,1501
55,90905,3840,1621
56,90309,3650,1497
57,90010,3451,1659
58,89703,3575,1492
59,95974,3607,7697
60,96275,10063,1744
61,92503,4586,1668
62,80448,4401,1885
63,78001,3695,2381
64,77289,5591,1598
65,74138,3388,1776
66,61661,3560,1510
67,59377,3241,3120
68,55776,4881,1571
69,52184,3372,1761
70,48599,3540,1594
71,42348,3314,2137
72,39534,5043,1558
73,35266,3340,1787
74,30893,3582,1529
75,27017,3267,2139
76,23124,4298,1603
77,19439,3344,2014
78,28285,3785,13365
79,28310,18797,2925
80,24555,7190,2210
81,20957,4657,1669
82,17813,3795,4647
83,13853,6539,4876
84,36530,6834,35532
85,35789,41166,31841
86,50856,37744,49131
87,35796,58992,3831
88,30386,7446,1924
89,27061,3777,1679
90,21837,3447,1916
91,17755,3852,1760
92,17958,3566,7696
93,12367,9566,3858
94,37752,5670,36382
95,20472,43912,14294
96,13263,19199,4023
97,9409,6110,3744
98,16692,5670,13987
99,12673,17058,3596
100,9655,5595,3424
101,7863,5348,3667
102,12971,5509,10401
103,11753,13709,3461
104,10430,6223,3430
105,8652,5250,3792
106,15027,5625,12377
107,11112,15446,3676
108,7940,5726,3742
109,37518,5592,36069
110,23198,42904,3887
111,16449,6962,2351
112,12675,5317,2102
113,11598,4049,4569
114,10026,6439,3883
115,13137,5772,10967
116,11779,14169,4581
117,8866,6439,3713
118,138381,5521,143713
119,123728,156600,5062
120,115929,9984,2088
121,110221,4365,1847
122,105473,3845,1958
123,100591,3843,1699
124,96996,3533,2178
125,92376,4020,1799
126,87701,3664,1653
127,82635,3462,1614
128,79667,4119,1748
129,73391,3528,2490
130,67103,4364,1801
131,62957,3695,1713
132,58879,3626,1853
133,23342,3658,1665
134,30232,3503,18915
135,24535,20926,1764
136,23169,4622,4000
137,42343,5897,46179
138,21758,51807,3246
139,17303,6269,2357
140,13215,5031,2007
141,12295,4012,4775
142,11486,6618,8344
143,148495,10212,157185
144,119250,170710,5427
145,112883,9182,1743
146,110204,3974,1752
147,104484,3810,1513
148,99744,3349,2322
149,96711,4202,1586
150,93063,3362,1446
